geography_code,sex-001,sex-002
E02002985,51.5,48.5
E02002986,52.5,47.5
E02002987,50.9,49.1
E02002988,51.4,48.6
E02002989,52.6,47.4
E02002990,51.2,48.8
E02002991,50.3,49.7
E02002992,53.4,46.6
E02002993,51.1,48.9
E02002994,51.5,48.5
E02002995,51.7,48.3
E02002996,49.3,50.7
E02002997,51.6,48.4
E02002998,50.3,49.7
E02002999,51.1,48.9
E02003000,51.4,48.6
E02003001,51.1,48.9
E02003002,51.7,48.3
E02003003,51.8,48.2
E02003004,49.9,50.1
E02003005,50.9,49.1
E02003006,52.3,47.7
E02003007,51.2,48.8
E02003008,51,49
E02003009,50.7,49.3
E02003010,50.7,49.3
E02003011,50.8,49.2
E02003012,50.9,49.1
E02003013,50.4,49.6
E02003014,51.3,48.7
E02003015,49.9,50.1
E02003016,48.6,51.4
E02003017,53,47
E02003018,51.5,48.5
E02003019,50.1,49.9
E02003020,52.9,47.1
E02003021,49.2,50.8
E02003022,51.3,48.7
E02003023,51.7,48.3
E02003024,50.6,49.4
E02003025,50.4,49.6
E02003026,51.2,48.8
E02003027,49.3,50.7
E02003028,51,49
E02003029,51.3,48.7
E02003030,48.8,51.2
E02003031,49.6,50.4
E02003032,49.5,50.5
E02003033,51.9,48.1
E02003036,48.7,51.3
E02003037,51,49
E02003038,50.6,49.4
E02003039,50.5,49.5
E02003040,49.7,50.3
E02003041,49.7,50.3
E02003044,49.7,50.3
E02003045,51.3,48.7
E02003046,50.8,49.2
E02003047,49.9,50.1
E02003048,48.9,51.1
E02003049,49.9,50.1
E02003050,48.1,51.9
E02003051,50.2,49.8
E02003052,51.6,48.4
E02003053,50,50
E02003054,50.7,49.3
E02003055,51.8,48.2
E02003056,51.6,48.4
E02003057,51.2,48.8
E02003058,51.5,48.5
E02003059,51.6,48.4
E02003060,51.6,48.4
E02003061,52.1,47.9
E02003062,52.1,47.9
E02003063,50.8,49.2
E02003064,53.3,46.7
E02003065,51.2,48.8
E02003066,51,49
E02003067,52.6,47.4
E02003068,50,50
E02003070,51.1,48.9
E02003072,52.2,47.8
E02003073,50.8,49.2
E02003075,51.2,48.8
E02003077,50.9,49.1
E02003088,51.6,48.4
E02003090,52.7,47.3
E02003091,51.5,48.5
E02003092,48.2,51.8
E02003093,50.5,49.5
E02003094,50.1,49.9
E02003095,50.8,49.2
E02003096,51.2,48.8
E02003097,52.2,47.8
E02003098,49.3,50.7
E02003099,50.9,49.1
E02003101,50.1,49.9
E02003102,50.1,49.9
E02003103,50.5,49.5
E02003104,50.4,49.6
E02003105,51.6,48.4
E02003107,47.7,52.3
E02003108,49.3,50.7
E02003109,51.3,48.7
E02003110,51.5,48.5
E02003111,50.8,49.2
E02003112,50.5,49.5
E02003113,50.4,49.6
E02003114,50.9,49.1
E02003115,50.5,49.5
E02003116,52.1,47.9
E02003117,50.9,49.1
E02003118,51.5,48.5
E02003119,51,49
E02003120,50.8,49.2
E02003121,51.1,48.9
E02003172,50.7,49.3
E02003173,52.5,47.5
E02003174,51,49
E02003175,52.3,47.7
E02003176,52,48
E02003177,51.1,48.9
E02003178,51.5,48.5
E02003179,51.5,48.5
E02003180,50.7,49.3
E02003181,50.5,49.5
