geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00130751,0.9,0.3,3.1,95.7,0
E00130752,0.4,0,0.4,99.1,0
E00130753,0,0,0,100,0
E00130754,0.5,2.1,0.9,96.6,0
E00130756,0,0.3,0.8,99,0
E00130757,2.6,0,2.6,94.8,0
E00130758,0.5,0.2,1.7,96.9,0.7
E00130847,0.6,0,1.5,97.6,0.3
E00130849,4.8,1.4,0,93.7,0
E00130850,4.1,0,0,95.5,0.4
E00130851,2.6,0,1.7,94.8,0.9
E00130852,1.9,0,0,96.5,1.6
E00130853,0.9,0,0.9,98.2,0
E00130854,1.5,0.3,1.2,96.9,0
E00130855,3.1,0,1.9,93.7,1.3
E00130856,1,0.6,0.3,97.8,0.3
E00130858,0.9,1.2,3.2,94.4,0.3
E00130859,0,0,2.2,97.8,0
E00130860,1.6,1.3,0,97.2,0
E00130861,0,0,1.6,98.4,0
E00130862,1.7,0.3,0,98,0
E00130863,1.7,1.4,0.9,95.7,0.3
E00130864,6.1,0,2,91.8,0
E00130865,1.2,0.4,3.7,94.7,0
E00130866,1,0,1,98.1,0
E00130867,2,1.6,0.4,92.6,3.3
E00130868,1.8,0,1.3,96.9,0
E00130869,3.1,0.3,3.4,93.2,0
E00130871,0,0.2,1.2,98.6,0
E00130872,0,0,1.1,97,1.9
E00130873,2.7,1.8,1.2,94.2,0
E00130943,1.9,0,7.6,89.8,0.6
E00130944,3.3,0,1.2,95.4,0
E00130948,0.6,0.4,1,97.8,0.2
E00130949,2,0.5,1.5,91.4,4.5
E00130960,0.7,0,4.5,94.5,0.3
E00130961,0.9,0.3,0.6,97.5,0.6
E00130995,0.8,0.2,1.1,97.7,0.2
E00137248,5.9,0,0.7,93,0.4
E00137249,3.3,1.1,0,95.2,0.4
E00137253,2.8,1,1,95.2,0
E00137254,0.3,0.3,1.2,97.4,0.9
E00137255,2.2,0.5,2.2,95.1,0
E00137265,1.1,1.8,1.8,94,1.4
