geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00130751,11.7,39.3,4.7,42.4,1.9
E00130752,16,42.1,6.3,33.1,2.5
E00130753,10.7,44.9,6.3,35.6,2.4
E00130754,12.5,33.6,4.8,49.1,0
E00130756,13,47.4,4.9,31.5,3.2
E00130757,10.8,43,3.8,40.8,1.6
E00130758,14.7,40.9,4.4,38.2,1.9
E00130847,16.5,42.4,5.4,33.1,2.5
E00130849,9,42.8,1.2,44.6,2.4
E00130850,14.5,42.5,6.6,36.4,0
E00130851,9,42.6,6.2,38.8,3.5
E00130852,8,40.8,6,41.5,3.7
E00130853,32.7,25.7,11.9,27.2,2.5
E00130854,18.6,36.1,7.7,34.7,2.9
E00130855,15,45.4,7.7,30.4,1.5
E00130856,21.6,43.2,6.6,25.5,3.1
E00130858,25.9,39.9,7.7,21.3,5.2
E00130859,16.5,52.5,4.3,24.3,2.4
E00130860,16.3,43,8.7,30.4,1.5
E00130861,15.4,49.5,7.5,26.2,1.4
E00130862,14.7,45.6,7.8,27.7,4.2
E00130863,12,44.5,8.3,33.2,2
E00130864,7.7,35.5,4.8,50.4,1.6
E00130865,16.1,48.9,7.5,24.7,2.7
E00130866,26.9,41.4,4.3,23.7,3.8
E00130867,24.2,39.5,9.9,22.4,4
E00130868,22.3,38.6,9.4,25.7,4
E00130869,13.5,37.3,5.2,42.5,1.6
E00130871,25.6,46.8,4.7,18.2,4.7
E00130872,24.9,36.1,6,31.3,1.7
E00130873,22.3,48.5,4.9,22,2.3
E00130943,12.4,33.6,7.3,44.5,2.2
E00130944,12.5,41,4,40,2.5
E00130948,11.5,43,6.3,36.4,2.8
E00130949,10.3,38.8,3,46.7,1.2
E00130960,14.6,39,6.5,36.2,3.7
E00130961,11.7,39.5,5.3,42.5,1.1
E00130995,14.7,34.4,3.8,39.8,7.3
E00137248,11.5,52.7,2.5,30,3.3
E00137249,15.5,39.1,6.4,36.9,2.1
E00137253,14.8,42.3,9.1,31.4,2.4
E00137254,10.7,46,7.4,34.6,1.3
E00137255,18.5,49.7,5,23.8,3
E00137265,17.9,47.2,6.8,23.8,4.3
E00137266,12.3,46.6,5.9,32.4,2.7
E00137267,10.7,49.8,5.2,30.6,3.7
E00137268,22.7,47.2,4.5,19.9,5.7
E00137269,14.2,48.4,7.8,27.4,2.3
E00137290,7.8,34.9,6.2,51.2,0
E00137291,14.9,41.5,7.9,33.6,2.1
E00137292,14,41.4,4.7,38.1,1.8
E00137294,7.8,39.7,6,45,1.4
E00137295,16.6,44.4,6,31.5,1.7
E00137296,10.8,37.5,4.8,44.2,2.6
E00137297,18.2,40.1,6.2,33.6,1.9
E00137298,14.9,37.8,7.3,38.9,1.1
E00137299,20.5,41,7.1,30.5,0.8
E00137300,10.9,34.2,3.9,48.9,2.1
E00137312,16.4,35.8,5.3,38.1,4.4
E00137313,12.9,39,5.3,40.9,1.9
E00137314,15,31.9,7.7,42.5,2.9
E00137315,25.5,47,7.3,17.8,2.4
E00137316,9.1,35.1,3.9,48.5,3.5
E00137317,18.4,43.1,6.8,30.1,1.6
E00137349,10.5,40.8,4,42.6,2.1
E00137352,15.7,37.1,8.1,37.1,2
E00137353,7.5,33.5,4.4,52.4,2.2
E00137379,9.8,40.9,6.5,38.4,4.3
E00137380,11.5,47.7,5.9,34.1,0.9
E00137381,10.9,43.6,5,39.9,0.6
E00137382,26.9,40.9,6.8,22.6,2.9
E00137396,13.4,43.3,7.7,32.2,3.4
E00137397,11.2,42.3,9.5,35.3,1.7
E00137398,10,39,6.4,40.2,4.4
E00137399,21.6,49.1,5,20.3,4.1
E00137400,11.5,45.2,3.8,38,1.5
E00137401,16.4,44.9,5.3,30.2,3.1
E00137402,15.3,42.7,5,35.4,1.7
E00137403,20,44.4,3.3,30,2.2
E00137404,14,37.2,10.4,36.6,1.8
E00137405,15,34.5,5.9,44.5,0
E00137406,12.7,33.1,7.2,44.2,2.8
E00137407,9.1,39.9,4.6,43.3,3
E00137408,19.3,38.2,6.4,34.5,1.6
E00137409,13.9,44.2,4.8,34.6,2.6
E00137410,11.1,42.1,5.4,39.1,2.3
E00137458,14,39.5,6.3,38,2.3
E00137459,12,38.1,5,43.5,1.3
E00137460,13.1,36.9,3.6,46.4,0
E00137464,9.9,46.1,4.4,37,2.5
E00137465,18.8,43.9,4.8,30.6,1.8
E00137466,9.1,39,5.5,44.2,2.1
E00137480,11.3,36.3,8.3,42.1,2.1
E00137481,9.7,43.8,4.7,40.3,1.6
E00137483,13.7,29.7,7.1,48.4,1.1
E00137484,16.2,47.7,5.8,26.5,3.8
E00137485,6.5,42.3,5.6,41.1,4.4
E00158652,12.4,45.1,11.3,27.8,3.4
E00158653,13,39.8,6,36,5.1
E00158654,18.5,40.3,13,25.2,2.9
E00158655,16,48.9,7.6,25.3,2.1
E00158656,27.8,44,5.2,20.6,2.4
E00158657,25.7,38.1,10.6,22.6,3.1
E00158658,10.8,41.5,4.4,42.5,0.8
E00158659,27.4,35.5,5.6,27.9,3.6
E00158660,16.1,43.6,8.5,26.7,5.1
E00158661,17,43.6,11,26.5,1.9
E00158662,16.4,48.3,6.8,25.1,3.4
E00158663,26.1,47.4,7,17,2.6
E00158664,24.9,43.9,8.1,20.4,2.8
E00158665,16.2,44.6,8.4,28.7,2.1
E00158668,24.2,41.6,5.8,27.9,0.5
E00158670,9.9,44.1,5.5,36.8,3.7
E00158671,14.5,31.8,6.7,44.6,2.5
E00158672,15,45.1,6.1,33.8,0
E00158673,21.8,31.4,4.5,38.2,4.1
E00158674,19.1,39.6,7.1,32.1,2.1
E00158676,17.9,28.6,7.1,41.3,5.2
E00158677,25.4,28.1,7.7,33.8,5
E00158678,14.1,38.8,3.5,38.8,4.7
E00158680,9.6,46.4,3.2,38.9,1.8
