geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00130751,8.2,35.4,42.2,14.3
E00130752,6.9,38.5,39.7,14.9
E00130753,7.4,34.7,31.6,26.3
E00130754,1.7,27.4,52,18.9
E00130756,7.5,25.3,50.7,16.4
E00130757,5.8,27.1,43.2,23.9
E00130758,6.9,30.3,33,29.8
E00130847,9.4,41.3,34.1,15.2
E00130849,2.4,34.9,49.4,13.3
E00130850,11.5,40.2,38.5,9.8
E00130851,6.5,36.2,40.6,16.7
E00130852,2.7,33.6,45.9,17.8
E00130853,28.7,41.8,22.1,7.4
E00130854,10.1,39.9,41.3,8.7
E00130855,5.4,49.2,32.3,13.1
E00130856,10.1,41.1,33.3,15.5
E00130858,20.3,48.3,21.7,9.8
E00130859,17.1,45,29.3,8.6
E00130860,8.6,48.2,27.3,15.8
E00130861,13.3,46.7,29.2,10.8
E00130862,18.9,45.6,25,10.6
E00130863,4.8,37.2,41.4,16.6
E00130864,6.5,37.9,43.5,12.1
E00130865,15,51.4,25.2,8.4
E00130866,32.5,45.3,16.2,6
E00130867,44.8,38.7,16,0.6
E00130868,21.2,53,23.5,2.3
E00130869,4.2,24.6,54.2,16.9
E00130871,13.2,43.7,33.3,9.8
E00130872,20,36.7,25,18.3
E00130873,19.2,45.2,29.5,6.2
E00130943,6.3,22.9,54.2,16.7
E00130944,5,30,46,19
E00130948,5.8,27.4,39.4,27.4
E00130949,5.3,17.3,44,33.3
E00130960,4.3,32.5,39.3,23.9
E00130961,7.4,27.4,37.8,27.4
E00130995,4,26.8,41.9,27.3
E00137248,4.3,31,41.4,23.3
E00137249,8,38.4,41.6,12
E00137253,15.8,43.2,26.8,14.2
E00137254,4.4,28.1,45.2,22.2
E00137255,21,41.4,30.6,7
E00137265,8,59.1,27.7,5.1
E00137266,7.6,44.7,38.6,9.1
E00137267,6.6,32.8,41.8,18.9
E00137268,33.9,48.3,14.4,3.4
E00137269,11.2,38.3,35.5,15
E00137290,6.1,27.3,42.4,24.2
E00137291,5.4,43.1,33.8,17.7
E00137292,2.1,40.1,38,19.7
E00137294,5.6,30.3,34.5,29.6
E00137295,9.8,28.8,35.6,25.8
E00137296,6.4,27.7,42.6,23.4
E00137297,17.6,36.4,34.2,11.8
E00137298,4.6,31.3,45.8,18.3
E00137299,8.7,36.5,38.9,15.9
E00137300,3.6,16.7,51.4,28.3
E00137312,10.9,37,37,15.1
E00137313,11.4,37.1,30.7,20.7
E00137314,3.7,35.2,42.6,18.5
E00137315,19.2,39.2,25.4,16.2
E00137316,4.1,32.8,45.1,18
E00137317,12.7,38.2,37.7,11.3
E00137349,3.3,26.5,52.5,17.7
E00137352,11.2,33.6,35.1,20.1
E00137353,6.7,29.4,44.8,19
E00137379,2.8,37.1,44.8,15.4
E00137380,2.9,24.5,47.5,25.2
E00137381,3,32.5,46.2,18.3
E00137382,17.4,37,28.3,17.4
E00137396,8.9,34.2,34.9,21.9
