geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00130751,93.6,4.3,0.3,1.7
E00130752,92.7,2.8,2.4,2.1
E00130753,91.4,5.2,1.7,1.7
E00130754,93.6,3.8,0.9,1.7
E00130756,89.7,5.8,1.1,3.3
E00130757,90.3,7.8,0.8,1.1
E00130758,92.8,4.7,1.3,1.3
E00130847,89.9,6,1.3,2.8
E00130849,93.6,4.4,1,1
E00130850,92.9,4.6,0,2.5
E00130851,89,7.5,1.8,1.8
E00130852,92.9,4.6,0.9,1.7
E00130853,87.9,3.3,2.3,6.5
E00130854,88.7,5.8,1.6,3.9
E00130855,89.4,6.6,1.7,2.3
E00130856,88.2,5.9,1.6,4.3
E00130858,93.8,2.8,0,3.4
E00130859,93.1,3,2,2
E00130860,93.1,1.7,1.7,3.6
E00130861,85.4,8.8,1.7,4.2
E00130862,91.3,3.6,2.1,3
E00130863,90.9,5.9,2.1,1.2
E00130864,89.1,8.1,0.7,2.1
E00130865,93,3.5,2.2,1.3
E00130866,90.1,4.4,1.5,3.9
E00130867,93.3,4.2,0.4,2.1
E00130868,90.9,5.5,0.9,2.7
E00130869,93.2,4.6,0,2.1
E00130871,94.7,2.3,0.3,2.8
E00130872,90.8,2.3,2.3,4.6
E00130873,92.6,2.6,1.9,2.9
E00130943,92.7,6.6,0,0.7
E00130944,92.7,5.6,0.9,0.9
E00130948,90.7,5.6,2.7,1
E00130949,95.7,3.2,0.5,0.5
E00130960,91.4,5.4,1.1,2.2
E00130961,89.8,6.9,0.3,3
E00130995,90.6,6.7,1.2,1.5
E00137248,88.8,8.1,1.5,1.5
E00137249,89.6,4.6,2.7,3.1
E00137253,87.9,7.8,1.6,2.7
E00137254,92.8,3.6,1.8,1.8
E00137255,92.4,3,2.4,2.2
E00137265,91,4.1,2.2,2.6
E00137266,92.6,3.8,1.8,1.8
E00137267,92.2,4.9,1.3,1.6
E00137268,90.7,2.8,3.2,3.2
E00137269,90.5,5,0.4,4.1
E00137290,93.2,4.8,0,2
E00137291,93.2,2.9,0.7,3.2
E00137292,86.1,8.9,2.2,2.8
E00137294,89.4,6.5,0.9,3.1
E00137295,89.4,5.3,1.8,3.5
E00137296,93,3.7,1.7,1.7
E00137297,91.8,3.2,2,2.9
E00137298,90.5,5.6,1.1,2.8
E00137299,92.8,3,2.3,1.9
E00137300,94.5,3.9,1,0.6
E00137312,88,7.9,1.2,2.9
E00137313,93.4,5.2,1,0.3
E00137314,90.8,5.2,2.2,1.7
E00137315,91.7,3.3,1,4
E00137316,91.2,6.5,0.8,1.5
E00137317,88.5,5.9,2.1,3.5
E00137349,92.8,4.7,1.1,1.4
E00137352,90.7,4.1,2.2,3
E00137353,90.6,7.6,1,0.8
E00137379,91.5,5.8,1.7,1
E00137380,93,3.7,1.6,1.6
E00137381,92.3,4.7,1.6,1.4
E00137382,91.7,3.6,2.1,2.7
E00137396,87.1,7,2.3,3.5
E00137397,90,4.8,3,2.2
E00137398,91.4,3.2,1.1,4.3
E00137399,90.4,4.8,1.2,3.6
E00137400,91.4,5.5,0.4,2.6
E00137401,90,5.8,1.9,2.3
E00137402,89.5,4.7,2.2,3.6
E00137403,90.2,5.8,0.3,3.7
E00137404,94.3,3.6,1.6,0.5
E00137405,92.7,2.8,3.2,1.2
E00137406,89.6,7,1.7,1.7
E00137407,88.9,6.8,1.4,3
E00137408,86.3,7,2.8,3.9
E00137409,88.7,5.3,2.3,3.8
E00137410,91.5,5.6,1.6,1.3
E00137458,90.8,6.1,1.5,1.7
E00137459,91,6.3,0.9,1.8
E00137460,92.5,5.6,0.3,1.6
E00137464,86.5,7.9,2.4,3.3
E00137465,90.8,3.2,2.9,3.2
E00137466,92.3,5.4,0.3,2.1
E00137480,92.1,5.2,0.7,2.1
E00137481,90.7,6.6,1.4,1.4
E00137483,88.2,4.4,1,6.4
E00137484,88.1,6.5,2,3.4
E00137485,91.6,6.2,0.7,1.5
E00158652,94.1,3.9,1,1
E00158653,86.9,9,0.7,3.4
E00158654,93.7,2.6,1.9,1.9
E00158655,93.5,4.7,1.1,0.7
E00158656,87.7,4.2,4.2,3.9
E00158657,88.2,6.9,2,2.9
E00158658,91.6,5.4,1.7,1.3
E00158659,89.5,4.1,0.9,5.5
E00158660,93.2,4.1,1.1,1.5
E00158661,91.5,4.6,1,3
E00158662,89.5,6.3,0.4,3.8
E00158663,92.2,3.1,1.6,3.1
E00158664,92.1,3.7,2.1,2.1
E00158665,91.8,4,1.3,3
E00158668,96.1,1.9,1.9,0
E00158670,85.4,7.9,1.9,4.8
E00158671,92,5.2,0.5,2.2
E00158672,93.2,3,0.4,3.4
E00158673,93.1,5.3,0.8,0.8
E00158674,90.4,4.1,2.8,2.6
E00158676,94,3.2,1.1,1.8
E00158677,94.6,3,1.8,0.6
E00158678,94.6,3.7,1,0.7
E00158680,92.4,5.4,1,1.3
E00158681,93.9,3.3,1.7,1.1
E00158682,94.1,3.7,1.4,0.8
E00158684,95.9,1.4,2.1,0.7
E00158685,94.8,2.4,1.5,1.2
E00158686,93.2,1.9,2.3,2.6
E00158687,93,3.5,2.9,0.6
E00158688,96.2,1.6,1,1.3
E00158689,93.4,3.2,0.9,2.6
E00158690,95.4,2,1.7,1
E00158691,95.6,1.6,1.4,1.4
E00158692,93,4.5,1.2,1.2
E00158693,93.2,4.2,1.9,0.8
E00158694,90.7,1.7,3,4.6
E00158695,92.3,4.1,1.6,2
E00158696,95.3,2.4,0.4,2
E00158698,89,5.7,1.9,3.4
E00158699,87.3,7.6,1.8,3.3
E00158700,92.9,4.9,0,2.2
E00158701,91.5,5.8,0.8,1.9
E00158702,87.5,5.9,2.2,4.4
E00158703,87.3,7.2,0.8,4.8
E00158704,89.2,4.2,0.9,5.7
