geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00152236,11.3,29.9,44.3,14.4
E00152237,12.9,24.2,43.5,19.4
E00152238,9.7,30.6,47.9,11.8
E00152239,27.6,26.7,29.3,16.4
E00152240,24.6,29.8,19.7,25.9
E00152241,15.9,26.1,46.4,11.6
E00152242,11.2,28.1,43.3,17.4
E00152243,22.5,28.2,31.9,17.4
E00152267,18.1,24.9,34.5,22.6
E00152268,26.2,32,20.9,20.9
E00152269,20,22.4,36.4,21.2
E00152270,13.2,38.4,31.5,16.9
E00152324,6.3,39.7,39.7,14.3
E00152354,30.3,25.8,25,18.9
E00152355,21.5,21.5,43.9,13.1
E00152356,31.4,27.6,17.1,23.8
E00152357,21.7,28.9,30.1,19.3
E00152358,10,25.6,48.9,15.6
E00152359,25,35.5,17.1,22.4
E00152360,15.5,23.7,45.4,15.5
E00152367,14.5,34.5,33.1,17.9
E00152368,26.9,25.3,26.9,20.9
E00152369,22.9,28.7,21,27.4
E00152370,21.1,29.3,30.1,19.5
E00152371,22,31.2,29.4,17.4
E00152372,19.4,30.6,32.3,17.7
E00152373,17.6,30.8,36.3,15.4
E00152374,16.2,18.8,45.3,19.7
E00152375,28,25.5,28.7,17.8
E00152376,37,20,19.3,23.7
E00152377,32,27.2,24,16.8
E00152378,36.8,18.4,22.4,22.4
E00152379,42.3,25.4,8.5,23.9
E00152380,17.4,25.7,38.5,18.3
E00152409,19.2,20.5,43.6,16.7
E00152410,9.2,29.6,48,13.3
E00152411,9.5,29.3,44,17.2
E00152412,20,32.5,26.9,20.6
E00152413,13,22.9,48.9,15.3
E00152414,19.2,21.7,40.8,18.3
E00152415,8.4,32.5,45.8,13.3
E00152416,7.3,28.1,46.9,17.7
E00152417,13.3,38.7,32.7,15.3
E00152432,11.2,25.8,48.3,14.6
E00152433,23.3,25.6,34.9,16.3
E00152434,20.4,29.9,36.9,12.7
E00152435,38.5,21.1,27.5,12.8
E00152436,11.3,17.9,50.3,20.5
E00152437,17.7,27.1,35,20.2
E00152438,11.8,26.5,45.6,16.2
E00152439,17.9,22.4,42.9,16.7
E00152460,27.1,31.5,23.2,18.2
E00152482,25.6,29.8,31.4,13.2
E00152483,24.8,26.2,24.1,24.8
E00152484,34.9,24,23.3,17.8
E00152485,29.4,28.1,25,17.5
E00152486,22.2,27.8,37,13
E00152487,25.9,20,33.3,20.7
E00152488,31.3,30.2,17.7,20.8
E00152490,27.2,32,23.2,17.6
E00152491,26.9,26.9,37.2,9
E00152492,22.2,20.4,24.1,33.3
E00152493,30.1,30.1,15.8,24
E00152494,15.1,28.8,35.3,20.9
E00152495,23,29.7,36.4,10.9
E00153085,10.4,32.3,44.8,12.5
E00153086,17.4,34.8,26.1,21.7
E00153087,20.5,38.4,23.2,17.9
E00153088,21.5,39.3,12.1,27.1
E00153089,26.5,20.5,34.9,18.1
E00153090,26.2,30.8,27.3,15.7
E00153091,13.7,27.4,35.2,23.7
E00153092,19.4,27.8,40.7,12
E00153101,20.3,24.1,40.3,15.3
E00153103,19.7,26.6,38.2,15.6
E00153104,16.3,30.8,31.4,21.5
E00153105,32.5,27.8,23.7,16
E00153106,29.5,18.8,34.2,17.4
E00153115,11.9,33.9,39,15.3
E00153143,16,41.6,19.6,22.8
E00153144,20.3,43.6,16.5,19.5
E00153145,7.6,42.4,40.2,9.8
E00153146,19.8,41.4,23.3,15.5
E00153147,13.2,33.3,44.7,8.8
E00153148,11.4,45.8,29.9,12.9
E00153150,11.9,42.3,33.8,11.9
E00153151,22.2,37.8,25.2,14.8
E00153152,22.5,37.6,23.7,16.2
E00153153,14.1,48.2,25.1,12.6
E00153154,19.6,36.1,26.9,17.4
E00153156,18.5,32,32.4,17
E00153179,25,37.1,19.7,18.2
E00153180,15.7,27.9,38.4,18
E00153181,29.6,32.7,24.5,13.3
E00153182,29,32.7,24.1,14.2
E00153183,15,28.1,35.9,21
E00153184,10.1,29.4,46.2,14.3
E00153185,10.7,35.2,32,22.1
E00153202,10.8,23.4,52.3,13.5
E00153203,19.7,29.6,32.9,17.8
E00153211,28,27,34,11
E00153212,29.3,20.2,30.3,20.2
E00153213,25,33.1,21.3,20.6
E00153214,33.1,31.5,21,14.5
E00153215,23.7,42.1,19.7,14.5
E00153216,38.6,24.2,22.7,14.4
E00153217,22.6,31,29.8,16.7
E00153218,18.2,28.3,41.5,11.9
E00153219,27.2,30.5,23.8,18.5
E00153220,27.6,29.6,26.3,16.4
E00153221,26.1,31.8,22.7,19.3
E00153222,21.7,39.4,24.2,14.6
E00153223,21.7,24.5,35.8,17.9
E00153224,31.9,25.2,21.5,21.5
E00153225,19.4,32.6,35.1,12.8
E00153226,21.5,29.7,28.5,20.3
E00153227,23.8,19.3,40.8,16.1
E00153228,23.8,28.6,35.7,11.9
E00153230,27.1,33.5,20.7,18.6
E00153239,6.3,42.9,39.7,11.1
E00153240,12,28.1,48.4,11.5
E00153241,11.8,31.4,36.4,20.5
E00153242,10.9,39.1,29.7,20.3
E00153243,16.7,26.5,39.4,17.4
E00153244,9.9,31.6,40.1,18.4
E00153245,19.2,33.7,25,22.1
E00153261,23.7,30.8,28.9,16.6
E00153262,27.7,24.5,34.5,13.2
E00153263,24.3,28.4,35.4,11.9
E00153264,35.7,30.2,27.8,6.3
E00153266,19.9,21.1,41.5,17.5
E00153267,66.1,20.9,9,4
E00153268,26.9,25,25.6,22.4
E00153269,34,29,17.5,19.5
E00153270,31,29.6,23.9,15.5
E00153271,38.5,38.5,9.4,13.5
E00153272,35.2,26.4,20.8,17.6
E00153273,35.5,25.5,14.5,24.5
E00153274,21.6,34.7,29,14.8
E00153275,23,32.8,26.2,18
E00153276,24.8,35.3,22.9,17
E00153277,24.1,31.6,31.6,12.7
E00153278,32.6,23.6,30.3,13.5
E00153279,24.6,29.6,36.6,9.2
E00153280,29.3,36.6,25.6,8.5
E00153281,29.4,27.8,26.2,16.6
E00153282,27.5,24.5,33.3,14.7
E00153283,42,18.9,17.5,21.7
E00153285,31.9,26.2,23.4,18.5
E00153287,25.5,36.6,24.8,13
E00153288,33.6,26.7,26,13.7
E00153289,29.8,30.4,23.2,16.7
E00153290,46.9,28.3,14.5,10.3
E00153292,32.9,31.5,26.2,9.4
E00153293,36.8,28.7,14.9,19.5
E00153294,25.5,33,20.2,21.3
E00153295,28,32,29.1,10.9
E00153296,30.5,28.3,23,18.2
E00153297,24.9,28.7,32.8,13.6
E00153298,38.8,20.9,18.7,21.6
E00153299,28.6,38.1,22.2,11.1
E00153300,26.4,32.4,30.4,10.7
E00153301,27.4,28.4,21.1,23.2
E00153302,32.8,30.4,22.1,14.7
E00153303,42.6,29.6,9.3,18.5
E00153304,21.8,34,29.9,14.3
E00153305,31.5,27.3,28,13.3
E00153306,50.4,24.4,11.9,13.3
E00153307,35.1,44.8,5.2,14.9
E00153308,30.6,34.2,19.8,15.3
E00153309,31.9,34.8,15.6,17.7
E00153310,39.1,29.7,14.8,16.4
E00153311,32.2,25.1,26.3,16.4
E00153312,29.4,25.9,23.1,21.7
E00153313,34.5,27.6,16.6,21.4
E00153314,26,26,25,22.9
E00153315,31.7,30.9,21.6,15.8
E00153316,37.2,30.3,17.2,15.2
E00153317,34.2,27.5,14.2,24.2
E00153318,30.8,31.8,19.5,17.9
E00153319,34.8,31.7,17.4,16.1
E00153320,16.3,17,45.9,20.7
E00153321,25.8,31.4,28.3,14.5
E00153322,15.3,35.6,36.7,12.4
E00153324,24.1,26.5,29,20.4
E00153325,31.4,20.3,24.4,23.8
E00153326,28.7,29.6,20,21.7
E00153342,24.9,21.3,37.3,16.6
E00153343,16.8,19.4,46.5,17.4
E00153344,23.2,20.5,41.7,14.7
E00153345,27.8,26.8,28.9,16.5
E00153346,36.4,27.1,21.2,15.3
E00153347,36.4,17.9,28.6,17.1
E00153348,36.2,22.1,31.7,10.1
E00153349,29.3,18.3,39,13.4
E00153350,34.1,18.8,27.8,19.3
E00153351,34.5,20.4,31.6,13.6
E00153352,26,24,38,12
E00153353,31.9,20.5,31,16.6
E00153354,27.7,17.5,43.1,11.7
E00153364,17.7,35.4,33.1,13.8
E00153365,9,35.1,37.3,18.7
E00153366,18.1,28.9,37.3,15.7
E00153367,12.8,29.9,41.9,15.4
E00153368,20.4,39.8,26.2,13.6
E00153369,18.2,34.1,26.5,21.2
E00153370,24.6,36.6,16.4,22.4
E00153380,25.3,24.7,37.3,12.7
E00153381,39.3,24.8,24.8,11.1
E00153382,43.8,17.7,29.2,9.2
E00153383,37.2,19.5,33.6,9.7
E00153384,45.6,20.1,20.1,14.1
E00153386,44.1,21.1,19.1,15.8
E00153387,34.4,16.8,42,6.9
E00153388,47.4,21.1,23,8.6
E00153389,45.2,20.6,23,11.1
E00153390,36.2,26.9,27.7,9.2
E00153391,32.8,26.1,25.6,15.6
E00153392,33.7,24.8,25.7,15.8
E00153393,45.2,27.9,15.4,11.5
E00153394,44.7,27.1,19.4,8.8
E00153395,34.8,28.7,27,9.6
E00153396,34.2,27.1,27.5,11.3
E00153397,41.2,20.2,28.6,10.1
E00153440,26.2,22.2,34.1,17.5
E00153450,38.6,21.6,29.2,10.5
E00153451,22.9,29.4,37.6,10.1
E00153452,31.5,22.2,31.5,14.8
E00153454,27.2,29.8,34.2,8.8
E00153455,37.2,31.4,22.1,9.3
E00153456,51.9,19.8,12.3,16
E00153457,40.6,26.6,25.2,7.7
E00153458,43.9,22,25.2,8.9
E00153465,35.3,25.3,23.3,16
E00153469,26.8,21.4,41.1,10.7
E00153545,47,18.9,22,12.2
E00153546,28.3,20.8,31.7,19.2
E00153547,37.7,23.2,23.2,15.9
E00153551,30,18.8,37.5,13.8
E00153552,13.7,27.5,43.1,15.7
E00153591,34.7,18.9,32.6,13.7
E00153592,34.7,26,27.9,11.4
E00153594,35.4,22.5,32,10.1
E00153595,46.3,14.4,23.1,16.3
E00153596,42.6,19,27.7,10.8
E00153597,32.6,27,28.7,11.8
E00153598,39,22.1,26,13
E00153599,33.9,26.4,25.9,13.8
E00153600,26.4,25.3,28.7,19.5
E00153601,25.3,26.5,41.2,7.1
E00153602,36.6,18.3,37,8.1
E00153603,33.6,21,33.6,11.9
E00153604,38.3,17.5,30,14.2
E00153605,39.2,20,27.7,13.1
E00153606,39.1,21.2,23.2,16.6
E00153607,38.7,17.7,32.3,11.3
E00153608,39.9,19.6,23,17.6
E00153609,41.1,18.4,25.5,14.9
E00153611,41.5,22.3,25.9,10.4
E00153612,49.7,19.5,15.4,15.4
E00153615,42.9,26.6,13,17.5
E00153634,40.6,17.8,25,16.7
E00153635,42.4,27.3,21.2,9.1
E00153636,25.8,33.3,26.7,14.2
E00153640,37.9,19.9,30.4,11.8
E00153641,43.1,21.8,27.5,7.6
E00153642,46,19.7,24.8,9.5
E00153644,51.4,23.4,15.4,9.7
E00153645,45,20,19.2,15.8
E00153646,48.1,26.4,15.1,10.4
E00153648,33.3,23.7,22.6,20.4
E00153649,18.6,24.8,39.1,17.4
E00153650,16.4,31.5,38.4,13.7
E00153651,28.4,15.2,38.1,18.3
E00153652,37.1,14,30.6,18.3
E00153653,35.8,19.9,29.1,15.2
E00153654,41.5,18.4,27.2,12.9
E00153655,43.5,15.6,27.9,12.9
E00153671,61,16.4,12.4,10.2
E00153672,41.1,29.5,17.1,12.4
E00153673,51.2,17.3,21.3,10.2
E00153674,26.7,18.1,41.4,13.8
E00153675,62.8,17.9,10.3,9
E00153676,57,19,16,8
E00153677,46.3,16.7,24.1,13
E00153678,49.4,21.1,21.1,8.4
E00153679,63.8,18.1,14.7,3.4
E00153680,57.1,17.2,15.3,10.4
E00153681,56.2,13.1,19.6,11.1
E00153682,39.6,12.6,37.8,9.9
E00153683,57,18.4,9.5,15.2
E00153684,62.1,14.5,11,12.4
E00153695,55.3,16.5,16.5,11.7
E00153703,31.8,18.5,39.1,10.6
E00169911,42.8,32.8,14.9,9.5
E00169912,54.6,25,14.3,6.1
E00169917,23.8,33.3,21,21.9
E00169926,36.4,34.1,19.3,10.2
