areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00018220,21.3,34.8,44
E00018250,25,36.5,38.5
E00021235,6.7,20,73.3
E00021236,9.1,37,53.9
E00021260,9.4,45.7,44.9
E00021261,12.2,48.6,39.2
E00021262,17.3,37.8,44.9
E00021263,12.1,55.2,32.8
E00021273,10.1,44.3,45.6
E00021274,15,41.1,43.9
E00021275,15.3,36.3,48.4
E00021277,11.7,42.3,45.9
E00021278,10,48.3,41.7
E00021279,17,40.3,42.6
E00021280,19.2,39,41.9
E00021282,22.7,33,44.3
E00021286,29,43.5,27.4
E00021288,50,35.7,14.3
E00021289,13.3,37.1,49.5
E00021290,17.6,35.9,46.5
E00021292,18.2,26.3,55.6
E00021294,16.1,29.9,53.9
E00021295,21.7,51.7,26.7
E00021296,19.7,45.1,35.2
E00021297,20.4,48.7,31
E00021298,23.5,49,27.5
E00021299,26.2,41.3,32.5
E00021300,15.6,50.5,33.9
E00021301,17.3,26.3,56.4
E00021302,20.6,43.7,35.7
E00021303,14.1,35.2,50.8
E00021304,20.9,32.1,47
E00021305,17.2,56.3,26.6
E00021306,18.7,56,25.3
E00021307,20.8,37.5,41.7
E00021308,5.9,30.9,63.2
E00021309,27.9,37.7,34.4
E00021310,15.7,41.2,43.1
E00021311,18,37.4,44.6
E00021312,19.5,39.1,41.4
E00021313,17.3,44.5,38.2
E00021315,13.8,64.8,21.4
E00021316,15,42.1,42.9
E00021317,16.8,58.9,24.2
E00021318,14.6,46.9,38.5
E00021319,10.4,47.9,41.7
E00021320,15.2,43.4,41.4
E00021321,15.4,48.7,35.9
E00021322,13.9,41,45.1
E00021323,14.5,38,47.6
E00021324,5.2,70.1,24.7
E00021325,12.7,53.6,33.6
E00021326,16,38.2,45.8
E00021327,13.2,46.3,40.5
E00021328,17.8,30.8,51.4
E00021329,12.4,31.1,56.5
E00021330,13,32.1,54.9
E00021331,18.8,40.6,40.6
E00021332,8.7,26.7,64.6
E00021333,14.2,40.4,45.4
E00021334,7.5,42.9,49.7
E00021335,9.1,37,53.8
E00021336,15.3,35.7,49
E00021337,15.8,33.3,50.8
E00021339,27.8,36.5,35.7
E00021340,26.9,37.3,35.8
E00021342,17.2,33.3,49.5
E00021344,11.1,26.9,62
E00021345,10.3,28.2,61.5
E00021346,14.3,27.7,58
E00021347,20,34.6,45.4
E00021349,10.8,41.2,48
E00021350,12.2,32,55.8
E00021351,7.7,33.8,58.5
E00021352,25.7,31.4,42.9
E00021353,12.3,41.5,46.2
E00021354,12.6,31.4,56
E00021355,14.5,50.6,34.9
E00021357,12.4,27.7,59.9
E00021359,13.5,32.3,54.2
E00021360,12.5,37.5,50
E00021361,17.2,35.1,47.7
E00021363,11.4,38.6,50
E00021364,17.9,27.8,54.3
E00021365,20.8,43.8,35.4
E00021367,20.4,33.1,46.5
E00021371,24.5,20.2,55.3
E00021372,21.4,29.2,49.5
E00021375,16.9,24.7,58.4
E00021377,13,41.6,45.3
E00021379,13.6,43.6,42.7
E00021380,15,55.7,29.2
E00021382,13.5,32.4,54.1
E00021383,13.1,35.4,51.5
E00021384,26.8,56.1,17.1
E00021386,11.7,45.3,43
E00021388,8.9,40.1,51
E00021392,15,57.1,27.8
E00021393,9.9,36,54.2
E00021394,13,32.5,54.5
E00021395,7,42.1,50.9
E00021396,8.3,41.4,50.3
E00021397,9.2,31.3,59.6
E00021398,18.6,34.6,46.8
E00021399,22.5,47.5,30
E00021400,24.3,32.9,42.9
E00021402,16,42,42
E00021404,17.2,20.7,62.1
E00021407,21.2,32.5,46.4
E00021408,17.6,41.2,41.2
E00021409,26,58,16
E00021410,16.9,26.8,56.3
E00021411,15,40.2,44.9
E00021412,19,34.5,46.5
E00021413,17.2,30.5,52.3
E00021414,15.3,22.9,61.8
E00021415,11.9,30.8,57.2
E00021416,13,38.4,48.6
E00021417,9.5,47.6,42.9
E00021418,32.1,46.4,21.4
E00021419,9.3,24.8,65.8
E00021420,12.5,40,47.5
E00021421,14.5,34.4,51.1
E00021423,15,32,53.1
E00021424,11.8,55.9,32.4
E00021430,16.3,33.7,50
E00021431,17.8,34.7,47.5
E00021432,13.8,41.8,44.4
E00021434,18.1,25.1,56.7
E00021437,20.1,37.5,42.4
E00021439,6.5,34.8,58.7
E00021440,14.5,30.1,55.4
E00021444,16.5,44,39.4
E00021445,13.8,25.4,60.8
E00021446,8.2,27.7,64.2
E00021447,21.8,41.8,36.4
E00021467,23.7,25.4,50.8
E00021473,21.9,25.5,52.6
E00021474,12.7,31,56.3
E00021476,20.6,30.3,49
E00021477,14.5,35.5,50
E00021479,26.7,21.2,52.1
E00021480,25,31.8,43.2
E00021481,25.8,36.1,38.1
E00021482,20,27.7,52.3
E00021484,26.1,47.1,26.9
E00021485,25.7,29.2,45.1
E00021486,16,31.5,52.6
E00021488,22.2,31.3,46.5
E00021489,18.8,47,34.2
E00021490,16,33,50.9
E00021492,17.4,36.4,46.2
E00021493,9.6,27.5,62.9
E00021496,15.8,29.2,55
E00021497,11,26,63
E00021498,8.6,36.4,55
E00021500,24.1,39.8,36.1
E00021501,16.2,35.8,48
E00021502,13,31.9,55.1
E00021503,12.4,29.4,58.2
E00021504,15.9,35.6,48.5
E00021505,7.9,31,61.1
E00021506,21.2,36.4,42.4
E00021507,14.5,43.5,41.9
E00021508,24,31,45
E00021509,21.5,30.2,48.4
E00021559,13.1,46.7,40.2
E00021560,15.1,36.8,48.1
E00021563,13.3,33.6,53.1
E00021565,14,45.2,40.9
E00021582,14.9,30.4,54.7
E00021584,19,42.1,38.8
