areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00018220,76.3,16.7,7
E00018250,60,34.6,5.4
E00021235,82,13.8,4.2
E00021236,72.7,24.4,2.8
E00021260,75.4,19,5.6
E00021261,74.9,18.2,6.9
E00021262,76,14.9,9.1
E00021263,82.4,15.2,2.4
E00021273,76.7,13.9,9.4
E00021274,82.2,10.9,6.9
E00021275,76,17.3,6.7
E00021277,82.5,8,9.5
E00021278,83.1,12.7,4.2
E00021279,83.1,9.4,7.4
E00021280,65.9,28.2,5.9
E00021282,74.7,21.1,4.2
E00021286,67.7,25.8,6.6
E00021288,69.7,28.2,2.1
E00021289,83.7,8.2,8.2
E00021290,75.1,16.1,8.8
E00021292,71.7,24,4.3
E00021294,79.7,14.5,5.8
E00021295,74.4,22,3.6
E00021296,74.2,22.2,3.5
E00021297,77.9,17.3,4.8
E00021298,82.7,14.7,2.6
E00021299,75.1,21.5,3.4
E00021300,80,17.3,2.7
E00021301,75.7,21.5,2.8
E00021302,75.4,19,5.5
E00021303,66.9,25.1,8.1
E00021304,74.5,20.7,4.8
E00021305,83.5,13.9,2.6
E00021306,76.2,19.5,4.3
E00021307,72.4,23.8,3.8
E00021308,77.4,16.6,6
E00021309,62.2,34.7,3.2
E00021310,73.8,18.5,7.6
E00021311,73.9,23.2,2.9
E00021312,79.2,17.7,3.1
E00021313,73.2,21.6,5.2
E00021315,72,17.5,10.6
E00021316,79,14.8,6.2
E00021317,87.5,8.9,3.5
E00021318,74,19.8,6.2
E00021319,68.8,24.8,6.4
E00021320,81.5,13.5,5
E00021321,70.8,23.4,5.8
E00021322,77.6,14.8,7.7
E00021323,60.9,31.7,7.4
E00021324,75.6,19.5,4.9
E00021325,80.4,14.3,5.2
E00021326,80.8,15.6,3.6
E00021327,80.2,12,7.8
E00021328,66.7,26.9,6.4
E00021329,79.3,16.2,4.4
E00021330,71.6,25.3,3.1
E00021331,79.4,13.7,6.9
E00021332,80,12.8,7.2
E00021333,74.8,16.7,8.5
E00021334,71.3,23.5,5.2
E00021335,80,14.3,5.7
E00021336,73.1,21.5,5.5
E00021337,83.2,10.9,5.9
E00021339,75.2,22.6,2.2
E00021340,58.6,36.6,4.8
E00021342,75.7,19.5,4.8
E00021344,77.9,16.9,5.2
E00021345,75.1,17.2,7.7
E00021346,80.3,13.8,5.9
E00021347,68.6,27.2,4.2
E00021349,74.2,20,5.8
E00021350,76.7,18.3,5
E00021351,72.6,20.3,7.1
E00021352,78.3,20.1,1.6
E00021353,66.5,26.1,7.4
E00021354,85.9,9.4,4.7
E00021355,60.9,36.5,2.6
E00021357,74.7,18.8,6.5
E00021359,52.9,42.1,5
E00021360,78.3,16.2,5.5
E00021361,78.5,15.6,5.9
E00021363,68.7,23.7,7.6
E00021364,78.6,17.1,4.3
E00021365,65.3,26,8.7
E00021367,69,26.1,4.9
E00021371,79.1,19.3,1.6
E00021372,61.8,34.7,3.5
E00021375,67.2,27.3,5.5
E00021377,60.4,33.7,5.9
E00021379,67.3,21.7,11
E00021380,63.9,22.5,13.6
E00021382,79.4,12.6,8.1
E00021383,74.4,16.5,9.2
E00021384,76.6,21.8,1.7
E00021386,73.6,17.3,9.1
E00021388,74.4,18.4,7.2
E00021392,62.6,29.8,7.7
E00021393,82.2,9.8,8
E00021394,73.5,20.4,6.1
E00021395,71.9,20.3,7.7
E00021396,70.9,20,9.1
E00021397,78.4,12.4,9.2
E00021398,71.3,23.8,5
E00021399,77,18.8,4.2
E00021400,67,28.2,4.7
E00021402,56.9,35.5,7.6
E00021404,59.3,27.7,13
E00021407,64.7,30.6,4.7
E00021408,53.6,44.7,1.7
E00021409,70.9,28.3,0.8
E00021410,78.2,16.1,5.7
E00021411,70,22.5,7.4
