areacd,disability_3a-001,disability_3a-002
E00036194,21.5,78.5
E00036198,18.2,81.8
E00036204,17,83
E00036205,12.3,87.7
E00036206,12.9,87.1
E00036207,21,79
E00036208,9,91
E00036209,18.3,81.7
E00036210,25.6,74.4
E00036211,16.8,83.2
E00036212,15.4,84.6
E00036214,13.7,86.3
E00036384,11.6,88.4
E00036385,11.7,88.3
E00036386,10.9,89.1
E00036387,18.9,81.1
E00036391,17.1,82.9
E00036392,13,87
E00036393,14.1,85.9
E00036394,13,87
E00036395,14,86
E00036396,16.3,83.7
E00036397,13.2,86.8
E00036398,18.6,81.4
E00036399,15.4,84.6
E00036400,16.4,83.6
E00036401,24.2,75.8
E00036402,11.6,88.4
E00036403,10.6,89.4
E00036404,10,90
E00036405,13.5,86.5
E00036427,12.8,87.2
E00036428,21.3,78.7
E00036429,9.8,90.2
E00036430,25.2,74.8
E00036431,16.3,83.7
E00036432,20.7,79.3
E00036433,15.6,84.4
E00036434,14.3,85.7
E00036435,14.8,85.2
E00036436,15.3,84.7
E00036437,15.7,84.3
E00092644,20.4,79.6
E00093444,12.1,87.9
E00093445,16.6,83.4
E00093446,14.9,85.1
E00093447,24,76
E00093448,18,82
E00093449,15.4,84.6
E00093510,21.2,78.8
E00093511,17.8,82.2
E00093512,15.6,84.4
E00093513,17.6,82.4
E00093514,14.2,85.8
E00093515,36.7,63.3
E00093516,18.3,81.7
E00093517,19.4,80.6
E00093518,25.3,74.7
E00093519,19.5,80.5
E00093520,19.5,80.5
E00093521,21.3,78.7
E00093522,21.3,78.7
E00093523,17,83
E00093524,20.7,79.3
E00093525,21.4,78.6
E00093527,20.1,79.9
E00093528,20.8,79.2
E00093529,19.2,80.8
E00093530,25.8,74.2
E00093531,29.7,70.3
E00093532,18.6,81.4
E00093533,27.3,72.7
E00093534,21.7,78.3
E00093535,18.7,81.3
E00093536,14,86
E00093537,15.5,84.5
E00093538,18,82
E00093539,18.5,81.5
E00093540,15.4,84.6
E00093541,14.1,85.9
E00093542,12.7,87.3
E00093543,24,76
E00093544,18.2,81.8
E00093545,20.1,79.9
E00093546,12.9,87.1
E00093574,17.6,82.4
E00093575,20.2,79.8
E00093576,22,78
E00093577,19,81
E00093578,21.4,78.6
E00093579,19.3,80.7
E00093580,18.2,81.8
E00093581,13.7,86.3
E00093582,18,82
E00093583,14.9,85.1
E00093584,18,82
E00093585,13.2,86.8
E00093700,14.6,85.4
E00093701,19,81
E00093702,15.4,84.6
E00093703,16.8,83.2
E00093704,10.8,89.2
E00093707,26.1,73.9
E00093708,17.9,82.1
E00093709,14.4,85.6
E00093711,26.8,73.2
E00188922,15,85
E00188929,28.5,71.5
E00188937,27.1,72.9
W00001359,18.6,81.4
W00001361,23.8,76.2
W00001490,15.2,84.8
W00001542,22.7,77.3
W00001543,28.2,71.8
W00001544,33.8,66.2
W00001545,22.7,77.3
W00001546,22.1,77.9
W00001547,24.6,75.4
W00001548,28.6,71.4
W00001549,23.4,76.6
W00001550,12.6,87.4
W00001551,16.7,83.3
W00001552,33.7,66.3
W00001553,19.8,80.2
W00001554,20.8,79.2
W00001555,10.2,89.8
W00001556,20.5,79.5
W00001557,15.6,84.4
W00001558,16.7,83.3
W00001559,16.9,83.1
W00001560,15.4,84.6
W00001561,45.3,54.7
W00001562,52.7,47.3
W00001563,20.1,79.9
W00001565,23.4,76.6
W00001566,16,84
W00001567,30.5,69.5
W00001568,19.1,80.9
W00001569,22.8,77.2
W00001570,16.8,83.2
W00001572,19.9,80.1
W00001573,16.5,83.5
W00001575,19.2,80.8
W00001576,16.5,83.5
W00001577,28.2,71.8
W00001578,21.6,78.4
W00001579,18.7,81.3
W00001580,18.5,81.5
W00001581,15.3,84.7
W00010463,10.8,89.2
W00010464,12.5,87.5
W00010467,7.7,92.3
W00010482,5.7,94.3
W00010487,16.7,83.3
W00010488,22.3,77.7
