areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00036194,45.1,54.9
E00036198,59.4,40.6
E00036204,56.4,43.6
E00036205,64.8,35.2
E00036206,68.2,31.8
E00036207,63.3,36.7
E00036208,70.6,29.4
E00036209,63.1,36.9
E00036210,56.6,43.4
E00036211,54.4,45.6
E00036212,61.5,38.5
E00036214,57.5,42.5
E00036384,59.2,40.8
E00036385,70.5,29.5
E00036386,77.4,22.6
E00036387,67.4,32.6
E00036391,43.3,56.7
E00036392,48,52
E00036393,66.5,33.5
E00036394,73.6,26.4
E00036395,74.1,25.9
E00036396,71.4,28.6
E00036397,70.2,29.8
E00036398,47.8,52.2
E00036399,60.9,39.1
E00036400,73.9,26.1
E00036401,64,36
E00036402,71.9,28.1
E00036403,68.3,31.7
E00036404,64.6,35.4
E00036405,74.8,25.2
E00036427,59.3,40.7
E00036428,46.4,53.6
E00036429,50.5,49.5
E00036430,36.4,63.6
E00036431,36.5,63.5
E00036432,51.9,48.1
E00036433,66,34
E00036434,66.7,33.3
E00036435,48.3,51.7
E00036436,63.6,36.4
E00036437,68,32
E00092644,58,42
E00093444,60.3,39.7
E00093445,65,35
E00093446,58,42
E00093447,63.3,36.7
E00093448,69.4,30.6
E00093449,68.6,31.4
E00093510,43.7,56.3
E00093511,57.1,42.9
E00093512,67.6,32.4
E00093513,50.2,49.8
E00093514,68.6,31.4
E00093515,37.6,62.4
E00093516,55.8,44.2
E00093517,44.2,55.8
E00093518,47.8,52.2
E00093519,35.7,64.3
E00093520,61.5,38.5
E00093521,46.2,53.8
E00093522,50.6,49.4
E00093523,57.4,42.6
E00093524,25.6,74.4
E00093525,33.3,66.7
E00093527,22.7,77.3
E00093528,48.9,51.1
E00093529,35.6,64.4
E00093530,16,84
E00093531,28.2,71.8
E00093532,57.7,42.3
E00093533,37.2,62.8
E00093534,64.2,35.8
E00093535,69.6,30.4
E00093536,59.3,40.7
E00093537,52.5,47.5
E00093538,70,30
E00093539,34.2,65.8
E00093540,62.3,37.7
E00093541,42,58
E00093542,63.3,36.7
E00093543,55.2,44.8
E00093544,68.3,31.7
E00093545,70.8,29.2
E00093546,51.6,48.4
E00093574,54.8,45.2
E00093575,51.2,48.8
E00093576,54.7,45.3
E00093577,43.8,56.3
E00093578,52.6,47.4
E00093579,65.2,34.8
E00093580,61.6,38.4
E00093581,49,51
E00093582,43.5,56.5
E00093583,51.8,48.2
E00093584,62.3,37.7
E00093585,53.1,46.9
E00093700,73.8,26.3
E00093701,62,38
E00093702,67,33
E00093703,61.6,38.4
E00093704,68.1,31.9
E00093707,36,64
E00093708,55.7,44.3
E00093709,64.1,35.9
E00093711,53.6,46.4
E00188922,44.3,55.7
E00188929,36.9,63.1
E00188937,36.3,63.8
W00001359,43.6,56.4
W00001361,46.3,53.7
W00001490,55.1,44.9
W00001542,23.1,76.9
W00001543,22.4,77.6
W00001544,24.2,75.8
W00001545,41.6,58.4
W00001546,36.4,63.6
W00001547,35.1,64.9
W00001548,37,63
W00001549,30.8,69.2
W00001550,54.5,45.5
W00001551,52.5,47.5
W00001552,29.8,70.2
W00001553,27.9,72.1
W00001554,55.8,44.2
W00001555,60.9,39.1
W00001556,41.2,58.8
W00001557,52.7,47.3
W00001558,22,78
W00001559,56.8,43.2
W00001560,31,69
W00001561,19.5,80.5
W00001562,19.8,80.2
W00001563,53.1,46.9
W00001565,30.5,69.5
W00001566,39.1,60.9
W00001567,25.2,74.8
W00001568,37.7,62.3
W00001569,20.9,79.1
W00001570,44.4,55.6
W00001572,54.4,45.6
W00001573,52.7,47.3
W00001575,27.4,72.6
W00001576,42.9,57.1
W00001577,46.3,53.7
W00001578,42.7,57.3
W00001579,60.5,39.5
W00001580,60.1,39.9
W00001581,57.7,42.3
W00010463,46.1,53.9
W00010464,25.5,74.5
W00010467,36.4,63.6
W00010482,32.5,67.5
W00010487,53.2,46.8
W00010488,39.6,60.4
