areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00036194,8.9,34.1,43,14.1
E00036198,7.5,41.1,38.4,13
E00036204,5.9,31.9,40,22.2
E00036205,6.4,42.4,35.2,16
E00036206,9.2,37,37.8,16
E00036207,9,42.6,38.5,9.8
E00036208,4.4,23.4,51.8,20.4
E00036209,5.2,50.7,31.3,12.7
E00036210,5.8,30.2,48.2,15.8
E00036211,11.8,43.7,31.9,12.6
E00036212,11.2,44,34.3,10.4
E00036214,9.1,39.1,40,11.8
E00036384,12.4,40.1,30.7,16.8
E00036385,4.7,33.6,44.5,17.2
E00036386,0.8,25.2,57.3,16.8
E00036387,9.2,27.5,47.9,15.5
E00036391,26.3,39.7,25.7,8.4
E00036392,9.5,36.7,36.1,17.7
E00036393,10.5,33.8,36.8,18.8
E00036394,4.7,30.2,47.3,17.8
E00036395,5.5,39.4,38.6,16.5
E00036396,5.9,34.7,42.4,16.9
E00036397,5,27.7,52.5,14.9
E00036398,23.4,41.8,25,9.8
E00036399,8.1,30.9,50.7,10.3
E00036400,3.5,30.7,47.4,18.4
E00036401,6.3,36.2,41.7,15.7
E00036402,6.5,28.2,49.2,16.1
E00036403,4.9,32.4,45.8,16.9
E00036404,5.8,25.4,47.8,21
E00036405,3.7,22.2,51.1,23
E00036427,4.1,38,49.6,8.3
E00036428,24.4,43.7,25.2,6.7
E00036429,9.2,34.8,46.8,9.2
E00036430,30.3,52.1,15.5,2.1
E00036431,15.7,52.2,23.3,8.8
E00036432,13.8,47.2,27.6,11.4
E00036433,13.4,31.3,42.5,12.7
E00036434,6.1,23.5,43.9,26.5
E00036435,9,49.7,32.9,8.4
E00036436,6.1,35.1,37.7,21.1
E00036437,7.3,40,42.7,10
E00092644,4.4,30.4,45.9,19.3
E00093444,1.6,25,51.6,21.9
E00093445,4.7,30.2,46.5,18.6
E00093446,8.7,33.3,45.2,12.7
E00093447,4.7,43,32.8,19.5
E00093448,0.8,23.6,46.5,29.1
E00093449,4.3,35.7,38.3,21.7
E00093510,16.3,51.2,25.6,7
E00093511,0.8,48,40.8,10.4
E00093512,7.4,34.4,45.1,13.1
E00093513,10.1,37.8,34.5,17.6
E00093514,6.5,40.6,43.5,9.4
E00093515,32.8,44.5,17.2,5.5
E00093516,12.8,41.1,35.5,10.6
E00093517,22.8,35.4,33.9,7.9
E00093518,18,39.6,33.3,9
E00093519,12.1,40.3,36.3,11.3
E00093520,11,39.4,35.4,14.2
E00093521,14.1,36.7,32,17.2
E00093522,20.9,40.5,28.8,9.8
E00093523,4.6,33.8,31.5,30
E00093524,25,49.3,19.4,6.3
E00093525,23.5,40.2,25,11.4
E00093527,28.7,42.6,22.1,6.6
E00093528,18.7,39.2,31.3,10.8
E00093529,20.5,50,28.2,1.3
E00093530,41.1,49.4,8.9,0.6
E00093531,42.7,44.7,7.3,5.3
E00093532,7.5,32.8,41.8,17.9
E00093533,23.6,41.7,26,8.7
E00093534,7.1,31.9,44.7,16.3
E00093535,9.8,35.9,39.2,15
E00093536,6.8,41.7,43.9,7.6
E00093537,14.1,40.7,36.3,8.9
E00093538,9,29.7,35.1,26.1
E00093539,20.9,47,23.5,8.7
E00093540,8.2,42.9,38.2,10.6
E00093541,8.4,55.2,30.5,5.8
E00093542,8,32.6,43.5,15.9
E00093543,22.5,37.1,32,8.4
E00093544,9.3,24.8,45.7,20.2
E00093545,1.3,29.9,41.6,27.3
E00093546,2.2,48.5,40.3,9
E00093574,11.2,40,42.4,6.4
E00093575,7.2,34.2,37.8,20.7
E00093576,12.2,40,36.5,11.3
E00093577,9.6,41.6,35.2,13.6
E00093578,6.1,44.3,32.8,16.8
E00093579,6.3,33.6,41.4,18.8
E00093580,5.2,37,45.9,11.9
E00093581,15,50,28.3,6.7
E00093582,14.5,38.2,34.5,12.7
E00093583,4.3,42.6,38.3,14.8
E00093584,10.1,37.8,37.8,14.3
E00093585,8.7,31.5,41.7,18.1
E00093700,4.1,30.1,51.2,14.6
E00093701,7.6,35.9,35.1,21.4
E00093702,7.3,40,40,12.7
E00093703,8.9,39.7,39,12.3
E00093704,3.1,22.5,47.3,27.1
E00093707,16.1,48.3,26.8,8.7
E00093708,8.8,45.6,36.8,8.8
E00093709,6.8,27.3,45.3,20.5
E00093711,10.3,37.1,39.2,13.4
E00188922,5.3,35.4,40.7,18.6
E00188929,13.7,55.9,24.5,5.9
E00188937,23.8,53.6,17.9,4.8
W00001359,10.5,46.5,27.9,15.1
W00001361,17.9,37.5,29.5,15.2
W00001490,9.6,36,32,22.4
W00001542,35.4,43.1,16.9,4.6
W00001543,31.5,50,18.5,0
W00001544,48.5,44.6,5.9,1
W00001545,27.7,43.8,22.3,6.2
W00001546,29.5,46.2,18.2,6.1
W00001547,28.6,46.8,16.7,7.9
W00001548,42.7,41.1,9.7,6.5
W00001549,42.3,41.1,14.1,2.5
W00001550,5.5,39,40.2,15.2
W00001551,9.3,41.7,38,11.1
W00001552,38.1,38.7,14.8,8.4
W00001553,30.4,40.8,23.2,5.6
W00001554,7.8,52,35.3,4.9
W00001555,4,24.2,47.6,24.2
W00001556,23.1,46.9,23.1,7
W00001557,9.6,47,30.4,13
W00001558,13.6,55.2,22.4,8.8
W00001559,6.2,44.5,32.9,16.4
W00001560,35.5,34.6,21.5,8.4
W00001561,63.9,31.4,3.6,1.2
W00001562,68.7,30.4,0.9,0
W00001563,14.7,36.2,33.6,15.5
W00001565,35.8,35.8,19.4,9
W00001566,19.4,40.3,33.3,7
W00001567,43.8,34.9,16.4,4.8
W00001568,18.8,43.6,29.3,8.3
W00001569,39.2,39.9,18.2,2.8
W00001570,19.3,41.5,28.9,10.4
W00001572,5.7,24.1,42.5,27.6
W00001573,8.8,45.6,30.2,15.3
W00001575,29.8,38.6,26.3,5.3
W00001576,8.6,44.4,30.5,16.6
W00001577,7.4,44.3,40.3,8.1
W00001578,12.7,47.6,35.7,4
W00001579,7.3,34.1,45.5,13
W00001580,12,41.5,33.1,13.4
W00001581,5.9,33.3,41.5,19.3
W00010463,8.9,37.5,42.9,10.7
W00010464,12.9,45.2,35.5,6.5
W00010467,1.7,32.4,59.2,6.7
W00010482,0,41.9,51.9,6.3
W00010487,2.2,42.7,33.7,21.3
W00010488,11.3,45,32.5,11.3
