areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00045264,72,18.4,9.7
E00045266,66.4,23.9,9.7
E00045269,77.9,16,6.1
E00045271,74.6,14,11.4
E00045272,77,10.6,12.4
E00045273,93,6.5,0.5
E00045274,83.5,12.3,4.2
E00045417,82.4,13.6,4
E00045418,57.8,31.9,10.3
E00045419,73.8,14.3,11.9
E00045423,84.8,10.3,4.9
E00045424,88.3,8.3,3.4
E00045425,83.3,11.6,5
E00045426,73.5,15.8,10.7
E00045430,76.4,15.9,7.8
E00045432,75.2,18,6.8
E00045433,87.7,9.6,2.6
E00045435,76,15.3,8.7
E00045436,86.2,9.4,4.3
E00045437,61.8,23.7,14.5
E00045438,81.4,12.2,6.5
E00045440,74.3,17.6,8
E00045442,89.8,6.8,3.4
E00045444,86.8,10.2,3
E00045446,84.1,12.2,3.7
E00045447,70.1,22.9,7
E00045449,81.5,13.7,4.8
E00045450,83.3,12.4,4.3
E00045451,85.9,9.7,4.4
E00045452,79.6,14.4,6
E00045453,82.4,12.7,4.9
E00045454,75.2,14.2,10.6
E00045455,81.5,10,8.5
E00045456,71.8,17.6,10.7
E00045457,79.1,13.9,7
E00045458,80.6,12.6,6.8
E00045472,78,13.4,8.6
E00045474,81.4,15.3,3.4
E00045476,79.9,12.1,8
E00045477,67.8,20.6,11.7
E00045479,85.8,10.2,4
E00045482,78.5,14.3,7.2
E00045485,47,35.8,17.2
E00045487,80.9,13,6.1
E00045489,48.1,26.6,25.3
E00045490,84.7,12,3.3
E00045495,75.1,15.6,9.3
E00045497,86.9,10,3.1
E00046189,73,18.5,8.4
E00046190,79,13.3,7.6
E00046191,82.6,14.2,3.2
E00046192,72.5,12.8,14.7
E00046193,83.9,11.4,4.7
E00046194,73.4,16.3,10.3
E00046195,78.2,17.1,4.8
E00046196,69.3,22.9,7.9
E00046197,80.6,14.3,5.1
E00046198,89.2,9.5,1.3
E00046199,81.1,14.9,4.1
E00046200,85.4,11.7,2.8
E00046201,71.4,18.7,9.9
E00046204,82.3,11.4,6.3
E00046205,78.7,15.1,6.3
E00046207,61.3,18.9,19.8
E00046208,68,16.5,15.4
E00046209,60.4,22.9,16.7
E00046210,87.3,9,3.7
E00046211,78.2,13.5,8.3
