areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00045264,85.1,14.9
E00045266,88,12
E00045269,89,11
E00045271,83.5,16.5
E00045272,83.1,16.9
E00045273,80.6,19.4
E00045274,84,16
E00045417,87.4,12.6
E00045418,90.2,9.8
E00045419,88.4,11.6
E00045423,88.2,11.8
E00045424,79.1,20.9
E00045425,93.8,6.3
E00045426,87.6,12.4
E00045430,95.9,4.1
E00045432,95.6,4.4
E00045433,93.7,6.3
E00045435,86.9,13.1
E00045436,94.9,5.1
E00045437,89.8,10.2
E00045438,89.9,10.1
E00045440,92.4,7.6
E00045442,90.6,9.4
E00045444,92.4,7.6
E00045446,93.3,6.7
E00045447,84.6,15.4
E00045449,93.8,6.2
E00045450,86.3,13.7
E00045451,90,10
E00045452,84.4,15.6
E00045453,81.8,18.2
E00045454,80.9,19.1
E00045455,77.6,22.4
E00045456,82.5,17.5
E00045457,73.7,26.3
E00045458,87.5,12.5
E00045472,86.9,13.1
E00045474,90.8,9.2
E00045476,94.9,5.1
E00045477,91.5,8.5
E00045479,82.1,17.9
E00045482,94.5,5.5
E00045485,88.1,11.9
E00045487,96.2,3.8
E00045489,94.9,5.1
E00045490,88.1,11.9
E00045495,93.7,6.3
E00045497,88,12
E00046189,86.8,13.2
E00046190,76.9,23.1
E00046191,97.1,2.9
E00046192,85.7,14.3
E00046193,87.9,12.1
E00046194,90.8,9.2
E00046195,94,6
E00046196,89.7,10.3
E00046197,88.2,11.8
E00046198,82.4,17.6
E00046199,93.9,6.1
E00046200,86.2,13.8
E00046201,93.8,6.2
E00046204,81.6,18.4
E00046205,87.9,12.1
E00046207,88.8,11.2
E00046208,94.2,5.8
E00046209,91.2,8.8
E00046210,88.7,11.3
E00046211,78.5,21.5
E00046213,88.3,11.7
E00046214,90.4,9.6
E00046215,89.6,10.4
E00046216,91.6,8.4
E00046218,94,6
E00046219,82,18
E00046221,91.6,8.4
E00046222,91.5,8.5
E00046224,87.9,12.1
E00046225,88,12
E00046226,72.5,27.5
E00046229,91.6,8.4
E00046231,82.1,17.9
E00046233,88.6,11.4
E00046234,82.9,17.1
E00046236,84.1,15.9
E00046237,89,11
E00046239,84.1,15.9
E00046242,91,9
E00046247,87.4,12.6
E00046252,93.8,6.2
E00046258,92.8,7.2
E00046259,81.8,18.2
E00046431,97.4,2.6
E00046432,87.1,12.9
E00046435,86.2,13.8
E00046436,87.5,12.5
E00046437,93.1,6.9
E00046438,80.6,19.4
E00046439,97.1,2.9
E00046440,91.8,8.2
E00046442,81.4,18.6
E00046443,72.2,27.8
E00046444,91.4,8.6
E00046445,91.9,8.1
E00046446,82.5,17.5
E00046447,88.5,11.5
E00046448,89.8,10.2
E00046449,94.5,5.5
E00046450,91.8,8.2
E00046451,87.7,12.3
E00046452,92.3,7.7
E00046453,93.3,6.7
E00046454,92.6,7.4
E00046455,88.7,11.3
E00046456,92.7,7.3
E00046457,83.1,16.9
E00046458,93.3,6.7
E00046459,93.4,6.6
E00046460,93.2,6.8
E00046461,94.6,5.4
E00046462,90.6,9.4
E00046463,98,2
E00046464,91.9,8.1
E00046465,93.5,6.5
E00046466,91.3,8.7
E00046467,92.1,7.9
E00046468,91.1,8.9
E00046469,95.8,4.2
E00046470,96.8,3.2
E00046471,94.9,5.1
E00046472,94.9,5.1
E00046473,94.4,5.6
E00046474,92.9,7.1
E00046475,96.1,3.9
E00046476,95.3,4.7
E00046477,96.3,3.7
E00046478,93.1,6.9
E00046479,92.2,7.8
E00046480,95.5,4.5
E00046481,96.1,3.9
E00046482,83.7,16.3
E00046483,94.7,5.3
E00046484,90.2,9.8
E00046485,92.6,7.4
E00046486,95.9,4.1
E00046487,95.2,4.8
E00046489,85.8,14.2
E00046490,84.8,15.2
E00046491,81.1,18.9
E00046492,79.8,20.2
E00046493,88.1,11.9
E00046494,85.4,14.6
E00046495,87.6,12.4
E00046496,82,18
E00046497,85.1,14.9
E00046500,84.3,15.7
E00046501,92.7,7.3
E00046502,84.6,15.4
E00046503,94.2,5.8
E00046504,91.9,8.1
E00046505,93.5,6.5
E00046506,91,9
E00046509,93.3,6.7
E00046510,90.8,9.2
E00046511,94.2,5.8
E00046513,95.9,4.1
E00046514,89.5,10.5
E00046516,91.8,8.2
E00046517,93,7
E00046518,93.2,6.8
E00046521,87.6,12.4
E00046523,89.3,10.7
E00046526,88.1,11.9
E00046527,93,7
E00046529,92.8,7.2
E00046530,95.8,4.2
E00046531,88.7,11.3
E00046532,92.5,7.5
E00046678,96.5,3.5
E00046679,96,4
E00046680,85.9,14.1
E00046681,89.7,10.3
E00046682,86.7,13.3
E00046683,88.3,11.7
E00046684,90.2,9.8
E00046685,90.5,9.5
E00046686,92,8
E00046687,93.2,6.8
E00046688,90.3,9.7
E00046689,88.3,11.7
E00046690,89.3,10.7
E00046691,88.8,11.2
E00046692,85.4,14.6
E00046693,90.2,9.8
E00046694,89.2,10.8
E00046695,91.9,8.1
E00046696,89.6,10.4
E00046697,91.2,8.8
E00046698,87,13
E00046699,94,6
E00046700,93.8,6.2
E00046701,80.9,19.1
E00046702,89.3,10.7
E00046703,91.9,8.1
E00046704,74,26
E00046705,90.8,9.2
E00046706,83.8,16.2
E00046707,88.4,11.6
E00046708,88.8,11.2
E00046709,96.9,3.1
E00046710,77.2,22.8
E00046711,90.6,9.4
E00046712,82.7,17.3
E00046713,75.9,24.1
E00046714,78.9,21.1
E00046715,82.7,17.3
E00046716,79.7,20.3
E00046717,86.1,13.9
E00046718,81,19
E00046719,92.9,7.1
E00046720,91.6,8.4
E00046721,93.8,6.2
E00046722,92.2,7.8
E00046723,94.1,5.9
E00046724,95.8,4.2
E00046725,70.2,29.8
E00046726,95.7,4.3
E00046727,91,9
E00046728,86.8,13.2
E00046729,91.1,8.9
E00046730,91.5,8.5
E00046731,88.2,11.8
E00046732,73.1,26.9
E00046733,71.8,28.2
E00046734,78.8,21.2
E00046735,94.6,5.4
E00046736,85.9,14.1
E00046737,94.6,5.4
E00046738,91.8,8.2
E00046739,84.8,15.2
E00046740,81.1,18.9
E00046741,76.3,23.7
E00046742,91.3,8.7
E00046743,96.7,3.3
E00046744,92,8
E00046745,89.2,10.8
E00046746,85.9,14.1
E00046747,89.4,10.6
E00046748,91.3,8.7
E00046749,92.5,7.5
E00046750,87.3,12.7
E00046751,93.9,6.1
E00046752,94.1,5.9
E00046753,89.5,10.5
E00046754,87.3,12.7
E00046755,88.8,11.2
E00046756,83.9,16.1
E00046757,92.9,7.1
E00046758,89.8,10.2
E00048058,72,28
E00048059,83,17
E00048060,87.6,12.4
E00048061,90.4,9.6
E00048063,71.8,28.2
E00048064,69.2,30.8
E00048065,78.8,21.2
E00048066,88.2,11.8
E00048067,91.8,8.2
E00048068,87,13
E00048069,79.1,20.9
E00048070,89.5,10.5
E00048071,89.7,10.3
E00048072,69,31
E00048073,61.5,38.5
E00048074,91.6,8.4
E00048075,90.6,9.4
E00048076,94.6,5.4
E00048077,81.8,18.2
E00048078,85.1,14.9
E00048079,87.3,12.7
E00048080,77.7,22.3
E00048081,76,24
E00048082,76.8,23.2
E00048083,76,24
E00048084,79.5,20.5
E00048085,85.2,14.8
E00048086,86.7,13.3
E00048087,88.4,11.6
E00048088,83.7,16.3
E00048089,76.5,23.5
E00048090,83.5,16.5
E00048091,79.2,20.8
E00048092,81.3,18.7
E00048093,87.2,12.8
E00048094,81.5,18.5
E00048125,91,9
E00048126,74.9,25.1
E00048127,90.6,9.4
E00048128,67.9,32.1
E00163865,97.7,2.3
E00163866,97.3,2.7
E00163867,96.9,3.1
E00163868,95.8,4.2
E00163869,96,4
E00163946,91.1,8.9
E00163948,95,5
E00163949,97.3,2.7
E00163950,96.7,3.3
E00164075,98.3,1.7
E00164085,93.9,6.1
E00164095,90.1,9.9
E00175725,80.7,19.3
E00175732,91.7,8.3
E00175785,87.3,12.7
E00181274,91.8,8.2
E00181298,88.6,11.4
E00181308,91,9
E00181312,94.9,5.1
E00186109,82.4,17.6
E00186118,93.5,6.5
E00186127,87.6,12.4
E00186151,71.7,28.3
E00186170,83.1,16.9
E00186185,91.3,8.7
E00186186,93.7,6.3
E00186202,68.9,31.1
E00186226,76.9,23.1
E00186247,92.1,7.9
E00186275,80.9,19.1
E00186281,94.8,5.2
E00186284,91.3,8.7
E00186316,91.8,8.2
