geography_code,in_full_time_education-001,in_full_time_education-002
E00090512,18.4,81.6
E00090514,28.6,71.4
E00090515,21.6,78.4
E00090516,22.4,77.6
E00090517,16,84
E00090518,23.3,76.7
E00090519,21.9,78.1
E00090520,16.3,83.7
E00090521,22.3,77.7
E00090522,28.4,71.6
E00090523,23,77
E00090524,25.1,74.9
E00090525,27,73
E00090526,12.8,87.2
E00090527,31.8,68.2
E00090528,20.1,79.9
E00090529,25,75
E00090530,16.8,83.2
E00090531,21.6,78.4
E00090532,15.1,84.9
E00090533,26.2,73.8
E00090534,24.9,75.1
E00090535,8.9,91.1
E00090536,17.4,82.6
E00090537,23.2,76.8
E00090539,22.6,77.4
E00090540,17.3,82.7
E00090541,25,75
E00090542,22.6,77.4
E00090543,17.9,82.1
E00090545,23.2,76.8
E00090546,23.7,76.3
E00090547,15,85
E00090548,17.6,82.4
E00090549,29.1,70.9
E00090550,37.4,62.6
E00090551,24.3,75.7
E00090552,18.2,81.8
E00090553,24.4,75.6
E00090554,25.2,74.8
E00090555,25.1,74.9
E00090556,22.3,77.7
E00090557,17.4,82.6
E00090558,12,88
E00090559,23.1,76.9
E00090560,15.4,84.6
E00090561,23.7,76.3
E00090562,19.9,80.1
E00090563,21.7,78.3
E00090564,28.7,71.3
E00090565,18.9,81.1
E00090566,32.9,67.1
E00090567,29.4,70.6
E00090568,27.2,72.8
E00090569,19.2,80.8
E00090570,16.4,83.6
E00090571,19.4,80.6
E00090574,71.9,28.1
E00090575,24.6,75.4
E00090576,21.1,78.9
E00090577,92.8,7.2
E00090580,51.8,48.2
E00090581,16.3,83.7
E00090582,25.4,74.6
E00090583,31.7,68.3
E00090584,23,77
E00090586,27.1,72.9
E00090587,18.4,81.6
E00090588,20.4,79.6
E00090589,23.8,76.2
E00090590,16.3,83.7
E00090591,15,85
E00090592,24.4,75.6
E00090593,24.1,75.9
E00090594,25.4,74.6
E00090595,23.6,76.4
E00090596,28.4,71.6
E00090597,19,81
E00090598,18.7,81.3
E00090599,18.2,81.8
E00090600,21.2,78.8
E00090601,16.8,83.2
E00090602,12.6,87.4
E00090603,20.3,79.7
E00090604,17.4,82.6
E00090605,21,79
E00090606,20.5,79.5
E00090607,23.6,76.4
E00090608,23.2,76.8
E00090609,22.8,77.2
E00090610,14.4,85.6
E00090611,25.3,74.7
E00090612,22.4,77.6
E00090613,17.8,82.2
E00090614,19,81
E00090615,26.3,73.7
E00090616,23.9,76.1
E00090617,23.2,76.8
E00090618,17.5,82.5
E00090619,23.1,76.9
E00090620,19,81
E00090621,25.4,74.6
E00090622,24.5,75.5
E00090623,8.9,91.1
E00090624,26.1,73.9
E00090627,21.5,78.5
E00090628,21,79
E00090629,25.8,74.2
E00090630,8.8,91.2
E00090631,23.4,76.6
E00090632,48.6,51.4
E00090633,33.3,66.8
E00090634,28,72
E00090635,21,79
E00090636,27.1,72.9
E00090637,15,85
E00090638,18.7,81.3
E00090639,49.4,50.6
E00090640,18.4,81.6
E00090642,25.1,74.9
E00090643,10.4,89.6
E00090644,27.5,72.5
E00090645,17.7,82.3
E00090646,20.9,79.1
E00090647,23,77
E00090648,14.7,85.3
E00090649,19.4,80.6
E00090650,19.5,80.5
E00090651,21.3,78.7
E00090653,18.9,81.1
E00090654,10.4,89.6
E00090655,11,89
E00090656,22,78
E00090657,18.1,81.9
E00090658,15.9,84.1
E00090659,25.1,74.9
E00090660,22.8,77.2
E00090661,28,72
E00090662,15.6,84.4
E00090663,12.4,87.6
E00090664,24.7,75.3
E00090665,16.2,83.8
E00090666,18.7,81.3
E00090667,26.3,73.7
E00090668,18.2,81.8
E00090669,22.5,77.5
E00090670,18.6,81.4
E00090671,16.9,83.1
E00090672,22.2,77.8
E00090673,16.9,83.1
E00090674,24.7,75.3
E00090675,22.3,77.7
E00090676,28.2,71.8
E00090677,22.8,77.2
E00090678,18.3,81.7
E00090679,13.9,86.1
E00090680,25.8,74.2
E00090681,17.9,82.1
E00090682,21.8,78.2
E00090683,24.1,75.9
E00090684,21.9,78.1
E00090685,22.6,77.4
E00090686,16.4,83.6
E00090688,12,88
E00090689,10.5,89.5
E00090691,22.6,77.4
E00090692,20.5,79.5
E00090694,17.1,82.9
E00090695,14.3,85.7
E00090696,13.7,86.3
E00090697,22.4,77.6
E00090700,29.6,70.4
E00090701,21.9,78.1
E00090702,45.8,54.2
E00090703,24,76
E00090704,16.5,83.5
E00090705,19.5,80.5
E00090707,19.1,80.9
E00090708,26.3,73.7
E00090710,93.6,6.4
E00090712,89.5,10.5
E00090714,35,65
E00090715,83.7,16.3
E00090716,25.6,74.4
E00090717,21.2,78.8
E00090719,29.1,70.9
E00090720,27.6,72.4
E00090721,26.4,73.6
E00090723,93.5,6.5
E00090724,18.3,81.7
E00090726,31.8,68.2
E00090727,23.9,76.1
E00090728,17.3,82.7
E00090729,26.8,73.2
E00090730,26.1,73.9
E00090731,24,76
E00090733,34.7,65.3
E00090734,27.7,72.3
E00090736,59.3,40.7
E00090737,18.3,81.7
E00090738,29.7,70.3
E00090739,11,89
E00090740,29,71
E00090741,57.1,42.9
E00090742,13.6,86.4
E00090743,24.9,75.1
E00090744,62.8,37.2
E00090745,82.6,17.4
E00090746,18.1,81.9
E00090747,27,73
E00090748,32.2,67.8
E00090749,32.2,67.8
E00090750,25.6,74.4
E00090751,25.4,74.6
E00090752,16.5,83.5
E00090753,39.3,60.7
E00090754,18.5,81.5
E00090755,19.6,80.4
E00090756,26.8,73.2
E00090757,18.1,81.9
E00090758,18,82
E00090759,14.9,85.1
E00090760,23.6,76.4
E00090762,18.4,81.6
E00090763,19.9,80.1
E00090765,23.3,76.7
E00090766,22.8,77.2
E00090767,15.6,84.4
E00090768,18.9,81.1
E00090771,19.4,80.6
E00090772,21.6,78.4
E00090773,21.8,78.2
E00090774,27.2,72.8
E00090775,16.6,83.4
E00090777,22.6,77.4
E00090778,64.7,35.3
E00090779,33,67
E00090780,22.8,77.2
E00090781,20.7,79.3
E00090782,17.9,82.1
E00090783,20.3,79.7
E00090785,22.8,77.2
E00090786,19,81
E00090788,18.9,81.1
E00090789,25.6,74.4
E00090790,25.6,74.4
E00090791,30.2,69.8
E00090792,26.3,73.7
E00090793,26.1,73.9
E00090794,17.5,82.5
E00090795,19.6,80.4
E00090796,18.7,81.3
E00090797,30.2,69.8
E00090798,15.9,84.1
E00090799,23.1,76.9
E00090800,18.1,81.9
E00090801,31.8,68.2
E00090802,41.2,58.8
E00090803,17.1,82.9
E00090804,19.7,80.3
E00090805,18.1,81.9
E00090806,14.5,85.5
E00090808,26.9,73.1
E00090809,25.4,74.6
E00090811,13.9,86.1
E00090816,19.9,80.1
E00090817,15.5,84.5
E00090820,23.3,76.7
E00090822,10.5,89.5
E00090824,20.8,79.2
E00090825,6.3,93.8
E00090826,17.2,82.8
E00090827,19,81
E00090828,18.8,81.2
