geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00006643,61.2,3.7,35.1
E00006644,48.5,5.8,45.7
E00006646,45.5,7,47.5
E00006647,44.1,7.1,48.8
E00006648,63.1,6.9,30.1
E00006650,59.8,4.9,35.4
E00006651,38.3,6.7,54.9
E00006652,51.2,6,42.8
E00006653,51.4,5.2,43.4
E00006654,55.9,4.1,40
E00006655,45.2,9.1,45.7
E00006656,38.1,4,57.9
E00006657,59.9,2.9,37.2
E00006658,55.5,4.8,39.7
E00006659,45.5,2.1,52.4
E00006660,54.5,2.1,43.5
E00006661,55.6,4.8,39.6
E00006662,41.9,3.6,54.5
E00006663,50.3,3.8,45.9
E00006667,50.2,13.1,36.8
E00006669,61.8,4,34.2
E00006671,47.6,9.8,42.7
E00006672,49.7,7.8,42.6
E00006762,46.9,8,45
E00006768,48.2,5.7,46.1
E00006769,54.7,5.8,39.6
E00006784,54.2,6,39.7
E00006787,50,4.5,45.5
E00006790,44.3,7.4,48.3
E00006791,50,5.1,44.9
E00006793,50.8,5.8,43.5
E00006794,49.9,5.4,44.7
E00006795,46.9,5.2,47.9
E00006796,56.6,5.5,37.8
E00006797,46.8,4.7,48.4
E00006800,55.5,6.6,37.9
E00006801,55.8,6.7,37.5
E00006802,49.5,10.7,39.8
E00006804,50.9,6.9,42.2
E00006806,48.5,6.9,44.7
E00006807,53.6,7,39.5
E00006809,46.2,8.6,45.1
E00006810,49.7,7.5,42.8
E00006811,54.7,7.3,38.1
E00006812,52.8,4.9,42.4
E00006813,57,4.3,38.7
E00006814,51.1,5.8,43
E00006815,44.3,11.9,43.8
E00006817,58.6,6.6,34.8
E00006818,50.9,4.2,44.9
E00006819,51.5,4.6,43.9
E00011974,60.5,4.2,35.3
E00011980,57.5,6,36.4
E00011982,56.5,5.1,38.4
E00012176,48.8,7.6,43.5
E00012178,55.3,2,42.7
E00012180,55.8,7.9,36.3
E00012182,67.7,6.1,26.2
E00012186,63,4.4,32.6
E00012187,69.4,6.6,24
E00012189,61.4,8.5,30
E00012195,61.4,7.9,30.7
E00012196,66.7,7,26.3
E00012197,55.8,11.6,32.6
E00012199,58.9,9,32.1
E00012200,63.1,8,28.9
E00012201,57.9,10.6,31.5
E00012384,50.2,7.5,42.3
E00012385,53.6,5,41.4
E00012386,59.6,6.5,34
E00012387,54.1,10.1,35.8
E00012390,55.8,5.3,38.9
E00012391,56.2,8.5,35.3
E00012392,46,5,49.1
E00012393,56.2,6.9,36.8
E00012394,61.7,2.1,36.2
E00012396,55.4,6.8,37.8
E00012397,57.8,5.4,36.8
E00012398,53.3,7.2,39.5
E00012399,56.4,5.9,37.7
E00012400,55.9,7.4,36.7
E00012401,56.2,6.8,37
E00012402,59.5,8.2,32.2
E00012403,58.6,6.8,34.5
E00012404,62.4,3.3,34.3
E00012405,57.9,7,35.1
E00012406,57.9,6.1,36.1
E00012407,54.9,5.6,39.5
E00012408,58.3,5.7,36
E00012409,57.4,3.6,38.9
E00012410,62.6,8.2,29.2
E00012411,54.5,7.2,38.3
E00012412,54.5,5.8,39.6
E00012413,60.4,4.7,34.8
E00012414,56.7,6.7,36.6
E00012415,59.3,6.3,34.4
E00012416,60.1,4.9,35
E00012417,49.4,5.5,45.2
E00012418,53.7,5.8,40.6
E00012419,55.6,7,37.3
E00012472,56.8,3.8,39.4
E00012474,57.9,6.2,36
E00012475,53.5,8,38.4
E00012476,54.7,7.1,38.2
E00012477,56.4,7.5,36.1
E00012478,55.1,4,40.8
E00012479,49.8,8.5,41.8
E00012713,65.1,4.4,30.5
E00012714,63.4,5.5,31.1
E00012715,62.9,5.5,31.6
E00012726,55,4.5,40.6
E00012727,62.2,5.7,32.1
E00012728,63.2,6.9,29.9
E00012729,60.3,4.1,35.7
E00012730,64.7,5.4,29.9
E00012731,64.8,5.7,29.5
E00012732,68,4.5,27.6
E00012733,54,10.1,36
E00012734,59.1,5.6,35.3
E00012735,62.6,4.8,32.7
E00012858,57.1,3.5,39.4
E00012859,58.3,6.1,35.6
E00012860,62.2,4.7,33
E00012861,61.6,4.7,33.8
E00012862,59.8,5.8,34.4
E00012863,55.9,5.6,38.5
E00012864,63.4,7.5,29.1
E00012865,52.3,6.3,41.3
E00012866,57.5,9.3,33.2
E00012867,56.9,4.3,38.8
E00012868,59.5,8.5,32.1
E00012869,48.4,7.3,44.3
E00012870,48.1,7.8,44.2
E00012871,54.5,7.4,38.1
E00012872,47.7,4.2,48.1
E00012873,51.9,9,39.1
E00012875,50.9,8.5,40.6
E00012876,63.5,4.2,32.3
E00012877,54.4,7.6,38
E00012878,73.3,4,22.8
E00012879,58.9,7.1,33.9
E00012880,57.7,8.1,34.3
E00012881,60.2,3.8,36
E00012882,62.5,6.6,30.9
E00012883,55,6.4,38.6
E00012884,59.9,5.6,34.5
E00012885,59.3,8.1,32.6
E00012886,45.4,6,48.7
E00012887,60.3,4.9,34.7
E00012888,51.9,6.9,41.1
E00012891,62.9,5.5,31.6
E00012892,52.3,5.3,42.5
E00012903,57,7.2,35.9
E00012904,57,4.3,38.7
E00012905,64.5,4.3,31.2
E00012906,66.9,3.7,29.4
E00012907,56.5,5,38.5
E00012908,59,8.6,32.4
E00012909,47.4,7.1,45.5
E00012910,63.3,4.2,32.5
E00012911,57.3,5.6,37.1
E00012912,53.5,3.1,43.5
E00012914,61.4,5.4,33.2
E00012916,62.1,6,31.9
E00012918,69.2,4,26.8
E00012919,68.2,4.8,27
E00013024,59.7,7.1,33.2
E00013025,64.6,4.7,30.7
E00013026,51.7,5.2,43.1
E00013027,63.4,7,29.6
E00013028,57.4,4.5,38.1
E00013029,55.2,7.7,37.1
E00013030,56.2,7.2,36.6
E00013031,58.4,7,34.6
E00013032,50.8,5.9,43.3
E00013035,58.3,5.1,36.6
E00013036,51.7,5.2,43.1
E00013037,57.9,3.2,38.8
E00013038,41.5,8.1,50.4
E00013039,54.5,4.4,41.1
E00013040,61.1,5.8,33.1
E00013041,51.2,8.3,40.5
E00013043,61.5,5.8,32.7
E00013044,60.3,7.5,32.2
E00013045,55.6,5.5,38.9
E00013046,46.9,6.3,46.9
E00013047,55.7,6.4,37.9
E00013048,62,4.3,33.6
E00013049,48.6,3.5,47.9
E00013050,54,5.9,40.1
E00013051,51.3,4.5,44.2
E00013052,60.9,5.3,33.9
E00013053,54.6,5.8,39.6
E00013054,58.5,3.6,37.9
E00013055,54.7,8.1,37.2
E00013056,60,6.6,33.4
E00013057,48.5,7.5,44
E00013058,48.6,10.6,40.7
E00013059,55.6,3.6,40.8
E00013060,56.6,8.3,35.1
E00013061,56.1,5.2,38.6
E00013062,55.5,3.2,41.2
E00013063,61.5,5.2,33.3
E00013064,44.8,3.6,51.6
E00013065,59.5,6.5,34
E00013066,57.9,4.7,37.4
E00013067,59.7,4.3,36
E00013068,54,4.8,41.2
E00013070,59.5,4.1,36.4
E00013071,62.4,6.4,31.1
E00013072,63.5,4.9,31.6
E00013074,52.9,6,41.1
E00013075,53.2,8,38.8
E00013076,54.7,8,37.3
E00013078,57.7,3.4,38.9
E00013079,56.6,5.8,37.6
E00013080,59.3,3,37.7
E00013081,52.3,5.3,42.4
E00013082,53.3,5.6,41.2
E00013083,54.8,4.4,40.8
E00013084,53,7.8,39.3
E00013085,48.2,2.7,49.1
E00013086,52.6,5.5,41.9
E00013087,60.8,6,33.2
E00013088,46.2,4,49.8
E00013089,47.1,3.1,49.8
E00013090,59.8,7.2,33
E00013091,49.5,6.6,43.9
E00013092,56.7,6.5,36.8
E00013093,55.8,4.4,39.7
E00013094,56.3,3.8,39.8
E00013095,57.6,4.8,37.6
E00013096,57.4,5.1,37.5
E00013097,52.1,8.2,39.7
E00013098,56.9,5.4,37.7
E00013099,50.2,5.2,44.6
E00013100,63.6,5.8,30.6
E00013101,52.9,7.9,39.1
E00013102,44.7,9.7,45.6
E00013103,57.2,6.8,36
E00013104,57.7,4.9,37.4
E00013105,56.9,6.6,36.5
E00013106,55.5,5.8,38.7
E00013107,62.7,6.9,30.4
E00013108,61.2,7.1,31.7
E00013109,59.6,4.9,35.5
E00013110,54.7,5.6,39.6
E00013111,54.4,5.3,40.3
E00013112,44.4,7.9,47.7
E00013113,51.1,8.2,40.7
E00013114,47.3,5.9,46.9
E00013115,59.9,4,36.1
E00013116,69,5.3,25.7
E00013117,57.5,6.6,35.9
E00013118,59.8,6.3,33.9
E00013119,60.2,6.5,33.2
E00013121,60.3,5,34.7
E00013123,59.8,5.4,34.7
E00013124,64.5,5.3,30.2
E00013126,52.2,7.4,40.4
E00013127,65.9,4.4,29.8
E00013129,58.3,7.2,34.5
E00013130,62.6,6.8,30.6
E00013131,53.8,4.5,41.7
E00013133,61.6,10.9,27.5
E00013136,61.7,7.2,31.1
E00013138,67.5,5,27.5
E00013140,61.3,7.1,31.6
E00013141,52.6,4.3,43.1
E00013144,59.2,6,34.8
E00013146,50.5,3,46.5
E00013147,59.9,7.7,32.3
E00013148,65.6,6.2,28.2
E00013149,71.3,5.9,22.8
E00013150,66.9,7,26.1
E00013152,57.6,4.8,37.6
E00013153,55.9,3.8,40.3
E00013154,48.6,5.9,45.5
E00013155,53.7,6.5,39.8
E00013156,64.4,6.2,29.4
E00013157,59.7,5.8,34.5
E00013158,58.9,3.8,37.3
E00013159,63.5,5.8,30.7
E00013160,57.6,4.4,38
E00013161,55.8,5.1,39.1
E00013162,64.6,4.8,30.6
E00013163,66.9,4.9,28.2
E00013164,47.1,6.8,46.1
E00013166,55.5,6.2,38.3
E00013167,61.4,5,33.5
E00013168,67.2,4.9,28
E00013169,53.5,4.9,41.6
E00013170,50,6.1,43.9
