geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00050306,24.6,45.8,29.6
E00050307,10.5,72.1,17.4
E00050308,8.6,64.8,26.6
E00050309,7.9,67.9,24.2
E00050310,11.5,55.8,32.7
E00050320,17.3,70.4,12.2
E00050321,5.1,74.5,20.4
E00050322,8.6,67.2,24.2
E00050323,8.7,49.5,41.7
E00050324,14.2,59.7,26.1
E00050325,8.5,71.2,20.3
E00050326,9.3,76.9,13.9
E00050327,11.3,52.1,36.6
E00050328,7.2,53.6,39.2
E00050329,14.4,56.8,28.8
E00050330,13.1,59.8,27
E00050331,19.8,33.3,46.8
E00050332,19.8,46.9,33.3
E00050333,8.9,68.8,22.3
E00050334,6.7,62.2,31.1
E00050335,10.4,52,37.6
E00050336,8.7,65.4,26
E00050337,6.5,61.2,32.4
E00050338,12.7,69.8,17.5
E00050339,7.5,53,39.6
E00050341,17.9,46.4,35.7
E00050342,11,59.1,29.9
E00050343,12.9,43.5,43.5
E00050386,5.4,51.8,42.9
E00050387,11.9,59.5,28.6
E00050388,5,72.7,22.3
E00050389,8.8,63.7,27.4
E00050390,18.6,62.8,18.6
E00050391,13.8,69,17.2
E00050392,10.9,42.2,46.9
E00050393,6.5,48.4,45.2
E00050394,9,60,31
E00050395,15,68,17
E00050396,8,59.3,32.7
E00050397,5.3,79.8,14.9
E00050398,9.6,52.8,37.6
E00050399,12.2,67.3,20.4
E00050400,7.7,49,43.3
E00050401,3.4,66.9,29.7
E00050402,9.4,52.2,38.4
E00050403,14,52.2,33.8
E00050404,11,55.8,33.1
E00050405,13.8,54.1,32.1
E00050406,14.3,49.5,36.2
E00050407,10.3,43,46.7
E00050408,7.9,45.3,46.8
E00050409,7.2,50.7,42
E00050410,14.8,54.7,30.5
E00050411,4.4,54.9,40.7
E00050412,11,63,26
E00050413,11.3,46.8,41.9
E00050414,9.4,57.3,33.3
E00050415,6.6,59,34.4
E00050416,13.7,41.6,44.7
E00050417,8.7,44,47.3
E00050418,4.6,40.8,54.6
E00050419,6.1,47.8,46.1
E00050420,4.1,51.6,44.3
E00050423,20.4,49,30.6
E00050424,15.2,59.8,25
E00050427,8.2,53.6,38.1
E00050428,6.7,69.2,24.2
E00050429,17.9,60.7,21.4
E00050431,7.9,66.9,25.2
E00050432,12.5,51,36.5
E00050433,7.2,51.2,41.6
E00050434,18.5,64.6,16.9
E00050436,8.1,60.8,31.1
E00050438,10.5,66.3,23.3
E00050440,12.2,52.3,35.5
E00050442,9.3,69,21.7
E00050443,4.4,59.3,36.3
E00050444,8.3,58.7,33
E00050445,10.9,64.2,24.8
E00050446,11.1,59.8,29.1
E00050447,6.7,56.7,36.7
E00050448,13.2,47.1,39.7
E00050449,15.3,55,29.7
E00050450,14.5,49.3,36.2
E00050451,6.4,71.2,22.4
E00050452,13.8,53.8,32.3
E00050453,15.6,42.5,41.9
E00050454,9.5,49.2,41.3
E00050455,12.8,60.5,26.7
E00050456,13,42.4,44.6
E00050457,14.8,61.1,24.1
E00050458,13.2,52.8,34
E00050459,14.3,42,43.8
E00050460,10.5,74.6,14.9
E00050461,9.8,61,29.3
E00050543,10.9,52.2,37
E00050544,9.2,56.1,34.7
E00050545,10.1,41.2,48.6
E00050559,13.4,50,36.6
E00050560,13.2,51.9,34.9
E00050561,11.3,47.6,41.1
E00050562,8,59.2,32.8
E00050563,12.6,55.1,32.3
E00050564,13,44.3,42.7
E00050565,5.2,43.9,50.9
E00050566,7.5,41.9,50.6
E00050567,8.9,50,41.1
E00050568,8.1,55,36.9
E00050569,7.5,62.4,30.1
E00050570,8.3,48.1,43.6
E00050571,8,55,37
E00050572,10.3,69.2,20.6
E00050573,13.7,58.1,28.2
E00050574,5.2,53,41.8
E00050575,12.3,50.8,36.9
E00050577,14.2,51,34.8
E00050620,16.7,50,33.3
E00050621,12.2,65,22.8
E00050629,12,54.9,33.1
E00050630,9.2,63,27.7
E00050631,9.7,75,15.3
E00050632,14.2,66.1,19.7
E00050634,5.1,70.3,24.6
E00050635,5.4,58.1,36.5
E00050636,14,74,12
E00050637,10,60,30
E00050638,10.5,60,29.5
E00050639,11.6,58.9,29.5
E00050640,9.9,66.1,24
E00050641,5.5,65.5,29.1
E00050642,5.3,79.7,15
E00050643,10.6,72.1,17.3
E00050644,13.2,54.7,32.1
E00050645,17.3,56.7,26
E00050646,21,39.1,39.9
E00050647,11.9,50.8,37.3
E00050649,16.4,61.5,22.1
E00050650,14.5,53,32.5
E00050651,9.6,66.2,24.3
E00050652,18.9,54.3,26.8
E00050653,12.2,55.7,32.2
E00050654,14,49,36.9
E00050655,12.9,44.8,42.2
E00050656,16.2,41.5,42.3
E00050995,10.6,49,40.4
E00050996,11.6,59.7,28.7
E00050997,11.6,51.2,37.2
E00050998,12.7,52,35.3
E00050999,12.7,63.4,23.9
E00051000,8.5,59.2,32.4
E00051001,9.5,42.1,48.4
E00051002,3.4,46.1,50.6
E00051003,10,47.7,42.3
E00051004,10.5,54.3,35.2
E00051005,6.6,55.7,37.7
E00051007,13.6,53.8,32.6
E00051008,7.6,62.2,30.3
E00051009,15.4,57.1,27.6
E00051012,8.6,40,51.4
E00051013,8.3,57.5,34.2
E00051015,7.9,57.1,34.9
E00051017,8.1,55,36.9
E00051018,8.1,58.9,33.1
E00051021,10.9,45.3,43.8
E00051022,16.4,45.3,38.4
E00051024,11.1,39.6,49.3
E00051026,15.5,52.6,31.9
E00051027,11.8,63.7,24.5
E00051028,7.3,51.2,41.5
E00051029,11.2,61.2,27.6
E00051030,4.9,67.2,27.9
E00051031,13,51.3,35.7
E00051033,12.5,38.2,49.3
E00051034,5.6,74.3,20.1
E00051036,13.1,47,39.9
E00051037,15.4,39.8,44.8
E00051038,10.7,43.4,45.9
E00051039,11.1,52.1,36.8
E00051040,18.9,47.7,33.3
E00051041,11.6,52.7,35.7
E00051042,2,62,36
E00051045,4.3,61.4,34.3
E00051047,22.2,33.5,44.3
E00051055,9.7,42.6,47.7
E00051056,8.4,40.5,51.1
E00051057,6.2,68.1,25.7
E00051058,12.6,48.5,38.8
E00051060,8.8,50,41.2
E00051065,6.6,55.7,37.7
E00051066,5.7,53.3,41
E00051067,9.3,59.8,30.8
E00051069,14,59.8,26.2
E00051070,13.6,48.6,37.9
E00051071,6.6,52.6,40.9
E00051072,6,45.7,48.3
E00051073,15.3,53.3,31.3
E00051849,10.5,57,32.5
E00051854,15.8,35,49.2
E00051866,17.1,58.6,24.3
E00051872,14.7,56.9,28.4
E00051885,13,38.4,48.6
E00051924,9,43.5,47.5
E00051925,11,38.1,51
E00051926,10.6,30.3,59.2
E00051927,14,27,59
E00051928,5.2,47.4,47.4
E00052155,6.5,62.1,31.4
E00052159,2.5,79.3,18.2
E00052180,13.3,30.4,56.3
E00052181,8,67.8,24.1
E00052182,7.9,71.1,21.1
E00052183,12.1,44,44
E00052184,10.3,70.1,19.5
E00052185,9.2,45,45.9
E00052186,8.9,67.8,23.3
E00052187,3.1,75.6,21.3
E00052188,9.5,47.6,42.9
E00052189,9.2,69.2,21.5
E00052190,7.1,65.2,27.7
E00052191,14.6,62.5,22.9
E00052192,10.9,70.1,19
E00052193,8.4,63.2,28.4
E00052194,12.6,58.3,29.1
E00052195,14.9,56.1,28.9
E00052196,8.8,65.7,25.5
E00052197,7.2,65.5,27.3
E00052198,8.7,68.3,23
E00052199,12.8,60.8,26.4
E00052200,7.8,62.1,30.2
E00052201,12,65.6,22.4
E00052202,9.4,53.6,37
E00052203,9.4,68.5,22.1
E00052204,11.6,58,30.4
E00052205,9.4,59.7,30.9
E00052206,11.2,65.7,23.1
E00052207,3.4,67.4,29.2
E00052208,11.3,68.8,19.9
E00052209,10.2,67.2,22.7
E00052210,9.9,71.6,18.4
E00052211,11.6,60.9,27.5
E00052212,18,55.5,26.6
E00052213,7,69.6,23.4
E00052214,11.2,46.6,42.2
E00052215,12.1,44,44
E00052216,9,51.4,39.6
E00052217,15.3,36.7,48
E00052218,14.2,47.2,38.6
E00052219,7.2,40,52.8
E00052220,12.1,59.7,28.2
E00052221,18.1,40,41.9
E00052222,7.9,27.7,64.4
E00052223,13.4,21.6,64.9
E00052224,9.8,43.2,47
E00052225,16.5,46.6,36.9
E00052226,12.4,40.1,47.4
E00052227,11.5,45.1,43.4
E00052228,12.2,30.6,57.1
E00052229,11,35.7,53.3
E00052230,8.1,37.5,54.4
E00052231,10.1,36.7,53.2
E00052232,10.7,40.5,48.8
E00052233,8.9,43.3,47.8
E00052234,10.9,33.9,55.2
E00052235,12.9,47.5,39.6
E00052236,13.2,34.6,52.2
E00052237,9.5,42.9,47.6
E00052238,8.1,45,46.8
E00052239,11,42.2,46.8
E00052240,11.1,50,38.9
E00052241,10,47.6,42.4
E00052242,11,45.8,43.2
E00052243,10.4,54.5,35.1
