geography_code,heating_type_3a-001,heating_type_3a-002
E00050306,0.7,99.3
E00050307,4.3,95.7
E00050308,0.9,99.1
E00050309,0.6,99.4
E00050310,1.6,98.4
E00050320,0.9,99.1
E00050321,3.3,96.7
E00050322,1.6,98.4
E00050323,1.6,98.4
E00050324,1.5,98.5
E00050325,1.7,98.3
E00050326,0,100
E00050327,3.9,96.1
E00050328,7.1,92.9
E00050329,1.7,98.3
E00050330,1.5,98.5
E00050331,9.2,90.8
E00050332,5.1,94.9
E00050333,2.6,97.4
E00050334,1.7,98.3
E00050335,2.3,97.7
E00050336,3.3,96.7
E00050337,0.7,99.3
E00050338,0.8,99.2
E00050339,0.8,99.2
E00050341,3.3,96.7
E00050342,2.2,97.8
E00050343,1.6,98.4
E00050386,2.9,97.1
E00050387,2.4,97.6
E00050388,2,98
E00050389,0,100
E00050390,3,97
E00050391,0.9,99.1
E00050392,1.8,98.2
E00050393,0.8,99.2
E00050394,0.8,99.2
E00050395,0,100
E00050396,2.5,97.5
E00050397,0.8,99.2
E00050398,2.8,97.2
E00050399,4.5,95.5
E00050400,0,100
E00050401,0.8,99.2
E00050402,1.2,98.8
E00050403,0,100
E00050404,2.7,97.3
E00050405,1.5,98.5
E00050406,1.7,98.3
E00050407,1.9,98.1
E00050408,0.9,99.1
E00050409,3.2,96.8
E00050410,2.9,97.1
E00050411,3.8,96.2
E00050412,3.9,96.1
E00050413,2.6,97.4
E00050414,0,100
E00050415,0.8,99.2
E00050416,0.7,99.3
E00050417,2.2,97.8
E00050418,0,100
E00050419,1,99
E00050420,0,100
E00050423,6.2,93.8
E00050424,3.4,96.6
E00050427,1,99
E00050428,2,98
E00050429,1.2,98.8
E00050431,0.7,99.3
E00050432,0.8,99.2
E00050433,4.3,95.7
E00050434,7.4,92.6
E00050436,1.2,98.8
E00050438,1.2,98.8
E00050440,0.6,99.4
E00050442,0,100
E00050443,1.3,98.7
E00050444,1.6,98.4
E00050445,2.1,97.9
E00050446,0,100
E00050447,0,100
E00050448,1,99
E00050449,3,97
E00050450,0.7,99.3
E00050451,0,100
E00050452,2.3,97.7
E00050453,1.1,98.9
E00050454,0.6,99.4
E00050455,2.1,97.9
E00050456,1.5,98.5
E00050457,0.8,99.2
E00050458,0,100
E00050459,0,100
E00050460,0,100
E00050461,1.9,98.1
E00050543,3.5,96.5
E00050544,2,98
E00050545,2.3,97.7
E00050559,2,98
E00050560,0,100
E00050561,0.8,99.2
E00050562,0.8,99.2
E00050563,2.1,97.9
E00050564,1.6,98.4
E00050565,2.3,97.7
E00050566,0,100
E00050567,2.4,97.6
E00050568,1.7,98.3
E00050569,3.5,96.5
E00050570,1.5,98.5
E00050571,2.8,97.2
E00050572,0,100
E00050573,0.8,99.2
E00050574,2.2,97.8
E00050575,4.1,95.9
E00050577,0,100
E00050620,1.6,98.4
E00050621,3.1,96.9
E00050629,0,100
E00050630,1.7,98.3
E00050631,0.9,99.1
E00050632,0.6,99.4
E00050634,0,100
E00050635,1.3,98.7
E00050636,1.8,98.2
E00050637,0.9,99.1
E00050638,1.5,98.5
E00050639,4,96
E00050640,0.7,99.3
E00050641,1.8,98.2
E00050642,0,100
E00050643,5.6,94.4
E00050644,2.4,97.6
E00050645,0.8,99.2
E00050646,4.7,95.3
E00050647,0.8,99.2
E00050649,2.5,97.5
E00050650,0,100
E00050651,1.5,98.5
E00050652,4.2,95.8
E00050653,0,100
E00050654,3.1,96.9
E00050655,2.3,97.7
E00050656,1.8,98.2
E00050995,1.9,98.1
E00050996,2.1,97.9
E00050997,2.4,97.6
E00050998,2.7,97.3
E00050999,2.7,97.3
E00051000,2.8,97.2
E00051001,3.1,96.9
E00051002,0,100
E00051003,0,100
E00051004,1.7,98.3
E00051005,0,100
E00051007,1.6,98.4
E00051008,1.6,98.4
E00051009,3.1,96.9
E00051012,0.6,99.4
E00051013,1.4,98.6
E00051015,0.7,99.3
E00051017,1.9,98.1
E00051018,0,100
E00051021,2.9,97.1
E00051022,5.3,94.7
E00051024,3.1,96.9
E00051026,1.8,98.2
E00051027,0.7,99.3
E00051028,2.2,97.8
E00051029,3.5,96.5
E00051030,0,100
E00051031,0.8,99.2
E00051033,0.8,99.2
E00051034,0,100
E00051036,0,100
E00051037,3.1,96.9
E00051038,0,100
E00051039,0,100
E00051040,2.9,97.1
E00051041,1.5,98.5
E00051042,3,97
E00051045,0,100
E00051047,2,98
E00051055,3.4,96.6
E00051056,4.5,95.5
E00051057,0.9,99.1
E00051058,4.1,95.9
E00051060,2.3,97.7
E00051065,0,100
E00051066,1.4,98.6
E00051067,2.6,97.4
E00051069,0,100
E00051070,3.3,96.7
E00051071,2.2,97.8
E00051072,4.5,95.5
E00051073,1.3,98.7
E00051849,2.3,97.7
E00051854,0.6,99.4
E00051866,0.5,99.5
E00051872,2.1,97.9
E00051885,0.8,99.2
E00051924,0,100
E00051925,2.6,97.4
E00051926,0.8,99.2
E00051927,4.3,95.7
E00051928,1.4,98.6
E00052155,3.1,96.9
E00052159,0.9,99.1
E00052180,4.7,95.3
E00052181,0.9,99.1
E00052182,1.7,98.3
E00052183,5.9,94.1
E00052184,2.4,97.6
E00052185,1.7,98.3
E00052186,0.7,99.3
E00052187,0.8,99.2
E00052188,0,100
E00052189,6.1,93.9
E00052190,0,100
E00052191,0,100
E00052192,0,100
E00052193,0,100
E00052194,0,100
E00052195,0.8,99.2
E00052196,0,100
E00052197,0,100
E00052198,2.3,97.7
E00052199,0.7,99.3
E00052200,0,100
E00052201,0.8,99.2
E00052202,0.8,99.2
E00052203,2.2,97.8
E00052204,0,100
E00052205,0,100
E00052206,1.6,98.4
E00052207,2.7,97.3
E00052208,0,100
E00052209,0,100
E00052210,1.4,98.6
E00052211,0,100
E00052212,0.8,99.2
E00052213,1.9,98.1
E00052214,2.8,97.2
E00052215,0,100
E00052216,1,99
E00052217,0,100
E00052218,1.7,98.3
E00052219,1.6,98.4
E00052220,0,100
E00052221,0,100
E00052222,3,97
E00052223,2.9,97.1
E00052224,2.3,97.7
E00052225,4.7,95.3
E00052226,4.5,95.5
E00052227,1,99
E00052228,0.8,99.2
E00052229,3.4,96.6
E00052230,4,96
E00052231,3,97
E00052232,1.9,98.1
E00052233,0,100
E00052234,0,100
E00052235,0,100
E00052236,0.8,99.2
E00052237,1.4,98.6
E00052238,3.3,96.7
E00052239,1.7,98.3
E00052240,3.7,96.3
E00052241,0.7,99.3
E00052242,0,100
E00052243,0,100
E00052244,0.9,99.1
E00052245,0,100
E00052246,1.8,98.2
E00052247,1.8,98.2
E00052248,3.6,96.4
E00052249,2,98
E00052250,1.2,98.8
E00052251,3.5,96.5
E00052252,1.7,98.3
E00052253,0,100
E00052254,2.5,97.5
E00052255,1.6,98.4
E00052256,4.2,95.8
E00052257,1.7,98.3
E00052258,2.3,97.7
E00052259,0.9,99.1
E00052260,0,100
E00052261,3.8,96.2
E00052262,1.7,98.3
E00052340,6.3,93.7
E00052341,0.7,99.3
E00052342,3.1,96.9
E00052343,2.1,97.9
E00052344,0,100
E00052345,2.8,97.2
E00052346,0,100
E00052347,2.6,97.4
E00052349,0.7,99.3
E00052350,4,96
E00052351,0.7,99.3
E00052352,1.7,98.3
E00052353,0.8,99.2
E00052354,1,99
E00052355,3.8,96.2
E00052356,0.8,99.2
E00052357,5.6,94.4
E00052358,1.1,98.9
E00052359,2.2,97.8
E00052360,3.4,96.6
E00052361,3.9,96.1
E00052362,3.1,96.9
E00052363,0.8,99.2
E00052364,2.7,97.3
E00052365,2.4,97.6
E00052366,2.8,97.2
E00052367,3.3,96.7
E00052368,1.8,98.2
E00052369,1.9,98.1
E00052370,4.5,95.5
E00052371,1.5,98.5
E00052372,2.9,97.1
E00052373,3.1,96.9
E00052374,1.7,98.3
E00052375,2.4,97.6
E00052376,0,100
E00052377,2.9,97.1
E00052378,0,100
E00052379,2.7,97.3
E00052393,1.4,98.6
E00052395,0.8,99.2
E00052396,5.3,94.7
E00052397,0.8,99.2
E00052399,4.8,95.2
E00052400,3.9,96.1
E00052401,1.5,98.5
E00052402,0,100
E00052404,0.6,99.4
E00052406,0.7,99.3
E00052407,5.4,94.6
E00052408,2,98
E00052409,5.6,94.4
E00052410,2.6,97.4
E00052411,1.6,98.4
E00165818,0.4,99.6
E00168229,0.7,99.3
E00168230,1.2,98.8
E00168231,0.9,99.1
E00168232,0,100
E00168233,0,100
E00168239,0,100
E00168240,0.9,99.1
E00168241,4.3,95.7
E00168243,5.3,94.7
E00168255,3.5,96.5
E00168256,2.6,97.4
E00168257,3,97
E00168258,3.8,96.2
E00177371,2.1,97.9
E00177374,1.1,98.9
E00177376,2.5,97.5
E00177392,2.5,97.5
E00177398,2.1,97.9
E00177402,0,100
E00177409,2.6,97.4
E00177411,0.4,99.6
E00177418,0.9,99.1
E00177434,1.4,98.6
E00177435,0.7,99.3
E00177441,4.7,95.3
E00177456,5.7,94.3
E00177475,3.7,96.3
E00177479,0.9,99.1
