geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00050306,50,23.3,6.8,19.9
E00050307,22.1,41.1,17.9,18.9
E00050308,22.9,37.6,9.2,30.3
E00050309,21.9,33.1,16.9,28.1
E00050310,27,32,17.2,23.8
E00050320,27.9,28.8,16.2,27
E00050321,28.6,34.5,23.5,13.4
E00050322,17.2,46.1,15.6,21.1
E00050323,41.5,42.3,9.2,6.9
E00050324,20,40,15.4,24.6
E00050325,21.8,37.8,13.4,26.9
E00050326,22.5,38,21.7,17.8
E00050327,53.2,32.4,10.4,4
E00050328,37.6,28,14,20.4
E00050329,16.7,29.2,13.3,40.8
E00050330,13.8,26.1,23.2,37
E00050331,35.2,31.7,26.1,7
E00050332,28.1,27.6,20.3,24
E00050333,28.2,37.6,13.7,20.5
E00050334,29.6,32.2,13,25.2
E00050335,33.3,27.4,14.1,25.2
E00050336,28.9,36.4,18.2,16.5
E00050337,23,29.6,18.5,28.9
E00050338,26.9,48.5,14.6,10
E00050339,22.1,32.8,19.1,26
E00050341,25.4,45.1,21.3,8.2
E00050342,17.9,31.3,16.4,34.3
E00050343,24.8,27.9,17.8,29.5
E00050386,20,29.1,18.2,32.7
E00050387,25.6,33.9,16.5,24
E00050388,29.9,38.8,16.3,15
E00050389,34.3,32.8,15.7,17.2
E00050390,23.3,41.4,15.8,19.5
E00050391,17.4,35.7,23.5,23.5
E00050392,16.4,23.6,21.8,38.2
E00050393,20.8,19.2,23.3,36.7
E00050394,26.1,29.4,23.5,21
E00050395,9.2,43.5,31.3,16
E00050396,33.1,33.9,12.7,20.3
E00050397,27.9,32.8,17.2,22.1
E00050398,24.1,31.9,21.3,22.7
E00050399,24.2,38.3,21.1,16.4
E00050400,42.7,15.3,19.4,22.6
E00050401,37,31.5,15.7,15.7
E00050402,35.7,20.9,16,27.5
E00050403,28.1,21.9,21.1,28.9
E00050404,20,30,19.3,30.7
E00050405,22.3,27.7,22.3,27.7
E00050406,27,27.8,13,32.2
E00050407,18.6,20.6,26.5,34.3
E00050408,21.6,26.7,18.1,33.6
E00050409,24.8,28.8,20,26.4
E00050410,14.4,30.9,24.5,30.2
E00050411,41.8,22.7,16.4,19.1
E00050412,23.1,36.5,16.3,24
