geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00050306,91.8,2.7,0,5.5
E00050307,91.6,6.3,0,2.1
E00050308,83,11.6,1.8,3.6
E00050309,85.8,8,1.2,4.9
E00050310,92.7,1.6,2.4,3.2
E00050320,93.6,0.9,0,5.5
E00050321,86.6,5,1.7,6.7
E00050322,88.3,7,0,4.7
E00050323,89.8,2.4,2.4,5.5
E00050324,84.7,9.2,0,6.1
E00050325,80.2,5,5,9.9
E00050326,96.9,3.1,0,0
E00050327,77.8,1.7,2.8,17.6
E00050328,73.7,8.3,5.1,12.8
E00050329,78.2,19.3,0.8,1.7
E00050330,83.5,12.2,0,4.3
E00050331,72.9,7.6,2.8,16.7
E00050332,80.3,5.7,2.6,11.4
E00050333,83.3,9.6,2.6,4.4
E00050334,91.3,2.6,2.6,3.5
E00050335,80.1,8.1,2.9,8.8
E00050336,90.1,5,1.7,3.3
E00050337,81.5,8.9,3,6.7
E00050338,92.4,1.5,1.5,4.6
E00050339,90.8,4.6,3.1,1.5
E00050341,83.5,4.1,3.3,9.1
E00050342,89.6,6,0,4.5
E00050343,77.8,11.9,4,6.3
E00050386,90.7,2.8,2.8,3.7
E00050387,95.1,2.4,0,2.4
E00050388,93.9,5.4,0,0.7
E00050389,96.2,1.5,0.8,1.5
E00050390,97.7,0,0.8,1.5
E00050391,94.1,1.7,2.5,1.7
E00050392,82.7,9.1,4.5,3.6
E00050393,95.9,0.8,1.7,1.7
E00050394,94.2,0,1.7,4.2
E00050395,88.1,4.5,3,4.5
E00050396,93.3,2.5,2.5,1.7
E00050397,96.6,1.7,0.8,0.8
E00050398,95.6,1.5,0.7,2.2
E00050399,96.2,1.5,0.8,1.5
E00050400,94.4,1.6,0.8,3.2
E00050401,92.1,1.6,1.6,4.7
E00050402,89.3,3.7,1.6,5.3
E00050403,91.5,2.3,3.1,3.1
E00050404,97.3,0.7,1.3,0.7
E00050405,92.4,2.3,0.8,4.6
E00050406,91.2,2.6,3.5,2.6
E00050407,91.2,2.9,1,4.9
E00050408,88.8,5.2,1.7,4.3
