geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00050306,41.4,58.6,0
E00050307,90.4,9.6,0
E00050308,99.1,0.9,0
E00050309,92.4,7.6,0
E00050310,99.2,0.8,0
E00050320,100,0,0
E00050321,71.2,28.8,0
E00050322,98.4,1.6,0
E00050323,7.9,92.1,0
E00050324,99.2,0.8,0
E00050325,100,0,0
E00050326,100,0,0
E00050327,6.9,93.1,0
E00050328,5.1,94.9,0
E00050329,99.2,0.8,0
E00050330,99.3,0.7,0
E00050331,1.4,98.6,0
E00050332,64.4,35.6,0
E00050333,67.5,32.5,0
E00050334,82.9,17.1,0
E00050335,81.6,18.4,0
E00050336,88.3,11.7,0
E00050337,97,3,0
E00050338,98.5,1.5,0
E00050339,100,0,0
E00050341,43.4,56.6,0
E00050342,96.3,3.7,0
E00050343,99.2,0.8,0
E00050386,99.1,0.9,0
E00050387,91.8,8.2,0
E00050388,89.8,10.2,0
E00050389,87.1,12.9,0
E00050390,99.2,0.8,0
E00050391,98.3,1.7,0
E00050392,99.1,0.9,0
E00050393,100,0,0
E00050394,99.2,0.8,0
E00050395,98.5,1.5,0
E00050396,91.6,8.4,0
E00050397,100,0,0
E00050398,94.2,5.8,0
E00050399,99.2,0.8,0
E00050400,72.8,27.2,0
E00050401,82.7,17.3,0
E00050402,69.3,30.7,0
E00050403,100,0,0
E00050404,98.7,1.3,0
E00050405,95.5,4.5,0
E00050406,90.5,9.5,0
E00050407,96.1,3.9,0
E00050408,99.1,0.9,0
E00050409,99.2,0.8,0
E00050410,92,8,0
E00050411,70.2,29.8,0
E00050412,92.2,7.8,0
E00050413,99.1,0.9,0
E00050414,94.1,5.9,0
E00050415,100,0,0
E00050416,82.6,17.4,0
E00050417,100,0,0
E00050418,100,0,0
E00050419,100,0,0
E00050420,73.8,26.2,0
E00050423,88.8,11.2,0
E00050424,81.8,18.2,0
E00050427,100,0,0
E00050428,75,25,0
E00050429,88,12,0
E00050431,97.9,2.1,0
E00050432,79.8,20.2,0
E00050433,100,0,0
E00050434,15.1,84.9,0
E00050436,92.5,6.3,1.3
E00050438,98.8,1.2,0
E00050440,87.8,12.2,0
E00050442,100,0,0
E00050443,78.3,21.7,0
E00050444,80.3,19.7,0
E00050445,100,0,0
