geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00000922,22.5,15,47.4,15
E00000923,29.8,8.8,35.1,26.3
E00000924,27.2,19.2,31.1,22.5
E00000925,21.7,18.9,51.4,8
E00000926,17.2,20.4,54.3,8.1
E00000927,28.8,19,43.1,9.2
E00000928,18.6,19.2,52.5,9.6
E00000929,25,18.1,50.5,6.5
E00000930,25.8,7.5,55.9,10.8
E00000931,28.9,13.7,50.3,7.1
E00000932,22.1,16.9,46.2,14.9
E00000934,33.9,12.9,37.4,15.8
E00000935,22.3,10.6,46.3,20.7
E00000936,27.2,23.1,35.1,14.6
E00000937,30.1,23,30.6,16.4
E00000938,27.3,19.9,40.3,12.5
E00000939,26.3,19.7,42.9,11.1
E00000940,28.7,12.6,46.9,11.9
E00000943,15.2,21.7,56.1,7
E00000944,22.8,14.5,43.9,18.9
E00000945,24.8,16.3,52.5,6.4
E00000961,32.2,16.3,25,26.4
E00000962,26.7,23.1,18.2,32
E00000963,28.8,22.2,21.6,27.5
E00000964,30.7,21.3,24,24
E00000965,30.6,18.5,25,25.8
E00001108,18.6,12.8,54.9,13.7
E00001117,17.5,22.4,43.4,16.8
E00001118,17.9,18.4,42.6,21.1
E00001119,31.7,19,28.2,21.1
E00001120,31.2,10.4,37,21.4
E00001121,31.6,15.8,31,21.5
E00001122,25.2,15.4,41.3,18.2
E00001123,22.1,20,35,22.9
E00001124,28,21.7,38.6,11.6
E00001125,32.6,14.3,39.4,13.7
E00001126,32.8,20.6,21.1,25.6
E00001127,25.2,21.4,32.7,20.8
E00001128,23.5,20.9,41.3,14.3
E00001129,26.3,16.7,40.4,16.7
E00001130,22.5,22,39.3,16.2
E00001131,26.8,20.1,44.7,8.4
E00001132,29.7,14.9,39.2,16.2
E00001133,29.3,20,36,14.7
E00001134,23.1,15,53.1,8.8
E00001136,24.5,18.6,46.8,10.1
E00001137,20.3,20.9,44.6,14.2
E00001138,21.4,19.7,44.5,14.5
E00001139,28,12.2,43.9,15.9
E00001140,23.3,20.8,42.5,13.3
E00001207,21.6,16.3,49.7,12.4
E00001208,17.6,19.5,55.3,7.5
E00001209,21.3,13.8,53.8,11.3
E00001210,25,14.4,51.1,9.4
E00001212,28.8,20.1,41.7,9.4
E00001213,12.8,18.8,62.4,6
E00001214,18.3,12.5,53.8,15.4
E00001215,14.7,17.8,59.7,7.8
E00001216,15.8,18.7,56.1,9.4
E00001217,22.4,17,47.3,13.3
E00001218,15.4,14.6,63.8,6.2
E00001219,25.3,20.4,47.3,7
E00001220,27.9,16.4,43.1,12.6
E00001221,11.9,17.9,61.6,8.6
E00001222,19,16.7,59.5,4.8
E00001223,22.1,19.6,47.5,10.8
E00001224,13.6,19,57.1,10.2
E00001226,19.4,19.4,52.2,9
E00001227,20.9,18.1,52,9
E00001228,21.2,16.2,56.1,6.6
E00001229,19.4,11.3,56.9,12.5
E00001230,20.4,15.4,53.7,10.5
E00001231,26.1,15.7,45.2,13
E00001232,21.8,15.8,50.5,11.9
E00001233,10.8,25.5,54.9,8.8
E00001234,17.8,17,49.6,15.6
E00001235,34,16,33.2,16.8
E00001236,13.1,22.2,52.3,12.4
E00001237,20.5,19.5,51,9
E00001238,27.1,20,42.4,10.6
E00001239,20.9,13.9,46.8,18.4
E00001240,20.3,12.7,54.4,12.7
E00001241,21.2,15.2,55.3,8.3
E00001242,28.7,14.4,42.5,14.4
E00001243,17.6,18.5,56.2,7.7
E00001244,17.3,13.5,59.4,9.8
E00001245,26.7,11.9,43.6,17.8
E00001246,25.4,18.6,42.4,13.6
E00001247,22.1,19.1,49.3,9.6
E00001249,20.8,11.9,57.9,9.4
E00001250,21.3,19.4,43.8,15.6
E00001251,27,21.2,40.7,11.1
E00001252,30.5,26.7,30.5,12.4
E00001253,11.9,15.3,66.1,6.8
E00001254,18.8,18.8,50.8,11.6
E00001259,29.8,21.3,37.6,11.3
E00001266,26.3,10,51.3,12.5
E00001267,22.7,19.6,44.2,13.5
E00001295,27.6,9,53.1,10.3
E00001296,27.5,9.6,56.3,6.6
E00001297,15.5,13.5,64,7
E00001298,14,15.5,62.8,7.7
E00001299,19.3,17.7,39.8,23.2
E00001300,22.6,16.1,56.5,4.8
E00001301,17.8,14.7,64.4,3.1
E00001303,19.5,17,47.8,15.7
E00001304,20.1,16.9,47.4,15.6
E00001308,20.3,15.6,55.7,8.3
E00001333,17.8,18.5,53.3,10.4
E00001334,21.4,19.8,43.5,15.3
E00001335,26.7,19.2,39,15.1
E00001336,20.1,16.9,51.9,11
E00001337,23.8,9.9,54.1,12.2
E00001340,24.4,13.7,46.4,15.5
E00001341,19.7,16.7,59.1,4.5
E00001342,35.4,15.9,31.9,16.8
E00001346,25.9,16.2,41.6,16.2
E00001349,23.6,15,40.9,20.5
E00001350,26.6,12.9,52.5,7.9
E00001351,30.7,21.6,31.8,15.9
E00001353,21.2,15.3,51.7,11.8
E00001354,27.4,18.5,46.6,7.5
E00001355,22.1,12.3,57.7,8
E00001356,23,17.6,45.3,14.2
E00001357,16.7,24.6,46,12.7
E00001361,25.5,18.3,46.4,9.8
E00001367,17,17.8,60,5.2
E00001368,16.3,17.6,54.9,11.1
E00001369,19,11.7,57.1,12.3
E00001370,16.5,19.4,56.1,7.9
E00001371,22.4,12.5,51.6,13.5
E00001372,23.7,11.8,59.9,4.6
E00001374,22,8.2,62.3,7.5
E00001375,19.8,16.2,59.9,4.2
E00001376,22.2,16.4,50.3,11.1
E00001380,19.5,8.5,66.5,5.5
E00001381,17.8,9.5,68,4.7
E00001382,20.6,11.5,63.4,4.6
E00001383,22.7,15.2,51.5,10.6
E00001384,24.8,18.8,38.3,18
E00001385,20.6,15.4,53.7,10.3
E00001386,22,14.3,56,7.7
E00001389,23.8,11.6,54.9,9.8
E00001390,28.2,14.5,46,11.3
E00001391,23.8,11.9,61.6,2.6
E00001392,29.1,18.4,44.7,7.8
E00001393,28.2,12.1,51.7,8.1
E00001394,22.8,14.7,56.5,6
E00001395,18.4,12.2,63.3,6.1
E00001396,21.3,13.4,37.8,27.4
E00001397,22.1,19.2,43.6,15.1
E00001398,36.8,16.7,30.7,15.8
E00001399,28.6,15.1,37.8,18.5
E00001400,27.2,23.8,29.1,19.9
E00001401,33.3,12.4,41.9,12.4
E00001402,23.5,16.6,48.2,11.7
E00001403,29.2,18.5,35.6,16.7
E00001404,26.7,20.5,44.5,8.2
E00001405,20.1,16.7,47.4,15.8
E00001406,32.7,23,28.5,15.8
E00001407,31.8,17.1,36.7,14.3
E00001408,22.1,12.4,53.1,12.4
E00001410,18.9,21.6,42.2,17.3
E00001411,29.6,14.8,27.8,27.8
E00001412,43.9,9.8,24.4,22
E00001413,29.7,18.6,32.4,19.3
E00001415,36.3,11.3,36.3,16.3
E00001416,33.1,17.2,33.1,16.6
E00001417,33.3,20.2,23.8,22.6
E00001418,30.7,15.7,44.1,9.4
E00001419,24.7,13.9,43.7,17.7
E00001420,29.5,22.6,29.5,18.5
E00001421,28.6,23.1,34.7,13.6
E00001422,23,16.4,39.3,21.3
E00001423,15,19.9,55.8,9.2
E00001424,24.2,15.8,48.5,11.5
E00001425,10.7,18.3,58,13
E00001426,17.6,17.6,52,12.7
E00001427,22.8,22.8,42.6,11.7
E00001428,26.8,23.2,42.1,7.9
E00001429,27,22.7,42.6,7.8
E00001430,22.9,20,46.4,10.7
E00001431,19.3,10.1,56.9,13.8
E00001432,25.7,12,52.5,9.8
E00001433,22.1,17.3,52.9,7.7
E00001434,16,16.6,57.1,10.4
E00001435,27.3,17.6,39.2,15.9
E00001436,30.1,24.1,28.3,17.5
E00001437,20.7,15.5,56,7.8
E00001438,20.3,14.3,58.6,6.8
E00001439,26.4,16.4,40,17.1
E00001440,33.1,13.7,37.4,15.8
E00001441,26.9,26.3,31.9,15
E00001442,25.2,19,40.1,15.6
E00001443,21.5,11.4,55.7,11.4
E00001444,30.8,18.2,32.7,18.2
E00001445,29.5,20.5,30.3,19.7
E00001572,23,17.7,49.6,9.7
E00001577,17,10.8,57.9,14.3
E00007053,16.4,17,57.2,9.4
E00007057,21.2,19.8,51.2,7.8
E00010623,20.5,19.5,48.6,11.4
E00010624,20.7,27,29.7,22.5
E00010625,17.4,16.8,57.1,8.7
E00010626,26,15.7,43.3,15
E00010627,25.6,13.3,52.2,8.9
E00010628,31.5,14.6,43.8,10.1
E00010629,20.9,25,39.5,14.5
E00010743,31.9,24.6,26.1,17.4
E00011116,14,23.3,56.6,6.2
E00011126,18.8,16.3,58.3,6.7
E00011127,21.8,22.8,44.2,11.2
E00011128,22.9,11.9,56.9,8.3
E00011129,25.2,17,51.9,5.9
E00011130,18.4,19.9,50.2,11.4
E00011131,25.5,15.9,40.8,17.8
E00011132,17.1,12,61.5,9.4
E00119476,12,18.6,64.5,4.9
E00119477,18.2,18.9,58,4.9
E00119478,21.6,13.4,58.2,6.7
E00119480,9.6,16.9,70.6,2.8
E00119481,17.9,12.9,62.2,7
E00119482,26.8,25.6,35.4,12.2
E00119483,12.1,13.7,69.8,4.4
E00119485,15.4,17.6,63.2,3.7
E00119486,22.3,18.4,55.3,3.9
E00119487,30.7,12.7,35.4,21.2
E00119488,13.6,13,68.8,4.5
E00119489,16.9,15.6,61.7,5.8
E00119490,19.5,22.6,47.4,10.5
E00119491,19.3,15.7,57.1,7.9
E00119492,26.2,17.9,42.6,13.3
E00119493,33.6,11.9,42.5,11.9
E00119494,17.6,18.5,57.4,6.5
E00119496,8.1,15.4,72.1,4.4
E00119497,15.9,16.9,60,7.2
E00119498,17.3,14.7,61.9,6.1
E00119500,9.4,20.5,66.1,4.1
E00119501,11.1,15.7,66,7.2
E00119502,9.4,23,60.4,7.2
E00119503,23.6,17.9,38.6,20
E00119504,31.7,18.3,30.8,19.2
E00119505,35,13.3,40.8,10.8
E00119506,34.2,16.8,32.3,16.8
E00119507,40.1,19.3,18.3,22.3
E00119508,26.4,15.4,46.3,11.9
E00119509,29.9,18.8,23.4,27.9
E00119510,27.3,12.8,31.4,28.5
E00119511,29.8,23.7,26.7,19.8
E00119512,35.8,18.6,27,18.6
E00119513,30.8,16.3,30.2,22.7
E00119514,30.3,20,26.7,23
E00119515,37.1,22.2,21.6,19.2
E00119516,30.6,22.4,26.2,20.8
E00119517,31.7,18.9,32.9,16.5
E00119518,29.9,16.4,34.5,19.2
E00119519,29.7,18.8,33.9,17.7
E00119520,42.6,18.5,19.4,19.4
E00119522,24.8,17.3,43.6,14.3
E00119523,26.7,11,31.5,30.8
E00119524,29.1,22.5,29.8,18.5
E00119525,25.8,20.2,38.8,15.2
E00119526,25,18.8,44.5,11.7
E00119527,23.1,13.1,51.9,11.9
E00119528,28.2,14.9,52.3,4.6
E00119530,37.3,16.8,21.1,24.8
E00119531,22.9,23.9,31.8,21.4
E00119532,28.7,17.2,17.2,36.8
E00119533,38.4,17.2,25.2,19.2
E00119534,34,14.9,29.8,21.3
E00119535,32,16,31.4,20.6
E00119537,32.6,19.3,18.8,29.3
E00119538,32.1,19.1,31.2,17.7
E00119539,31.4,14.1,36.5,17.9
E00119540,29.2,15.1,36.5,19.2
E00119541,30.3,16,34,19.7
E00119542,22,24.2,28,25.8
E00119543,30.1,18,30.6,21.3
E00119544,42.3,20.7,21.6,15.3
E00119545,29.2,20.8,26.9,23.1
E00119546,28.1,13.8,33.5,24.6
E00119547,41.3,16.8,20.4,21.6
E00119548,47.4,15.8,15.8,21.1
E00119549,30.6,23.5,27.1,18.8
E00119550,34.2,20.5,26.5,18.8
E00119551,30.3,16.8,27.1,25.8
E00119552,35.1,12.8,27,25
