geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00000922,88.6,4.2,7.2
E00000923,73.9,3.8,22.2
E00000924,79.5,2.1,18.4
E00000925,90.4,3,6.5
E00000926,84.6,8.4,7
E00000927,86.5,1.1,12.4
E00000928,88.6,6.6,4.8
E00000929,89.6,3.5,6.8
E00000930,89.7,3.3,6.9
E00000931,89.1,2.4,8.5
E00000932,84.2,3.5,12.3
E00000934,92.2,0.9,6.8
E00000935,74.2,4.3,21.5
E00000936,76.1,2,21.9
E00000937,79.4,6.7,13.9
E00000938,85.2,4.5,10.3
E00000939,88.2,2.2,9.6
E00000940,79.4,5.2,15.5
E00000943,72.8,5.2,22
E00000944,77.4,6,16.6
E00000945,91,3.4,5.6
E00000961,69.5,2.2,28.3
E00000962,65.5,2.2,32.3
E00000963,81.1,1.8,17.1
E00000964,59.7,3.7,36.6
E00000965,80.4,3.7,15.9
E00001108,89.2,3.9,6.9
E00001117,74.3,3.8,21.9
E00001118,80.7,6.4,13
E00001119,73,3.1,23.9
E00001120,81,4.3,14.8
E00001121,80.7,7.8,11.5
E00001122,81.4,2.4,16.2
E00001123,70.8,6.2,23
E00001124,85.1,3.7,11.2
E00001125,88.9,3.2,7.9
E00001126,70.2,7.7,22.2
E00001127,66.8,2.1,31.1
E00001128,72.2,7.4,20.4
E00001129,78.1,1.9,20
E00001130,83.5,4.2,12.3
E00001131,90.3,2.7,7
E00001132,81.4,2.8,15.8
E00001133,80.6,1.3,18.1
E00001134,88.2,4.3,7.5
E00001136,85.4,2.6,12
E00001137,82.1,4.1,13.7
E00001138,76.7,3,20.3
E00001139,79.7,4.7,15.6
E00001140,86.1,0.7,13.1
E00001207,76.7,7.3,16
E00001208,89.6,2.9,7.5
E00001209,90.1,2.4,7.5
E00001210,83.2,3.8,13
E00001212,81,5.2,13.8
E00001213,90.1,2.5,7.3
E00001214,84.6,2.2,13.2
E00001215,88.8,2.5,8.7
E00001216,84.4,2.5,13
E00001217,89.9,3.5,6.6
E00001218,86.8,6.4,6.8
E00001219,76.7,6.3,17
E00001220,75.7,5.8,18.6
E00001221,86.8,3.2,10
E00001222,82.3,4.3,13.5
E00001223,80.9,3,16.1
E00001224,78.9,6.3,14.7
E00001226,89.9,2.8,7.3
E00001227,89.9,1.8,8.2
E00001228,79.5,4.6,15.9
E00001229,86.2,4.7,9.1
E00001230,81.8,2.8,15.4
E00001231,79.6,0.9,19.4
E00001232,71.4,5.9,22.7
E00001233,79.9,7.8,12.2
E00001234,84.9,3.4,11.7
E00001235,63.1,2.3,34.6
E00001236,85.7,3.7,10.5
E00001237,86.3,3.7,10
E00001238,81.2,7.3,11.5
E00001239,72.6,3.1,24.3
E00001240,84.3,2.6,13.1
E00001241,85.8,4,10.3
E00001242,78.5,1.2,20.3
E00001243,78,7.6,14.4
E00001244,82.5,3,14.5
E00001245,79.9,1.9,18.2
E00001246,75.2,3.8,20.9
E00001247,74.4,4.3,21.3
E00001249,90.1,4.2,5.7
E00001250,75.7,3.7,20.6
E00001251,72.8,5.4,21.8
E00001252,72.9,1.3,25.8
E00001253,92,0.9,7.1
E00001254,82.7,6.6,10.7
E00001259,73.2,3.5,23.2
E00001266,79.6,4.6,15.8
E00001267,82.1,4.6,13.3
E00001295,70.6,4.7,24.7
E00001296,88.9,3.7,7.4
E00001297,89.8,4.3,5.9
E00001298,92,3.5,4.5
E00001299,73.6,5.7,20.7
E00001300,94.4,1.6,4
E00001301,91.1,2.8,6.1
E00001303,81.9,1.5,16.6
E00001304,84.2,1.5,14.2
E00001308,79.3,5.1,15.6
E00001333,78.5,4,17.5
E00001334,70.2,6.6,23.2
E00001335,73.3,1.6,25.1
E00001336,83.3,3.8,12.9
E00001337,89.2,2,8.7
E00001340,86,3.1,10.9
E00001341,84.4,2.3,13.3
E00001342,77,2.6,20.4
E00001346,83.6,4,12.4
E00001349,81.2,5.1,13.8
E00001350,66.9,6.6,26.5
E00001351,82.1,4.3,13.5
E00001353,74.6,5.4,20.1
E00001354,66.9,6.8,26.3
E00001355,73.5,6.7,19.8
E00001356,69.6,3.3,27.1
E00001357,63.2,3.1,33.6
E00001361,45.2,5.1,49.7
E00001367,78.9,3.7,17.4
E00001368,83.4,5.1,11.4
E00001369,83.9,5,11.1
E00001370,81.9,6.9,11.2
E00001371,70.7,4.1,25.2
E00001372,89.6,2,8.4
E00001374,84.9,4.8,10.3
E00001375,85.8,3.8,10.4
E00001376,79.1,3.7,17.2
E00001380,85.4,4.5,10.1
E00001381,87.6,4.7,7.7
E00001382,75.8,7,17.2
E00001383,67.2,6.2,26.6
E00001384,74.3,5,20.7
E00001385,80.4,5.1,14.5
E00001386,86.5,3.9,9.6
E00001389,82.8,2.7,14.5
E00001390,70,4.7,25.3
E00001391,87.2,3.9,8.9
E00001392,69.7,5.6,24.8
E00001393,72.9,7.1,19.9
E00001394,80.8,5.6,13.7
E00001395,81.2,3.5,15.3
E00001396,68.6,2.1,29.3
E00001397,77.9,4.1,18
E00001398,84.3,2.4,13.4
E00001399,80.9,2.2,17
E00001400,82.1,3.4,14.5
E00001401,78,4.9,17.1
E00001402,80.8,4.5,14.7
E00001403,76.9,3.1,20
E00001404,85,3.8,11.2
E00001405,76.8,2.9,20.4
E00001406,87.9,1.4,10.7
E00001407,82.9,7,10.1
E00001408,78.4,4.7,16.8
E00001410,82.2,6.7,11.1
E00001411,85.9,1.5,12.5
E00001412,84.1,0.7,15.2
E00001413,83.2,1.5,15.3
E00001415,85.8,2.6,11.6
E00001416,87,0.6,12.4
E00001417,82.9,4.7,12.4
E00001418,83.7,3.4,12.9
E00001419,86.9,5,8.1
E00001420,87.5,2.4,10.1
E00001421,86,5,9
E00001422,88.7,4.6,6.7
E00001423,90,3.8,6.3
E00001424,87.5,2.7,9.9
E00001425,80.7,4.4,14.9
E00001426,73.9,8.6,17.5
E00001427,75.1,7.9,17
E00001428,71.8,7.2,21
E00001429,68.1,2.9,29
E00001430,84,4.8,11.2
E00001431,85.2,5.9,8.9
E00001432,81.5,5.2,13.3
E00001433,86.7,2.3,11
E00001434,77.9,5.9,16.2
E00001435,78.4,9,12.6
E00001436,75.9,6.4,17.7
E00001437,81.5,3.3,15.2
E00001438,90.4,3.8,5.8
E00001439,81,4.7,14.3
E00001440,85.3,2.2,12.5
E00001441,83.6,2.1,14.3
E00001442,70.6,8.9,20.6
E00001443,74.4,8.1,17.5
E00001444,83.3,4.5,12.2
E00001445,80.2,3.5,16.3
E00001572,62,4.1,33.9
E00001577,67.4,5.9,26.7
E00007053,89.6,1.9,8.5
E00007057,82.8,4.4,12.8
E00010623,66.5,2.4,31.1
E00010624,72.3,6.9,20.8
E00010625,87.1,5.4,7.5
E00010626,68.4,4.6,27
E00010627,89.4,2.9,7.7
E00010628,77.3,7.6,15.1
E00010629,78.6,5.6,15.9
E00010743,85.1,2.2,12.7
E00011116,81.4,6.6,11.9
E00011126,87.4,3.9,8.8
E00011127,77.1,2.8,20.1
E00011128,82.4,3.9,13.7
E00011129,80.3,9.5,10.2
E00011130,86.2,3.8,10
E00011131,76.3,4.2,19.6
E00011132,92.1,1.8,6.1
E00119476,91,3.6,5.4
E00119477,88,4.2,7.8
E00119478,92.8,1.9,5.3
E00119480,93.7,1.4,4.9
E00119481,90.4,1.6,8.1
E00119482,79.4,7.7,12.9
E00119483,91.3,1.3,7.4
E00119485,90.8,1.8,7.4
E00119486,89.5,1.2,9.2
E00119487,62.5,1.1,36.4
E00119488,93,1.1,5.9
E00119489,91,3.7,5.2
E00119490,82.3,4.8,12.9
E00119491,94.9,0.7,4.4
E00119492,91.7,1.9,6.5
E00119493,86.3,1.2,12.4
E00119494,89.2,1.6,9.2
E00119496,93.7,1.9,4.4
E00119497,93.4,1.6,5
E00119498,85.1,3.7,11.2
E00119500,89.7,3.1,7.1
E00119501,93.8,2.1,4.1
E00119502,89.2,3.6,7.2
E00119503,88.7,2.8,8.5
E00119504,89.3,1.7,9
E00119505,89.1,4.4,6.5
E00119506,87.6,1.6,10.8
E00119507,51.7,2,46.3
E00119508,85.1,2.3,12.6
E00119509,80.1,2.4,17.5
E00119510,85.3,4.5,10.2
E00119511,85.5,3,11.5
E00119512,80.5,1.4,18
E00119513,83,3.1,13.9
E00119514,86.4,2,11.6
E00119515,86,2,12
E00119516,82.1,2.3,15.7
E00119517,82.5,1.8,15.8
E00119518,73.7,3.1,23.2
E00119519,74.3,3.4,22.3
E00119520,82.8,0.8,16.4
E00119522,89.4,3.4,7.2
E00119523,81.9,1.1,16.9
E00119524,75.1,2.5,22.5
E00119525,85.3,4.8,9.9
E00119526,83.5,6.1,10.4
E00119527,83.6,4.6,11.8
E00119528,82.4,2.2,15.4
E00119530,89.1,2.1,8.8
E00119531,81.1,2.3,16.6
E00119532,84.3,2.9,12.9
E00119533,86.5,1,12.5
E00119534,82.5,7,10.6
E00119535,90.2,1.6,8.2
E00119537,54.8,4.2,41
E00119538,84.3,4.4,11.3
E00119539,87,1.6,11.4
E00119540,89.5,2.3,8.2
E00119541,80.3,2.4,17.3
E00119542,82.4,2.9,14.7
E00119543,83.7,1.8,14.5
E00119544,81.2,0.8,18
E00119545,83.4,1,15.6
E00119546,87.1,4.4,8.5
E00119547,84.6,2.1,13.3
E00119548,86.5,1.2,12.3
E00119549,87.7,2.8,9.5
E00119550,76.7,4.4,18.9
E00119551,79.1,1.3,19.6
E00119552,84.1,1.3,14.6
E00119553,81.5,1,17.5
E00119554,83,1.1,15.9
E00119555,90.9,1.6,7.5
E00119556,85.5,1.6,12.9
E00119557,85.6,2.2,12.2
E00119559,78.1,3.6,18.3
E00119560,85.3,1.8,12.8
E00119561,67.5,2,30.5
E00119562,91.5,1.8,6.7
E00119563,81.9,4,14.1
E00119565,91.1,2.7,6.2
E00119566,90,3.2,6.8
E00119568,74.6,2.7,22.7
E00119569,83.6,4.1,12.3
E00119570,89.9,0.3,9.8
E00119571,86.1,1.7,12.2
E00119572,80.3,4.9,14.8
E00119573,88,4.5,7.5
E00119574,73.2,2.9,23.9
E00119575,78.9,2.6,18.4
E00119576,89.2,1,9.8
E00119577,81.1,1,17.8
E00119581,85.7,1.9,12.5
E00119582,88.8,2.1,9
E00119583,90.1,1,8.9
E00119584,73.9,2.8,23.4
E00119585,82.9,3.2,13.9
E00119586,90,2.3,7.7
E00119587,92.8,1.8,5.4
E00119588,80.9,7,12.1
E00119590,80.7,4.9,14.4
E00119591,82.6,1.4,16
E00119592,85.2,3.2,11.5
E00119593,79.1,2.4,18.5
E00119594,75.8,2.7,21.4
E00119595,83,0.4,16.6
E00119596,80.5,3,16.5
E00119597,85.7,2,12.3
E00119598,85.9,3.5,10.6
E00119599,89.3,3.2,7.5
E00119600,78.4,2.8,18.8
E00119601,92.7,1.2,6.1
E00119602,91.9,2.9,5.2
E00119603,85.2,2.4,12.4
E00119604,90.5,1.3,8.2
E00119605,92.4,0.3,7.3
E00119606,94.2,3.6,2.2
E00119607,90.3,1.4,8.3
E00119608,88.2,1.4,10.4
E00119609,85.6,2.5,11.9
E00119610,94,1.6,4.4
E00119611,94.8,2.8,2.5
E00119612,84.2,1,14.7
E00119613,89.5,0.7,9.7
E00119615,87.9,2.1,10
E00119616,92.4,3.1,4.6
E00119617,86,3.5,10.5
E00119618,87,2.6,10.4
E00119619,88.9,3.3,7.8
E00119620,69.6,3.1,27.3
E00119643,96.9,0.7,2.4
E00119644,89.9,3.7,6.5
E00119646,93.3,0.9,5.8
E00119650,86.9,1,12.1
E00119654,86.2,5.1,8.7
E00119655,92.5,0.3,7.2
E00119680,94.7,2.2,3.1
E00119681,91.1,2.8,6.2
E00119682,91.7,5,3.3
E00119683,89.3,3.7,7.1
E00119684,95.3,1.2,3.6
E00119685,82.8,0.9,16.3
E00119686,76.6,5.7,17.7
E00119687,81,0.8,18.3
E00119688,72.1,4.6,23.3
E00119689,80.4,3.1,16.5
E00119690,83.3,5.2,11.5
E00119691,68.9,2.8,28.3
E00119692,95.3,2,2.8
E00119693,94.7,2.2,3.1
E00119694,87.5,2.6,9.9
E00119695,92.5,2.4,5.1
E00119696,85.6,1.1,13.3
E00119697,87.2,2.4,10.3
E00119698,88.8,3.9,7.3
E00119699,95.7,1.6,2.7
E00119700,92.2,1.4,6.4
E00119701,91.4,4,4.6
E00119702,89.6,3.9,6.5
E00119703,94.8,0.7,4.6
E00119704,87.6,3,9.4
E00119705,82.7,6.7,10.6
E00119706,89.6,2.7,7.8
E00119707,91,2.6,6.4
E00119708,92.4,0,7.6
E00119709,85.6,1.5,12.9
E00119710,88,3.3,8.7
E00119711,85.5,4.7,9.7
E00119712,94.4,0,5.6
E00119713,82.1,5.9,12
E00119714,89.8,5,5.3
E00119715,87.9,3.4,8.7
E00119716,80.7,1.8,17.5
E00119719,86.5,3.8,9.6
E00119720,86.6,2.8,10.6
E00119721,82.8,2.9,14.3
E00119723,78.4,3.6,18
E00119730,78.1,4.5,17.3
E00119739,77,1.5,21.5
E00119740,91.9,3.3,4.7
E00119741,90.6,3.4,6
E00119742,90.4,2.7,7
E00119743,88.2,2,9.8
E00119744,91.6,2,6.4
E00119745,91.9,3.2,4.9
E00119746,84,3.1,12.9
E00119747,91.3,4.1,4.7
E00119749,82,6.9,11.1
E00119750,76.9,6.6,16.5
E00119751,82.6,2.1,15.3
E00119752,80.8,6.8,12.5
E00119753,88,1.8,10.3
E00119754,91.5,2.7,5.7
E00119755,86,4.1,9.9
E00119756,92.8,1.9,5.3
E00119757,89,4.1,6.9
E00119758,84.5,4.2,11.4
E00119759,91.5,1.8,6.8
E00119760,89.8,0,10.2
E00119761,94.8,2.3,2.9
E00119762,88.7,1.8,9.5
E00119763,79.8,6.1,14.1
E00119764,95,0.9,4.1
E00119765,96.3,0.5,3.2
E00119766,95,0.3,4.6
E00119767,91.7,2.1,6.3
E00119768,88.8,0.6,10.6
E00119769,93.3,2,4.7
E00119770,92.8,1.8,5.4
E00119771,79.7,1.6,18.7
E00119772,79.7,4.7,15.7
E00119773,92.3,1.1,6.6
E00119774,90.1,0.8,9.1
E00119775,88.3,6.4,5.3
E00119776,96.8,0.3,2.8
E00119777,92.3,1.3,6.3
E00119778,91.2,2.9,6
E00119779,92.9,1.3,5.8
E00119780,89.6,1.7,8.8
E00119781,93.7,0.6,5.7
E00120369,88.9,1.7,9.4
E00120370,91.1,1.6,7.3
E00120371,87.3,1.3,11.3
E00120372,94.3,1.1,4.5
E00120373,86.7,5.2,8.1
E00120374,79.8,0.8,19.5
E00120375,87.7,2.5,9.8
E00120376,90.2,1.4,8.4
E00120378,86.7,5.4,7.9
E00120379,85.5,4,10.5
E00120380,89.4,2.3,8.3
E00120381,89.5,3.5,7
E00120382,84.7,2.4,12.9
E00120388,85.3,4.1,10.6
E00120389,84.7,5,10.3
E00120390,87.3,0.9,11.8
E00120391,85.8,0.8,13.4
E00120392,84.5,3.7,11.8
E00120393,83.2,2.8,14
E00120435,92.2,3.4,4.4
E00120437,90.6,2.7,6.7
E00120439,89.9,0.9,9.2
E00120440,91.5,2.8,5.6
E00120442,88.4,1.7,10
E00120443,93.8,3.6,2.7
E00120444,92.9,1,6.1
E00120448,89.8,0.9,9.2
E00120453,90.5,3,6.6
E00120456,89.8,0.8,9.4
E00121398,94.5,1.8,3.7
E00121400,91.1,1.7,7.2
E00121402,96.1,1.3,2.6
E00121404,90.4,2.6,7
E00121405,95.9,1.6,2.5
E00121406,94.6,1.2,4.2
E00121407,81.8,1.8,16.5
E00121408,93.8,2.3,4
E00121409,95.5,1.6,2.9
E00121410,93.3,2.4,4.3
E00121411,89.5,2.4,8.1
E00121412,90.2,1.2,8.6
E00121413,86.2,3.1,10.7
E00121677,78.3,2.8,18.9
E00121688,93.7,1.6,4.8
E00169672,92.6,1.2,6.1
E00169673,85.9,4.5,9.6
E00169674,92,0.8,7.2
