areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00032987,35,30,25,10
E00032988,63.5,19.1,6.2,11.2
E00032989,62.3,23.3,12.6,1.9
E00032990,69.9,25.7,2.4,1.9
E00032991,63.5,27,5.8,3.7
E00032992,60,20.8,8.8,10.4
E00032993,37.8,39.1,10.9,12.2
E00032994,44.4,20.4,24.1,11.1
E00032995,41.3,32.6,12.3,13.8
E00032996,41.7,27.4,13.1,17.7
E00032997,37.8,26.5,19.4,16.3
E00032998,31.1,46.1,9.3,13.5
E00032999,59.8,27.5,6.3,6.3
E00033000,52.2,25,8.7,14.1
E00033002,54.3,29.5,7.8,8.5
E00033004,51.5,36.4,6.6,5.6
E00033005,43.7,31.1,9.3,15.8
E00033006,36.8,28.6,17.3,17.3
E00033007,49.3,27.2,11.8,11.8
E00033008,25.2,30.8,18.9,25.2
E00033015,43.6,43.6,8.9,4
E00033016,44.8,34.3,11.9,9.1
E00033020,61.7,20.8,8.3,9.2
E00033021,40.9,36.5,8.8,13.9
E00033023,61,24.8,5.7,8.5
E00033032,59.1,34.6,3.8,2.5
E00033066,60,30,5,5
E00033067,57.6,27.3,7.9,7.2
E00033069,59.7,30.8,7.5,1.9
E00033070,63.1,28.3,3.7,4.8
E00033132,23.5,23.5,21.7,31.3
E00033133,24.2,27.5,27.5,20.8
E00033134,49.5,29.1,11.7,9.7
E00033135,32.5,28.8,15,23.8
E00033136,37.6,26.7,17.8,17.8
E00033137,42.3,27.5,15.4,14.8
E00033138,48.7,27.4,8,15.9
E00033139,52.3,29.5,10.1,8.1
E00033140,27.2,45.7,14.1,13
E00033141,28.7,37.9,12.6,20.7
E00033142,26.4,45.5,12.7,15.5
E00033143,43.8,21.9,13.9,20.4
E00033144,68.9,20.8,8.5,1.9
E00033145,28.8,32.7,21.2,17.3
E00033146,38.2,32.9,13.2,15.8
E00033147,27.9,40.2,14.8,17.2
E00033148,27.8,35.2,22.2,14.8
E00033149,29.3,31.3,19.2,20.2
E00033150,47.5,24.8,9.9,17.7
E00033151,39.7,23.4,20.6,16.3
E00033152,29.8,24.2,25.8,20.2
E00033153,43.4,26.3,13.7,16.6
E00033154,46.9,18.6,25.7,8.8
E00033155,56.4,23.5,10.7,9.4
E00033156,36.4,33.9,14.9,14.9
E00033157,36.7,20.7,20,22.7
E00033158,33.3,31.9,12.3,22.5
E00033159,34.1,30.7,18.2,17
E00033160,33.1,27.8,12.6,26.5
E00033161,34.7,24.3,21.2,19.8
E00033162,43.1,29.2,15.4,12.3
E00033163,55.1,23.4,9.3,12.1
E00033164,25.7,41.7,17.4,15.3
E00033171,28.6,32.3,26.3,12.8
