areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00032987,57.2,5.7,37.1
E00032988,36.3,2.5,61.2
E00032989,60.3,8.1,31.6
E00032990,54,4.2,41.9
E00032991,56.1,11.8,32.1
E00032992,47.3,6.9,45.7
E00032993,64.9,8.6,26.5
E00032994,36.2,4.3,59.6
E00032995,40,6.8,53.2
E00032996,33.9,2.9,63.3
E00032997,49.4,6.8,43.8
E00032998,55.4,5.2,39.4
E00032999,55.6,4.9,39.4
E00033000,30.3,9.2,60.5
E00033002,53.1,5.7,41.1
E00033004,72.3,4.2,23.5
E00033005,30.4,5.7,63.9
E00033006,49,6,45
E00033007,23.9,4.2,71.8
E00033008,28.7,7.1,64.2
E00033015,52.2,5,42.8
E00033016,32.8,9.3,57.9
E00033020,44.1,5.4,50.5
E00033021,49.1,5.1,45.7
E00033023,27.1,7.8,65.1
E00033032,71.1,4.1,24.8
E00033066,68.3,3.2,28.5
E00033067,75.6,4.8,19.6
E00033069,61.6,7.4,31
E00033070,52.1,8.2,39.6
E00033132,49.8,5.5,44.8
E00033133,41.8,4.9,53.3
E00033134,45.7,5.3,49
E00033135,54.2,5.8,40
E00033136,45.9,8.6,45.4
E00033137,40.9,9.9,49.2
E00033138,41,6.9,52
E00033139,53.1,5.3,41.7
E00033140,61.9,5.2,32.9
E00033141,52.4,4.2,43.5
E00033142,58.4,2,39.6
E00033143,54.6,7.2,38.2
E00033144,35.8,3.7,60.4
E00033145,57.7,6.6,35.7
E00033146,42.1,2.7,55.2
E00033147,60,3,37
E00033148,64.2,5.2,30.6
E00033149,49,6.2,44.8
E00033150,51.1,7.4,41.6
E00033151,53.5,9,37.6
E00033152,56.5,7,36.4
E00033153,43.3,2.9,53.8
E00033154,43.7,13.1,43.2
E00033155,46.3,5.9,47.8
E00033156,45.6,7.9,46.5
E00033157,42.5,9.2,48.3
E00033158,49.6,7.3,43.1
E00033159,44.6,8.9,46.5
E00033160,47.7,9.1,43.3
E00033161,53.6,5,41.4
E00033162,40.8,7.8,51.4
E00033163,31.4,8.5,60.1
E00033164,59.4,3,37.6
E00033171,63,1.9,35
E00033172,37.8,4.8,57.4
E00033173,56.3,3,40.7
E00033174,51.2,5.8,43
E00033175,52.5,2.3,45.2
E00033176,47.3,4.7,48
E00033177,51.3,4.6,44.1
E00033178,46.2,1.7,52.1
E00033179,44.8,6.6,48.5
E00033181,36.2,6.7,57.1
E00033182,40.8,8.7,50.5
E00033183,34.5,5.5,60
E00033185,48.6,7.8,43.6
E00033186,61.2,5.1,33.7
E00033187,67.6,6.9,25.4
E00033188,47.9,3.7,48.4
E00033189,33.1,9.2,57.7
E00033190,42.5,10.6,46.8
E00033191,35.7,5.7,58.6
E00033192,27.8,4.7,67.5
E00033193,59,3.2,37.8
E00033194,53.3,6.6,40.1
E00033195,76,3.6,20.4
E00033196,70.5,5.2,24.4
E00033197,44.6,3.1,52.4
E00033198,51.9,3.7,44.4
E00033199,30.1,2,67.9
E00033200,33.7,1.7,64.6
E00033201,65.5,4.1,30.4
E00033202,52,5.4,42.7
E00033203,63.4,2.2,34.4
E00033204,71.6,3.2,25.3
E00033206,56.2,2.3,41.5
E00033207,33.3,10.2,56.5
E00033208,38.8,10.2,51
E00033209,33.6,11.1,55.3
E00033210,34.5,7.5,58.1
E00033211,38.2,8.2,53.6
E00033212,40.7,3.5,55.8
E00033213,39.3,7.3,53.4
E00033214,44.3,8.6,47.1
E00033215,45.9,4.1,50
E00033216,61.9,3.6,34.5
E00033217,58.3,4.8,37
E00033218,61,5.8,33.2
E00033219,51.4,8.2,40.4
E00033220,42.6,5,52.4
E00033221,49.5,10.3,40.2
E00033222,23.7,3.2,73.1
E00033223,63.8,3.3,32.9
E00033224,33.3,5.1,61.6
E00033225,41.8,5.7,52.5
E00033226,39,7.2,53.8
E00033227,37.5,6.7,55.8
E00033228,35.6,6.7,57.7
E00033229,48.4,2,49.6
E00033230,52.5,2.5,45
E00033235,40.6,7.6,51.8
E00033237,28.8,4.8,66.4
E00033238,50.4,4.7,44.9
E00033242,42.5,5.4,52.2
E00033245,35.4,3.3,61.3
E00033246,45.6,4.4,50
E00033247,48.5,6.8,44.7
E00033248,43.2,8.4,48.5
E00033249,39.7,6.8,53.4
E00033250,30.3,3.9,65.7
E00033251,38.4,8.5,53
E00033252,34.8,4,61.3
E00033253,41.4,5.9,52.7
E00033254,50,3.5,46.5
E00033255,37.8,8.6,53.6
E00033256,45,3.1,51.9
E00033257,46.4,4.6,49
E00033258,24,5.4,70.6
E00033259,56.8,2.9,40.3
E00033260,48.1,4.3,47.6
E00033261,50.5,6.6,42.9
E00033264,37.6,7,55.4
E00033267,43.3,3.7,52.9
E00033268,49.2,3.8,46.9
E00033269,40.5,0.7,58.8
E00033270,57.4,2.1,40.5
E00033276,55.3,3,41.6
E00033278,41.1,6.7,52.2
E00033279,56,4.6,39.4
E00033281,60.9,5.8,33.2
E00033282,53.5,3.7,42.8
E00033283,55.8,1.2,43
E00033284,23.1,4.6,72.2
E00033285,55.3,4.2,40.5
E00033286,26,5.1,68.9
E00033287,60.3,3.4,36.2
E00033288,61.9,3.3,34.8
E00033298,48.8,3.3,47.9
E00033299,50.2,5.9,43.9
E00033300,52.9,6.4,40.7
E00033306,49.5,2.8,47.7
E00033312,55.6,3.1,41.3
E00033315,50.4,2.7,47
E00033318,54.2,4.2,41.6
E00033319,58.5,1.2,40.4
E00033328,50.3,2.1,47.7
E00033329,57.4,2.6,40
E00033330,55.2,1.8,43
E00033338,60.9,2.7,36.4
E00033351,51.2,2,46.7
E00033354,38.2,2.8,59
E00033356,54.7,5.5,39.8
E00033357,49.3,3.1,47.6
E00033358,50.5,3.2,46.3
E00033359,62.5,3.3,34.2
E00033360,56.1,3.8,40.1
E00033367,67.7,6.8,25.5
E00033368,64.9,0.4,34.6
E00033369,61.8,3.7,34.5
E00033370,56,1.7,42.3
E00033372,58.5,0.9,40.6
E00033373,59.1,4.9,36
E00033374,68.5,3.2,28.4
E00033378,54.4,3.4,42.1
E00033379,65.1,3.4,31.5
E00033380,67.7,3.5,28.8
E00033382,54.7,2.5,42.8
E00033386,58.8,4.6,36.6
E00033387,66.3,1.7,32
E00033388,46.1,4.9,49
E00033389,64.8,2.6,32.6
