areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00032987,59.5,25,13.1,2.4
E00032988,54.5,37.1,7.3,1.1
E00032989,56.9,34.7,7.4,0.9
E00032990,58.5,32.7,7.3,1.5
E00032991,58.1,33,7.3,1.6
E00032992,61.6,30.4,7.2,0.8
E00032993,54.2,39.9,5.2,0.7
E00032994,70.4,25.9,3.7,0
E00032995,63.7,26.7,8.9,0.7
E00032996,58.3,34.3,6.9,0.6
E00032997,60.4,29.2,10.4,0
E00032998,41.5,49.7,7.8,1
E00032999,58,34.6,5.3,2.1
E00033000,70.3,22,7.7,0
E00033002,53.8,40.8,5.4,0
E00033004,15.2,65.2,19.2,0.5
E00033005,61.7,30.6,7.1,0.5
E00033006,45.9,46.6,7.5,0
E00033007,64.2,32.1,2.2,1.5
E00033008,60.4,34.4,3.9,1.3
E00033015,44.6,47.5,7.9,0
E00033016,49,44.1,7,0
E00033020,59.8,32,4.9,3.3
E00033021,62.8,25.5,9.5,2.2
E00033023,49.3,35.9,11.3,3.5
E00033032,42.7,48.5,7.1,1.7
E00033066,39.7,53.1,5.7,1.5
E00033067,45.3,37.2,14.6,2.9
E00033069,41.1,43.7,14.6,0.6
E00033070,53.3,37,8.7,1.1
E00033132,30.9,43.6,19.4,6.1
E00033133,51,38.3,10.7,0
E00033134,62.7,34.3,2,1
E00033135,46.9,45,6.9,1.3
E00033136,46.5,41.4,9.1,3
E00033137,62.8,27.7,8.1,1.4
E00033138,72.3,24.1,3.6,0
E00033139,57,29.5,11.4,2
E00033140,38,48.9,13,0
E00033141,44.9,43.8,11.2,0
E00033142,38.2,47.3,12.7,1.8
E00033143,53.3,38,8,0.7
E00033144,62.3,33,2.8,1.9
E00033145,46.2,40.4,9.6,3.8
E00033146,52.6,34.2,11.8,1.3
E00033147,40.2,46.7,9.8,3.3
E00033148,38.9,46.3,11.1,3.7
E00033149,43,46,10,1
E00033150,63.8,27.7,6.4,2.1
E00033151,60.7,31.4,7.9,0
E00033152,58.2,34.4,5.7,1.6
E00033153,40.2,44.8,14.4,0.6
E00033154,67,32.2,0.9,0
E00033155,64.2,29.7,6.1,0
E00033156,66.4,28.6,4.2,0.8
E00033157,68,22.7,8,1.3
E00033158,56.2,35,8.8,0
E00033159,50,38.6,10.2,1.1
E00033160,57.6,36.4,5.3,0.7
E00033161,49.5,36.9,12.6,0.9
E00033162,69.5,22.9,6.9,0.8
E00033163,75.9,20.4,1.9,1.9
E00033164,41.4,45.5,10.3,2.8
E00033171,18.2,48.5,28,5.3
E00033172,60.8,30.4,6.9,2
E00033173,20,44.6,30,5.4
E00033174,38.1,47.8,11.5,2.7
E00033175,30.4,44.1,23.5,2
E00033176,58.3,27.1,11.8,2.8
E00033177,45,45,8.5,1.6
E00033178,52.9,41.4,5.7,0
E00033179,57.9,31.4,10.7,0
E00033181,36.1,38.7,18.7,6.5
E00033182,49.7,32.7,10.9,6.8
E00033183,50.8,28.8,10.5,9.9
E00033185,37,43.2,17.3,2.5
E00033186,30.6,38.8,22.4,8.2
E00033187,47.3,33.6,15.5,3.6
E00033188,32.6,50.6,14.6,2.2
E00033189,51.9,35.9,10.7,1.5
E00033190,54.1,39.8,6.1,0
E00033191,40.5,35.5,15.7,8.3
E00033192,33.9,37.5,17.9,10.7
E00033193,13.4,45.4,36.1,5.2
E00033194,24.8,44,21.1,10.1
E00033195,23.2,54.7,22.1,0
E00033196,40,49.2,10,0.8
E00033197,47.9,41.6,10.5,0
E00033198,22.2,46,23,8.7
E00033199,59.3,33.3,6.7,0.7
E00033200,57.8,37.9,4.3,0
E00033201,22.2,51.4,22.2,4.2
E00033202,26.3,47.5,18.2,8.1
E00033203,30.9,41.5,23.4,4.3
E00033204,24.2,45.1,24.2,6.6
E00033206,30.6,54.7,12.4,2.4
E00033207,68.4,26.3,3.8,1.5
E00033208,70.6,27.1,0,2.4
E00033209,67.1,28.2,4.1,0.6
E00033210,59.5,25.2,8.1,7.2
E00033211,56.6,35.7,7,0.8
E00033212,49.2,41.5,7.6,1.7
E00033213,47.5,29.7,18.6,4.2
E00033214,57.6,31.3,8.8,2.3
E00033215,57.3,37.4,4.6,0.8
E00033216,48.3,40.5,5.2,6
E00033217,38,45,14,3.1
E00033218,22.5,45.9,27,4.5
