areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00032987,69.4,2.7,28
E00032988,89.3,3.3,7.4
E00032989,86.2,2.1,11.7
E00032990,83.6,1,15.4
E00032991,83.8,6.2,10
E00032992,85,2.8,12.2
E00032993,73.4,4,22.6
E00032994,89.6,1.7,8.7
E00032995,82.2,2.3,15.5
E00032996,92.2,1.1,6.7
E00032997,67.7,3.1,29.3
E00032998,82.8,1.5,15.8
E00032999,79.9,2.6,17.5
E00033000,82.1,4.6,13.3
E00033002,87.4,1.3,11.3
E00033004,84.2,2.1,13.7
E00033005,90.4,0.2,9.4
E00033006,86.8,1.6,11.5
E00033007,86.6,1.9,11.5
E00033008,85.8,3.3,10.9
E00033015,55.3,6.7,38
E00033016,69.2,6,24.8
E00033020,84.3,2.3,13.4
E00033021,83.2,1.4,15.4
E00033023,85.8,1.8,12.4
E00033032,82.6,4.4,13
E00033066,75.6,6.1,18.3
E00033067,77.5,2.6,19.9
E00033069,78.8,3.7,17.6
E00033070,81.2,1.7,17.2
E00033132,81.5,0.4,18.1
E00033133,85.8,1,13.1
E00033134,83.8,0.5,15.7
E00033135,87,1.3,11.7
E00033136,86.6,0.9,12.6
E00033137,71.1,1.6,27.3
E00033138,66.7,0.9,32.4
E00033139,88.1,1.9,10
E00033140,97.9,0,2.1
E00033141,78.8,1.9,19.3
E00033142,88.7,0.8,10.5
E00033143,65.6,3.2,31.2
E00033144,80.4,1.9,17.7
E00033145,81.5,0.4,18.1
E00033146,85,2.1,12.9
E00033147,90.8,0.7,8.5
E00033148,86.9,0.8,12.3
E00033149,85.9,2.1,12
E00033150,78,1.4,20.6
E00033151,66,2.5,31.5
E00033152,69.6,0.3,30.1
E00033153,85.6,1,13.3
E00033154,48.7,7.3,44
E00033155,82.3,0.4,17.3
E00033156,61.8,0.8,37.5
E00033157,58.1,1.6,40.3
E00033158,65.2,5.8,29
E00033159,74.1,3,22.9
E00033160,68.9,1.9,29.3
E00033161,88.1,0.9,11
E00033162,82.5,1.8,15.7
E00033163,80.3,2.2,17.5
E00033164,90,0.9,9.1
E00033171,95.7,0,4.3
E00033172,77.9,11,11
E00033173,99.3,0.3,0.3
E00033174,96.5,1.3,2.3
E00033175,98,0,2
E00033176,80,1.2,18.8
E00033177,96.5,1.1,2.5
E00033178,88.7,2.1,9.2
E00033179,94.4,0,5.6
E00033181,84.9,4,11.1
E00033182,77.5,6,16.5
E00033183,86.1,2.7,11.3
E00033185,86.4,6.3,7.3
E00033186,86.4,2.5,11.1
E00033187,71.2,3.8,25
E00033188,86.9,2.9,10.2
E00033189,75.9,1.1,23
E00033190,69.2,3.1,27.8
E00033191,87.7,3.4,9
E00033192,91.5,1.2,7.4
E00033193,88.4,5,6.6
E00033194,86.7,2.7,10.6
E00033195,83.9,6.2,10
E00033196,74.3,6.7,19
E00033197,93.2,1.6,5.2
E00033198,86.6,1.8,11.6
E00033199,93,1.5,5.5
E00033200,88.1,1,10.8
E00033201,86.5,3.1,10.4
E00033202,92.7,1.3,5.9
E00033203,90.3,3.7,6
E00033204,90.1,1.4,8.6
E00033206,78.7,1.4,19.9
E00033207,62.5,5.1,32.4
E00033208,43.1,6.6,50.2
E00033209,73.3,2.3,24.3
E00033210,78.5,3.9,17.7
E00033211,71.3,1.4,27.3
E00033212,65.7,4.3,29.9
E00033213,89.6,1.9,8.6
E00033214,67.3,3.3,29.4
E00033215,79.3,2.2,18.5
E00033216,76.5,1.3,22.3
E00033217,82.8,2,15.2
E00033218,85.1,2.6,12.3
E00033219,78.6,5.3,16.1
E00033220,87.4,1.4,11.2
E00033221,77.6,1.8,20.5
E00033222,91.5,0,8.5
E00033223,72.4,0.9,26.8
E00033224,88.2,2.7,9.1
E00033225,77.2,3.3,19.5
E00033226,84,1.2,14.8
E00033227,87.1,0,12.9
E00033228,78.9,1.8,19.3
E00033229,90.2,0,9.8
E00033230,97.9,0,2.1
E00033235,80.4,1.9,17.8
E00033237,87.2,2.9,9.9
E00033238,86.5,1.2,12.3
E00033242,97.8,0.4,1.8
E00033245,92.7,0.4,6.9
E00033246,86,0.8,13.2
E00033247,81.1,1.4,17.6
E00033248,85.3,1.6,13.1
E00033249,79.6,1.4,18.9
E00033250,81.2,1.7,17
E00033251,69.8,0,30.2
E00033252,85.7,1.3,13
E00033253,84.8,2.8,12.3
E00033254,85.9,1.6,12.5
E00033255,93.5,0.4,6.1
E00033256,99.5,0,0.5
E00033257,87.5,1.3,11.3
E00033258,87.7,1.5,10.7
E00033259,86.5,0,13.5
E00033260,83,0.8,16.2
E00033261,84.1,0,15.9
E00033264,88.5,0.3,11.3
E00033267,98.2,0,1.8
E00033268,96.8,0.6,2.6
E00033269,93.1,0.6,6.3
E00033270,91.8,0.9,7.3
E00033276,94.3,1.2,4.5
E00033278,92,1,7
E00033279,93.3,0.7,6
E00033281,88.4,2.6,9
E00033282,95.7,0.7,3.7
E00033283,96.8,0.4,2.9
E00033284,73,12.7,14.3
E00033285,95,1,4
E00033286,89.7,0.5,9.8
E00033287,96.3,0,3.7
E00033288,98.9,0,1.1
E00033298,100,0,0
E00033299,96,1.2,2.8
E00033300,95.7,0.4,3.9
E00033306,99.7,0,0.3
E00033312,93.7,1.5,4.8
E00033315,95.3,1.9,2.8
E00033318,95.6,0.5,3.9
E00033319,96.2,1.4,2.4
E00033328,95.6,2.2,2.2
E00033329,95.6,2.2,2.2
E00033330,95.3,1.2,3.5
E00033338,94.7,1.4,3.9
E00033351,95.1,2,2.9
E00033354,92,1,7
E00033356,94.5,0,5.5
E00033357,91.8,0,8.2
E00033358,91.5,2.2,6.3
E00033359,94.4,0.9,4.7
E00033360,90.8,2.4,6.8
E00033367,88.1,3.5,8.4
E00033368,93.3,2.1,4.6
E00033369,92.3,2.6,5.1
E00033370,92.7,1,6.3
E00033372,90,3.6,6.4
E00033373,98.3,0.2,1.5
E00033374,92.1,3.9,3.9
E00033378,92.9,0.3,6.8
E00033379,89.4,2.6,8.1
E00033380,97.6,0,2.4
E00033382,90.7,2.7,6.6
E00033386,95.5,0.3,4.2
E00033387,88.8,3.6,7.7
E00033388,93,0.4,6.7
E00033389,93.4,0.7,5.9
E00033391,86.5,3.6,9.9
E00033392,93.6,2.3,4.2
E00033394,89.8,2.1,8.1
E00033395,90.7,0.9,8.4
E00033396,94.7,2.1,3.2
E00033397,92.6,0.3,7.1
E00033399,93,1.6,5.4
E00033400,96.9,1,2.1
E00033401,91.9,0.8,7.3
E00033402,92.2,2.4,5.4
E00033403,96.6,0.5,2.9
E00033404,92.4,2.5,5.1
E00033405,96,0,4
E00033406,93.1,2.8,4.1
E00033407,89.3,2.6,8.1
E00033408,90.4,3.9,5.6
E00033409,93.6,1.3,5.1
E00033410,90,2.2,7.7
E00033411,94.1,1.3,4.7
E00033412,91.4,1.9,6.7
E00033413,87.1,1.8,11.1
E00033414,88.9,1.6,9.6
E00033415,95.2,3,1.9
E00033416,83.9,4.5,11.6
E00033417,84.1,3,12.9
E00033419,95.1,1.9,3
E00033420,88.5,2.7,8.8
E00033421,89.8,1.1,9.2
E00033423,91,4.3,4.7
E00033424,92.2,1.7,6.1
E00033425,90.8,3.9,5.2
E00033426,91.4,1.7,6.8
E00033427,88.3,2.9,8.8
E00033438,98.6,0.7,0.7
E00033439,96.8,1.8,1.5
E00033448,94.6,0.3,5.1
E00033449,93.8,0.3,5.8
E00033450,94.6,1,4.5
E00033451,92.8,0,7.2
E00033452,92.6,1.7,5.6
E00033453,79.4,3.5,17
E00033454,94.9,0.4,4.7
E00033455,91.5,3.6,4.8
E00033456,90.6,0.6,8.8
E00033525,98.4,0.3,1.3
E00033526,94.5,3.2,2.3
E00033527,94.9,0.7,4.4
E00033534,98.3,0.9,0.9
E00033535,96.4,0,3.6
E00033536,92.9,3.2,3.8
E00033538,97.8,0.3,1.9
E00033539,96.4,0.7,3
E00033540,96.3,0,3.7
E00033541,98,1.3,0.7
E00033542,99.6,0.4,0
E00033543,92.7,1.3,6
E00033544,96.7,0.5,2.9
E00033545,92.1,0.7,7.2
E00033546,95.1,0.6,4.3
E00033547,96.8,0.8,2.4
E00033548,97.4,0.4,2.2
E00033549,98.2,1.2,0.6
E00033550,95.2,0.9,3.8
E00033551,94.9,1.9,3.2
E00033555,97.1,0.4,2.5
E00033560,97.7,0,2.3
E00033561,97.4,0.6,2
E00033572,96.7,2,1.2
E00033574,97.4,1.6,1
E00033575,97.4,0.9,1.7
E00033576,97.7,1.8,0.5
E00033577,92,2.1,5.9
E00033580,79.5,0,20.5
E00033589,89.2,3.4,7.3
E00033590,87.4,0.6,12
E00033591,90.6,0.9,8.5
E00033621,74.1,5,20.9
E00033623,87.9,1.9,10.2
E00033672,76.4,2.8,20.8
E00033673,82,2.2,15.7
E00033677,95.7,0,4.3
E00033684,87.1,3.1,9.9
E00033686,80.5,2.7,16.8
E00033687,84.5,1.5,14.1
E00033688,88.8,1.9,9.4
E00033689,78.9,2.8,18.2
E00033690,81.1,1.5,17.4
E00033691,91.3,1.7,7
E00033694,76.6,2.9,20.5
E00033806,78.5,2.1,19.4
E00033808,70.9,4.9,24.3
E00033810,72,3.2,24.8
E00033812,79.3,5.7,14.9
E00033813,77.6,3.6,18.8
E00033814,80.4,2.1,17.5
E00033815,79.7,0.6,19.7
E00033816,80.3,0.6,19
E00033818,76.6,3.2,20.3
E00033819,63.5,5.7,30.8
E00033820,64.7,2.5,32.7
E00033821,86.3,3.2,10.4
E00033822,80.5,2.6,16.8
E00033823,83.4,1.1,15.6
E00033824,80.3,1.3,18.4
E00033825,78.4,1.3,20.3
E00033826,73.2,2.3,24.5
E00033827,69.6,2.7,27.8
E00033828,67.7,4.3,28
E00033829,72.7,4.1,23.2
E00033832,87.2,1.2,11.5
E00033833,76.4,3.8,19.8
E00033836,75.8,3.4,20.8
E00033837,85.2,0.8,13.9
E00033838,88.3,0.6,11.2
E00033840,84.5,1,14.5
E00033841,96.1,2.2,1.7
E00033842,71.1,2.4,26.6
E00033843,78.8,1.5,19.8
E00033844,76.9,3.1,20
E00033845,72.8,5.1,22.1
E00033846,78.4,4.6,16.9
E00033847,88.5,1.1,10.5
E00033898,75.6,2.8,21.6
E00033899,70.5,1.8,27.7
E00033900,52.5,5,42.6
E00033901,81.3,1,17.7
E00033902,81.5,1.3,17.3
E00033903,74.4,3.6,22.1
E00033904,86,1.8,12.3
E00033905,90,0,10
E00033906,55.1,3.6,41.3
E00033907,68,1.8,30.1
E00033908,63.7,2.9,33.3
E00033909,83.6,3.7,12.7
E00033910,69.5,0.8,29.7
E00033911,75.3,5.1,19.7
E00033913,70.8,0.9,28.3
E00033914,70.6,1,28.4
E00033915,71.9,1.6,26.6
E00033917,85.4,1.5,13.1
E00033918,84.7,3.2,12.1
E00033919,84.9,0,15.1
E00033920,84.2,0.8,15
E00033921,60.6,1.6,37.8
E00033922,84.1,1.9,14
E00033923,62.2,3.6,34.2
E00033924,62.6,4.1,33.2
E00033925,55.6,3.6,40.8
E00033926,64.7,0.3,35
E00033927,70,4.3,25.7
E00033928,92.1,0.4,7.6
E00033930,57.4,3.5,39.1
E00033931,64.8,4.8,30.3
E00033932,71.7,0,28.3
E00033933,62.5,1.9,35.6
E00033934,62.4,5.3,32.3
E00033935,48.6,4.3,47.1
E00033936,62,4.7,33.2
E00033937,55.8,2.3,41.9
E00033938,72.8,1.1,26.1
E00033939,72,3.3,24.8
E00033940,67.5,0.6,31.9
E00033941,80.4,0,19.6
E00033942,73.5,1.6,24.8
E00033943,79.2,2,18.8
E00033944,71.2,5.3,23.5
E00033945,83.6,1.6,14.8
E00033946,81.7,2.1,16.2
E00033950,86.1,2.1,11.9
E00033951,95.8,0.5,3.8
E00033953,65.4,0.2,34.4
E00033954,90.5,2.7,6.8
E00033955,82.4,0.3,17.3
E00033956,81.8,4.5,13.6
E00033972,83.7,1.7,14.6
E00033973,98.7,0,1.3
E00033974,87.2,1.3,11.5
E00033975,89.8,1.4,8.9
E00033976,91.5,0.6,7.9
E00033977,88.8,3.5,7.7
E00033978,81.4,1.5,17
E00033979,88.7,1.3,10
E00033980,86.2,1.8,12
E00033981,88.4,0,11.6
E00033982,83.6,0.6,15.7
E00034019,90,1.1,8.9
E00034020,93.8,1.5,4.7
E00034021,98.6,0,1.4
E00034022,96.3,0.3,3.4
E00034023,76.2,0.3,23.4
E00034024,79.9,2.5,17.6
E00034025,84.4,2.9,12.7
E00034026,90.5,2.5,7.1
E00034027,89.8,1.1,9.1
E00034028,80.9,3.2,15.9
E00034029,94.1,0.7,5.2
E00034030,99.1,0,0.9
E00034031,88,4.3,7.7
