geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00075937,90.7,4.8,2,2.5
E00075938,92.2,4.2,1.3,2.3
E00075939,88.9,6.9,2.3,2
E00075940,85.2,9.2,2.2,3.5
E00075941,90.7,3.9,1.9,3.5
E00075942,88,8.5,1.9,1.6
E00075943,90.3,3.6,1.4,4.7
E00075944,92.5,5.4,0.9,1.2
E00075945,91.5,5.4,0.7,2.4
E00075946,91.8,5.6,0.6,2
E00075947,92.8,3.8,1.4,2
E00075948,97.1,1.4,0.7,0.7
E00075949,97.8,1,0.6,0.6
E00075950,96.4,1.6,1.2,0.8
E00075951,91.1,4.1,4.1,0.7
E00075952,93.5,2.9,1.5,2.1
E00075953,94.6,2.5,0.6,2.2
E00075954,93.3,5,0.7,1
E00075955,94.2,3.5,0.6,1.7
E00075956,90.3,5.9,1.7,2.1
E00075957,91.9,4.6,1.4,2.1
E00075958,90.9,5.2,1,2.9
E00075959,93.4,4.6,0.9,1.1
E00075960,86.1,6.1,0.8,7
E00075961,94.8,3.1,1.7,0.3
E00075962,93.2,5.2,1.3,0.3
E00075963,92.6,2.9,1.2,3.3
E00075964,93.4,2.8,1.4,2.4
E00075965,91.1,4.6,1.8,2.5
E00075966,94.3,3.2,0.3,2.2
E00075967,89.7,7,2.1,1.2
E00075968,91.7,4.9,0.4,3
E00075969,90.4,6.2,1.4,2.1
E00075970,92.4,6,0,1.6
E00075971,92.3,5.1,0.9,1.8
E00075972,94.3,3.6,0.7,1.4
E00075973,83.3,4.8,3.8,8.1
E00075974,95,1.8,2.3,0.9
E00075975,93.2,2.9,0,3.9
E00075976,88.6,2.9,4,4.4
E00075977,93.8,1.2,0.8,4.3
E00075978,85.9,5.2,4.8,4.1
E00075979,92.6,3.7,2.1,1.6
E00075980,93.6,1.6,2.2,2.6
E00075982,91.9,1.7,4.1,2.3
E00075983,89,3.3,3.3,4.4
E00075984,90.3,1.7,4,4
E00075985,90.9,2.1,2.5,4.5
E00075987,90.7,4.6,1.5,3.1
E00075988,91.8,3.2,1.4,3.7
E00075989,91.4,1.6,5.4,1.6
E00075991,91,5.6,1,2.4
E00075994,88.1,3.6,2.2,6.1
E00075995,92.1,3.6,0,4.3
E00075996,88.9,5.6,3.8,1.7
E00075997,91.1,4.4,1.2,3.2
E00075998,86.4,4.2,4.2,5.2
E00075999,88.9,2.2,3.7,5.3
E00076000,90.8,2.9,5,1.3
E00076001,88.5,2.8,2.4,6.3
E00076002,86.6,7.9,3.2,2.4
E00076003,91.5,1.4,2.5,4.6
E00076004,92.1,1.4,2.2,4.3
E00076005,92.3,1.9,3.4,2.3
E00076006,88.6,4.9,2.4,4.1
E00076007,91.5,5,1.9,1.5
E00076008,95.7,1.8,0.4,2.2
E00076009,87.6,7,3.2,2.2
E00076010,86,6.8,3.8,3.4
E00076011,86.2,6.5,3.6,3.6
E00076012,92.8,3.8,1.9,1.5
E00076013,91.5,3.2,2.8,2.4
E00076014,90.2,4.7,1.6,3.5
E00076015,84.4,3.9,5.4,6.3
E00076016,93.1,2.9,1.8,2.2
E00076017,91.8,6.3,0.7,1.1
E00076018,89.2,2.5,4.3,4
E00076019,93.8,3.5,1.2,1.6
E00076020,93.9,3,0.9,2.2
E00076021,93.9,2.7,1.7,1.7
E00076022,94.4,2,1.6,2
E00076023,93.3,1.4,1.4,3.8
E00076024,90.8,2.4,3.4,3.4
E00076025,92.7,1.9,2.9,2.4
E00076026,85.5,3.5,6.6,4.4
E00076027,96.6,2.5,0,0.9
E00076028,95.6,2.1,1,1.3
