geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00075937,84.9,9.8,5.3
E00075938,84.1,12.8,3.1
E00075939,86.2,11,2.8
E00075940,72.3,15.1,12.6
E00075941,82.8,13.2,4
E00075942,92.2,6.3,1.5
E00075943,83.4,9.5,7.1
E00075944,84.8,9.4,5.8
E00075945,75.8,13.4,10.7
E00075946,82.7,12.7,4.6
E00075947,70,19.5,10.4
E00075948,83.3,10.8,5.9
E00075949,83.6,13.5,2.8
E00075950,82.8,12.3,4.9
E00075951,83.8,11.7,4.5
E00075952,83.5,11.4,5.1
E00075953,78.8,15.9,5.3
E00075954,79.3,16.1,4.6
E00075955,83,11.9,5.1
E00075956,83.3,13.3,3.3
E00075957,86,9,5
E00075958,86.8,9.4,3.8
E00075959,83.2,13.1,3.7
E00075960,74.2,21.4,4.4
E00075961,74.9,11.2,13.9
E00075962,92.8,6.3,0.9
E00075963,80.3,13.7,6
E00075964,85.7,8.4,5.8
E00075965,86,10.3,3.8
E00075966,87.7,9.1,3.2
E00075967,87.8,9,3.2
E00075968,83.8,10.1,6.1
E00075969,84.5,12,3.5
E00075970,79.8,13.7,6.5
E00075971,84.5,13,2.5
E00075972,82.2,11.7,6
E00075973,67.9,18.3,13.8
E00075974,67.8,22.9,9.3
E00075975,85,13.3,1.7
E00075976,70.8,19.8,9.4
E00075977,80.5,11,8.5
E00075978,71.7,20.6,7.7
E00075979,90.5,6.2,3.3
E00075980,70.5,17.5,12
E00075982,70.6,18.8,10.5
E00075983,50.5,28.4,21.1
E00075984,84.9,11.8,3.2
E00075985,71.9,19.4,8.6
E00075987,82,11.3,6.7
E00075988,73.7,14.7,11.6
E00075989,69.6,18.8,11.5
E00075991,74.1,18.3,7.6
E00075994,67.7,19.6,12.7
E00075995,76.6,16.6,6.8
E00075996,77.7,14.6,7.7
E00075997,79.2,10.9,9.9
E00075998,73.9,15.9,10.2
E00075999,75.4,16.7,7.9
E00076000,78.6,16,5.3
E00076001,79.1,13.2,7.7
E00076002,79.4,14.2,6.4
E00076003,79.8,13.1,7.1
E00076004,79,13.4,7.6
E00076005,78.3,12.5,9.2
E00076006,78.4,17,4.6
E00076007,82,13.8,4.2
E00076008,87,10.4,2.6
E00076009,84.2,9.3,6.6
E00076010,82.7,12,5.3
E00076011,80.6,9,10.4
E00076012,75.2,17.6,7.2
E00076013,80.5,13.6,5.8
E00076014,76.4,17,6.6
E00076015,77.5,15.6,6.9
E00076016,71.7,16.8,11.4
E00076017,82.9,13.3,3.8
E00076018,73,17.9,9.1
E00076019,79.5,13.7,6.8
E00076020,67.8,20.9,11.3
E00076021,81.3,11.3,7.4
E00076022,71.3,16.5,12.2
E00076023,72.7,19.8,7.5
E00076024,76.2,17.2,6.6
E00076025,74.2,16.1,9.7
E00076026,78.5,12.4,9.2
E00076027,85.5,10.2,4.3
E00076028,84.5,10.1,5.4
E00076029,84.4,12.5,3.1
E00076030,84.3,13,2.7
E00076031,82.5,13,4.4
E00076032,76.9,19.1,4
E00076033,75.8,12.7,11.5
E00076034,86,10.2,3.8
E00076035,86.4,9.3,4.3
E00076036,86.5,9.3,4.2
E00076037,83.5,10.9,5.6
E00076038,84.4,12.3,3.3
E00076039,82.3,12.9,4.7
E00076040,87.7,9.3,3.1
