areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00024141,6.6,16.9,53.7,22.8
E00024142,0,33.3,45,21.6
E00024143,0,15.2,70.4,14.4
E00024144,16.7,32.5,37.5,13.3
E00024145,0.8,1.5,58.5,39.2
E00024146,1.6,22.4,60,16
E00024147,0,19.8,46.6,33.6
E00024148,0,12.4,33.1,54.5
E00024150,3.8,50.9,23.6,21.7
E00024151,14,8.8,48.2,28.9
E00024152,7.6,60.7,31,0.7
E00024153,0,42.5,48.7,8.8
E00024154,4.8,24.6,50.8,19.8
E00024155,5.2,26.1,53.9,14.8
E00024156,1.9,38.5,39.7,19.9
E00024157,0.8,14,67.8,17.4
E00024158,0.7,49.6,48.2,1.5
E00024159,0.8,55.4,38,5.8
E00024160,0,57,33.9,9.1
E00024161,2.6,54.9,32.7,9.8
E00024162,0,39.7,57.4,2.9
E00024163,44,15.2,37.6,3.2
E00024164,5.7,43.4,37.1,13.7
E00024165,42.5,35.4,16.8,5.3
E00024166,7.3,36.5,32.8,23.4
E00024167,14.5,15.9,51.4,18.1
E00024168,18.9,46.9,23.1,11.2
E00024169,20,57.7,20.8,1.5
E00024170,10.2,39.4,43.8,6.6
E00024171,2.4,23.5,41.6,32.5
E00024172,12.4,65,10.9,11.7
E00024173,36.6,36.6,23.1,3.7
E00024175,2.5,41.8,45.9,9.8
E00024176,0,19,49.6,31.4
E00024177,0,5.6,65,29.4
E00024178,0,2.5,45.9,51.6
E00024179,2.1,16.1,46.9,35
E00024180,1.6,44.1,35.4,18.9
E00024181,2.9,18.6,19.6,58.8
E00024182,0,18.9,33,48.1
E00024183,3.2,35.5,45.7,15.6
E00024184,0.9,25.2,41.7,32.2
E00024185,29.2,27.5,25.8,17.5
E00024186,0,25.2,55,19.8
E00024187,0,14.4,67.2,18.4
E00024230,15.7,24,50.4,9.9
E00024231,7.6,54.2,37.3,0.8
E00024232,7,44.7,36,12.3
E00024233,0.8,8.7,78.7,11.8
E00024234,0,1.6,43.5,54.8
E00024235,5.3,32,48.7,14
E00024236,18.4,11.4,53.2,17.1
E00024237,0.8,29.2,48.3,21.7
E00024238,7.6,32,45.2,15.2
E00024239,2.6,25.7,50,21.7
E00024240,2.5,29.4,50.4,17.6
E00024241,1.5,59.5,29,9.9
E00024242,1.5,45.5,38.1,14.9
E00024243,1.6,21.3,60.6,16.5
E00024244,1.7,19,68.1,11.2
E00024245,33.1,25.4,39,2.5
E00024246,1.6,31,42.6,24.8
E00024247,5.6,28.2,44.4,21.8
E00024248,0,17.2,67.2,15.6
E00024249,0,18.2,48.8,33.1
E00024250,0,7,79.7,13.3
E00024251,0,10,43.8,46.2
E00024252,3.3,27,46.1,23.7
E00024253,1.9,33,50,15.1
E00024254,48.7,36.1,14.3,0.8
E00024255,15.2,46.2,31.8,6.8
E00024256,7.1,40.7,51.4,0.7
E00024257,15,42.5,37.5,5
E00024258,7.1,51.6,31,10.3
E00024259,0.8,23,30.2,46
E00024260,3,15.2,30.3,51.5
E00024261,0,0,12.3,87.7
E00024262,0.9,10.5,53.5,35.1
E00024263,5.8,32.9,36.8,24.5
E00024264,0,7.7,75.2,17.1
E00024265,1.5,39.2,41.5,17.7
E00024266,0.9,22.4,44.8,31.9
E00024267,0,15.3,70.3,14.4
E00024268,2.4,28.6,56.3,12.7
E00024269,0,29.8,53.4,16.8
E00024270,3.1,30.7,52,14.2
E00024271,4.2,63.6,28,4.2
E00024272,11.4,38.6,33.3,16.7
E00024273,3.6,43.8,45.5,7.1
E00024274,0,10.9,67.2,21.9
E00024275,8.2,37.8,49,5.1
E00024276,0.8,46.9,48.5,3.8
E00024277,7.2,31.7,50.4,10.8
E00024278,0.8,34.6,52.6,12
E00024279,25.2,31.9,37.8,5
E00024280,1.5,2.3,94.7,1.5
E00024281,14.5,11.2,67.8,6.6
E00024282,7,17.1,63.9,12
E00024283,17.4,57,23.1,2.5
E00024284,9.8,3.3,84.4,2.5
E00024285,24.3,31.6,39,5.1
E00024286,33.8,33.8,29.9,2.6
E00024287,24.2,36.9,38.9,0
E00024288,0.8,18,73.4,7.8
E00024289,5.8,29.9,56.9,7.3
E00024290,63.9,22.1,12.3,1.6
E00024291,0.8,36.6,56.1,6.5
E00024292,16.7,37.5,37.5,8.3
E00024293,1.5,27.7,54.6,16.2
E00024294,8.2,47.3,38.4,6.2
E00024295,0.7,12.8,80.1,6.4
E00024296,3.3,51.6,36.9,8.2
E00024297,0.9,57.4,35.2,6.5
E00024298,12.6,4.2,74.8,8.4
E00024299,0.8,39.7,47.9,11.6
E00024300,0.6,48,45.2,6.2
E00024301,41,29.5,27,2.5
E00024302,7.1,53.6,33,6.3
E00024303,2.8,52.8,34,10.4
E00024304,27,2.6,60.9,9.6
E00024305,1.6,7.9,58.3,32.3
E00024306,19.1,12.7,60.9,7.3
E00024307,0,39.8,50,10.2
E00024308,0.8,3.8,77.4,18
E00024309,1.9,21.3,57.4,19.4
E00024310,0.8,42.9,47.6,8.7
E00024311,0,1.3,82.2,16.4
E00024312,2.5,38.5,43.4,15.6
E00024314,0,18.8,70.5,10.7
E00024315,7,48.2,42.1,2.6
E00024316,1.4,33.8,58.6,6.2
E00024317,12,19.7,65.5,2.8
E00024318,2.1,41.4,50.7,5.7
E00024319,7.4,69.6,20,3
E00024320,0,4.9,32.8,62.3
E00024321,1,12.6,56.3,30.1
E00024322,15,32.4,29.5,23.2
E00024323,0,16.5,46.1,37.4
E00024324,0,17.8,67.4,14.8
E00024325,4,26.2,30.2,39.7
E00024326,8.8,42.9,44.2,4.1
E00024327,3,39.8,39.8,17.3
E00024328,15.3,23.4,39.6,21.6
E00024329,6.6,36.3,24.5,32.5
E00024330,29.8,37.9,29,3.2
E00024331,1.5,36,52.2,10.3
E00024332,1.9,12.7,40.1,45.2
E00024333,15.4,44.9,33.1,6.6
E00024334,3.1,43.5,51.9,1.5
E00024335,0.9,25.2,54.8,19.1
E00024336,0.8,2.5,28.7,68
E00024337,0,11.1,29.9,59
E00024338,3.1,25,38.3,33.6
E00024339,1.7,49.6,43.6,5.1
E00024340,0,6.2,65.8,28.1
E00024341,1.6,24.8,72.9,0.8
E00024342,0.7,34.8,60.7,3.7
E00024343,34.8,14.8,47.4,3
E00024344,28.7,31.8,35,4.5
E00024345,0,18.1,78.7,3.2
E00024346,3.7,55.1,38.3,2.8
E00024347,0,14.9,37.3,47.8
E00024348,0.8,27.5,54.2,17.5
E00024349,2.3,38.2,44.3,15.3
E00024350,0,46.4,42,11.6
E00024351,1.3,16.1,52.3,30.2
E00024352,2.4,46.4,33.6,17.6
E00024353,7.8,34.8,40.9,16.5
E00024354,0,1.5,20.5,78
E00024355,0,2.5,42.5,55
E00024356,10.7,33.7,27.3,28.3
E00024357,0.9,22.1,53.1,23.9
E00024358,2.5,13.4,37,47.1
E00024359,0.7,2.1,42.4,54.9
E00024360,1.8,54.4,36.8,7
E00024361,0,5.3,43.2,51.5
E00024362,1.4,23.8,46.2,28.7
E00024363,0,6.1,69.5,24.4
E00024364,27.7,37.7,31.5,3.1
E00024365,2.6,8.6,69.8,19
E00024366,14.8,68.3,10.6,6.3
E00024367,12,1.5,70.7,15.8
E00024369,3,35.6,47,14.4
E00024370,8.2,39,27,25.8
E00024371,33.8,36.1,19.5,10.5
E00024372,2.9,32.8,54,10.2
E00024373,35.1,32.8,28.4,3.7
E00024374,35.9,38.5,11.1,14.5
