geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00026945,29.7,26.6,18,25.8
E00026946,9.9,33.3,29.1,27.7
E00026948,5.2,1.3,83.1,10.4
E00026949,28.5,16.2,13.1,42.3
E00026950,17.6,25,35.2,22.2
E00026952,35.3,31.6,3.7,29.4
E00026957,4.2,5,89.9,0.8
E00026958,26.5,22.7,10.6,40.2
E00026959,22.2,13.7,35.3,28.8
E00026961,5,27.5,50,17.5
E00026963,5.3,5.3,83.6,5.8
E00026964,8.5,17.8,68.6,5.1
E00026965,14.3,13.3,65.3,7.1
E00026966,17.2,19.8,51.7,11.2
E00026967,11.1,19,63.4,6.5
E00026968,12.3,47.5,35.2,4.9
E00026969,17.8,12.7,58.6,10.8
E00026970,18.4,25.7,47.5,8.4
E00026971,21.6,21.6,13,43.8
E00026972,31.3,30.6,20,18.1
E00026973,17.5,28.9,36.1,17.5
E00026974,34.2,20,25,20.8
E00026975,38.5,19.8,14.3,27.5
E00026976,55.9,17.1,10.8,16.2
E00027253,20.6,51.5,12.1,15.8
E00027254,23.3,21.1,48.1,7.5
E00027259,8,12,69,11
E00027260,10.7,17.2,64.8,7.4
E00027261,50.9,40.4,3.5,5.3
E00027262,60.7,22.2,5.1,12
E00027263,11.5,17.3,59.6,11.5
E00027264,8.3,15.7,59.3,16.7
E00027265,15.3,23.6,46.5,14.6
E00027266,10.2,28,49.2,12.7
E00027267,13.1,15,57.9,14
E00027268,14.8,12.2,59.1,13.9
E00027269,9.4,14.5,65.8,10.3
E00027270,11.1,12,67.6,9.3
E00027271,14.9,12.9,62.4,9.9
E00027272,4.3,10.3,77.6,7.8
E00027281,44.4,35.9,0.7,19
E00027282,18,40.8,15.2,26
E00027283,31.7,31,0.8,36.5
E00027285,18.3,16.2,27.9,37.6
E00027286,55.6,32.3,1.6,10.5
E00027287,4.4,5.2,80,10.4
E00027288,38.8,43.9,0,17.3
E00027359,52.5,35.8,2.5,9.2
E00027360,44.7,34,0.9,20.4
E00027361,59.6,33,5.3,2.1
E00027375,26.3,26.3,43.2,4.2
E00027376,51.7,37.9,1.7,8.6
E00027379,43.6,44.4,2.6,9.4
E00027380,47.1,37,10.1,5.9
E00027381,45.3,32.3,9.4,13
E00027382,41.1,44.4,1.3,13.2
E00027383,46.3,43,2.5,8.3
E00027384,52.2,40,0,7.8
E00027385,49.7,26.2,2.1,22.1
E00027386,26.2,19.6,35.5,18.7
E00027387,60.5,38.1,0,1.4
E00027388,56.5,32.2,3.5,7.8
E00027389,42.7,39.7,1.5,16.1
E00027390,43.6,32.5,2.6,21.4
E00027391,50.4,36.8,0,12.8
E00027392,43.2,37.9,14.7,4.2
E00027393,42,31.9,3.4,22.7
E00027394,37.4,48.9,5,8.6
E00027411,38.3,23.5,19.8,18.5
E00027412,40.4,41.8,3.5,14.2
E00027414,36.8,34.2,2.6,26.3
E00027415,44,28.9,2.5,24.5
E00027416,47.4,42.3,0.7,9.5
E00027417,39.7,33.6,3.4,23.3
E00027418,57.1,37.8,0.8,4.2
E00027419,57.3,32.1,2.3,8.4
E00027420,45.7,45,0,9.3
E00027443,7.1,4.1,79.6,9.2
E00027444,34.7,41.8,1,22.4
E00027445,42.2,40.6,1.6,15.6
E00027479,34.6,22.3,23.8,19.2
E00027483,38.3,14.9,30.5,16.2
E00027488,33.1,33.8,2.8,30.3
