geography_code,disability_3a-001,disability_3a-002
E00026945,14.4,85.6
E00026946,21.1,78.9
E00026948,26.1,73.9
E00026949,20.3,79.7
E00026950,17.4,82.6
E00026952,11.5,88.5
E00026957,35.7,64.3
E00026958,12.5,87.5
E00026959,22.9,77.1
E00026961,15.8,84.2
E00026963,22,78
E00026964,25.2,74.8
E00026965,25.1,74.9
E00026966,27.1,72.9
E00026967,23.9,76.1
E00026968,17.6,82.4
E00026969,37.4,62.6
E00026970,21.6,78.4
E00026971,22.7,77.3
E00026972,26.4,73.6
E00026973,23.8,76.2
E00026974,14.1,85.9
E00026975,13.3,86.7
E00026976,11.9,88.1
E00027253,15.4,84.6
E00027254,26.4,73.6
E00027259,29.9,70.1
E00027260,25.6,74.4
E00027261,21.3,78.7
E00027262,25.4,74.6
E00027263,18.2,81.8
E00027264,25.5,74.5
E00027265,14.6,85.4
E00027266,23.9,76.1
E00027267,26,74
E00027268,22.3,77.7
E00027269,25.8,74.2
E00027270,32.4,67.6
E00027271,21.4,78.6
E00027272,17.7,82.3
E00027281,14.1,85.9
E00027282,15.6,84.4
E00027283,14.6,85.4
E00027285,29.4,70.6
E00027286,15.5,84.5
E00027287,28,72
E00027288,17.4,82.6
E00027359,8.5,91.5
E00027360,15.3,84.7
E00027361,15.3,84.7
E00027375,24.6,75.4
E00027376,15.7,84.3
E00027379,14.3,85.7
E00027380,14.3,85.7
E00027381,12.9,87.1
E00027382,12,88
E00027383,12.8,87.2
E00027384,15.6,84.4
E00027385,18.8,81.3
E00027386,24.8,75.2
E00027387,8.8,91.2
E00027388,12.6,87.4
E00027389,16.8,83.2
E00027390,12.1,87.9
E00027391,12.2,87.8
E00027392,15,85
E00027393,13.1,86.9
E00027394,10.8,89.2
E00027411,20.6,79.4
E00027412,16,84
E00027414,23.1,76.9
E00027415,18.6,81.4
E00027416,15.5,84.5
E00027417,18.7,81.3
E00027418,16.2,83.8
E00027419,20.1,79.9
E00027420,9.1,90.9
E00027443,54.6,45.4
E00027444,21.1,78.9
E00027445,13.9,86.1
E00027479,14.8,85.2
E00027483,16.2,83.8
E00027488,11.4,88.6
E00027489,16.9,83.1
E00027490,19,81
E00027491,13,87
E00027493,14.5,85.5
E00027495,17.2,82.8
E00027496,12.9,87.1
E00027497,26.7,73.3
E00027498,12.2,87.8
E00027499,12.2,87.8
E00027500,15.7,84.3
E00027501,16.9,83.1
E00027502,13.6,86.4
E00027517,16.7,83.3
E00027518,13.5,86.5
E00027519,31.3,68.8
E00027520,22.6,77.4
E00027521,21.4,78.6
E00027620,15.9,84.1
E00027621,18.1,81.9
E00030046,16.7,83.3
E00030047,19.1,80.9
E00030048,30.7,69.3
E00030049,15.5,84.5
E00030050,18.9,81.1
E00030051,18.5,81.5
E00030052,11.5,88.5
E00030053,13.8,86.2
E00030054,21.4,78.6
E00030055,16.6,83.4
E00030056,14.7,85.3
E00030057,31.7,68.3
E00030058,13.4,86.6
E00030059,20.7,79.3
E00030060,16.8,83.2
E00030061,26.7,73.3
E00030062,17,83
E00030063,17.6,82.4
E00030064,15.4,84.6
E00030065,17.5,82.5
E00030066,20.5,79.5
E00030067,20.2,79.8
E00030068,24.4,75.6
E00030069,17.1,82.9
E00030070,19.8,80.2
E00030071,18.9,81.1
E00030072,12.4,87.6
E00030073,25.7,74.3
E00030074,16.7,83.3
E00030075,23.6,76.4
E00030076,29,71
E00030077,34.6,65.4
E00030078,22.8,77.2
E00030079,14.7,85.3
E00030080,18.7,81.3
E00030081,18.6,81.4
E00030082,18.7,81.3
E00030083,15.6,84.4
E00030084,27.6,72.4
E00030085,17.3,82.7
E00030086,18.2,81.8
E00030087,18.5,81.5
E00030088,25.3,74.7
E00030089,17.2,82.8
E00030090,16.8,83.2
E00030091,13.5,86.5
E00030092,33.2,66.8
E00030093,21.7,78.3
E00030095,17.2,82.8
E00030096,14.6,85.4
E00030097,17.3,82.7
E00030098,17.5,82.5
E00030099,12,88
E00030100,14.8,85.2
E00030101,24.2,75.8
E00030102,21.1,78.9
E00030103,23.9,76.1
E00030104,17.9,82.1
E00030105,19.2,80.8
E00030106,19.1,80.9
E00030107,23.4,76.6
E00030108,19.9,80.1
E00030109,23.8,76.2
E00030110,17.5,82.5
E00030111,17.9,82.1
E00030113,14.1,85.9
E00030114,20,80
E00030115,14.8,85.2
E00030116,16.3,83.7
E00030117,29.7,70.3
E00030118,17.4,82.6
E00030119,25.3,74.7
E00030121,18,82
E00030123,23.7,76.3
E00030128,16.1,83.9
E00030129,37.6,62.4
E00030130,37.6,62.4
E00030131,19,81
E00030135,27.8,72.2
E00030141,20.6,79.4
E00030142,28.9,71.1
E00030143,23.8,76.3
E00030144,14.1,85.9
E00030145,15.8,84.2
E00030146,26.9,73.1
E00030148,18.8,81.2
E00030149,16.4,83.6
E00030150,39.6,60.4
E00030151,21,79
E00030153,14.7,85.3
E00030154,30.6,69.4
E00030155,46.4,53.6
E00030156,15.3,84.7
E00030157,29.4,70.6
E00030159,22.4,77.6
E00030160,18.8,81.2
E00030162,14.8,85.2
E00030163,17.9,82.1
E00030164,17.5,82.5
E00030165,29,71
E00030166,19.5,80.5
E00030167,14.7,85.3
E00030168,12.5,87.5
E00030169,13.6,86.4
E00030170,37.3,62.7
E00030172,26.3,73.7
E00030173,27.9,72.1
E00030174,25.5,74.5
E00030175,26.1,73.9
E00030176,19.4,80.6
E00030177,17.6,82.4
E00030178,12.9,87.1
E00030183,35.3,64.7
