areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00134648,52.8,1.5,45.7
E00134649,34.6,2.6,62.8
E00134650,43.9,4.1,52
E00134651,48.3,3,48.7
E00134652,42.3,2.9,54.8
E00134653,57.3,1.7,41
E00134654,65,2.4,32.5
E00134655,55.4,4.5,40.1
E00134656,53.9,0,46.1
E00134657,47.5,2.3,50.2
E00134684,55.8,3.9,40.3
E00134686,59.8,2.9,37.2
E00134687,61.9,0,38.1
E00134688,49.8,1.6,48.6
E00134689,53.3,1.7,45
E00134690,45.6,3.3,51.1
E00134691,46.1,2.7,51.2
E00134692,43,4.9,52.1
E00134693,55.1,0.4,44.5
E00134694,48.4,4.4,47.2
E00134695,53.8,3.8,42.3
E00134696,59,0.5,40.5
E00134697,50.3,2.2,47.5
E00134698,58.5,4,37.5
E00134699,47.2,4.3,48.6
E00134700,41.6,0,58.4
E00134701,57.6,1.5,40.9
E00134702,48.6,1.6,49.8
E00134703,43.2,0.4,56.4
E00134704,49.6,2.2,48.2
E00134705,62.4,4.5,33.1
E00134706,45.2,2.1,52.7
E00134707,61.6,2.1,36.4
E00134708,52.3,0,47.7
E00134709,71,0,29
E00134710,59.8,2.4,37.8
E00134711,53.6,0.7,45.7
E00134713,48.7,4.5,46.8
E00134714,43.9,2.9,53.1
E00134715,65.3,1,33.7
E00134716,54.7,3.2,42.1
E00134717,56.8,0.4,42.7
E00134719,51.3,0,48.7
E00134720,51.6,2.1,46.4
E00134721,52.7,3.7,43.6
E00134722,54.4,0.7,45
E00134723,53.1,1,45.9
E00134724,66.4,2.1,31.4
E00134725,62.1,1.4,36.4
E00134726,41.8,2.5,55.7
E00134727,54.9,1.5,43.6
E00134728,49,3.1,47.9
E00134729,64.6,1.1,34.4
E00134850,56.8,0.8,42.4
E00134851,58.2,4.2,37.6
E00134852,56.5,0,43.5
E00134853,61.9,1.7,36.4
E00134854,57.6,0.8,41.5
E00134855,53.4,2.4,44.2
E00134856,37.3,1.5,61.2
E00134857,49.3,4.8,46
E00134858,52.9,2.4,44.6
E00134890,49.6,2.1,48.4
E00134891,54.7,1.4,43.9
E00135053,54.6,1.3,44.1
E00135054,59.1,0,40.9
E00135055,46.9,0,53.1
E00135057,64,1.6,34.4
E00135060,40.4,1.5,58.1
E00135065,57.3,3.4,39.2
E00135067,64.7,2.1,33.2
E00135068,68.2,3.1,28.6
E00135069,63,7.1,29.9
E00135070,61,2.5,36.5
E00135071,72.2,1.7,26.1
E00135072,42.4,11.8,45.9
E00135073,54.7,2.3,43
