areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00134648,80.5,2.9,16.6
E00134649,69.6,2.3,28.1
E00134650,70.9,0.7,28.4
E00134651,77.8,0.7,21.5
E00134652,71.3,3,25.7
E00134653,81.3,0.6,18.1
E00134654,82.8,2.5,14.7
E00134655,68.8,0.9,30.3
E00134656,85,0.7,14.3
E00134657,83.3,1.7,15.1
E00134684,87.6,1,11.5
E00134686,81.3,1.2,17.5
E00134687,86.8,1.9,11.4
E00134688,83.4,3.1,13.5
E00134689,84.1,1.4,14.5
E00134690,75.1,2.7,22.2
E00134691,88.4,1.7,9.9
E00134692,83.2,2,14.8
E00134693,90,1.9,8.1
E00134694,87.3,3.9,8.8
E00134695,81.4,4.3,14.3
E00134696,93.8,0.4,5.8
E00134697,89.6,0.5,9.9
E00134698,80.3,1,18.7
E00134699,78,0,22
E00134700,85.7,0.8,13.5
E00134701,79.2,1.1,19.8
E00134702,89.1,1.3,9.6
E00134703,78.4,1.1,20.5
E00134704,85.7,2.2,12.1
E00134705,81.1,6.2,12.7
E00134706,83.1,3.4,13.5
E00134707,86.2,4.6,9.2
E00134708,78.8,1.5,19.6
E00134709,83.1,3,13.9
E00134710,84.7,1,14.3
E00134711,81.4,1.5,17.1
E00134713,64.8,4,31.3
E00134714,90.5,1.9,7.6
E00134715,79.6,1.3,19
E00134716,78.2,1.3,20.5
E00134717,84.1,0.7,15.2
E00134719,91.8,1.2,7
E00134720,75.2,2.2,22.6
E00134721,89,1.4,9.5
E00134722,77.5,1.6,20.9
E00134723,78.1,1.3,20.7
E00134724,80.1,1.5,18.5
E00134725,80.7,1.2,18.1
E00134726,69.5,1.8,28.8
E00134727,83.7,1.3,15
E00134728,80.9,0.3,18.8
E00134729,80.6,1.8,17.6
E00134850,77.8,3.3,18.9
E00134851,73.5,1.7,24.9
E00134852,73.9,2.2,23.9
E00134853,82.7,0.3,17
E00134854,80.2,1.1,18.7
E00134855,70.8,0.6,28.6
E00134856,80.6,1.4,18.1
E00134857,70.3,0.6,29.1
E00134858,78.5,2.3,19.2
E00134890,82.1,2.3,15.5
E00134891,85.3,1.9,12.8
E00135053,87.9,0.5,11.6
E00135054,81.9,0.3,17.8
E00135055,80.2,0,19.8
E00135057,84.5,6.1,9.5
E00135060,91.9,2.3,5.9
E00135065,83,1.4,15.6
E00135067,81,1.4,17.6
E00135068,81.1,2.6,16.2
E00135069,79.4,1.6,18.9
E00135070,85.6,2.4,12
E00135071,81.4,3.3,15.3
E00135072,61.3,3.6,35.1
E00135073,77.7,4,18.3
E00135074,79.4,7.9,12.6
E00135075,74.8,0.3,24.9
E00135076,66.8,0,33.2
E00135077,80.3,1.4,18.3
E00135078,75.7,2.8,21.5
E00135079,74.4,2.7,22.9
E00135080,76.1,1.5,22.4
E00135081,79.4,1,19.6
E00135082,79,2.8,18.3
E00135083,76.5,1,22.4
E00135084,79.3,1.7,19
E00135085,81,2.6,16.5
E00135088,67.8,2.3,29.9
E00135089,80.8,0.4,18.8
E00135090,68.2,2.1,29.7
E00135091,73.8,0.4,25.8
E00135092,74.6,0.9,24.4
E00135093,68.5,1.1,30.4
E00135094,65.9,1.6,32.4
E00135095,84.5,0.3,15.1
E00135096,79.7,2.4,17.9
E00135097,66.7,1.6,31.7
E00135098,75.4,2,22.6
E00135099,81,1.4,17.6
E00135100,73.1,2,24.9
E00135101,76.4,0.8,22.7
E00135103,83,3.8,13.2
E00135104,80.8,0.5,18.8
E00135105,81.1,0.4,18.5
E00135106,75.1,1.6,23.3
E00135107,85,3.3,11.6
E00135108,71.7,4,24.2
E00135109,85.1,1.9,12.9
E00135110,78.4,0.3,21.3
E00135111,73.7,0.5,25.8
E00135112,72.3,0,27.7
E00135113,77.6,3.7,18.7
E00135114,74.8,0.7,24.5
E00135115,66.7,4.1,29.3
E00135116,77.2,2.3,20.5
E00135117,80.7,2.6,16.7
E00135118,80.7,1,18.3
E00135119,77.4,0.4,22.3
E00135120,80.1,1.1,18.8
E00135121,76.2,0.4,23.4
E00135122,80.8,1.1,18.2
E00135123,79.4,3,17.6
E00135124,74.5,2.5,23
E00135125,75.4,2,22.5
E00135126,77,0.8,22.3
E00135127,68.1,0.8,31.1
E00135128,70.3,3.8,25.8
E00135129,53.6,2.2,44.2
E00135130,60.6,0.8,38.6
E00135131,70,4.8,25.2
