areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00134648,96.7,1.6,0,1.3,0.3
E00134649,96.9,2.7,0.4,0,0
E00134650,97.8,1.8,0,0,0.4
E00134651,99.3,0.4,0.4,0,0
E00134652,94.4,3.5,0,1.3,0.9
E00134653,97.4,2.6,0,0,0
E00134654,96.1,3.2,0.4,0.4,0
E00134655,96.1,2.2,0,1.7,0
E00134656,95.1,4.9,0,0,0
E00134657,97,3,0,0,0
E00134684,94.3,4.8,0.5,0.5,0
E00134686,96,2.1,0.2,1.2,0.5
E00134687,93,5.4,0.5,0.3,0.8
E00134688,91,7,0.3,1.4,0.3
E00134689,95,3.6,1.1,0.4,0
E00134690,95,4.1,0.4,0.4,0.2
E00134691,97,1.7,0.7,0.7,0
E00134692,95.3,4.4,0.3,0,0
E00134693,96,2.5,0.3,0.9,0.3
E00134694,91.9,3.9,1.8,2.5,0
E00134695,93.8,5.6,0,0.6,0
E00134696,97.8,1.8,0.4,0,0
E00134697,95.4,2.9,1.7,0,0
E00134698,96.8,3.2,0,0,0
E00134699,98.8,1.2,0,0,0
E00134700,97.8,1.9,0,0,0.3
E00134701,96.6,2.7,0.5,0.3,0
E00134702,96.3,3,0,0.7,0
E00134703,95.4,4.2,0,0,0.4
E00134704,94.6,5.1,0,0.3,0
E00134705,89.1,8.2,1.7,1,0
E00134706,91.2,5.4,0.6,1.4,1.4
E00134707,91.5,4.6,1.4,0.4,2.1
E00134708,94.9,4.8,0,0.3,0
E00134709,93.4,4.5,2.1,0,0
E00134710,96.2,3.5,0.3,0,0
E00134711,96,3.6,0,0,0.3
E00134713,93.2,5.1,1.1,0,0.6
E00134714,92.4,6.8,0.8,0,0
E00134715,96.9,3.1,0,0,0
E00134716,97.5,1.7,0,0.4,0.4
E00134717,97.8,1.9,0,0,0.4
E00134719,95.3,4.3,0,0,0.4
E00134720,94.3,3.9,1.7,0,0
E00134721,97.6,2.4,0,0,0
E00134722,97.6,1.3,1.1,0,0
E00134723,96.2,2.8,0.5,0.5,0
E00134724,97.6,2.1,0,0.3,0
E00134725,94.5,4,0.3,0.9,0.3
E00134726,96.5,3.2,0.4,0,0
E00134727,96,4,0,0,0
E00134728,98.2,1.8,0,0,0
E00134729,94.7,5,0.3,0,0
E00134850,95.2,4.3,0.5,0,0
E00134851,97.9,2.1,0,0,0
E00134852,96.3,2.2,1.5,0,0
E00134853,98.6,1.1,0,0.3,0
E00134854,96.6,2.2,1.1,0,0
E00134855,96.8,3.2,0,0,0
E00134856,96.9,3.1,0,0,0
E00134857,94.3,5.4,0,0.3,0
E00134858,96.2,2.7,0.6,0.2,0.2
