areacd,heating_type_3a-001,heating_type_3a-002
E00132244,0,100
E00132261,0.8,99.2
E00132262,0.8,99.2
E00132263,0.8,99.2
E00132264,1,99
E00132265,0,100
E00132266,4.4,95.6
E00132267,5.9,94.1
E00132268,1.9,98.1
E00132269,0,100
E00132270,2.2,97.8
E00132271,0,100
E00132272,2.1,97.9
E00132273,0.7,99.3
E00132274,0,100
E00132275,0.6,99.4
E00132276,0.5,99.5
E00132277,1.4,98.6
E00132278,1.1,98.9
E00132279,2.6,97.4
E00132280,0.9,99.1
E00132281,0,100
E00132282,0,100
E00132283,0.9,99.1
E00132309,3.4,96.6
E00132312,0,100
E00132313,1.1,98.9
E00132315,1.9,98.1
E00132316,0,100
E00132319,3.6,96.4
E00132320,1.5,98.5
E00132343,2,98
E00132344,1.9,98.1
E00132345,1.5,98.5
E00132346,0,100
E00132350,3.4,96.6
E00132392,2.9,97.1
E00132393,3.3,96.7
E00132394,0,100
E00132395,0,100
E00132396,0,100
E00132397,2.3,97.7
E00132398,1.3,98.7
E00132399,0.6,99.4
E00132400,0.9,99.1
E00132532,0.8,99.2
E00132533,0,100
E00132534,1.4,98.6
E00132536,1,99
E00132537,4.5,95.5
E00132538,1.9,98.1
E00132539,0.9,99.1
E00132540,3.7,96.3
E00132610,1.4,98.6
E00132611,0.7,99.3
E00132612,0,100
E00132614,0.5,99.5
E00132615,0,100
E00132616,0,100
E00132617,0,100
E00132618,0,100
E00132619,1.8,98.2
E00132620,0.7,99.3
E00132621,1.3,98.7
E00132622,0,100
E00132623,0.6,99.4
E00132624,1.1,98.9
E00132625,0,100
E00132626,0,100
E00132628,4.4,95.6
E00132629,0.7,99.3
E00132630,1.4,98.6
E00133085,0,100
E00133086,1.1,98.9
E00133087,0,100
E00133088,1.6,98.4
E00133937,0.7,99.3
E00133938,3,97
E00133939,1.2,98.8
E00133940,0,100
E00133941,0.7,99.3
E00133942,0,100
E00133982,1.4,98.6
E00133983,5.3,94.7
E00169334,1.4,98.6
E00169335,3.1,96.9
E00169336,0,100
E00169344,0.6,99.4
E00169345,0,100
E00169346,0,100
E00185432,1.2,98.8
E00185447,0.8,99.2
