areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00132244,51.1,1.9,46.9
E00132261,49.8,1.6,48.6
E00132262,59,4.8,36.1
E00132263,48.5,5.8,45.6
E00132264,59.8,1.7,38.5
E00132265,47,1.3,51.7
E00132266,57.7,4.5,37.8
E00132267,60.2,2.3,37.6
E00132268,57.1,4,38.9
E00132269,51.4,0.5,48.2
E00132270,49.5,2.9,47.5
E00132271,57.8,0.2,42
E00132272,59.2,3.2,37.6
E00132273,24.4,2.3,73.2
E00132274,44.8,3.6,51.6
E00132275,57.5,3.1,39.5
E00132276,47.8,4.3,47.8
E00132277,73.6,0.8,25.6
E00132278,46.6,0.3,53.1
E00132279,49,1.5,49.5
E00132280,46.1,0,53.9
E00132281,35.8,1.3,62.8
E00132282,34.5,0.9,64.6
E00132283,58.8,0.4,40.7
E00132309,54.1,2.3,43.7
E00132312,44.6,1.4,54
E00132313,51.2,1.2,47.6
E00132315,48.4,1.3,50.3
E00132316,43.5,5.4,51
E00132319,55.8,4,40.3
E00132320,56.9,1.5,41.6
E00132343,52.9,2.6,44.5
E00132344,46.6,2.7,50.7
E00132345,37.2,1.7,61.1
E00132346,50.9,2.3,46.8
E00132350,46.6,2.2,51.1
E00132392,48.7,4.8,46.6
E00132393,54.7,1.2,44.1
E00132394,52.9,1.7,45.5
E00132395,46.3,1.6,52
E00132396,45.5,2.7,51.8
E00132397,56.8,1.8,41.4
E00132398,38.1,1.4,60.6
E00132399,33.4,0.9,65.6
E00132400,51.8,1.3,46.9
E00132532,53.6,2.1,44.2
E00132533,55.6,2.2,42.2
E00132534,62.3,2.2,35.5
E00132536,47.1,3.1,49.7
E00132537,50.4,2.9,46.7
E00132538,54.5,0.9,44.5
E00132539,44.3,2.4,53.3
E00132540,48.1,1.7,50.2
E00132610,51.3,1.5,47.2
E00132611,56,1.6,42.4
E00132612,43.3,0,56.7
E00132614,44,0.3,55.7
E00132615,50.4,0,49.6
E00132616,41.5,0.4,58.1
E00132617,31,0.5,68.5
E00132618,31.2,0.4,68.4
E00132619,52,0.6,47.5
E00132620,32.9,4.1,63
E00132621,53,0.7,46.3
E00132622,50.5,1.5,48.1
E00132623,53.6,3.4,43
E00132624,50.5,1.6,47.9
E00132625,52.8,2.8,44.3
E00132626,51.9,3.3,44.8
E00132628,45.9,5.9,48.3
E00132629,46,1.8,52.2
E00132630,43.6,3.6,52.9
E00133085,59.4,5.9,34.7
E00133086,50.4,2.1,47.5
E00133087,37.5,3.8,58.7
E00133088,60.7,1.6,37.7
E00133937,54.3,2.6,43.1
E00133938,46.4,0.5,53.1
E00133939,51.8,0.7,47.5
E00133940,50.2,0.7,49.1
E00133941,46,2.1,51.9
E00133942,51.7,1.4,46.9
E00133982,69.5,3.1,27.3
E00133983,57.4,3.3,39.3
E00169334,68.6,2.9,28.6
E00169335,54,0,46
E00169336,42.6,1.4,56
E00169344,33.2,0.3,66.4
E00169345,43.4,0,56.6
E00169346,28.2,1.5,70.2
E00185432,56.9,4.6,38.5
E00185447,67.5,1,31.6
