areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00078252,7.2,20.8,49.6,22.4
E00078253,11.2,45.8,31.8,11.2
E00078254,2.6,34.2,37.6,25.6
E00078255,5.2,29.2,35.4,30.2
E00078289,5.4,35.7,46.4,12.5
E00078290,9.7,54.2,29.7,6.5
E00078291,4.3,42,37.7,15.9
E00078292,10.3,48.5,35.3,5.9
E00078293,23.9,38.9,32.7,4.4
E00078294,18.5,43,28.1,10.4
E00078295,12.8,46.6,29.3,11.3
E00078296,11.7,45,31.7,11.7
E00078297,16,44.8,28,11.2
E00078298,12.6,44.9,35.4,7.1
E00078299,9.6,28,50.4,12
E00078300,13.2,39.6,33.3,13.9
E00078301,14.6,38.5,40.8,6.2
E00078302,11.1,48.9,28.1,11.9
E00078303,34.9,33,24.5,7.5
E00078304,19.5,43.2,28,9.3
E00078305,8.3,41.7,40,10
E00078306,10.7,57,20.7,11.6
E00078307,13.6,39.4,34.8,12.1
E00078308,16.5,49.6,24,9.9
E00078310,10.2,43,32.8,14.1
E00078311,14.5,40.3,34.7,10.5
E00078312,6.8,36.3,43.2,13.7
E00078313,14.5,41.1,33.9,10.5
E00078314,6.5,46.8,35.5,11.3
E00078315,25.2,45.4,21,8.4
E00078316,32.2,35.5,24,8.3
E00078317,9.2,52.1,26.9,11.8
E00078318,41.5,46.2,8.5,3.8
E00078319,11.2,43,34.6,11.2
E00078320,10.7,44.6,33.1,11.6
E00078321,18.5,33.6,40.3,7.6
E00078323,20.4,42.6,30.6,6.5
E00078324,21.4,52.4,19,7.1
E00078325,43.3,38.3,16.7,1.7
E00078326,26.4,37.7,29.2,6.6
E00078327,7.5,55.7,30.2,6.6
E00078328,23.4,39.8,27.3,9.4
E00078329,7.2,42.3,33.3,17.1
E00078330,55.8,24.8,16.8,2.7
E00078331,43.3,39.4,12.5,4.8
E00078332,21.1,42.1,21.8,15
E00078333,10.3,34.2,43.6,12
E00078334,13.9,40.6,30.7,14.9
E00078335,12,40,34.4,13.6
E00078336,6.4,43.2,38.4,12
E00078337,36,38.2,20.6,5.1
E00078338,22.6,48.1,22.6,6.8
E00078339,4.8,22.6,51.2,21.4
E00078340,3.8,35.9,38.5,21.8
E00078341,20.7,35.7,31.4,12.1
E00078342,54.1,37.8,8.1,0
E00078343,7.1,42.5,37,13.4
E00078344,8.9,40.5,38.6,12
E00078345,9.7,50,28.4,11.9
E00078540,3.9,37.8,40.9,17.3
E00078543,9.8,49,33.3,7.8
E00078548,11.7,35.1,42.3,10.8
E00078570,39.4,35.9,16.2,8.5
E00078571,24.3,47.4,19.7,8.6
E00078572,39.8,41.6,13.9,4.8
E00078573,23.8,44.6,23.1,8.5
E00078574,57.7,30,10.8,1.5
E00078575,34.1,40.9,14.4,10.6
E00078576,32.3,39.4,21.9,6.5
E00078577,38.6,41.7,12.1,7.6
E00078578,32.6,41.1,18.4,7.8
E00078579,38.1,43.2,14.4,4.3
E00078580,36.1,42.8,19.3,1.8
E00078581,35.1,38.2,19.8,6.9
E00078582,37.1,38.1,20,4.8
E00078583,43.8,37.2,14.6,4.4
E00078584,30.2,36.5,26.2,7.1
E00078585,33.6,39.8,22.7,3.9
E00078586,50,34.2,14,1.8
E00078587,35.5,41.4,14.8,8.3
E00078588,24.4,44.7,24.4,6.5
E00078589,27.6,48,15.7,8.7
E00078590,25,46.1,19.1,9.9
E00078591,31.3,37.5,17.5,13.8
E00078592,41.4,42.2,12.5,3.9
E00078593,27.4,43.4,23.6,5.7
E00078594,33.7,41.9,19.8,4.7
E00078595,18.9,46.5,28.3,6.3
E00078596,21.2,55.9,15.3,7.6
E00078597,31.7,40.4,20.2,7.7
E00078598,34.4,42,16.8,6.9
E00078599,50.5,41.4,6.1,2
