geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00053700,3,14.8,82.2
E00053701,4.6,42.3,53.1
E00053702,2.1,29.8,68.1
E00053703,1,56.2,42.9
E00053704,3.2,32.1,64.7
E00053705,0.7,54,45.3
E00053707,0.7,40.4,58.9
E00053708,2.4,31,66.7
E00053709,1.3,28.9,69.8
E00053710,2.4,31.2,66.4
E00053711,2.2,41.2,56.6
E00053712,2.8,58.2,39
E00053713,0,35.3,64.7
E00053714,0.7,52.1,47.3
E00053715,5.6,25.4,69
E00053716,4.4,32.2,63.4
E00053717,3,31.1,65.9
E00053718,6.1,17,76.9
E00053721,3,21.5,75.6
E00053722,5.5,46.9,47.7
E00053725,4,22.6,73.4
E00053727,6.2,39.3,54.5
E00053728,3.7,21.5,74.8
E00053729,1.3,28.3,70.4
E00053730,7.6,35.3,57.1
E00053731,5.7,31.7,62.6
E00053732,5.4,15.6,78.9
E00053734,0.9,40.7,58.4
E00053735,1.1,37,62
E00053737,0.8,31.8,67.4
E00053738,0.7,16.4,82.9
E00053739,3.9,27.7,68.4
E00053740,1.4,54.8,43.8
E00053741,1.1,23,75.9
E00054078,4.6,21.1,74.3
E00054084,4.3,34.6,61.1
E00054088,7,41.1,51.9
E00054108,5.1,19.1,75.7
E00054114,5,29.4,65.7
E00054734,2.3,17.8,79.9
E00054737,2.7,15.1,82.2
E00054738,7.6,15.2,77.3
E00054740,5.2,15.5,79.4
E00140249,0.7,38,61.3
E00140250,0,24.8,75.2
E00140251,4.5,29.5,65.9
E00140252,2.1,22.9,75
E00140253,2.4,27.7,69.9
E00140254,2.9,35.1,62
E00140255,3.7,17.3,79
E00140256,1,40.2,58.8
E00140257,4.4,17.7,77.8
E00140258,4.1,20.5,75.4
E00140259,0.9,37.4,61.7
E00140260,7.7,14.3,78
E00140261,5.9,18.8,75.2
E00140283,2.6,32.5,64.9
E00140284,2.8,27.3,69.9
E00140285,4.7,18.8,76.5
E00140286,2.7,18.2,79.1
E00140287,2.3,27.8,69.9
E00140288,2.6,32.2,65.2
E00140289,1.5,25.2,73.3
E00140308,1.6,46.5,51.9
E00140309,3.9,53.1,43
E00140310,0,18.4,81.6
E00140311,3.7,24.3,72.1
E00140312,3.9,22.7,73.4
E00140313,1.7,31.7,66.7
E00140314,2.1,26.4,71.4
E00140315,2.1,25.7,72.1
E00140316,3.1,22.7,74.2
E00140317,1.5,21.1,77.4
E00140318,2.9,32.1,65
E00140319,5,50.4,44.6
E00140320,0.8,29.8,69.5
E00140400,4.3,45.3,50.4
E00140401,2.3,38,59.7
E00140402,3,36.6,60.4
E00140403,9.7,20.4,69.9
E00140409,3.6,40.8,55.6
E00140410,1.3,46.2,52.5
E00140411,4,39.2,56.8
E00140412,0.8,20.2,79
E00140413,3.8,11.4,84.8
E00140417,2.4,18.2,79.4
E00140418,2.8,25.7,71.5
E00140419,3.1,24,72.9
E00140420,5.1,18.2,76.6
E00140421,1.9,31.9,66.2
E00140422,2.3,27.7,70
E00140423,0.9,33.3,65.8
E00140424,2.5,29.4,68.1
E00140425,2.1,62.9,35
E00140426,5.4,10.7,83.9
E00140427,0.7,15.7,83.6
E00140428,1.4,41.8,56.8
E00140437,4.7,23.4,71.9
E00140438,3.5,31,65.5
E00140439,0,36.6,63.4
E00140440,0,38.4,61.6
E00177768,2.9,15.9,81.2
E00177787,1.7,48.3,50
E00177806,1.8,21.8,76.4
E00177809,4.8,36.1,59
E00177815,4.3,35.1,60.6
E00177817,7.5,38.3,54.1
E00177836,0.8,27.8,71.4
E00177854,4,19.3,76.7
E00177863,0,17.5,82.5
