geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00053700,15,48.7,18.8,17.5
E00053701,43.1,35.4,8.5,13.1
E00053702,29.9,34.3,15.3,20.4
E00053703,53.7,17.6,9.3,19.4
E00053704,32.9,38.1,14.2,14.8
E00053705,54,32.8,5.8,7.3
E00053707,39.6,36,13.7,10.8
E00053708,32,37.7,17.2,13.1
E00053709,27.9,46.9,14.3,10.9
E00053710,31.2,39.2,13.6,16
E00053711,40.4,38.2,8.1,13.2
E00053712,58.3,27.3,8.6,5.8
E00053713,35.6,32.6,12.9,18.9
E00053714,52.3,33.6,9.4,4.7
E00053715,26.4,40,17.6,16
E00053716,32.4,40.5,16.2,10.8
E00053717,29.6,40,11.9,18.5
E00053718,17.5,52.4,14,16.1
E00053721,21.5,40.7,19.3,18.5
E00053722,47.7,28.1,10.2,14.1
E00053725,22.6,51.6,17.7,8.1
E00053727,38.5,35.1,13.5,12.8
E00053728,21.5,38.5,16.3,23.7
E00053729,27.7,34.8,15.5,21.9
E00053730,35.3,34.5,16,14.3
E00053731,32.2,34.7,20.7,12.4
E00053732,14.7,50.3,20.3,14.7
E00053734,40,31.3,15.7,13
E00053735,38.6,26.1,15.9,19.3
E00053737,31.3,45.8,13,9.9
E00053738,17,46.9,17,19
E00053739,27.9,27.9,20.1,24
E00053740,55.3,30.1,6.4,8.2
E00053741,23.3,47.7,16.3,12.8
E00054078,21.1,33.9,13.8,31.2
E00054084,34.4,40.4,9.8,15.3
E00054088,41.4,18.8,14.8,25
E00054108,18.8,45.7,14.5,21
E00054114,29.9,43.3,12.4,14.4
E00054734,17.5,37.3,24.9,20.3
E00054737,13.7,57.5,11,17.8
E00054738,13.8,49.2,15.4,21.5
E00054740,15.5,42.3,22.7,19.6
E00140249,38.7,47.4,8,5.8
E00140250,24.8,41.6,15.2,18.4
E00140251,29.5,45.5,9.8,15.2
E00140252,22.6,41.1,16.4,19.9
E00140253,27.4,27.4,16.7,28.6
E00140254,33.8,37.7,11.8,16.7
E00140255,17.3,37,18.5,27.2
E00140256,40.2,26.5,22.5,10.8
E00140257,17.8,49,12.1,21
E00140258,20.5,48.4,16.4,14.8
E00140259,38.1,42.9,10.5,8.6
E00140260,17.4,47.8,16.3,18.5
E00140261,18.8,41.1,18.8,21.3
E00140283,33.8,31.8,14.9,19.6
E00140284,26.6,34.1,16.8,22.4
E00140285,18.5,47.7,12.6,21.2
E00140286,18.2,50,17.6,14.2
E00140287,28.6,39.1,16.5,15.8
E00140288,32.5,34.2,17.9,15.4
E00140289,24.8,42.1,13.5,19.5
E00140308,45.9,30.1,10.4,13.7
E00140309,52.4,28.6,10.3,8.7
E00140310,19,38.7,21.9,20.4
E00140311,24.6,39.6,15.7,20.1
E00140312,23.3,34.9,21.7,20.2
E00140313,31.7,34.2,15,19.2
E00140314,26.6,45.5,11.9,16.1
E00140315,25.9,32.4,9.4,32.4
E00140316,23.5,49.2,9.8,17.4
E00140317,21.3,45.2,15.2,18.3
E00140318,32.8,41.6,9.5,16.1
E00140319,51.9,25.9,11.1,11.1
E00140320,30,40.8,16.2,13.1
E00140400,47.3,33,10.7,8.9
E00140401,38,33.3,17.8,10.9
E00140402,36.3,28.9,14.8,20
E00140403,20,28.7,20.9,30.4
E00140409,40.1,38.4,10.5,11
E00140410,45.6,33.1,10.6,10.6
E00140411,40.2,38.5,9,12.3
E00140412,21.2,37.3,19.5,22
E00140413,12,33.5,20.9,33.5
E00140417,18.5,47.6,14.9,19
E00140418,25,33.8,18.9,22.3
E00140419,24.2,47.7,10.9,17.2
E00140420,18.4,44.1,15.4,22.1
E00140421,31.9,27.1,18.8,22.2
E00140422,27.7,27.7,20,24.6
E00140423,33.3,27.9,18.9,19.8
E00140424,29.1,44.4,14.5,12
E00140425,63.3,23.7,7.9,5
E00140426,10.9,40,23.6,25.5
E00140427,16.9,45.6,19.1,18.4
E00140428,40.1,35.2,14.1,10.6
E00140437,23.1,46.2,12.3,18.5
E00140438,31.7,36.5,15,16.8
E00140439,36.2,41,11.2,11.7
E00140440,39.6,33.1,15.6,11.7
E00177768,16,44.4,17.2,22.5
E00177787,47.5,26.3,16.9,9.3
E00177806,21.1,35.1,19.3,24.6
E00177809,36.9,33.3,7.1,22.6
E00177815,35.2,34.1,15.4,15.4
E00177817,38,28.5,10.2,23.4
E00177836,28.7,44.1,17.6,9.6
E00177854,19.5,30.5,21.8,28.2
E00177863,17.5,37.6,21.8,23.1
