geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00053700,89.3,7.6,3.1
E00053701,75.7,20,4.3
E00053702,83.4,12.5,4.1
E00053703,66,23.3,10.7
E00053704,85.2,11.6,3.3
E00053705,78.6,16.2,5.2
E00053707,84.8,10.3,5
E00053708,76.2,17.1,6.7
E00053709,88.2,9.3,2.6
E00053710,80.6,16.2,3.2
E00053711,81.8,13.4,4.8
E00053712,77.6,15.5,6.9
E00053713,82.6,13.4,4
E00053714,78.6,15.9,5.6
E00053715,84.1,11.4,4.5
E00053716,77.7,16.1,6.1
E00053717,72.7,12.3,15
E00053718,80.5,12.5,7
E00053721,83.8,12.3,3.9
E00053722,80.9,15.5,3.6
E00053725,82.5,14.1,3.4
E00053727,77.3,18.3,4.4
E00053728,88.3,7.8,3.9
E00053729,85.7,11.9,2.4
E00053730,79.3,16.4,4.3
E00053731,80.3,7.8,11.9
E00053732,87.4,10.6,2
E00053734,82.1,15,3
E00053735,84.4,11.3,4.2
E00053737,80.9,13.7,5.3
E00053738,77.8,18.8,3.4
E00053739,88.8,10.2,1
E00053740,83.7,10.9,5.4
E00053741,80.4,15.3,4.2
E00054078,79.6,15.6,4.8
E00054084,82.2,13.2,4.6
E00054088,72,18,10
E00054108,83.4,14.3,2.3
E00054114,86.9,9.7,3.4
E00054734,86.6,11.1,2.3
E00054737,85.1,12.1,2.9
E00054738,79.3,16.6,4.1
E00054740,88.8,8.8,2.4
E00140249,76.3,16.1,7.6
E00140250,81.3,13.5,5.2
E00140251,87.3,9.9,2.8
E00140252,79.9,16.1,3.9
E00140253,83.3,11.9,4.8
E00140254,87.9,9,3.1
E00140255,89,8.3,2.8
E00140256,80,16.3,3.7
E00140257,89.1,8.3,2.6
E00140258,87.5,8.2,4.3
E00140259,83.6,11.4,5
E00140260,86.9,10.8,2.3
E00140261,91.9,6.1,2
E00140283,84.8,12,3.2
E00140284,89.9,9.4,0.8
E00140285,86.6,11,2.5
E00140286,87.5,9.4,3.1
E00140287,84.4,10.9,4.6
E00140288,81.2,11.2,7.7
E00140289,86.5,10.9,2.6
E00140308,76.1,15.8,8.2
E00140309,58.4,27.4,14.2
E00140310,92.6,6.5,0.9
E00140311,83.4,13.4,3.1
E00140312,82.2,14,3.8
E00140313,81.6,11.9,6.5
E00140314,86.1,10.5,3.4
E00140315,88.6,9.5,1.9
E00140316,84.3,11.7,4
E00140317,88.3,9.4,2.3
E00140318,82.9,13.4,3.8
E00140319,72.6,16.7,10.6
E00140320,87.1,10.5,2.4
E00140400,68.8,21.6,9.6
E00140401,70.5,19.9,9.6
E00140402,80.6,15.1,4.3
E00140403,83.8,11.1,5.1
E00140409,81.5,14.2,4.2
E00140410,75.1,17.3,7.6
E00140411,77.8,14,8.2
E00140412,82.7,12.3,5
E00140413,85.1,10.5,4.4
E00140417,81.4,16.8,1.8
E00140418,82,13.1,4.9
E00140419,86.9,10.3,2.8
E00140420,88,10,2
E00140421,78.6,18,3.4
E00140422,81.5,12.8,5.7
E00140423,89.1,8.5,2.3
E00140424,77.8,16.3,6
E00140425,64.8,20.8,14.4
E00140426,90.9,5.2,3.9
E00140427,85.5,11.2,3.3
E00140428,82.2,12.1,5.6
E00140437,90,7.3,2.7
E00140438,86,12.6,1.3
E00140439,83.9,13.4,2.6
E00140440,87.2,9.9,3
E00177768,90.3,8.1,1.7
E00177787,87.3,7.9,4.8
E00177806,92.9,7.1,0
E00177809,87.9,7.7,4.4
E00177815,87.7,10.8,1.5
E00177817,75.5,15.4,9.1
E00177836,71.7,17.8,10.5
E00177854,90,7.8,2.1
E00177863,86,10.1,3.9
