geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00088773,3.8,36.2,39.2,20.8
E00088775,4.3,26.5,35,34.2
E00118604,6.6,31.4,44.5,17.5
E00118605,13.8,49.2,26.2,10.8
E00118607,44.7,41.2,9.6,4.4
E00118610,15.6,32,38.3,14.1
E00118611,14.2,39.2,36.7,10
E00118612,19.3,45.1,30.5,5.2
E00118613,2.5,42.6,38.5,16.4
E00118614,8.5,35.7,36.4,19.4
E00118615,26.7,34.4,29.8,9.2
E00118616,20.6,51.1,22.7,5.7
E00118618,10.6,33.6,37.2,18.6
E00118619,26.9,34.5,24.8,13.8
E00118620,24.8,42,22.3,10.8
E00118621,10.9,35.8,35,18.2
E00118622,10.3,45.2,31.7,12.7
E00118623,28.2,38.2,23.7,9.9
E00118624,29.6,45.9,15.6,8.9
E00118625,9.4,31.9,42.8,15.9
E00118626,14.1,39.4,31,15.5
E00118627,7.3,45.7,37.1,9.9
E00118628,14.7,39.9,30.1,15.4
E00118629,12.2,43.6,35.9,8.3
E00118630,19.4,35.5,31.5,13.7
E00118631,17.5,40.8,31.7,10
E00118632,32.2,42.1,20.7,5
E00118633,14,42.6,29.5,14
E00118634,13.2,29.9,42.4,14.6
E00118635,15.3,40.5,36.2,8
E00118636,24.1,37.9,28.4,9.5
E00118637,41.1,41.9,11.6,5.4
E00118646,5.5,31,46.5,17
E00118647,19.8,44.8,29.7,5.8
E00118650,4.4,45.2,36.3,14.1
E00118651,15.4,53.8,24.3,6.5
E00118653,3.6,35.8,41.6,19
E00118654,17.9,50.8,25.2,6.1
E00118655,32.5,39,27.9,0.6
E00118661,5.8,30.8,48.1,15.4
E00118663,7.5,39.6,35.2,17.6
E00118665,4.5,30.3,36.4,28.8
E00118666,2.3,22.7,53,22
E00118667,11.5,36.1,36.9,15.6
E00118668,23.9,35.8,26.9,13.4
E00118669,16.9,47.8,23.5,11.8
E00118670,43.6,40.6,11.3,4.5
E00118671,26.1,35.5,25.4,13
E00118672,12.6,26.9,43.7,16.8
E00118673,15.5,37.9,33.6,12.9
E00118674,18.7,32.5,32.5,16.3
E00118675,14,41.9,38.2,5.9
E00118676,6.3,34.4,41.4,18
E00118677,18.8,36.2,31.2,13.8
E00118678,17.2,35.2,33.6,14.1
E00118679,8.6,38.2,36.8,16.4
E00118680,10.7,37.9,40,11.4
E00118681,15.9,33.8,33.1,17.2
E00118682,10.9,39.8,39.1,10.2
E00118683,23.3,42.1,26.3,8.3
E00118684,27.3,40.3,25.2,7.2
E00118739,0,13.3,48.4,38.3
E00118740,4.7,32,44.5,18.8
E00118741,4.5,27.8,47.4,20.3
E00118742,2.5,23.1,40.5,33.9
E00118743,3,23.9,44.8,28.4
E00118766,15.3,39.8,33.9,11
E00118767,7.7,46.5,31.7,14.1
E00118768,4.4,49.6,35.8,10.2
E00118769,25.6,51.9,20.2,2.3
E00118770,3.8,53.1,32.3,10.8
E00118771,10.2,37.3,35.6,16.9
E00118772,6.4,31.9,43.3,18.4
E00118773,5.8,32.8,43.8,17.5
E00118774,10.9,51.4,29.7,8
E00118775,29.3,35.8,26,8.9
E00118776,7.2,48.2,32.4,12.2
E00118777,10.1,42.6,35.1,12.2
E00118778,3.7,29.6,42.2,24.4
E00118779,10.6,45.5,37.4,6.5
E00118780,24,45.2,21.9,8.9
E00118781,8.5,46.5,33.1,12
E00118782,25.3,45.5,23.4,5.8
E00118783,6.3,37.3,44.4,11.9
E00118784,15.2,39.2,32.8,12.8
E00118785,3.7,28.4,45.9,22
E00118786,9.2,32.8,38.2,19.8
E00118787,32.1,40.3,21.6,6
E00118788,15.3,39.7,33.6,11.5
E00118789,14.5,43.5,32.3,9.7
E00118790,20.1,29.1,38.8,11.9
E00118791,5.9,25,51.5,17.6
E00118792,12.4,46.7,31.4,9.5
E00118793,17.2,41.4,28.9,12.5
E00118794,15.7,44.9,28.3,11
E00118795,7.9,35.4,44.1,12.6
E00118796,15.5,40.8,34.5,9.2
E00118797,23.8,40.2,24.6,11.5
E00118798,14.3,52.9,26.9,5.9
E00118799,18.2,43,32.2,6.6
E00118800,20.8,44.6,24.6,10
E00118801,23.2,40.6,26.1,10.1
E00118802,15.9,40.9,28.8,14.4
E00118803,5.2,45.5,38.8,10.4
E00118804,33.1,41.3,17.4,8.3
E00118805,13.2,35.5,32.2,19
E00118806,11.8,42,29.6,16.6
E00118807,26.2,36.9,27,9.9
E00118808,14.8,32,39.1,14.1
