geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00088773,16.2,41.9,8.5,31.2,2.3
E00088775,11.8,42.6,5.9,37.6,2.1
E00118604,14.6,42.2,9.2,29.4,4.6
E00118605,10,49.4,6,33.5,1.2
E00118607,35.1,37.4,5.3,20.5,1.8
E00118610,22.5,46.9,6.5,21.5,2.5
E00118611,20.1,46.9,4.2,23.8,5
E00118612,14.5,49.1,2.8,31.1,2.5
E00118613,11.2,45.4,9.2,29.9,4.4
E00118614,16.1,46.5,5.9,29.4,2.1
E00118615,18.4,47,4.7,27.4,2.6
E00118616,33.6,39.1,6.8,18.7,1.7
E00118618,20.2,38.7,6.9,30.2,4
E00118619,30.4,43.6,4.6,19.3,2.1
E00118620,25.6,39.9,7,25.3,2.2
E00118621,19.2,44.7,4,28.1,4
E00118622,12.9,47.2,6,30.2,3.6
E00118623,22.3,51.7,5.4,19,1.7
E00118624,29.1,41.4,5.7,20.3,3.5
E00118625,18.4,46.8,5.7,26.6,2.5
E00118626,20,45.2,7.5,22.3,4.9
E00118627,16.6,45.3,7.2,29.1,1.9
E00118628,18,52.5,5.1,21.4,3.1
E00118629,13.8,48.4,5.8,28.8,3.2
E00118630,19.8,44.7,6.7,26.1,2.8
E00118631,23.1,40.9,7.7,23.9,4.5
E00118632,14.4,43.3,5,37.3,0
E00118633,22.8,47.1,5.1,22.1,2.9
E00118634,15.8,45.6,8.1,28.5,2
E00118635,15.5,42.3,4.1,36.9,1.3
E00118636,20.5,51.8,2.3,23.6,1.8
E00118637,25,46.5,4,20,4.5
E00118646,9,35.8,3.3,49.9,2
E00118647,16.3,40.8,3.1,36,3.8
E00118650,7.3,41.6,4.6,45.4,1.1
E00118651,10.4,43.3,3.9,41.4,1
E00118653,7.6,42.4,5.5,41.4,3.1
E00118654,8.5,38.3,4,46.1,3.1
E00118655,19.8,38.3,6.3,32.4,3.2
E00118661,11.8,32.4,3.9,51,1
E00118663,13.8,44.1,3,37.5,1.6
E00118665,7.1,31.9,5,53.9,2.1
E00118666,9.9,28.7,4.6,55.3,1.4
E00118667,15.4,50.2,5.5,28.6,0.4
E00118668,23.2,43.7,4.6,24.8,3.6
E00118669,20.4,45.8,2.5,28.2,3.1
E00118670,27.9,45.7,7.3,15.5,3.7
E00118671,26.4,40.8,6.5,24.7,1.7
E00118672,14.3,48.8,6.1,26.6,4.1
E00118673,21.3,50.2,4.8,21.7,2
E00118674,24.1,41,5.6,24.4,4.9
E00118675,18.6,56.4,3.9,19.9,1.3
E00118676,15.5,41.3,3.3,37,3
E00118677,11.8,53.7,3.3,29.4,1.8
E00118678,13.2,49.2,6.6,28.3,2.7
E00118679,15.7,41.2,7.5,34.3,1.3
E00118680,17.9,47,5.4,26.2,3.5
E00118681,14.5,49.2,5.1,28.3,2.9
E00118682,14.9,44.4,6.5,31.4,2.7
E00118683,22.3,45.7,5.5,23,3.5
E00118684,27,45.3,6.3,18.4,3.1
E00118739,12.8,32.6,3,50.7,0.9
E00118740,5.9,39.7,6.6,45.2,2.6
E00118741,11.7,30.6,2.8,52.7,2.1
E00118742,9.1,40.6,2.5,46,1.8
E00118743,3.9,32.5,4.3,56.4,3
E00118766,10.8,35.2,4.7,46,3.3
E00118767,6.2,40.6,2.9,48.2,2.2
E00118768,8.2,36.3,3,50.9,1.5
E00118769,19,30.8,5.2,41.2,3.8
E00118770,6.1,38.1,2.9,51.2,1.6
E00118771,13.1,47.6,5.2,32.1,2
E00118772,6,43.5,2.7,46.5,1.3
E00118773,4.9,34.5,4.2,56.3,0
E00118774,10.5,36.4,2.9,46.4,3.8
E00118775,12.9,45.9,5.7,33.5,1.9
E00118776,10.9,42.3,3.5,41.9,1.4
E00118777,8.3,39.9,4,44.6,3.2
E00118778,9.3,39.5,3.4,46.3,1.5
E00118779,9.9,36.2,6.5,42.2,5.2
