areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00071220,88.3,7.3,0.8,0.7,2.9
E00071221,80.6,11.9,2.2,2.2,3.1
E00071222,90.9,7.5,1.2,0.4,0
E00071223,91.7,6.1,0.6,0,1.5
E00071224,84,7.8,2.7,3.4,2
E00071225,92.3,6.7,0,0,1
E00071226,83.4,9.1,1.7,0.4,5.4
E00071227,85.6,11.7,1.3,0,1.3
E00071228,82,13.9,0.8,3.4,0
E00071231,82.7,12.1,2.3,1,2
E00071270,98.5,1.5,0,0,0
E00071271,71.4,10.7,2.2,8.9,6.7
E00071272,89.7,4.9,1.4,0.5,3.5
E00071273,77,9.6,4.5,4.8,4.1
E00071274,91.7,6.6,0.9,0.4,0.4
E00071275,85.5,8.6,1.2,2.3,2.3
E00071276,69.6,12.4,3.6,8.5,5.9
E00071277,60.8,20.3,7.9,6.6,4.4
E00071278,67.9,15.7,3.4,6,7
E00071279,61.5,17.8,6.3,5.7,8.6
E00071280,96.6,3.4,0,0,0
E00071352,92.3,4.9,2.8,0,0
E00071353,93.2,6.1,0.7,0,0
E00071354,91,7.6,1.4,0,0
E00071355,84.4,5,4.1,3.2,3.2
E00071356,90.7,5.1,2.2,0.9,1.1
E00071357,93.1,4.9,1,1,0
E00071358,91.5,5.7,2.8,0,0
E00071360,96.5,2.8,0.7,0,0
E00071369,95.7,3.9,0,0,0.4
E00071370,94.9,4,0,1.1,0
E00071371,95.5,2.6,1.5,0.4,0
E00071376,88.1,6.4,1.3,4.2,0
E00071377,92.4,4.5,2,1.1,0
E00071382,98.7,1,0.3,0,0
E00071383,96.1,2.9,0.6,0,0.3
E00071384,98.3,1.7,0,0,0
E00071385,97.5,2.5,0,0,0
E00071386,94.7,2.7,1.7,0.3,0.7
E00071387,98.3,1.7,0,0,0
E00071390,97,1.6,0.8,0.5,0
E00071391,97.1,2.9,0,0,0
E00071392,92.8,4,1.8,0.7,0.7
E00071394,75,9.1,10.6,3,2.3
E00071395,77.4,6.4,8.3,5.6,2.3
E00071396,68,14.9,8.4,4,4.7
E00071397,75.8,7.6,7.9,4.3,4.3
E00071399,73.6,10.7,5.9,6.9,2.9
E00071402,76.8,15.2,4.8,1.6,1.6
E00071404,80.5,10.2,4.9,2,2.4
E00071405,77.1,16.4,1.5,3.1,1.9
E00071406,78.3,11,5,4.7,1
E00071407,62.5,18.3,9.6,5.4,4.2
E00071408,75.2,15.6,5.1,3.1,1
E00071409,80.7,7.7,8.7,1.9,1
E00071410,65.4,14.1,8.5,5.6,6.5
E00071411,72.2,11.8,10.5,4.4,1
E00071412,67.6,16.2,7.2,5.4,3.6
E00071413,95.8,3.7,0.5,0,0
E00071415,90.7,5.7,1.5,1.9,0.2
E00071416,89.5,9.8,0,0,0.7
E00071417,87.3,8.1,2.1,2.1,0.3
E00071418,89.5,8.2,0.8,0.3,1.3
E00071419,76,8.9,7.5,6.2,1.4
E00071420,95.4,3.6,1.1,0,0
E00071421,80.8,9.7,2.9,2.4,4.1
E00071422,89,5.5,1.9,3.6,0
E00071423,91.7,6.5,1.6,0.3,0
E00071424,76.4,12.4,6.6,3.7,0.8
E00071425,84.5,9.5,2.8,2.1,1.1
E00071426,69.7,11,10.7,3.7,5
E00071429,92.5,6.8,0.7,0,0
E00071430,94.8,4.5,0,0,0.7
E00071431,87.1,5,5,2.2,0.6
E00071432,86,6.1,2.4,4.1,1.4
E00071433,83.8,7.6,2.3,3.6,2.6
E00071434,78,9.8,5,5.2,2
E00071436,87,9.3,3.1,0,0.6
E00071437,64.5,10.2,10.2,12.7,2.4
E00071458,83.9,7.7,4,3.3,1.1
E00071459,88.5,6.1,1.1,3.2,1.1
E00071461,93.7,4.6,1.4,0,0.4
E00071594,91,3.3,2.5,2.9,0.4
E00071595,93.6,5,0.6,0.9,0
E00071596,97,2.6,0,0,0.4
E00071597,94.4,3.6,0.8,0.8,0.4
E00071598,91.1,4.3,2.7,1.9,0
E00071599,87.3,7.1,3,2.2,0.4
E00071600,95.2,0.3,0.3,3.6,0.6
E00071601,89.5,5.8,1.9,2.7,0
E00071602,90.9,6.6,0,1,1.4
E00071640,94.6,5,0.4,0,0
E00071641,94.8,3.7,0.7,0.7,0
E00071642,97.3,1.9,0,0.8,0
E00071643,93.2,4.6,0.8,1.1,0.4
E00071644,95.5,3.6,0.6,0,0.3
E00071645,87.8,4.6,2.1,2.1,3.3
E00071646,91.5,4.9,0.9,2.7,0
E00071647,93.5,5,0.3,1.2,0
E00071648,96,3.3,0,0.7,0
E00071649,89.2,6.3,2.1,1.4,1
E00071702,98.2,1.5,0.4,0,0
E00071703,95.6,4.4,0,0,0
E00071704,94.8,5.2,0,0,0
E00071705,92.7,5,0.8,0.4,1.1
E00071706,96.9,3.1,0,0,0
E00071707,94.7,3.6,0.7,1,0
