areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00071220,91,6.9,2.1
E00071221,84.8,11.7,3.5
E00071222,77.6,14.9,7.5
E00071223,78.8,16,5.2
E00071224,71.2,18,10.8
E00071225,89.2,7.5,3.3
E00071226,86.3,10.8,2.9
E00071227,88.3,8,3.7
E00071228,75.8,18.5,5.7
E00071231,78.3,15.8,6
E00071270,80.8,15.8,3.4
E00071271,63.2,22.4,14.3
E00071272,83.7,13.6,2.7
E00071273,77.1,16.8,6.2
E00071274,72.4,15.8,11.8
E00071275,73.4,18.4,8.2
E00071276,73.1,15,11.9
E00071277,84.7,9.6,5.7
E00071278,76.4,17.3,6.3
E00071279,78.7,15,6.3
E00071280,80.1,12.8,7.1
E00071352,85.6,12.6,1.8
E00071353,72.2,21.4,6.4
E00071354,73.8,18.6,7.6
E00071355,80.3,13.8,6
E00071356,85.8,11.1,3.1
E00071357,76.8,19.2,3.9
E00071358,47.2,34.9,17.9
E00071360,76,21.2,2.8
E00071369,78.4,14.7,6.9
E00071370,85.3,9,5.6
E00071371,86.4,9.6,4
E00071376,76.2,15.3,8.5
E00071377,79.2,16,4.8
E00071382,75.8,13.8,10.4
E00071383,82.5,12,5.5
E00071384,75.4,17.5,7.2
E00071385,79.3,16.9,3.8
E00071386,62.2,24.4,13.4
E00071387,80.9,13.5,5.7
E00071390,84.4,12,3.6
E00071391,84.1,12.7,3.2
E00071392,89.8,6.2,4
E00071394,69.7,12.9,17.4
E00071395,75.6,16.5,7.9
E00071396,79.9,15.5,4.6
E00071397,78.1,12.9,8.9
E00071399,79.5,11.4,9
E00071402,82.2,11.5,6.3
E00071404,75.6,16.7,7.7
E00071405,79.4,14.7,5.9
E00071406,73.3,18.7,8
E00071407,75.1,13.2,11.7
E00071408,80.9,11.9,7.2
E00071409,66,17.2,16.7
E00071410,77.4,13.8,8.9
E00071411,82.5,10.5,6.9
E00071412,68.2,20.6,11.2
E00071413,85.3,8.9,5.8
E00071415,86.4,9.8,3.8
E00071416,84.2,13.3,2.5
E00071417,73.5,18.4,8.1
E00071418,84.2,13.2,2.6
E00071419,64.3,24.5,11.2
E00071420,75.7,18.6,5.7
E00071421,77.6,15.3,7.1
E00071422,74.4,15.5,10
E00071423,76.3,13.7,10.1
E00071424,76.8,11.2,12
E00071425,83.9,10.8,5.4
E00071426,83.1,11.3,5.6
E00071429,75.4,19.8,4.8
E00071430,78.3,15.7,6
E00071431,76.7,16.4,6.9
E00071432,66.7,18.6,14.8
E00071433,56.9,27.3,15.8
E00071434,82,11.6,6.4
E00071436,71.1,17.7,11.2
E00071437,75.8,15.2,9.1
E00071458,76.8,17.3,5.9
E00071459,70.1,17.6,12.2
E00071461,69.8,16.5,13.7
E00071594,72.8,17.6,9.6
E00071595,68.4,23.4,8.2
E00071596,76.9,17.5,5.6
E00071597,80.2,15.9,4
E00071598,76.4,17.4,6.2
E00071599,81,13.8,5.2
E00071600,80.3,14.5,5.2
E00071601,79.7,12.9,7.4
E00071602,64.5,23.7,11.8
E00071640,82.4,10.7,7
E00071641,84.8,11.5,3.7
E00071642,77.4,16.9,5.7
E00071643,77.2,17.1,5.7
E00071644,86.7,10,3.3
E00071645,83.3,12,4.6
E00071646,85.7,11.6,2.7
E00071647,84.4,12.4,3.2
E00071648,83.8,9.9,6.3
E00071649,79.7,14,6.3
E00071702,79.4,13.6,7
E00071703,78.7,16.7,4.7
E00071704,75.5,19.7,4.8
