areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00071220,56.5,43.5
E00071221,62.8,37.2
E00071222,65.8,34.2
E00071223,51,49
E00071224,47.1,52.9
E00071225,54.4,45.6
E00071226,50.5,49.5
E00071227,65.8,34.2
E00071228,62.9,37.1
E00071231,41.3,58.7
E00071270,61,39
E00071271,24.2,75.8
E00071272,58,42
E00071273,47.2,52.8
E00071274,44.4,55.6
E00071275,37,63
E00071276,29.4,70.6
E00071277,48.5,51.5
E00071278,38.4,61.6
E00071279,48.7,51.3
E00071280,69.9,30.1
E00071352,57.9,42.1
E00071353,46.7,53.3
E00071354,61.1,38.9
E00071355,23.6,76.4
E00071356,52.1,47.9
E00071357,51.9,48.1
E00071358,25,75
E00071360,43.7,56.3
E00071369,48.5,51.5
E00071370,66.2,33.8
E00071371,65.9,34.1
E00071376,40.7,59.3
E00071377,46,54
E00071382,50.2,49.8
E00071383,50.9,49.1
E00071384,46.7,53.3
E00071385,62.9,37.1
E00071386,50,50
E00071387,58.7,41.3
E00071390,58.4,41.6
E00071391,59.5,40.5
E00071392,52.7,47.3
E00071394,36.5,63.5
E00071395,44.3,55.7
E00071396,40.8,59.2
E00071397,38.1,61.9
E00071399,30.2,69.8
E00071402,44.3,55.7
E00071404,46,54
E00071405,55,45
E00071406,31.7,68.3
E00071407,41.2,58.8
E00071408,43.8,56.2
E00071409,24.6,75.4
E00071410,42,58
E00071411,44.9,55.1
E00071412,32.6,67.4
E00071413,56.4,43.6
E00071415,52.4,47.6
E00071416,66.7,33.3
E00071417,31.1,68.9
E00071418,56.9,43.1
E00071419,34.1,65.9
E00071420,49,51
E00071421,43.8,56.2
E00071422,44.4,55.6
E00071423,40.4,59.6
E00071424,31,69
E00071425,48.9,51.1
E00071426,39.9,60.1
E00071429,46.5,53.5
E00071430,57.7,42.3
E00071431,36.5,63.5
E00071432,39,61
E00071433,15.2,84.8
E00071434,35.3,64.7
E00071436,42.4,57.6
E00071437,18.6,81.4
E00071458,35.8,64.2
E00071459,39.3,60.7
E00071461,45.7,54.3
E00071594,44,56
E00071595,42.4,57.6
E00071596,52.8,47.2
E00071597,55.5,44.5
E00071598,49.1,50.9
E00071599,46,54
E00071600,61.6,38.4
E00071601,28.4,71.6
E00071602,44.4,55.6
E00071640,42.9,57.1
E00071641,51.5,48.5
E00071642,47.1,52.9
E00071643,43.5,56.5
E00071644,63.2,36.8
E00071645,43.9,56.1
E00071646,60.1,39.9
E00071647,64.5,35.5
E00071648,54.2,45.8
E00071649,48,52
E00071702,63.4,36.6
E00071703,62.8,37.2
E00071704,56.1,43.9
E00071705,59.3,40.7
E00071706,49.8,50.2
E00071707,58.3,41.7
E00071709,60.9,39.1
E00071710,56.9,43.1
E00071711,68.6,31.4
E00071712,48,52
E00071713,51.4,48.6
E00071714,54.1,45.9
E00071715,54.5,45.5
E00071719,44.9,55.1
E00071726,39.6,60.4
E00071734,49.2,50.8
E00146991,67.1,32.9
E00146992,66.7,33.3
E00146993,59.1,40.9
E00146994,59.1,40.9
E00146995,52.8,47.2
E00146996,58.8,41.2
E00146997,60.2,39.8
E00146998,62.2,37.8
E00146999,66.2,33.8
E00147026,62.1,37.9
E00147027,49.8,50.2
E00147031,56.9,43.1
E00147032,39.2,60.8
E00147033,55.8,44.2
E00147034,57.2,42.8
E00147035,60.4,39.6
E00147036,59.3,40.7
E00147037,53.2,46.8
E00147038,55.4,44.6
E00147039,62.2,37.8
E00147045,65,35
E00147047,48.4,51.6
E00147048,43.3,56.7
E00147049,48.8,51.2
E00147051,56.8,43.2
E00147054,45.3,54.7
E00147055,41,59
E00147056,64.2,35.8
E00147057,32.6,67.4
E00147058,48.9,51.1
E00147059,55.6,44.4
E00147060,49.4,50.6
E00147062,49.3,50.7
E00147063,52.8,47.2
E00147064,26.7,73.3
E00147065,40.4,59.6
E00147066,49.9,50.1
E00147067,38.1,61.9
E00147068,50,50
E00147069,48.3,51.7
E00147070,29.9,70.1
E00147071,40.6,59.4
E00147072,49.3,50.7
E00147073,36.5,63.5
E00147074,55.7,44.3
E00147075,44.7,55.3
E00147076,45,55
E00147077,44,56
E00147078,65.9,34.1
E00147079,51.1,48.9
E00147082,56.4,43.6
E00147083,53.3,46.7
E00147084,47.5,52.5
E00147085,51.7,48.3
E00147086,55,45
E00147091,53.2,46.8
E00147093,66.2,33.8
E00147094,56.4,43.6
E00147095,52.6,47.4
E00147096,35.4,64.6
E00147097,54.1,45.9
E00147098,48,52
E00147100,56.4,43.6
E00147101,61.7,38.3
E00147104,62.9,37.1
E00147105,56.8,43.2
E00147106,61.7,38.3
E00147107,36.8,63.2
E00147109,42.3,57.7
E00147110,44.4,55.6
E00147111,62.3,37.7
E00147112,39.9,60.1
E00147113,35.4,64.6
E00147114,36.8,63.2
E00147115,58.6,41.4
E00147116,62.7,37.3
E00147117,58.6,41.4
E00147118,63.9,36.1
E00147119,53,47
E00147120,51.9,48.1
E00147121,51.4,48.6
E00147122,29.8,70.2
E00147123,39.2,60.8
E00147124,48.9,51.1
E00147125,40.9,59.1
E00147126,63,37
E00147127,45.8,54.2
E00147128,57.1,42.9
E00147129,48.6,51.4
E00147130,41.9,58.1
E00147167,65.6,34.4
E00147168,46.9,53.1
E00147170,58.6,41.4
E00147302,44.8,55.2
E00147303,55.1,44.9
E00147304,52.4,47.6
E00147305,55.3,44.8
E00147306,38.4,61.6
E00147307,33.6,66.4
E00147308,53.8,46.2
E00147309,48,52
E00147310,32.1,67.9
E00147312,30.1,69.9
E00147313,47.9,52.1
E00147314,32.4,67.6
E00147316,62.5,37.5
E00147317,53.7,46.3
E00147318,49.2,50.8
E00147319,30.2,69.8
E00147320,34.7,65.3
E00147321,28.2,71.8
E00147322,29,71
E00147323,29.2,70.8
E00147324,43.5,56.5
E00147327,57.1,42.9
E00147328,41.4,58.6
E00147329,52.5,47.5
E00147330,36.8,63.2
E00147331,52.4,47.6
E00147349,24.3,75.7
E00147350,15.5,84.5
E00147351,37.2,62.8
E00147352,33.2,66.8
E00147353,31.6,68.4
E00147354,48.6,51.4
E00147355,50.4,49.6
E00147356,39.7,60.3
E00147357,44.3,55.7
E00147358,26.7,73.3
E00147359,57.2,42.8
E00147360,45.1,54.9
E00147361,55.7,44.3
E00147362,53,47
E00147363,37.3,62.7
E00147364,39.3,60.7
E00147366,41.2,58.8
E00147367,57.1,42.9
E00147368,23.3,76.7
E00147369,52.2,47.8
E00147370,68.3,31.7
E00147371,53.3,46.7
E00147373,51.2,48.8
E00147374,21.3,78.7
E00147375,40.1,59.9
E00147376,37.6,62.4
E00147379,46.3,53.7
E00147380,42.4,57.6
E00147381,20.3,79.7
E00147383,43.9,56.1
E00147384,21.2,78.8
E00147385,35.4,64.6
E00147386,27.6,72.4
E00147387,21.9,78.1
E00147388,31.4,68.6
E00147389,45.6,54.4
E00147390,30.4,69.6
E00147391,19.5,80.5
E00147393,20.3,79.7
E00147394,39.7,60.3
E00147395,24.3,75.7
E00147396,28.4,71.6
E00147397,26.4,73.6
E00147399,38.9,61.1
E00147401,29.7,70.3
E00147402,40.4,59.6
E00147403,58.4,41.6
E00147405,58.7,41.3
E00147406,52.5,47.5
E00147407,60.3,39.7
E00147412,44.9,55.1
E00147413,53,47
E00147414,47.7,52.3
E00147415,47.3,52.7
E00147416,58.7,41.3
E00147417,52.8,47.2
E00147426,38.5,61.5
E00147427,44.8,55.2
E00147428,70.7,29.3
E00147429,63.7,36.3
E00147430,58.4,41.6
E00147431,62.8,37.2
E00147432,58.5,41.5
E00147433,58.1,41.9
E00147434,31,69
E00147435,61,39
E00147436,57.6,42.4
E00147437,66.5,33.5
E00147439,54.1,45.9
E00147440,42.6,57.4
E00147449,35.6,64.4
E00147450,41.2,58.8
E00147451,41.2,58.8
E00147452,37.8,62.2
E00147453,51.9,48.1
E00147454,49,51
E00147455,51.5,48.5
E00147456,51.6,48.4
E00147457,33.9,66.1
E00147458,37.5,62.5
E00147459,47.7,52.3
E00147460,51.2,48.8
E00147461,32.7,67.3
E00147462,30,70
E00147463,30,70
E00147464,55.3,44.7
E00147465,52.8,47.2
E00147466,56.2,43.8
E00147471,50.8,49.2
E00147472,56.8,43.2
E00147473,65.6,34.4
E00147485,55.9,44.1
E00147493,62.3,37.7
E00147499,36.2,63.8
E00147500,60.1,39.9
E00147501,46.4,53.6
E00147502,46.4,53.6
E00147503,58.2,41.8
E00147504,33.6,66.4
E00147505,25,75
E00147506,62.6,37.4
E00147507,28,72
E00147508,42.4,57.6
E00147509,25.6,74.4
E00147510,37.2,62.8
E00147511,54,46
E00147512,25,75
E00147513,39.3,60.7
E00147514,32.6,67.4
E00147515,51.7,48.3
E00147516,30.9,69.1
E00147517,42.1,57.9
E00147526,56.2,43.8
E00147528,44.3,55.7
E00147529,51.3,48.7
E00147530,53,47
E00147531,56.7,43.3
E00147532,43.3,56.7
E00147533,53.4,46.6
E00147534,66.2,33.8
E00147535,57.5,42.5
E00147536,44.4,55.6
E00147537,52.3,47.7
E00147538,38.9,61.1
E00147539,43.5,56.5
E00147540,35.4,64.6
E00147541,54.9,45.1
E00147542,47,53
E00147543,29.6,70.4
E00147544,33,67
E00147545,64.3,35.7
E00147546,68.3,31.7
E00147547,63.1,36.9
E00147549,55.1,44.9
E00147584,39,61
E00147585,21.9,78.1
E00147586,40.1,59.9
E00147587,39.9,60.1
E00147588,36,64
E00147589,34.8,65.2
E00147590,37.6,62.4
E00147591,43.1,56.9
E00147592,46.3,53.8
E00147593,44.7,55.3
E00147594,48,52
E00147595,36.8,63.2
E00147596,48.1,51.9
E00147597,39.2,60.8
E00147598,43.8,56.2
E00147599,43.9,56.1
E00147600,43.7,56.3
E00147601,42.1,57.9
E00147603,48.1,51.9
E00147611,15.7,84.3
E00147612,26.3,73.7
E00147613,57.8,42.2
E00147615,42.1,57.9
E00147616,56.4,43.6
E00147617,36.7,63.3
E00147618,52,48
E00147619,43.8,56.3
E00147620,29.6,70.4
E00147621,41.6,58.4
E00147622,46.6,53.4
E00147623,34.8,65.2
E00147625,35.9,64.1
E00147626,39.9,60.1
E00147627,21.6,78.4
E00147628,18,82
E00147629,36.2,63.8
E00147630,56,44
E00147631,31.7,68.3
E00147632,38.2,61.8
E00173097,36.1,63.9
E00173099,45.9,54.1
E00173100,35.3,64.7
E00173102,40.1,59.9
E00173105,32.2,67.8
E00173119,33.1,66.9
E00173127,59.4,40.6
E00174561,18.5,81.5
E00174562,63,37
E00174563,30.3,69.7
E00174565,67.4,32.6
E00174573,32.7,67.3
E00174575,26.2,73.8
E00174576,22.1,77.9
E00174577,47.6,52.4
E00174578,28.3,71.7
E00187158,52.3,47.7
E00187160,28.9,71.1
E00187163,45.6,54.4
E00187174,35.1,64.9
E00187189,29.3,70.7
E00187191,22,78
E00187197,37.4,62.6
E00187198,43.6,56.4
E00187199,60.7,39.3
E00187200,46.3,53.7
E00187203,34.4,65.6
E00187204,38.4,61.6
E00187210,39.5,60.5
E00187212,58.8,41.2
E00187214,25,75
E00187215,37,63
E00187220,13,87
E00187222,36.2,63.8
E00187229,64.7,35.3
E00187230,37.5,62.5
E00187233,31.8,68.2
E00187249,29.1,70.9
E00187250,36.4,63.6
E00187251,39.1,60.9
E00187253,32.5,67.5
E00187256,14.5,85.5
E00187258,62.7,37.3
E00187263,37.2,62.8
E00187264,51.8,48.2
E00187269,16.9,83.1
E00187270,45.7,54.3
E00187271,29.5,70.5
E00187275,33.3,66.7
E00187279,50.9,49.1
E00187281,60.3,39.7
E00187290,54.8,45.2
E00187296,22.9,77.1
E00187297,29.4,70.6
E00187300,37.4,62.6
E00187302,27.4,72.6
E00187306,32.9,67.1
E00187308,30.1,69.9
E00187310,36.8,63.2
E00187316,30.7,69.3
E00187317,49.4,50.6
E00187320,9.1,90.9
E00187322,58.1,41.9
E00187323,28.9,71.1
E00187325,67.6,32.4
E00187326,47.7,52.3
E00187328,44.9,55.1
E00187329,45,55
E00187330,48.7,51.3
E00187334,61.5,38.5
