areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00071220,94.7,2.2,1.3,1.8
E00071221,90.8,5,1.7,2.5
E00071222,95.6,0.9,0,3.5
E00071223,92,3.6,0.7,3.6
E00071224,92.2,1.9,1.3,4.5
E00071225,95.5,2.5,1,1
E00071226,92.7,2.8,0,4.6
E00071227,87.5,5.8,1,5.8
E00071228,91,2.7,0,6.3
E00071231,89.3,3.4,2,5.4
E00071270,98.9,1.1,0,0
E00071271,84.6,1.3,1.3,12.8
E00071272,97.6,0.8,0,1.6
E00071273,87,2.6,1.3,9.1
E00071274,95.1,0.8,0,4.1
E00071275,89.6,2.8,1.4,6.3
E00071276,74.2,12.4,0.6,12.9
E00071277,61.8,21.5,2.8,13.9
E00071278,72.7,16.5,0,10.8
E00071279,64.2,19.5,1.6,14.6
E00071280,96.8,1.6,0,1.6
E00071352,95.5,0.8,0.8,3
E00071353,94.1,2.5,1.7,1.7
E00071354,94,5.3,0,0.8
E00071355,88.4,2.7,0,8.9
E00071356,92.3,3.8,1.1,2.7
E00071357,95.7,3.3,0,1.1
E00071358,95.6,0,0,4.4
E00071360,98.3,0,0,1.7
E00071369,98.1,1.9,0,0
E00071370,100,0,0,0
E00071371,98.5,1,0,0.5
E00071376,94.9,1.7,0.8,2.5
E00071377,97,1.2,0,1.8
E00071382,100,0,0,0
E00071383,97.6,1.6,0,0.8
E00071384,97.1,2.9,0,0
E00071385,99.2,0.8,0,0
E00071386,96.7,1.3,0,2
E00071387,99.1,0.9,0,0
E00071390,98.1,0,0,1.9
E00071391,97.6,2.4,0,0
E00071392,99.1,0.9,0,0
E00071394,83.9,5.4,4.5,6.3
E00071395,86.1,1.6,1.6,10.7
E00071396,69.2,8.4,5.6,16.8
E00071397,85.6,0.7,2.2,11.5
E00071399,75.2,7.4,5,12.4
E00071402,81.3,9.4,4.2,5.2
E00071404,83.6,9.1,0,7.3
E00071405,81.7,7,1.7,9.6
E00071406,81.5,10.1,2.5,5.9
E00071407,68.4,12.3,0.9,18.4
E00071408,67.7,19.4,5.4,7.5
E00071409,89.7,3.4,0.9,6
E00071410,71.3,13.9,1.9,13
E00071411,65.1,17.9,3.8,13.2
E00071412,75.7,10.8,2.7,10.8
E00071413,98.5,1.5,0,0
E00071415,94.3,2.8,0.9,1.9
E00071416,90.7,7.2,0,2.1
E00071417,92.7,3.2,0,4
E00071418,93,2.8,0,4.2
E00071419,86.9,4.8,0,8.3
E00071420,95.3,1.6,0.8,2.3
E00071421,85.5,4.8,1.6,8.1
E00071422,92,1.8,1.8,4.4
E00071423,92.3,4.2,0,3.5
E00071424,82.1,6,0,12
E00071425,89.2,3.6,2.7,4.5
E00071426,80.4,3.6,6.3,9.8
E00071429,97.1,1.4,0.7,0.7
E00071430,98.4,0,1.6,0
E00071431,93.2,0.7,0.7,5.5
E00071432,89.8,3.9,1.6,4.7
E00071433,89.5,3.7,0.5,6.3
E00071434,82.9,3.8,4.3,9
E00071436,92.1,2.9,0,5
E00071437,78.9,2.8,0,18.3
E00071458,90.8,2.5,1.7,5
E00071459,90.2,1.5,2.3,6.1
E00071461,93.4,4.1,0,2.5
E00071594,93.1,0.9,0.9,5.2
E00071595,95.4,2.3,0.8,1.5
E00071596,98.3,0.8,0.8,0
E00071597,95.4,0,0.9,3.7
E00071598,95.8,0.8,0.8,2.5
E00071599,90.4,5.3,0.9,3.5
E00071600,97.8,0.7,0,1.5
E00071601,94.2,1.7,1.7,2.5
E00071602,96.1,1.6,0,2.4
E00071640,99.1,0.9,0,0
E00071641,95.8,0.8,2.5,0.8
E00071642,95.7,4.3,0,0
E00071643,94.5,0,0,5.5
E00071644,97.6,2.4,0,0
E00071645,90.6,1.7,3.4,4.3
E00071646,94.1,1.7,0.8,3.4
E00071647,99.2,0,0,0.8
E00071648,97.5,2.5,0,0
E00071649,94.9,2.5,0,2.5
E00071702,99.2,0,0,0.8
E00071703,100,0,0,0
E00071704,98.3,0.8,0,0.8
E00071705,96.4,2.6,0,1
E00071706,100,0,0,0
E00071707,96.2,2.3,0,1.5
E00071709,98.4,0.8,0,0.8
E00071710,96.7,0.8,1.6,0.8
E00071711,94,4.7,0.7,0.7
E00071712,96,2.3,0,1.7
E00071713,100,0,0,0
E00071714,96,2,0,2
E00071715,99.1,0,0,0.9
E00071719,87.3,3.7,1.5,7.5
E00071726,89.3,1.6,0.8,8.2
E00071734,91.4,3.9,0.8,3.9
E00146991,99.2,0.8,0,0
E00146992,98.2,1.8,0,0
E00146993,100,0,0,0
E00146994,98.6,1.4,0,0
E00146995,98.3,1.1,0,0.6
E00146996,98.6,1.4,0,0
E00146997,97.4,1.9,0,0.6
E00146998,99.4,0.6,0,0
E00146999,100,0,0,0
E00147026,98.4,1.1,0,0.5
E00147027,99.2,0,0,0.8
E00147031,98.4,0.8,0,0.8
E00147032,98,2,0,0
E00147033,100,0,0,0
E00147034,98.4,1.6,0,0
E00147035,98.4,0.8,0,0.8
E00147036,97.1,2.2,0.7,0
E00147037,97.1,2.9,0,0
E00147038,99.4,0,0,0.6
E00147039,98.2,0.9,0,0.9
E00147045,99.3,0.7,0,0
E00147047,99.4,0.6,0,0
E00147048,91.5,0.7,2.1,5.7
E00147049,98,0.7,0,1.3
E00147051,98.5,0,0,1.5
E00147054,91.5,1.4,0.7,6.4
E00147055,99.3,0,0,0.7
E00147056,98.5,1.5,0,0
E00147057,93.8,2.1,0,4.2
E00147058,98.1,0,1,1
E00147059,98,0,1.3,0.7
