areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00071220,5.9,24.8,41.9,27.5
E00071221,4.3,31,39.7,25
E00071222,9.8,41.1,35.7,13.4
E00071223,3.6,46,35.8,14.6
E00071224,26.6,46.1,22.7,4.5
E00071225,5,36.5,41.5,17
E00071226,14.7,49.5,28.4,7.3
E00071227,3.8,30.8,43.3,22.1
E00071228,9,37.8,38.7,14.4
E00071231,22.4,40.1,25.9,11.6
E00071270,11.8,29,35.5,23.7
E00071271,60.7,33.3,4.7,1.3
E00071272,7.3,33.1,41.1,18.5
E00071273,29.9,51.3,14.3,4.5
E00071274,23.8,47.5,21.3,7.4
E00071275,31.9,45.8,19.4,2.8
E00071276,52.3,33.5,13.1,1.1
E00071277,25.2,42.2,27.9,4.8
E00071278,33.8,46,15.1,5
E00071279,28.7,48.4,18.9,4.1
E00071280,7.2,43.2,36.8,12.8
E00071352,7.6,30.3,44.7,17.4
E00071353,17.2,46.6,22.4,13.8
E00071354,11.4,43.2,31.1,14.4
E00071355,23.9,58.4,15.9,1.8
E00071356,12,49.2,32.8,6
E00071357,18.9,42.1,30.5,8.4
E00071358,60.4,36.3,3.3,0
E00071360,9.8,48.4,28.7,13.1
E00071369,14.5,36.4,30.9,18.2
E00071370,3,30.3,34.8,31.8
E00071371,3.6,22.4,49.5,24.5
E00071376,14.5,58.1,17.9,9.4
E00071377,15.2,53.7,24.4,6.7
E00071382,3,25.6,46.6,24.8
E00071383,7,25.8,41.4,25.8
E00071384,5.2,31.3,38.1,25.4
E00071385,6.7,42.9,37,13.4
E00071386,15.8,52.6,24.3,7.2
E00071387,12.6,38.7,27.9,20.7
E00071390,6.3,26.4,42.1,25.2
E00071391,2.4,25,46.8,25.8
E00071392,5.2,27,35.7,32.2
E00071394,30.3,52.3,14.7,2.8
E00071395,25.2,48.8,22,4.1
E00071396,25.2,49.5,19.6,5.6
E00071397,21.4,53.6,18.6,6.4
E00071399,38.8,38,16.5,6.6
E00071402,17.5,46.4,26.8,9.3
E00071404,16.4,43.6,31.8,8.2
E00071405,20.9,39.1,30.4,9.6
E00071406,39.5,39.5,13.4,7.6
E00071407,40.4,36.8,16.7,6.1
E00071408,23.9,40.2,23.9,12
E00071409,37.6,44.4,14.5,3.4
E00071410,22,45,22,11
E00071411,16.2,52.4,22.9,8.6
E00071412,31.2,50.5,13.8,4.6
E00071413,4.5,29.9,37.3,28.4
E00071415,7.1,41.4,42.4,9
E00071416,5.2,17.5,50.5,26.8
E00071417,28.7,43.4,22.1,5.7
E00071418,4.8,32.4,35.9,26.9
E00071419,34.5,52.4,10.7,2.4
E00071420,14.6,40.8,33.1,11.5
E00071421,14.5,40.3,35.5,9.7
E00071422,16.5,43.5,27,13
E00071423,16.4,47.1,27.1,9.3
E00071424,30.8,47.9,17.9,3.4
E00071425,5.4,48.6,32.4,13.5
E00071426,18.8,53.6,24.1,3.6
E00071429,14.7,46.9,28.7,9.8
E00071430,13.7,45.2,32.3,8.9
E00071431,27.2,46.9,19,6.8
E00071432,32.8,47.7,14.8,4.7
E00071433,52.9,37.7,7.3,2.1
E00071434,22.3,49.3,24.6,3.8
E00071436,28.6,37.9,27.9,5.7
E00071437,52.3,36.7,11,0
E00071458,29.4,42,20.2,8.4
E00071459,22.7,50.8,18.2,8.3
E00071461,18.9,48.4,22.1,10.7
E00071594,16.4,50.9,27.6,5.2
E00071595,19.1,35.1,36.6,9.2
E00071596,9.2,43.7,33.6,13.4
E00071597,13.8,50.5,22.9,12.8
E00071598,12.7,50.8,28,8.5
E00071599,15.5,44.8,30.2,9.5
E00071600,11.7,43.1,32.1,13.1
E00071601,32.8,37.8,21,8.4
E00071602,25.2,44.1,20.5,10.2
E00071640,8.7,48.7,24.3,18.3
E00071641,5.2,38.8,41.4,14.7
E00071642,5.2,46.6,35.3,12.9
E00071643,20,44.6,23.8,11.5
E00071644,1.6,34.1,48.4,15.9
E00071645,10.3,55.2,29.3,5.2
E00071646,5.1,20.5,49.6,24.8
E00071647,2.4,22.2,48.4,27
E00071648,4.2,45,39.2,11.7
E00071649,11.1,37.6,35.9,15.4
E00071702,7.3,30.6,39.5,22.6
E00071703,5.1,43.7,29.1,22.2
E00071704,10.7,29.8,35.5,24
E00071705,4.1,26.9,44.6,24.4
E00071706,6.5,41.9,37.9,13.7
E00071707,3.8,40.8,40.8,14.6
E00071709,7.1,23.8,38.1,31
E00071710,2.5,29.8,47.1,20.7
E00071711,0,25.5,43,31.5
E00071712,8.1,34.7,41,16.2
E00071713,9.1,33.9,38.8,18.2
E00071714,12.1,34.9,36.2,16.8
E00071715,12.7,41.8,31.8,13.6
E00071719,14.8,45.9,26.7,12.6
E00071726,13.9,47.5,25.4,13.1
E00071734,19.5,41.4,28.9,10.2
E00146991,11.4,26,39.8,22.8
E00146992,12.8,28.4,39.4,19.3
E00146993,5.2,32.2,40,22.6
E00146994,7.6,41.4,36.7,14.3
E00146995,4.5,31.3,48.6,15.6
E00146996,3.5,41.5,34.5,20.4
E00146997,3.9,32,41.2,22.9
E00146998,3.8,35.2,35.2,25.8
E00146999,3.9,23.9,38.1,34.2
E00147026,2.7,26.3,46.2,24.7
E00147027,5.3,29,35.1,30.5
E00147031,14.2,38.3,25.8,21.7
E00147032,19.2,49.5,22.2,9.1
E00147033,4.3,30.2,34.5,30.9
E00147034,7,20.9,37.2,34.9
E00147035,5.7,25.2,39,30.1
E00147036,3.7,25,50,21.3
E00147037,5.9,25.5,33.3,35.3
E00147038,7,24,32.7,36.3
E00147039,7.3,21.8,43.6,27.3
E00147045,6.1,42.6,38.5,12.8
E00147047,25.3,52.5,13.9,8.2
E00147048,31.2,44.7,15.6,8.5
E00147049,25.2,47,21.2,6.6
E00147051,10,39.2,36.9,13.8
E00147054,19.1,43.3,30.5,7.1
E00147055,9.6,47.1,32.4,11
E00147056,9,41.8,40.3,9
E00147057,24.3,49.3,20.8,5.6
E00147058,20.8,52.8,17.9,8.5
E00147059,5.3,40,45.3,9.3
E00147060,11.7,40.9,32.1,15.3
E00147062,4.5,40.4,37.8,17.3
E00147063,12.6,37.2,35,15.3
E00147064,42,36.6,15.3,6.1
E00147065,26.4,45,22.5,6.2
E00147066,11.2,45.9,35.1,7.9
E00147067,17.3,39.6,34.5,8.6
E00147068,17.2,45.5,27.6,9.7
E00147069,9.6,44.8,33.6,12
E00147070,30.9,37.4,25.2,6.5
E00147071,22.3,47.5,20.1,10.1
E00147072,12.8,46.6,30.8,9.8
E00147073,31.7,43.1,19.5,5.7
E00147074,9.6,41.6,40,8.8
E00147075,15.8,44.2,33.3,6.7
E00147076,14.6,51.1,28.5,5.8
