areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00071220,19.1,1,2.4,76,1.5
E00071221,18,1.3,3.5,74.1,3.2
E00071222,7.5,1.2,1.6,89.7,0
E00071223,5.6,0.9,1.2,87,5.3
E00071224,11.8,0,4.4,82.4,1.4
E00071225,6.9,0.8,2.1,88.5,1.7
E00071226,18.5,2.9,5.3,73.3,0
E00071227,22.9,0.7,4.7,70.8,1
E00071228,13.5,3.8,1.5,75.9,5.3
E00071231,9.8,2,2,80.9,5.3
E00071270,0,0,2.5,96.6,1
E00071271,16.3,2.7,4.1,76.9,0
E00071272,9.3,1.1,2.5,87.2,0
E00071273,7.8,2.7,2.7,83.6,3.1
E00071274,2.2,3.1,2.2,92.1,0.4
E00071275,8.6,2.3,0.8,88.3,0
E00071276,28.8,6,2.1,60.3,2.9
E00071277,39.6,12,2,44.4,2
E00071278,39.5,6.8,5.8,45,2.9
E00071279,46,7.2,5.7,39.1,2
E00071280,4.9,0.4,3.4,91,0.4
E00071352,0.6,0.3,2.2,95.3,1.6
E00071353,3.9,0,0.4,95.7,0
E00071354,8.6,0,2.1,89,0.3
E00071355,5.5,3.7,0,90.8,0
E00071356,3.8,2.4,2.4,91.1,0.2
E00071357,9.8,2,0,88.2,0
E00071358,1.9,1.9,1.9,94.2,0
E00071360,2.5,0,0,97.2,0.4
E00071369,0.4,0.4,0.4,98.7,0
E00071370,0,0,0,100,0
E00071371,1.3,0.9,2.8,94.9,0
E00071376,4.3,1.7,1.3,89.8,3
E00071377,4.3,1.1,4.8,89.7,0
E00071382,0.8,0.3,2.3,96.6,0
E00071383,1.3,0.7,0.7,97.4,0
E00071384,0.3,0,0.6,99.1,0
E00071385,0.4,0.8,1.3,97.1,0.4
E00071386,2,1,2.3,94.7,0
E00071387,0.4,0,1.3,98.3,0
E00071390,3.3,0.5,1.4,94.8,0
E00071391,1,0,0,99,0
E00071392,3.2,0,0,96.8,0
E00071394,15.7,10.1,5.6,64.4,4.1
E00071395,6.4,4.2,1.1,86.4,1.9
E00071396,23.3,3.1,5.9,65.5,2.2
E00071397,9.6,7.3,4.3,72.5,6.3
E00071399,10.2,7.5,2.9,75.4,4
E00071402,20.9,8.3,2.8,66.8,1.2
E00071404,7.7,0,0.8,87.4,4
E00071405,18.8,3.7,2.5,70.4,4.6
