areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00079367,76.6,16.8,4.5,1.2,0.9
E00079368,62.3,25.9,4,2.7,5.1
E00079369,76.3,22.2,1,0.4,0
E00079370,68.6,25.3,2.5,0.8,2.8
E00079371,64,27.1,5,0.6,3.3
E00079372,83.8,13.3,2.1,0.4,0.4
E00079373,62.1,33,2.1,2.1,0.7
E00079374,78.3,18.8,1.1,0.9,0.9
E00079375,77.3,17.3,3.2,1,1.3
E00079376,82.4,10.6,3.3,2.8,1
E00079377,71,22.8,3.3,1.3,1.6
E00079378,71.1,18.8,2.4,3,4.6
E00079379,75.7,17.4,3.1,2.6,1.1
E00079380,77.9,17.4,1.7,2.3,0.6
E00079381,69.9,23.7,2.6,0.8,2.9
E00079382,68.6,24.6,2.7,2.2,1.9
E00079383,74.3,20.4,3.2,0.9,1.2
E00079384,76.9,16.1,3.5,1.3,2.1
E00079385,72.7,22.3,2.3,2.3,0.5
E00079386,66.8,22.5,5.6,3.6,1.5
E00079387,60.6,28.5,4.2,3.4,3.4
E00079388,48.7,30.7,8.4,8.4,3.9
E00079389,60,31,2.1,3,3.9
E00079390,66.4,26.1,1.4,1.9,4.2
E00079392,43.5,36.3,8.1,6.4,5.7
E00079393,27.4,29.5,11,17.3,14.8
E00079395,62.4,27.3,4.3,3.1,2.9
E00079397,51.1,33.7,9.4,5.2,0.6
E00079398,39.9,25.2,11.3,17.6,6.1
E00079400,61.7,27.5,4.9,3.1,2.9
E00079401,52.6,32,8.5,3.1,3.8
E00079402,54,35.7,3.5,4.1,2.7
E00079403,43.5,31.2,12.3,8.8,4.1
E00079404,49.8,28.9,9.1,10.5,1.7
E00079405,62.3,21.6,7.4,5.9,2.9
E00079406,53.8,29,7.4,3.7,6.1
E00079407,46.6,22.5,6.8,10.8,13.3
E00079408,41.8,30.5,8.2,15.5,4.1
E00079409,45.3,22.4,14.7,11.6,5.9
E00079410,29.5,20.1,15.8,24.2,10.4
E00079411,46.2,27,11.2,8.4,7.3
E00079412,41.6,26.4,10.8,14.6,6.8
E00079413,47.3,25.4,10,8.9,8.4
E00079414,39.3,32.1,10,11.2,7.4
E00079415,28.6,26.4,14.7,16.7,13.6
E00079416,64.7,26.7,2.3,3.5,2.7
E00079417,57.9,30.7,6.6,2.6,2.2
E00079418,61.9,28.6,3,1,5.5
E00079419,56.6,29.1,3.6,5.1,5.6
E00079420,60.8,31.8,3.6,2.8,0.9
E00079421,54,33.2,3.6,5.7,3.5
E00079422,79.1,15.5,3,1.5,0.9
E00079423,71.8,22.3,3.1,2.2,0.6
