areacd,in_full_time_education-001,in_full_time_education-002
E00079367,27.8,72.2
E00079368,28.6,71.4
E00079369,31.1,68.9
E00079370,28.7,71.3
E00079371,33.6,66.4
E00079372,29.5,70.5
E00079373,28.8,71.2
E00079374,28.2,71.8
E00079375,20.2,79.8
E00079376,23.1,76.9
E00079377,17.1,82.9
E00079378,28.4,71.6
E00079379,21.2,78.8
E00079380,20.3,79.7
E00079381,24,76
E00079382,27,73
E00079383,22.6,77.4
E00079384,19.9,80.1
E00079385,23.5,76.5
E00079386,29,71
E00079387,26.9,73.1
E00079388,31,69
E00079389,32.5,67.5
E00079390,18,82
E00079392,21.4,78.6
E00079393,21.8,78.2
E00079395,29.7,70.3
E00079397,35.4,64.6
E00079398,34.8,65.2
E00079400,33.2,66.8
E00079401,30,70
E00079402,27.8,72.2
E00079403,36.6,63.4
E00079404,38.9,61.1
E00079405,41.4,58.6
E00079406,32.8,67.2
E00079407,27.8,72.2
E00079408,23.7,76.3
E00079409,21.2,78.8
E00079410,27.7,72.3
E00079411,29.6,70.4
E00079412,34.9,65.1
E00079413,32.2,67.8
E00079414,26.3,73.7
E00079415,33.5,66.5
E00079416,20.7,79.3
E00079417,33.3,66.7
E00079418,36.4,63.6
E00079419,33.2,66.8
E00079420,27.6,72.4
E00079421,30,70
E00079422,17,83
E00079423,16.6,83.4
E00079424,14.1,85.9
E00079425,15.9,84.1
E00079426,14.6,85.4
E00079427,12.8,87.2
E00079428,13.2,86.8
E00079429,17.7,82.3
E00079430,21.9,78.1
E00079431,10.8,89.2
E00079432,15.8,84.2
E00079433,20.8,79.2
E00079434,20.2,79.8
E00079435,13.5,86.5
E00079436,20,80
E00079437,19.8,80.2
E00079438,15.9,84.1
E00079439,17.7,82.3
E00079440,20.2,79.8
E00079441,14.5,85.5
E00079442,21.1,78.9
E00079443,13.8,86.2
E00079444,22.1,77.9
E00079445,15.7,84.3
E00079446,24.1,75.9
E00079447,21,79
E00079448,20.2,79.8
E00079449,23.1,76.9
E00079450,25.3,74.7
E00079451,34.4,65.6
E00079452,32.3,67.7
E00079453,19.4,80.6
E00079454,28.1,71.9
E00079455,32.5,67.5
E00079456,32.8,67.2
E00079457,32.6,67.4
E00079458,39,61
E00079460,27,73
E00079461,19.1,80.9
E00079462,18.8,81.2
E00079463,25.3,74.7
E00079465,33.8,66.2
E00079466,27.4,72.6
E00079467,24.6,75.4
E00079468,23,77
E00079469,21.7,78.3
E00079471,34,66
E00079472,29,71
E00079473,30.6,69.4
E00079474,32,68
E00079475,35.1,64.9
E00079476,32.4,67.6
E00079477,20.5,79.5
E00079478,40.7,59.3
E00079479,24.1,75.9
E00079480,15,85
E00079481,29.2,70.8
E00079482,21,79
E00079483,28,72
E00079484,33.3,66.7
E00079485,20.6,79.4
E00079486,18.2,81.8
E00079487,31.7,68.3
E00079488,22.8,77.2
E00079489,16.5,83.5
E00079490,12.9,87.1
E00079491,22.6,77.4
E00079493,21.4,78.6
E00079494,22.9,77.1
E00079495,22.9,77.1
E00079496,22.1,77.9
E00079497,25.3,74.7
E00079498,21.3,78.7
E00079499,28.8,71.2
E00079500,22.1,77.9
E00079501,16.7,83.3
E00079502,23.3,76.7
E00079503,20.2,79.8
E00079506,33.1,66.9
E00079507,46.5,53.5
E00079508,36.4,63.6
E00079509,33.8,66.2
E00079510,33.4,66.6
E00079511,35.3,64.7
E00079512,23.5,76.5
E00079513,24.2,75.8
E00079515,17.7,82.3
E00079516,37.7,62.3
E00079517,32.3,67.7
E00079518,36.8,63.2
E00079519,35,65
E00079520,33.5,66.5
E00079521,32.3,67.7
E00079522,26.2,73.8
E00079527,37.4,62.6
E00079528,37.9,62.1
E00079529,37.1,62.9
E00079531,33.8,66.2
E00079532,32.8,67.2
E00079533,34.3,65.7
E00079534,31.2,68.8
E00079536,31.9,68.1
E00079538,20.4,79.6
E00079539,23.2,76.8
E00079540,27.6,72.4
E00079541,28.1,71.9
E00079542,26.2,73.8
E00079543,28.6,71.4
E00079544,24.7,75.3
E00079545,17.3,82.7
E00079547,31.3,68.8
E00079548,27,73
E00079549,19.5,80.5
E00079550,28.3,71.7
E00079551,29.8,70.2
E00079552,20.5,79.5
E00079553,33.2,66.8
E00079554,32.9,67.1
E00079555,31,69
E00079556,32.3,67.8
E00079557,27.3,72.7
E00079558,35.5,64.5
E00079559,33.7,66.3
E00079560,27.1,72.9
E00079561,18.6,81.4
E00079562,29.1,70.9
E00079563,32.1,67.9
E00079564,22.2,77.8
E00079565,32.4,67.6
E00079566,32.3,67.7
E00079567,28.7,71.3
E00079568,12.8,87.2
E00079569,22.9,77.1
E00079570,45.6,54.4
E00079571,33.3,66.7
E00079572,16.8,83.2
E00079573,25.1,74.9
E00079574,23.2,76.8
E00079575,25,75
E00079576,27,73
E00079577,27.3,72.8
E00079578,19.2,80.8
E00079579,17.6,82.4
E00079580,23.7,76.3
E00079581,23.9,76.1
E00079582,22.3,77.7
E00079583,10.8,89.2
E00079584,28.4,71.6
E00079585,25.3,74.7
E00079586,22,78
E00079587,16.7,83.3
E00079588,13,87
E00079589,11.8,88.2
E00079590,48.3,51.7
E00079591,25.1,74.9
E00079592,28.4,71.6
E00079593,24.4,75.6
E00079594,24.4,75.6
E00079595,20.1,79.9
E00079596,28.3,71.7
E00079597,18.5,81.5
E00079599,19.2,80.8
E00079600,27.6,72.4
E00079601,21.9,78.1
E00079602,12.7,87.3
E00079603,16.7,83.3
E00079604,17.8,82.2
E00079605,11.5,88.5
E00079606,11.7,88.3
E00079607,22.1,77.9
E00079608,16.1,83.9
E00079609,15.5,84.5
E00079610,20.9,79.1
E00079611,19.8,80.2
E00079612,24.4,75.6
E00079613,28.6,71.4
E00079614,27.7,72.3
E00079615,21.9,78.1
E00079616,15.2,84.8
E00079617,25.7,74.3
E00079618,26.4,73.6
E00079619,18.3,81.7
E00079620,23.3,76.7
E00079621,29.2,70.8
E00079622,19.3,80.7
E00079623,21.3,78.7
E00079624,26.4,73.6
E00079625,19.4,80.6
E00079626,29.9,70.1
E00079628,23.2,76.8
E00079629,21.7,78.3
E00079630,24.4,75.6
E00079631,31.2,68.8
E00079632,28.5,71.5
E00079635,20.6,79.4
E00079636,17.6,82.4
E00079637,16.9,83.1
E00079638,19.7,80.3
E00079639,22.8,77.2
E00079640,27.6,72.4
E00079641,30.2,69.8
E00079642,34.7,65.3
E00079643,25,75
E00079644,26.4,73.6
E00079645,18.3,81.7
E00079646,5.7,94.3
E00079647,21.6,78.4
E00079648,33.8,66.2
E00079649,23,77
E00079650,30,70
E00079651,23.1,76.9
E00079652,20.1,79.9
E00079653,32.2,67.8
E00079654,37,63
E00079655,46.7,53.3
E00079656,30.4,69.6
E00079657,14.3,85.7
E00079658,19.4,80.6
E00079659,38.6,61.4
E00079660,28.4,71.6
E00079661,23.8,76.2
E00079662,28.7,71.3
E00079663,30.8,69.2
E00079664,30.3,69.7
E00079665,26.6,73.4
E00079666,30.3,69.7
E00079667,24.4,75.6
E00079668,30.1,69.9
E00079669,31.3,68.7
E00079670,28.5,71.5
E00079671,29.9,70.1
E00079672,30.3,69.7
E00079673,19.1,80.9
E00079674,28.5,71.5
E00079675,20.7,79.3
E00079676,28,72
E00079677,30.8,69.2
E00079678,24.3,75.7
E00079679,32.3,67.7
E00079680,19.8,80.2
E00079681,21.4,78.6
E00079682,23.8,76.2
E00079683,14.8,85.2
E00079684,27.3,72.7
E00079685,12.5,87.5
E00079686,23.7,76.3
E00079687,19,81
E00079688,22.8,77.2
E00079689,24.5,75.5
E00079690,21.6,78.4
E00079691,34.1,65.9
E00079692,29.8,70.2
E00079693,31,69
E00079694,16.8,83.2
E00079695,13,87
E00079696,24.6,75.4
E00079697,11.5,88.5
E00079698,24.6,75.4
E00079699,31.8,68.2
E00079700,23,77
E00079701,19.2,80.8
E00079702,30.6,69.4
E00079703,15.9,84.1
E00079704,16.2,83.8
E00079705,22.4,77.6
E00079706,31.6,68.4
E00079707,23.8,76.2
E00079708,26.5,73.5
E00079709,22,78
E00079710,22,78
E00079711,20.9,79.1
E00079712,22.5,77.5
E00079713,21.6,78.4
E00079714,19,81
E00079715,27.8,72.2
E00079716,23.5,76.5
E00079717,13.2,86.8
E00079718,19.7,80.3
E00079719,20.7,79.3
E00079720,34,66
E00079721,34.3,65.7
E00079722,31.2,68.8
E00079723,28.8,71.3
E00079724,23.9,76.1
E00079725,17.4,82.6
E00079726,33.6,66.4
E00079727,24,76
E00079728,28.5,71.5
E00079729,29.8,70.2
E00079730,30.8,69.2
E00079731,20.9,79.1
E00079732,7.3,92.7
E00079733,23.8,76.2
E00079734,25.5,74.5
E00079735,31.5,68.5
E00079736,27.7,72.3
E00079737,22.6,77.4
E00079738,33.1,66.9
E00079739,24.6,75.4
E00079740,31.3,68.7
E00079741,31,69
E00079742,37.5,62.5
E00079743,16.8,83.2
E00079744,31.7,68.3
E00079745,21.8,78.2
E00079746,24.5,75.5
E00079747,24,76
E00079748,25.7,74.3
E00079749,28.5,71.5
E00079750,31.1,68.9
E00079751,18.3,81.7
E00079752,22.2,77.8
E00079753,18.8,81.2
E00079754,17.4,82.6
E00079755,22.8,77.2
E00079756,26.9,73.1
E00079757,24.4,75.6
E00079758,19.2,80.8
E00079759,17.4,82.6
E00079760,24.5,75.5
E00079761,19.5,80.5
E00079762,26.1,73.9
E00079763,20.2,79.8
E00079764,31.6,68.4
E00079765,27.4,72.6
E00079766,23.1,76.9
E00079767,25.3,74.7
E00079768,29.5,70.5
E00079769,22.8,77.2
E00079770,27.6,72.4
