areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00014078,61.1,28.4,6.3,4.2,0
E00014079,64.7,29.4,4.7,1.2,0
E00014082,78.1,17.2,3.1,1.6,0
E00014083,77.3,18.7,2.7,1.3,0
E00014084,59.7,26.9,13.4,0,0
E00014085,62.5,28.4,8,1.1,0
E00014086,66.7,29.3,4.1,0,0
E00014087,71.6,18.9,9.5,0,0
E00014088,58.9,22.1,11.6,6.3,1.1
E00014089,54.7,25.5,7.5,8.5,3.8
E00014090,73.8,17.5,8.8,0,0
E00014091,74.2,18.2,4.5,3,0
E00014092,53.4,35.6,11,0,0
E00014093,77.8,22.2,0,0,0
E00014094,76.9,16.7,3.8,2.6,0
E00014095,54.2,35.5,7.5,0.9,1.9
E00014096,67.4,28.3,4.3,0,0
E00014097,68.8,27.5,2.5,1.3,0
E00014098,71.2,26,2.7,0,0
E00014099,74.2,24.7,1.1,0,0
E00014100,73.3,22.9,2.9,1,0
E00014102,52.9,32.2,9.2,3.4,2.3
E00014107,74.7,15.2,8.9,1.3,0
E00014108,72.4,21.9,5.7,0,0
E00014109,75.3,20,4.7,0,0
E00014110,31.3,33,25.2,10.4,0
E00014111,67.5,25.3,4.8,2.4,0
E00014112,40.6,30.3,17.1,9.7,2.3
E00014223,58.9,29.5,3.2,5.3,3.2
E00014224,69.7,27,1.1,2.2,0
E00014225,66.7,26,4.2,3.1,0
E00014226,46.7,31.8,13.1,8.4,0
E00014227,66.4,25.7,5,2.1,0.7
E00014228,38.7,34.7,18.7,4,4
E00014229,52.7,35.1,8.1,4.1,0
E00014230,56.7,34,9.3,0,0
E00014231,77.9,18.2,2.6,1.3,0
E00014232,69.6,26.6,3.8,0,0
E00014233,23.5,33.7,28.6,14.3,0
E00014234,46.2,40.7,7.7,4.4,1.1
E00014236,24.8,34.5,22.1,15,3.5
E00014330,72.2,22.2,4.4,1.1,0
E00014331,77.8,16.7,4.4,1.1,0
E00014332,57,34.4,6.5,2.2,0
E00014334,39.2,33.3,13.7,13.7,0
E00014335,40.8,35,15,8.3,0.8
E00014336,79.8,19.1,1.1,0,0
E00014337,23,39.1,18.4,19.5,0
E00014338,70.8,27.7,1.5,0,0
E00014339,63.2,23.2,9.5,3.2,1.1
E00014341,52.5,29.7,13.9,4,0
E00014342,59.8,31.4,8.8,0,0
E00014344,13.4,59.5,19,5.7,2.4
E00014345,58.3,32.1,8.3,1.2,0
E00014347,65.4,28.8,5.8,0,0
E00014348,67.2,24.4,6.9,1.5,0
E00014351,69.3,28,2.7,0,0
E00014353,79.3,13.8,3.4,3.4,0
E00014354,55,20.7,16.2,8.1,0
E00014356,69.8,30.2,0,0,0
E00014357,40.6,39.1,13,7.2,0
E00014358,73.9,14.5,11.6,0,0
E00014359,71.2,20.5,6.8,1.4,0
E00014360,69.7,24.7,4.5,1.1,0
E00014361,71.6,17.3,7.4,3.7,0
E00014362,74.2,17.5,8.2,0,0
E00014363,68.4,25.3,5.3,1.1,0
E00014364,25,28.1,31.3,10.9,4.7
E00014365,77.9,19.5,2.6,0,0
E00014366,68.1,26.4,1.4,4.2,0
E00014367,60.5,33.3,4.9,1.2,0
E00014368,64.8,28.6,6.6,0,0
E00014370,79.1,16.4,4.5,0,0
E00014371,75.3,17.6,7.1,0,0
E00014581,55.9,29.9,10.2,2.4,1.6
E00014582,62.8,26.7,10.5,0,0
E00014583,59,28.2,9,3.8,0
E00014584,56.2,30.6,9.9,1.7,1.7
E00014585,68.3,22.8,6.9,2,0
E00014586,79.2,14.3,1.3,2.6,2.6
E00014587,31.5,31.5,25,12,0
E00014588,63.5,31.1,5.4,0,0
E00014589,72.3,25.3,2.4,0,0
E00014590,75,22.4,0.9,1.7,0
E00014591,72.1,22.1,5.8,0,0
E00014592,73.2,24.4,2.4,0,0
E00014593,77.8,19.2,2,1,0
E00014594,80.5,14.9,2.3,2.3,0
E00014596,64.1,23.1,12.8,0,0
E00014598,70,22,6,2,0
E00014599,79.3,14.6,6.1,0,0
E00014600,40,36.4,16.4,5.5,1.8
E00014601,70.1,21.8,8,0,0
E00014602,32.5,34.9,22.9,7.2,2.4
E00014603,72.3,22.3,3.2,2.1,0
E00014604,24.8,33.3,30.5,7.6,3.8
E00014605,69.5,28.4,2.1,0,0
E00014606,43.2,42,11.4,3.4,0
E00014607,73.7,22.8,3.5,0,0
E00014609,75.5,20.2,3.2,1.1,0
E00014611,78.3,19.3,2.4,0,0
E00014612,78.8,15.4,5.8,0,0
E00014646,66.4,22.1,9,2.5,0
E00014647,60.5,30.2,5.8,2.3,1.2
E00014648,69.6,22.6,6.1,1.7,0
E00014649,74.1,21,1.2,3.7,0
E00014650,48.1,33.3,11.1,6.2,1.2
E00014652,63.7,34.5,0.9,0.9,0
E00014653,48.8,30.2,19.8,1.2,0
E00014655,55.1,28,13.6,3.4,0
E00014658,64.8,25.7,6.7,1.9,1
E00014660,76.9,19.7,3.4,0,0
E00023532,11.3,35.7,35.7,15.7,1.7
E00023533,51.6,28.9,18.9,0.6,0
E00023537,64.9,25.2,9.9,0,0
E00023538,31.3,29.7,25.8,10.9,2.3
E00023539,23.7,40.3,25.9,8.6,1.4
E00023540,32.1,37.1,24.3,5.7,0.7
E00023541,23.8,40,19.2,12.3,4.6
E00023542,25.6,32,25.6,16,0.8
E00023543,19,34.9,27.8,14.3,4
E00023544,28.4,31.8,30.7,9.1,0
E00023545,60.9,33.9,3.5,1.7,0
E00023546,39.5,34,19,7.5,0
E00023547,21.3,37,25.9,13.9,1.9
E00023548,32.3,33.8,22.6,9,2.3
E00023549,26.8,39.2,23.7,9.3,1
E00023550,39.7,36.4,19,5,0
E00023551,26.9,38.5,20,10,4.6
E00023552,31.8,41.9,17.1,7,2.3
E00023554,28,27.1,29.7,12.7,2.5
E00023555,41,29.5,25.4,4.1,0
E00023556,25,31.5,26.9,16.7,0
E00023557,68.1,20.8,8.3,2.8,0
E00023558,44.6,37,16.3,2.2,0
E00023559,70.4,23.1,4.6,1.9,0
E00023560,75.3,17.6,7.1,0,0
E00023561,54.6,26.9,12,5.6,0.9
E00023562,47.2,30.1,15.9,6.3,0.6
E00023658,71.8,25.6,1.3,1.3,0
E00023659,76.3,16.9,3.4,3.4,0
E00023660,65.6,27.9,4.9,1.6,0
E00023661,74.1,21,2.5,2.5,0
E00023662,75,19.1,5.9,0,0
E00023663,66.2,29.6,4.2,0,0
E00023664,88.1,11.9,0,0,0
E00023665,72.8,23.9,3.3,0,0
E00023666,78.7,19.1,2.2,0,0
E00023668,69.8,22.2,4.8,3.2,0
E00023669,63.8,33,1.1,2.1,0
E00023670,64.6,30.5,4.9,0,0
E00023671,81.7,15,3.3,0,0
E00023672,63.2,21.1,15.8,0,0
E00023674,75,20.8,2.8,0,1.4
E00023675,59.5,36.7,3.8,0,0
E00023676,46.2,44.6,3.1,6.2,0
E00023678,64.6,30.8,4.6,0,0
E00023680,70.4,25.4,4.2,0,0
E00023681,68.2,25.7,6.1,0,0
E00023682,74.6,22,3.4,0,0
E00023685,63.7,34.1,2.2,0,0
E00023686,69.9,21.7,8.4,0,0
E00023688,78.6,16.1,5.4,0,0
E00023689,80,17.8,0,2.2,0
E00023690,67.2,26.2,6.6,0,0
E00023926,33.9,29.6,25.2,9.6,1.7
E00023935,64.7,26.7,7.8,0.9,0
E00023937,64.6,28.3,5.3,1.8,0
E00023938,68.2,29,2.8,0,0
E00023939,67.5,29.4,3.2,0,0
E00023941,66.2,31.1,2,0,0.7
E00023942,74.4,23.2,2.4,0,0
E00023943,61,24,9.6,5.5,0
E00023946,70.9,24.7,4,0.4,0
E00023948,71.4,22.2,4.4,2,0
E00023949,39,34.7,19.5,5.9,0.8
E00023950,18.6,43.1,19.6,15.7,2.9
E00023951,33.3,33.3,24.8,7,1.6
