areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00014078,22.2,1.2,69.1,7.4
E00014079,22.2,4.4,61.1,12.2
E00014082,30.3,0,53,16.7
E00014083,18.6,4.7,67.4,9.3
E00014084,16.3,0,75.5,8.2
E00014085,37.7,6.6,50.8,4.9
E00014086,9.6,1.5,75,14
E00014087,25,3.4,60.2,11.4
E00014088,27.4,4.1,58.9,9.6
E00014089,20,0,72.5,7.5
E00014090,32.3,2.2,53.8,11.8
E00014091,33.8,6.2,47.7,12.3
E00014092,30,0,61.4,8.6
E00014093,18.1,2.8,76.4,2.8
E00014094,28.2,4.7,57.6,9.4
E00014095,29.6,4.1,57.1,9.2
E00014096,29.2,4.2,60.4,6.3
E00014097,29.5,5.1,62.8,2.6
E00014098,29.6,4.2,53.5,12.7
E00014099,21.1,3.3,66.7,8.9
E00014100,18.4,1.8,76.3,3.5
E00014102,24.2,3.2,66.3,6.3
E00014107,21.3,4.9,67.2,6.6
E00014108,17.6,3.2,73.6,5.6
E00014109,27.4,3.6,64.3,4.8
E00014110,45.1,4.2,29.6,21.1
E00014111,29.7,2.2,57.1,11
E00014112,39.1,5.8,43.5,11.6
E00014223,19.6,1,70.6,8.8
E00014224,21.1,2.2,73.3,3.3
E00014225,26.7,6.7,57.3,9.3
E00014226,17.2,5.4,67.7,9.7
E00014227,19.3,1.9,73.3,5.6
E00014228,34.5,1.8,60,3.6
E00014229,33.8,4.4,51.5,10.3
E00014230,23.9,4.4,68.1,3.5
E00014231,18.2,5.7,65.9,10.2
E00014232,21.5,3.8,67.1,7.6
E00014233,44.2,7,39.5,9.3
E00014234,25.4,4.5,64.2,6
E00014236,38.2,8.8,42.6,10.3
E00014330,17.5,1,74.2,7.2
E00014331,25,1.1,64.1,9.8
E00014332,24.7,2.5,65.4,7.4
E00014334,45.9,3.3,39.3,11.5
E00014335,40,2,38,20
E00014336,22.9,3.8,65.7,7.6
E00014337,54.8,3.2,25.8,16.1
E00014338,25,0,64.7,10.3
E00014339,38.6,1.1,56.8,3.4
E00014341,31.3,0,61.3,7.5
E00014342,23.7,4.4,66.7,5.3
E00014344,30.8,5,57.9,6.3
E00014345,21.3,1.3,69.3,8
E00014347,22,0,73.7,4.2
E00014348,19.4,3.1,70.4,7.1
E00014351,15.9,1.1,76.1,6.8
E00014353,11.7,1.7,78.3,8.3
E00014354,15.7,1.7,79.1,3.5
E00014356,26.4,5.7,60.4,7.5
E00014357,41.7,1.4,48.6,8.3
E00014358,31.4,2.9,62.9,2.9
E00014359,19.8,2.5,63,14.8
E00014360,33.3,1.2,54.8,10.7
E00014361,29.7,1.6,64.1,4.7
E00014362,29.2,1.9,62.3,6.6
E00014363,29.5,2.1,56.8,11.6
E00014364,52.2,4.3,33.3,10.1
E00014365,28.2,2.4,63.5,5.9
E00014366,23.1,1.5,72.3,3.1
E00014367,32.9,6.8,52.1,8.2
E00014368,28.4,3.9,62.7,4.9
E00014370,22.8,2,73.3,2
E00014371,28.4,4.5,55.7,11.4
E00014581,15.7,1.9,72.2,10.2
E00014582,23.8,2.5,65,8.8
E00014583,26.1,1.4,63.8,8.7
E00014584,30.8,2.6,58.1,8.5
E00014585,29.1,2.3,61.6,7
E00014586,26.5,1.5,66.2,5.9
E00014587,38.3,6.7,41.7,13.3
E00014588,24.6,9.2,53.8,12.3
E00014589,28,5.4,62.4,4.3
E00014590,22,5.5,61.4,11
E00014591,19.8,2.3,73.3,4.7
E00014592,19.2,3,71.7,6.1
E00014593,19.2,1.7,72.5,6.7
E00014594,19.5,1.2,75.6,3.7
E00014596,44.4,0.8,49.2,5.6
E00014598,24.2,3,69.7,3
E00014599,19.4,4.1,73.5,3.1
E00014600,25.8,3.1,59.8,11.3
E00014601,20.2,4,72.7,3
E00014602,58.4,5.2,20.8,15.6
E00014603,15.2,5.1,75.8,4
E00014604,42.1,1.8,36.8,19.3
E00014605,21.7,0.9,67.9,9.4
E00014606,15.6,13.3,68.9,2.2
E00014607,18.2,1.4,76.2,4.2
E00014609,14.3,10.7,64.3,10.7
E00014611,27.2,3.9,66,2.9
E00014612,19.4,4.8,62.9,12.9
E00014646,22.7,6.8,65.2,5.3
E00014647,31.3,3.8,62.5,2.5
E00014648,29.3,2,63.6,5.1
E00014649,26.8,5.2,63.9,4.1
E00014650,28.8,0,68.2,3
E00014652,20,7.3,69.3,3.4
E00014653,27.3,3.9,55.8,13
E00014655,24.3,0.9,63.5,11.3
E00014658,20.3,1.6,71.1,7
E00014660,19.7,3.9,73.2,3.1
E00023532,56.8,3.2,23.2,16.8
E00023533,21.7,4.8,66.3,7.2
E00023537,20.8,3.9,66.9,8.4
E00023538,41.3,4.7,39.3,14.7
E00023539,51,2.6,26.5,20
E00023540,24.7,3.1,58.6,13.6
E00023541,41.1,8.9,36.7,13.3
E00023542,36.3,2.9,52.9,7.8
E00023543,46.7,7.3,29.3,16.7
E00023544,43.1,1.8,41.3,13.8
E00023545,24.6,4.9,63.4,7
E00023546,36.4,2.7,47.3,13.6
E00023547,50.5,4.6,19.3,25.7
E00023548,44.7,4,36.7,14.7
E00023549,41.6,7.9,38.6,11.9
E00023550,44.5,8,34.3,13.1
E00023551,39,6.7,40,14.3
