areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00014078,13,50.6,36.4
E00014079,17.7,56.5,25.8
E00014082,0,86.4,13.6
E00014083,17.2,40.2,42.5
E00014084,21.9,53.1,25
E00014085,15.5,23.7,60.8
E00014086,18.3,45.9,35.8
E00014087,10,40,50
E00014088,20,53.8,26.3
E00014089,10.4,63.6,26
E00014090,20.9,58.1,20.9
E00014091,3.8,44.2,51.9
E00014092,21.1,47.4,31.6
E00014093,9.7,58.1,32.3
E00014094,15.3,49.2,35.6
E00014095,15,50,35
E00014096,12.7,36.5,50.8
E00014097,25.6,48.8,25.6
E00014098,16.1,50,33.9
E00014099,22.9,37.5,39.6
E00014100,8.8,63.7,27.5
E00014102,21.1,43.4,35.5
E00014107,8.1,58.1,33.9
E00014108,8.6,61.7,29.6
E00014109,11.1,63,25.9
E00014110,13,56.9,30.1
E00014111,15.2,59.1,25.8
E00014112,13.9,55,31.1
E00014223,10.3,63.2,26.5
E00014224,14.9,68.7,16.4
E00014225,12.9,60,27.1
E00014226,7.1,71.4,21.4
E00014227,18.3,54.8,26.9
E00014228,24.6,49.3,26.1
E00014229,13,59.3,27.8
E00014230,22.9,58.3,18.8
E00014231,11.8,66.2,22.1
E00014232,5.9,80.4,13.7
E00014233,9.6,60.2,30.1
E00014234,20.7,56.1,23.2
E00014236,18.9,47.4,33.7
E00014330,8.5,59.3,32.2
E00014331,6.6,53.9,39.5
E00014332,22.5,49.3,28.2
E00014334,13.2,55.3,31.6
E00014335,15.1,56.6,28.3
E00014336,16.4,63.6,20
E00014337,2.5,67.5,30
E00014338,17,53.2,29.8
E00014339,13.8,60.3,25.9
E00014341,7.3,53.7,39
E00014342,17.3,53.8,28.8
E00014344,21.3,43.8,34.9
E00014345,11.7,60,28.3
E00014347,17.7,58.1,24.2
E00014348,5.6,67.3,27.1
E00014351,19,52.4,28.6
E00014353,10.5,63.2,26.3
E00014354,9.9,40.5,49.6
E00014356,27.9,39.5,32.6
E00014357,10.4,35.4,54.2
E00014358,15,60,25
E00014359,12.2,49,38.8
E00014360,8.2,57.4,34.4
E00014361,17,53.2,29.8
E00014362,7.8,81.1,11.1
E00014363,12.3,56.2,31.5
E00014364,13.4,40.2,46.3
E00014365,14.5,56.5,29
E00014366,15.4,57.7,26.9
E00014367,35.7,30.4,33.9
E00014368,25.4,47.6,27
E00014370,22,62,16
E00014371,1.5,70.1,28.4
E00014581,10.8,76.3,12.9
E00014582,32.1,54.7,13.2
E00014583,8.9,51.8,39.3
E00014584,7.2,59.4,33.3
E00014585,23.7,52.5,23.7
E00014586,8.9,57.8,33.3
E00014587,12.5,66.7,20.8
E00014588,8.5,59.6,31.9
E00014589,15.4,73.1,11.5
E00014590,13.1,60.6,26.3
E00014591,15.7,67.4,16.9
E00014592,12.9,46.8,40.3
E00014593,16.4,58.2,25.4
E00014594,16.9,59.3,23.7
E00014596,5.7,78.7,15.6
E00014598,11,67.1,21.9
E00014599,18,54.1,27.9
E00014600,3.5,56.6,39.8
E00014601,12.5,67.9,19.6
E00014602,18.5,55.6,25.9
E00014603,8.1,68.9,23
E00014604,13.8,48.6,37.6
E00014605,17.9,62.5,19.6
E00014606,8.5,57.7,33.8
E00014607,17,59.1,23.9
E00014609,8.5,62.2,29.3
E00014611,16.9,55.9,27.1
E00014612,12.1,72.7,15.2
E00014646,10,51.8,38.2
E00014647,10.9,67.3,21.8
E00014648,8.7,53.9,37.4
E00014649,15.1,63,21.9
E00014650,14,72.1,14
E00014652,14.9,56.4,28.7
E00014653,15.9,47.6,36.5
E00014655,14.9,51.4,33.8
E00014658,14,38,48.1
E00014660,12.3,63,24.7
E00023532,12.1,44.7,43.3
E00023533,9.8,76.8,13.4
E00023537,13.8,67.7,18.5
E00023538,12.7,36.4,50.8
E00023539,17.2,45.5,37.2
E00023540,16.3,48.1,35.7
E00023541,16.3,50,33.8
E00023542,16.8,44.2,38.9
E00023543,13.7,41.9,44.4
E00023544,16.8,27.5,55.7
E00023545,16.3,56.3,27.5
E00023546,8.9,57.8,33.3
E00023547,8.2,51.5,40.2
E00023548,17.2,34.5,48.3
E00023549,9.8,41.5,48.8
E00023550,10.4,46.1,43.5
E00023551,10.3,38.5,51.3
E00023552,17,50,33
E00023554,8.7,52.9,38.5
E00023555,14.3,41.8,44
E00023556,10.1,43.7,46.2
E00023557,20.5,41,38.5
E00023558,20.5,50,29.5
E00023559,11.6,69.6,18.8
E00023560,14.8,65.6,19.7
E00023561,18.4,53.1,28.6
E00023562,34.1,51.9,14.1
E00023658,2.8,59.7,37.5
E00023659,24.3,59.5,16.2
E00023660,17.6,52.9,29.4
E00023661,11.8,45.6,42.6
E00023662,3.6,60.7,35.7
E00023663,14,49.1,36.8
E00023664,6.3,64,29.7
E00023665,16.9,62.7,20.3
E00023666,8.3,56.4,35.3
E00023668,17.5,35,47.5
E00023669,14.3,59.2,26.5
E00023670,14.3,50,35.7
E00023671,11.9,52.5,35.6
E00023672,10.2,39.8,50
E00023674,12.3,61.4,26.3
E00023675,6.9,45.8,47.2
E00023676,9.5,59.5,31.1
E00023678,11.9,42.4,45.8
E00023680,1.4,43.5,55.1
E00023681,13.1,55,31.9
E00023682,23.9,45.7,30.4
E00023685,6.8,58.1,35.1
E00023686,7,77.5,15.5
E00023688,18.5,33.3,48.1
E00023689,11.8,41.2,47.1
E00023690,15,52.5,32.5
E00023926,11.1,43.6,45.3
E00023935,14.3,39.3,46.4
E00023937,16.4,47.5,36.1
E00023938,40.7,29.3,30
E00023939,23,54.1,23
E00023941,12.5,42.2,45.3
E00023942,11.6,74.4,14
E00023943,14.7,46.1,39.2
E00023946,20.8,35.8,43.4
E00023948,28,48,24
E00023949,16.8,60,23.2
E00023950,8.9,45.6,45.6
E00023951,10.2,56.8,33.1
E00023953,11.8,44.1,44.1
E00023954,13.5,45.9,40.5
E00023963,27.3,40.9,31.8
E00023964,12.9,65.9,21.2
E00023965,8.3,40.6,51.1
E00023966,17.8,66.7,15.6
E00023967,7.1,85.7,7.1
E00023968,24.1,58.6,17.2
E00023969,30.6,52.8,16.7
E00023971,8.4,56.6,34.9
E00023974,12,59.8,28.3
E00023975,13,43.5,43.5
E00023977,17.1,57.1,25.7
E00023979,29.4,38.2,32.4
E00023980,15.2,45.7,39.1
E00023981,22,68.3,9.8
E00023982,11.7,54.2,34.2
E00023985,9.9,57.4,32.7
E00023986,9.2,58.5,32.3
E00023987,23.2,53.6,23.2
E00023988,17.1,47.1,35.7
E00023989,15.7,49.1,35.2
E00023990,8.8,53.7,37.5
E00023991,46.7,30,23.3
E00023992,27.8,52.8,19.4
E00023993,19.6,43,37.4
E00023994,19.7,48.5,31.8
E00023995,14.9,51.1,34
E00023996,41.7,52.8,5.6
E00023999,25.6,46.5,27.9
E00024002,15.2,46.2,38.6
E00024004,44.7,36.2,19.1
E00024005,19.8,43.6,36.6
E00024006,13.2,39.5,47.4
E00024007,13.8,70,16.3
E00024008,10.3,30.4,59.2
E00024009,11.9,62.7,25.4
E00024013,11.7,58.3,30.1
E00024014,23.2,48.4,28.4
E00024019,15.8,64.9,19.3
E00024021,8.3,58.3,33.3
E00024022,17,46.8,36.2
E00024023,16.8,44.8,38.4
E00024025,16.3,50,33.7
E00024031,31.6,38,30.4
E00024032,13.9,70.9,15.2
E00024033,4.3,73.9,21.7
E00024034,4.7,83.5,11.8
E00024036,8.2,56.2,35.6
E00024037,35,40,25
E00024038,18.9,64.9,16.2
E00024039,14,47.7,38.4
E00024040,11.5,55.8,32.7
E00024041,6.6,29.4,64
E00024042,9.1,58.2,32.7
E00024043,14.9,61.4,23.7
E00024044,2.5,67.5,30
E00024045,8.8,44.1,47.1
E00024046,15.9,65.9,18.2
E00024047,10.4,52.8,36.8
E00024048,18.6,37.1,44.3
E00024050,42.6,41,16.4
E00024052,30.4,47.8,21.7
E00024053,9.2,61.5,29.2
E00024054,15.7,32.9,51.4
E00024055,18,52,30
E00024056,15.8,64.9,19.3
E00024057,26.2,57.1,16.7
E00024058,13.1,47.1,39.9
E00024059,18.2,54.5,27.3
E00024060,16.1,76.8,7.1
E00024061,16,46.9,37
E00024062,34.2,36.8,28.9
E00024063,16.7,57.1,26.2
E00024064,24.3,34.3,41.4
E00024065,24.5,57.1,18.4
E00024066,21.2,54.5,24.2
