areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00014078,80.9,0.6,12.1,6.4
E00014079,79.2,0,19.7,1.1
E00014082,81.6,0,14.7,3.7
E00014083,50.4,24.8,18.2,6.6
E00014084,80.7,8.7,8,2.7
E00014085,55.1,24.6,14.4,6
E00014086,79.2,0,14.8,6
E00014087,71.1,0,22,6.9
E00014088,76.8,0.6,14,8.5
E00014089,89.8,1.2,6,3
E00014090,60.9,0,23.1,16
E00014091,77.8,0,10.4,11.8
E00014092,71.8,1.6,17.7,8.9
E00014093,67.5,1.2,17.2,14.1
E00014094,73.9,0.6,21.1,4.3
E00014095,73,0,19.6,7.4
E00014096,81,0.6,14,4.5
E00014097,79.3,3,14.1,3.7
E00014098,67.1,0,23.2,9.7
E00014099,63.5,2.6,25.6,8.3
E00014100,78.4,0.4,14.7,6.5
E00014102,73.2,2.8,12.8,11.2
E00014107,73.4,2.6,14.9,9.1
E00014108,87.4,0.8,10,1.7
E00014109,69.6,0.7,21.6,8.1
E00014110,93.7,4.1,1.8,0.5
E00014111,80.4,1.1,12.8,5.6
E00014112,86.9,0,11.1,2
E00014223,77.2,2.6,17.6,2.6
E00014224,80.7,2.1,13.9,3.2
E00014225,78.3,1.3,17.2,3.2
E00014226,78.8,0.5,18,2.6
E00014227,73.7,1.3,22.6,2.4
E00014228,81.9,1.6,10.2,6.3
E00014229,80.1,0,17.6,2.2
E00014230,62.5,3.4,27.8,6.3
E00014231,83.6,0.5,10.3,5.6
E00014232,85.4,0,11.1,3.5
E00014233,91,1.5,7.5,0
E00014234,74.7,5.7,14.9,4.6
E00014236,84.2,2.2,10.3,3.3
E00014330,83.8,0,14.6,1.6
E00014331,82.4,0,14.5,3.1
E00014332,81.7,0,11.8,6.5
E00014334,87.4,0,8.7,3.9
E00014335,93.6,0.9,4.3,1.3
E00014336,78.5,0,17.7,3.8
E00014337,98.3,0,1.7,0
E00014338,80.1,0.7,15.1,4.1
E00014339,80.5,0.6,13.8,5
E00014341,84.9,2.2,9.2,3.8
E00014342,61.6,2.8,31.1,4.5
E00014344,47,2.8,38.6,11.6
E00014345,71.4,3.4,19.7,5.4
E00014347,79,1,16.5,3.5
E00014348,80.7,0.4,13.5,5.4
E00014351,75.3,0,19.2,5.5
E00014353,84.1,0,15.1,0.8
E00014354,80.6,0.3,18.4,0.8
E00014356,87.7,0,6.1,6.1
E00014357,90.6,1.6,3.9,3.9
E00014358,80.7,0,17.8,1.5
E00014359,75.5,0,21,3.5
E00014360,77.2,0,16.4,6.4
E00014361,77.5,2.5,13.3,6.7
E00014362,80.5,0.4,16.9,2.2
E00014363,83,0,10.4,6.6
E00014364,96.6,0.6,2.2,0.6
E00014365,84.3,1,12,2.6
E00014366,79.1,2,13.7,5.2
E00014367,71.5,0.6,17.7,10.1
E00014368,70.7,0.6,21.5,7.2
E00014370,66.7,1.2,26.5,5.6
E00014371,88.3,1.1,8.9,1.7
E00014581,90,0,8.2,1.8
E00014582,73.5,0,19.4,7.1
E00014583,81,0,12.7,6.3
E00014584,80.9,0.5,16.3,2.3
E00014585,78,0.6,14,7.3
