areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00014078,12.7,16.5,3.2,63.9,3.8
E00014079,5.3,20.4,0,73,1.3
E00014082,5.4,21.6,0,73,0
E00014083,3.7,44,0.7,50,1.5
E00014084,7,19.3,1.8,68.4,3.5
E00014085,5.5,32.9,0.6,57.3,3.7
E00014086,13.1,17.1,0,66.5,3.3
E00014087,13.9,21.5,0.6,62.7,1.3
E00014088,9.3,14,0.7,70.7,5.3
E00014089,5.1,27.2,0.6,64.6,2.5
E00014090,2.9,15.4,0,81.6,0
E00014091,5.2,10.3,0.9,80.2,3.4
E00014092,15.9,13.1,0,63.6,7.5
E00014093,11.2,12.7,0,74.6,1.5
E00014094,4.3,17.3,4.3,68.3,5.8
E00014095,10.2,17.8,3.8,63.7,4.5
E00014096,15.1,22.6,1.3,57.2,3.8
E00014097,6.6,11.5,0,73,9
E00014098,8.6,14.1,1.6,72.7,3.1
E00014099,2.1,21.5,3.5,68.1,4.9
E00014100,6.8,27.5,1,62.3,2.4
E00014102,7,11.1,0,78.9,2.9
E00014107,6.4,19.2,2.4,71.2,0.8
E00014108,4.8,15.9,0.5,76.3,2.4
E00014109,6.7,9.6,0.7,80,3
E00014110,23.1,38.2,4.5,31.2,3
E00014111,7.1,25.3,1.9,65.6,0
E00014112,15.1,30.6,2.4,48.5,3.4
E00014223,10.1,21.9,2.4,63.9,1.8
E00014224,7.1,17.9,0,71.2,3.8
E00014225,6.8,22.6,0.7,65.1,4.8
E00014226,5.6,25.3,3.1,63.6,2.5
E00014227,3.8,15.2,1.5,77.7,1.9
E00014228,10.8,30.8,1.7,53.3,3.3
E00014229,22.1,17.2,1.6,56.6,2.5
E00014230,5.1,28.5,1.9,62,2.5
E00014231,0,27.1,0,68.4,4.5
E00014232,2.3,26.3,0.8,66.9,3.8
E00014233,19.2,26.4,1.6,46.4,6.4
E00014234,9.3,23.2,1.3,64.2,2
E00014236,21.5,23.9,4.3,47.9,2.5
E00014330,6.4,20.4,1.9,67.5,3.8
E00014331,7.1,23.8,1.8,64.9,2.4
E00014332,4.6,19.1,0,72.4,3.9
E00014334,19.8,34.7,1,41.6,3
E00014335,21.3,26.2,3.5,45,4
E00014336,4.4,23.9,0,69.2,2.5
E00014337,25,25.9,6.3,39.3,3.6
E00014338,0,30.1,0.9,69,0
E00014339,11.7,21.4,0.7,62.1,4.1
E00014341,8,27.2,0.6,56.2,8
E00014342,4.8,19.9,1.8,72.9,0.6
E00014344,7.9,16.8,2,68.4,4.8
E00014345,6.7,18.5,0,70.4,4.4
E00014347,5,21.2,0.6,70.4,2.8
E00014348,9.8,24.9,1.5,60.5,3.4
E00014351,9.3,14.7,0,75.2,0.8
E00014353,6.9,21.8,0,70.3,1
E00014354,3.8,27.3,0.3,60.4,8.2
E00014356,2.1,20.8,1,71.9,4.2
E00014357,9.9,44.6,1.7,43.8,0
E00014358,9.1,15.5,0,71.8,3.6
E00014359,18.9,12.6,4.7,57.5,6.3
E00014360,8.3,12.4,1.4,73.8,4.1
E00014361,7.3,17.4,0,67,8.3
E00014362,9,23.1,0,64.3,3.5
E00014363,14.5,19.9,1.8,63.9,0
E00014364,21.7,36.8,4.6,32.9,3.9
E00014365,5.2,20.8,0,74,0
E00014366,7.7,12.8,2.6,70.1,6.8
E00014367,17.9,14.9,1.5,59,6.7
E00014368,14.4,11.9,1.3,68.8,3.8
E00014370,7.2,21.1,0.7,68.4,2.6
E00014371,10.3,25.6,0,59.6,4.5
E00014581,12.4,17.3,0,63.4,6.9
E00014582,6.7,13.4,1.5,76.1,2.2
E00014583,12.7,17.5,0,65.9,4
E00014584,9.6,20.3,1.1,64.7,4.3
E00014585,4.1,17.2,0.7,72.4,5.5
E00014586,6.3,19.6,0.9,71.4,1.8
E00014587,22,28.8,3.8,45.5,0
E00014588,9.1,14.5,0,69.1,7.3
E00014589,6.3,22.5,2.8,65.5,2.8
E00014590,2.6,21.4,3.1,68.6,4.4
E00014591,5.1,24.4,3.4,64.8,2.3
E00014592,3.8,21.3,0,73.8,1.3
E00014593,2.7,20.9,0.5,72.2,3.7
E00014594,3.5,14.7,0.7,79.7,1.4
E00014596,18.3,24.4,11.9,39.3,6.2
E00014598,8.7,26,0,61.8,3.5
E00014599,4.4,21.5,0,69.6,4.4
E00014600,15.9,30.4,1.4,50.5,1.9
E00014601,7,21,0.6,71.3,0
E00014602,19,38.6,0.6,37.3,4.4
E00014603,9.4,16.4,0,70.8,3.5
E00014604,16.9,40.4,6,31.9,4.8
E00014605,8.2,18.2,0.6,70.4,2.5
E00014606,15.8,23.7,3.5,53.5,3.5
E00014607,3.5,22.6,2.2,67.8,3.9
E00014609,9.6,18.7,1.8,64.5,5.4
E00014611,8,15.4,1.2,72.8,2.5
E00014612,6.4,19.1,2.1,70.2,2.1
E00014646,4.6,18.8,0,72,4.6
E00014647,7.6,16.8,1.5,70.2,3.8
E00014648,11.7,21.6,2.3,62.4,1.9
E00014649,11.4,16.9,0.6,66.9,4.2
E00014650,10.1,13.8,0.9,75.2,0
E00014652,14.4,14.8,8.4,58.7,3.7
E00014653,9.8,30.1,0.7,51.7,7.7
E00014655,8.4,26.3,2.6,61.6,1.1
E00014658,10.2,29.3,0,56.6,3.9
E00014660,7.8,17.5,1.5,71.4,1.9
E00023532,25,36,3,33.1,3
E00023533,6.1,37.1,0,55.3,1.5
E00023537,6.4,20,2.7,70,0.9
E00023538,22.1,33.3,2.6,39,3
E00023539,22.2,38.4,1.7,34.3,3.4
E00023540,13.9,25.3,3.1,50.7,6.9
E00023541,17.5,28.1,4.7,49.7,0
E00023542,20.2,26.9,2.6,46.1,4.1
E00023543,22.6,38,3.3,33.6,2.6
E00023544,19,38.4,3.3,38,1.2
E00023545,8.6,18.5,0,71.6,1.4
E00023546,11.5,30.5,0,55,3
E00023547,26.3,34.4,5.7,33.5,0
E00023548,21.7,37.3,1.7,35.3,4.1
E00023549,28.3,30,4,34.5,3.1
E00023550,19.5,30.3,2.8,42.6,4.8
E00023551,23.4,37.9,2,33.6,3.1
E00023552,10.8,29.6,1.9,54.5,3.3
E00023554,17.8,40.4,3.8,33.7,4.3
E00023555,17.6,24.8,2.3,50,5.4
E00023556,24.8,26.2,2.4,43.2,3.4
E00023557,11.1,27.4,1.5,60,0
E00023558,22.4,23.6,3,49.1,1.8
E00023559,10.5,17.4,5.2,63.4,3.5
E00023560,4.1,22.1,0.7,73.1,0
E00023561,13.2,30.2,3.1,49.6,3.9
E00023562,15.2,34.5,6.1,43.7,0.5
E00023658,11.7,18,0.8,64.8,4.7
E00023659,12.1,14,0.9,72,0.9
E00023660,9.3,24.1,0,63,3.7
E00023661,13.3,18.7,0.7,62.7,4.7
E00023662,8.7,25.4,0.7,62.3,2.9
E00023663,7,25.2,3.5,61.7,2.6
E00023664,5.6,25.7,0,64.7,4
E00023665,3.4,21.4,1.4,69,4.8
E00023666,5.2,21.1,0.4,69.6,3.7
E00023668,8.5,17,4.7,67,2.8
E00023669,12.6,13.5,0.3,52.4,21.2
E00023670,8.8,28.7,4.4,53,5
E00023671,11,26.8,0.8,57.5,3.9
E00023672,12.5,17.9,1.6,57.6,10.3
E00023674,5.5,20.5,0,67.7,6.3
E00023675,5.6,24.5,0,63.6,6.3
E00023676,35.8,24.1,0.7,37.2,2.2
E00023678,5.8,31.7,0.8,61.7,0
E00023680,9,17.3,1.5,62.4,9.8
E00023681,5.2,17.7,1.6,70.5,4.9
E00023682,11.2,32.2,17.8,36.2,2.6
E00023685,6.1,24.5,0,63.8,5.5
E00023686,4.6,15.1,2,75,3.3
E00023688,18.9,26.1,0,55,0
E00023689,7.5,16.1,0,74.7,1.6
E00023690,13.8,22.9,0.9,61.5,0.9
E00023926,25,34,6,29,6
E00023935,6.3,18.2,0.6,71,4
E00023937,14.6,21.7,6.6,55.1,2
E00023938,6.6,43.8,8.5,38,3.1
E00023939,7.5,15.4,1,72.6,3.5
E00023941,1.5,13.3,2,79.8,3.4
E00023942,5.5,13.4,0,78,3.1
E00023943,9.3,17.8,2.7,65.6,4.6
E00023946,3.9,25.5,2.7,61.9,6
E00023948,4.6,17.9,1.1,74.6,1.7
E00023949,18.7,31.6,5.9,41.2,2.7
E00023950,30.8,33.6,4.2,29.4,2.1
E00023951,22.8,30.7,6.4,36.6,3.5
E00023953,9.7,11.2,1.5,74.6,3
E00023954,10.4,24.6,1.9,60.2,2.8
E00023963,6.2,17.7,2.7,71.7,1.8
E00023964,3.1,17.4,2.3,76.4,0.8
E00023965,25.5,33.2,2.8,37.2,1.2
E00023966,12.7,26.7,3.3,55.3,2
E00023967,2,8.8,1.4,87.2,0.7
E00023968,1.7,17.4,1.7,79.3,0
E00023969,3.3,15.6,2.5,77,1.6
E00023971,21.7,32.2,6.1,33,7
E00023974,28.6,35.4,6.3,26.6,3.1
E00023975,9.2,17,8.1,64.9,0.7
E00023977,7.8,9.6,0.9,80,1.7
E00023979,9.2,25.2,0.8,60.5,4.2
E00023980,32.6,30.2,5.8,25.6,5.8
E00023981,2.2,22.4,0,71.6,3.7
E00023982,31.2,35.3,2.3,28.9,2.3
E00023985,24.9,30.1,6.2,38.9,0
E00023986,23,29.6,5.2,42.2,0
E00023987,15.8,30.1,2.3,51.9,0
E00023988,14,29.3,2.7,54,0
E00023989,21.4,28.9,4.3,43.9,1.6
E00023990,19.5,33.2,4.4,39.8,3.1
E00023991,6.6,6.6,0,86.8,0
E00023992,1.6,22.4,4.8,69.6,1.6
E00023993,13.9,24.6,2.6,55.3,3.6
E00023994,13.4,22.4,1.5,57.5,5.2
E00023995,16.1,18.3,6.5,50.5,8.6
E00023996,7.8,15,0,74.3,3
E00023999,4.8,11,0,82.8,1.4
E00024002,6.9,23,1.9,66.1,2.1
E00024004,7.4,38.7,4.9,46.1,2.9
E00024005,4.7,20.2,2,70.8,2.4
E00024006,7.6,27.3,3.3,59.6,2.2
E00024007,2.5,16.2,0,77,4.4
E00024008,18,43.5,1.6,32.9,3.9
E00024009,19,19.8,2.4,54,4.8
E00024013,25.3,31.4,5.7,34,3.6
E00024014,7.9,37.6,0.6,52.8,1.1
E00024019,7.1,27.2,3,62.7,0
E00024021,18.7,19.1,3.4,56.6,2.1
E00024022,5.4,22,0.4,67.6,4.6
E00024023,12.8,22.8,1.7,58.4,4.4
E00024025,8.7,25.5,1.4,61.5,2.9
E00024031,5.1,30.1,0.4,58.1,6.4
E00024032,3,8.9,0,84.2,3.9
E00024033,2.3,14.7,1.6,81.4,0
E00024034,8.4,17.9,3.4,67.6,2.8
E00024036,19.7,32.9,6.6,35.5,5.3
E00024037,6.1,14.8,0.9,77.4,0.9
E00024038,7.2,14.5,2.4,70.5,5.4
E00024039,18.5,18.5,2.8,58.3,1.9
E00024040,8.9,26.6,2.4,59.2,3
E00024041,20.4,35.8,2.5,39.6,1.7
E00024042,4.9,23.6,6.6,61,3.8
E00024043,17.6,16,0.8,65.2,0.4
E00024044,8.1,15.6,4.4,70.6,1.3
E00024045,10.3,21.1,2.2,63.2,3.2
E00024046,2.4,13.7,2.4,80.1,1.4
E00024047,11.1,30.3,2,54.9,1.6
E00024048,7.9,15.9,2.6,65.6,7.9
E00024050,8.6,14.8,0,76.6,0
E00024052,5.3,14.8,0.4,72.5,7
E00024053,6.7,19.2,0.4,71,2.7
E00024054,2.7,21.7,0,71.2,4.3
E00024055,3,11.2,0,85.2,0.6
E00024056,7,12.6,2,78.4,0
E00024057,4.6,16.9,1,75.4,2.1
E00024058,13.5,25.5,2.1,56.3,2.6
E00024059,7.7,15.5,1.4,73.2,2.1
E00024060,4.5,13.6,1.7,78.4,1.7
E00024061,20.4,30.5,1.8,44.9,2.4
E00024062,8.4,19.6,0.7,68.5,2.8
E00024063,6.8,16.8,0,75.8,0.6
E00024064,12.2,32.1,1.3,50.6,3.8
E00024065,9.1,17.1,0,73.8,0
E00024066,13,13.9,2.6,65.2,5.2
E00024067,7,21.7,0,67,4.3
E00024068,47.8,14.6,0.2,37.2,0.2
E00024069,10.7,32.9,5.7,47.1,3.6
E00024070,24,33.9,5.3,35.5,1.3
E00024071,5.3,14.1,1.8,74.7,4.1
E00024109,13.2,19,2.5,62,3.3
E00024113,9.2,14.6,3.2,72.4,0.5
E00024118,12.4,24.8,2,58.8,2
E00170943,1.2,6.8,0,89.5,2.5
E00171041,0,13.4,3.1,82.1,1.5
E00171043,6.8,11.2,0,80.7,1.2
E00171044,0.8,7.3,2.4,84.7,4.8
E00171080,7,21,3,67,2
E00175091,12.3,18.1,5.8,59.4,4.3
E00175180,13,37,1,43.7,5.3
E00175202,7.3,14.6,1.5,72.3,4.4
E00175203,11.8,18.1,4.7,60.6,4.7
E00175206,2.8,35.5,9,51.4,1.3
E00175217,9.2,14.9,2,73.5,0.4
E00175222,25.5,20.8,6.1,44.2,3.5
E00175231,17.6,32,5.1,41,4.3
E00175239,10.3,12.7,2.4,74.6,0
E00175240,10.3,3.4,2.6,76.7,6.9
E00175241,5.7,17.7,2.1,71.6,2.8
E00175258,4.7,20.7,0.7,72,2
E00175278,37.2,26,5.8,27.9,3.1
E00183114,5.5,13.7,0,77.7,3.1
E00183137,1.1,19.4,0.6,76.6,2.3
E00183175,3.4,11.4,0.6,84,0.6
E00183188,8.5,12.2,1.1,74.9,3.3
E00183197,4.9,10.2,0,82.7,2.2
E00183201,1.9,16.8,0.6,80.1,0.6
E00183210,4.3,11.6,0.8,80.7,2.6
E00183214,4.4,15,0.9,76.2,3.5
E00183218,2.5,11.7,0.8,82.5,2.5
E00190364,24.3,43.8,3.5,23.9,4.4
E00190373,9.5,13.1,4.8,68.5,4.2
E00190374,28.4,27.6,3,36.9,4.1
E00190376,7,14.4,2.7,73.3,2.7
E00190378,14.7,28.7,2.9,51.5,2.2
E00190379,9.2,18,1.8,68.6,2.5
E00190380,1.6,68.5,1,23.3,5.7
E00190381,7.8,21,1.5,65.9,3.9
E00190384,3.6,17.1,0,75.2,4.1
E00190386,7.2,17.3,1.9,70.1,3.5
E00190387,2.6,15.4,0.4,81.2,0.4
E00190388,9.2,12.7,0.9,70.6,6.6
E00190389,10.9,19,2.4,63.5,4.3
E00190390,10.3,17.8,2.3,67.2,2.3
E00190394,13.1,29.9,3.8,49.8,3.4
E00190395,17.8,35,3.4,40.7,3
E00190408,12.4,25.5,1.3,53.6,7.2
E00190409,10.4,24.2,1.2,61.8,2.4
E00190414,12.5,7,4.2,75.1,1.2
E00190418,12.1,31.1,0,53.9,2.9
E00190428,10.5,25.6,1.3,58,4.6
E00190432,10.3,11,1.4,74,3.4
E00190434,11.3,19.2,2.3,65,2.3
E00190446,4.1,17.4,0.8,74.4,3.3
E00190462,14.8,35.8,3.8,41.4,4.1
