areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00048204,80.2,5.7,14.1
E00048205,83.3,5.7,11
E00048209,79.7,13.8,6.5
E00048210,81.2,10.7,8.1
E00048211,84,8.3,7.7
E00048213,71,12.3,16.7
E00048214,81.9,5.6,12.5
E00048215,69.9,3.3,26.8
E00048216,81.3,10.9,7.8
E00048217,77.8,12.7,9.6
E00048218,79.4,8.4,12.3
E00048219,79.3,7.9,12.8
E00048220,79.4,5.4,15.3
E00048221,78.9,6.8,14.2
E00048222,73.4,6.5,20.2
E00048223,86.1,3,10.9
E00048224,85.3,1.9,12.7
E00048225,83.7,10.1,6.2
E00048226,84.4,3.1,12.5
E00048227,82.8,4.8,12.5
E00048228,80.2,3.3,16.6
E00048229,77.3,12.7,10
E00048230,85.2,5.5,9.3
E00048231,80.8,6,13.2
E00048232,76.1,9.1,14.8
E00048234,89.3,3,7.7
E00048248,85.2,2.8,12
E00048249,88.6,2.4,8.9
E00048250,51.7,8.1,40.1
E00048251,90.4,2.2,7.4
E00048252,92.7,2.3,5
E00048422,63.9,23,13.1
E00048423,66.3,27.8,5.9
E00048432,58.3,26.1,15.6
E00048433,69.9,16.2,13.9
E00048436,80,13.4,6.6
E00048437,71.8,21.4,6.8
E00048438,74.2,18.9,7
E00048439,65.9,24.7,9.5
E00048440,56.7,33.5,9.8
E00048441,62,29.2,8.9
E00048442,70,21.4,8.6
E00048444,26.4,50.7,22.9
E00048446,65.8,26.4,7.8
E00048526,79.5,12.3,8.1
E00048527,69.1,14.5,16.4
E00048528,48.7,31.2,20.1
E00048532,72.1,12,15.8
E00048533,70,15.4,14.6
E00048534,59.1,24.3,16.5
E00048535,69.9,15.8,14.3
E00048536,71.7,18.4,9.9
E00048537,87.7,5.7,6.6
E00048538,75.3,12.4,12.4
E00048539,68.6,15.9,15.5
E00048540,82.6,6.7,10.7
E00048541,83.6,6.5,9.9
E00048542,52.4,33,14.6
E00048543,78.7,8.5,12.9
E00048544,64.1,19.3,16.7
E00048545,54.4,29.9,15.7
E00048546,81.6,7,11.4
E00048547,55.3,34.7,10
E00048548,74.3,10.9,14.9
E00048549,75.6,10.9,13.5
E00048550,81.3,7.8,11
E00048551,60.3,29,10.8
E00048552,68.5,18.1,13.4
E00048553,69.1,21.2,9.7
E00048554,72.8,11,16.1
E00048555,69.2,14.1,16.7
E00048556,70.5,23.7,5.8
E00048557,56.5,31.4,12.2
E00048558,64.5,20.8,14.8
E00048560,57.5,25.8,16.7
E00048561,69.3,17.3,13.5
E00048562,68.3,19.9,11.8
E00048563,77.7,14.2,8.1
E00048564,67.5,22.4,10.1
E00048565,73.7,11.5,14.8
E00048566,72.5,11.6,15.9
E00048567,75.2,10.3,14.5
E00048568,70.6,20.1,9.3
E00048569,68.4,14.5,17
E00048571,57.9,24.3,17.8
E00048572,60.6,19.1,20.3
E00048577,65.9,14.2,19.9
E00048578,68.4,21.1,10.5
E00048579,70.3,16.8,12.8
E00048580,59.7,28.7,11.7
E00048581,78.6,3.4,18.1
E00048582,70.8,11.7,17.5
E00048696,59.1,16.9,24
E00048697,66.3,19.2,14.5
E00048710,77,12.7,10.3
E00048711,62,18.7,19.3
E00048712,66.4,18.1,15.5
E00048713,67.1,21.2,11.7
E00048714,71.7,6.3,22
E00048715,61.7,27.9,10.4
E00048716,77.4,16.3,6.3
E00048717,68.7,18.5,12.8
E00048718,56.7,15.2,28.1
E00048719,56.4,31.8,11.8
E00048720,62.4,13.8,23.8
E00048722,69,11.8,19.2
E00048723,66.7,19.4,13.9
E00048724,61.1,23.7,15.2
E00048725,63.5,25.7,10.8
E00048726,61.7,21.3,17
E00158168,84.3,2.2,13.5
E00158169,86.2,1.4,12.4
E00158427,68.1,16.2,15.8
E00158428,65.6,18.4,16.1
E00158429,69.3,15.2,15.5
E00158432,82.8,4.7,12.5
E00158434,83.4,5.4,11.2
E00158437,89.5,3.4,7
E00158442,73.1,5.4,21.5
E00158443,61.5,6.2,32.3
E00158444,78.7,5.1,16.2
E00158445,85.1,3.3,11.6
E00158446,64.9,13.8,21.3
E00158447,71,13.1,15.9
E00158470,70.4,2.8,26.9
E00158471,81.7,3.8,14.5
E00158472,73,2.3,24.8
E00158474,67,10.1,22.9
E00158475,79.4,3.2,17.4
E00158477,63,3.2,33.8
E00158478,77.3,9.6,13.1
E00158479,70.1,9.8,20.1
E00158481,72,10.2,17.7
E00158482,64.8,10.6,24.6
E00158483,68,7,24.9
E00158484,56.4,3.6,40.1
E00158485,80.4,6.9,12.7
E00158487,74.7,8,17.3
E00158488,72.5,11.4,16.1
E00158489,76.1,4.5,19.4
E00158558,78,6.2,15.8
E00158559,84.2,2.8,13
E00158580,91,1.9,7.2
E00165813,67.5,20.5,12
E00165814,76.1,10.3,13.6
E00168294,91.2,3.8,5
E00168296,85.6,8.7,5.8
E00168298,83.5,0.8,15.8
E00168299,77.3,6.7,16
E00168300,92.4,4.1,3.5
E00168301,77.7,11.6,10.6
E00172158,66.8,16.8,16.5
E00172159,74.8,20.1,5.1
E00172160,61.4,32.9,5.8
E00172161,52.5,40.7,6.7
E00185041,75.5,14.3,10.3
E00185046,76.1,8.2,15.6
E00185054,74.8,11,14.2
E00185073,85.4,5.3,9.3
E00185080,88.4,3.2,8.4
E00185116,58.3,29.2,12.4
E00185117,54.8,32,13.2
E00185121,72.2,15,12.8
E00185127,64.3,26.1,9.6
E00186976,81.2,11.4,7.5
E00186999,66,17.8,16.2
