areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00048204,16.3,42.3,29.3,12.2
E00048205,12.6,43,31.9,12.6
E00048209,16.2,34.3,34.3,15.2
E00048210,17.2,32,34.4,16.4
E00048211,10.8,45.8,25,18.3
E00048213,15.6,52.3,22.9,9.2
E00048214,25.6,36.3,28,10.1
E00048215,47.9,32.3,15.6,4.2
E00048216,13.2,33.1,36.4,17.4
E00048217,29.7,40.5,22.3,7.4
E00048218,9.2,38.5,34.6,17.7
E00048219,16.4,50.8,24.6,8.2
E00048220,10.2,39,40.7,10.2
E00048221,16.4,47.9,28.6,7.1
E00048222,47.2,31.7,15.5,5.6
E00048223,15.2,56.2,19,9.5
E00048224,12.5,41.7,31.7,14.2
E00048225,16.4,43.8,32,7.8
E00048226,10.8,43.2,30.6,15.3
E00048227,13.6,45.8,34.7,5.9
E00048228,16.6,36.6,30.3,16.6
E00048229,13.9,38.9,34,13.2
E00048230,12.1,41.8,36.2,9.9
E00048231,10.6,39.8,30.9,18.7
E00048232,17.7,48.4,26.6,7.3
E00048234,3.4,34.2,49.6,12.8
E00048248,11.2,33.6,37.1,18.1
E00048249,3.3,34,41.2,21.6
E00048250,71.9,19.3,7,1.8
E00048251,10.3,26,44.5,19.2
E00048252,2,27.5,35.3,35.3
E00048422,33.3,40.1,17.7,8.8
E00048423,32.7,42.9,15.6,8.8
E00048432,32.4,45.1,15.7,6.9
E00048433,19.8,41.4,25.2,13.5
E00048436,12,40,35,13
E00048437,24.6,44.3,21.3,9.8
E00048438,31.7,41.5,18.7,8.1
E00048439,29.7,42.6,17.8,9.9
E00048440,32.6,39.1,23.9,4.3
E00048441,52.8,32.7,11.9,2.5
E00048442,28.7,29.3,25.3,16.7
E00048444,72.6,15.1,9.6,2.7
E00048446,27.8,40.6,19.5,12
E00048526,17.9,41.9,29.1,11.1
E00048527,57,32.5,5.3,5.3
E00048528,32.1,40.7,21.4,5.7
E00048532,25.2,43.9,23.6,7.3
E00048533,25.7,44.4,20.1,9.7
E00048534,27.3,49.6,21.5,1.7
E00048535,14.4,41.6,33.6,10.4
E00048536,26.6,36.3,28.2,8.9
E00048537,10.4,37.3,35.7,16.6
E00048538,16.3,37,31.9,14.8
