geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02003524,30.7,30.4,34,4.3,0.7
E02003525,24.2,29.1,39.6,6.7,0.4
E02003526,51.7,28.4,18.8,1.1,0.1
E02003527,35.6,37,24.4,2.8,0.3
E02003529,40.6,35.2,22.2,1.7,0.3
E02003530,29.8,36.1,30.4,3.2,0.5
E02003531,40.5,35.8,21.6,1.8,0.2
E02003532,30.7,30.9,33.9,4.2,0.4
E02003533,21.3,39.1,34.7,4.2,0.7
E02003534,32.4,34.5,29.3,3.4,0.5
E02003535,23.5,38.5,32.9,4.6,0.6
E02003536,13.5,25.9,50.9,8.5,1.2
E02003537,38.2,34.5,24.2,2.8,0.3
E02003538,17.5,37.9,38.4,5.6,0.6
E02003540,34,35.2,28,2.6,0.1
E02003541,16.3,21.9,53.1,7.5,1.2
E02003542,30.6,38.5,27.9,2.7,0.3
E02003543,24.5,34.4,37.1,3.3,0.7
E02003544,23,44.2,30,2.5,0.2
E02003545,19.5,29.2,47.5,3.6,0.3
E02003546,34.7,38.4,24.8,2,0.2
E02003547,19.6,38.4,39.3,2.5,0.2
E02003548,32.6,31.7,33.1,2.2,0.4
E02003549,44.2,31.9,20.3,2.8,0.9
E02003551,24.8,28.4,41.3,4.8,0.7
E02003553,29.2,28.6,34.7,6.3,1.1
E02003556,34.9,39,23.3,2.4,0.3
E02003557,31,32.1,34,2.3,0.5
E02003561,17.2,30.7,46.1,5.2,0.7
E02003562,26,32.5,37.8,3.2,0.4
E02003564,27.1,34.4,33,4.8,0.8
E02003565,18.1,31.7,43.4,5.8,1
E02003566,26.2,37.5,31.4,4.5,0.4
E02003570,11.5,20.8,52.9,11.8,3.1
E02003572,37.8,35.7,23.4,2.9,0.2
E02003573,24.2,31.3,37.9,6,0.5
E02003574,30.7,38,28.4,2.7,0.3
E02003575,18.8,28.6,45.9,6.2,0.6
E02003576,24.1,34.2,37.1,4.1,0.5
E02003578,27.2,38.1,31.2,3.2,0.3
E02003579,23.5,34.9,37.6,3.7,0.3
E02003580,17.8,28.7,44.9,8,0.7
E02003581,31.6,40.5,25.4,2.3,0.2
E02003582,44.3,38.6,15.8,1.3,0.1
E02003583,34,39.8,24.1,1.9,0.2
E02004697,53.8,29,15.5,1.6,0.1
E02004698,23.1,31.6,41.5,3.6,0.2
E02004699,44.9,32.6,20.7,1.7,0.1
E02004700,30.7,35.6,30.4,2.8,0.5
E02004702,37.5,35.2,24.3,2.5,0.4
E02004703,62,24.1,12.8,1,0.1
E02004704,47.3,34.8,16.1,1.7,0.1
E02004705,47.3,32,18.9,1.7,0.1
E02004706,50.1,29.7,18.6,1.6,0
E02004707,56.7,26.9,15.5,0.9,0.1
E02004708,31.5,36.1,30,2.1,0.3
E02004709,52.7,29.3,16.3,1.6,0.1
E02004710,55,27.2,16.1,1.3,0.4
E02004712,61.3,27.1,10.8,0.7,0.1
E02004713,49.5,33.6,15.9,0.9,0.1
E02004714,44.1,38.4,16.4,1,0.1
E02004715,34.4,36.5,26.8,2.1,0.2
E02004716,41.1,36.5,20.3,1.8,0.3
E02004717,27.1,37.5,31.8,3.3,0.3
E02004718,24.1,34,37.7,3.8,0.4
E02004719,50.3,32.6,16.1,0.9,0.1
E02004720,40.1,35.7,22.8,1.3,0.2
E02004721,43.3,34,20.9,1.7,0.1
E02004722,35.2,36.8,25.9,2,0.1
E02004723,46.7,35.3,17.1,0.8,0
E02004724,41.2,32.2,24.3,1.9,0.3
E02004725,32.2,37.4,28.4,2,0.1
E02004726,44.2,34.3,19.6,1.8,0.1
E02004727,54.9,31,12.8,1.3,0.1
E02004728,43.2,32.1,22.9,1.6,0.2
E02004729,39.1,35.5,22.6,2.6,0.3
E02004730,58.8,28.6,11.6,0.9,0.1
E02004731,52.6,30,16.5,0.8,0.1
E02004732,52.2,31.3,15.5,1,0
E02004733,46.9,32.3,19.6,1.2,0.1
E02004734,39.3,35.2,23.9,1.4,0.2
E02004735,53.3,34,11.8,0.8,0.1
E02004736,44,40.4,14.8,0.8,0
E02004737,24.9,33.9,38.6,2.5,0.1
E02004738,36.9,40.2,20.8,2,0.1
E02004739,50.3,33.2,15.1,1.4,0
E02004740,52.9,32.4,14.1,0.5,0.1
E02004741,39.6,33.2,24.5,2.2,0.5
E02004742,33.9,32.7,31.2,2.1,0.1
E02004743,42.4,35.1,20.5,1.8,0.2
E02004744,20.3,41,32.9,5.4,0.5
E02004745,27.1,36.8,33.1,2.6,0.3
E02004746,43.6,34.7,20.1,1.3,0.2
E02004747,26.1,42.4,29,2.2,0.3
E02004748,14.2,36.3,45.8,3.5,0.3
E02004749,49.6,32.4,16.8,1.1,0.1
E02004750,42.3,33.7,22.1,1.9,0
E02004764,44.3,35,19.2,1.5,0.1
E02004765,48,29.4,21.4,1,0.1
E02004766,31.8,30.7,34.2,3,0.3
E02004767,28.4,31.9,33.7,5.3,0.8
E02004768,35.6,33.9,27.6,2.5,0.4
E02004769,17.9,36.7,38.7,5.8,0.9
E02004770,22.6,35,36.9,4.9,0.6
E02004771,24.9,34.3,34.3,5.8,0.7
E02004772,40.6,35.8,21.6,1.9,0.2
E02004774,51.5,30.2,17.1,1.2,0.1
E02004775,45.7,29.3,22.9,1.9,0.2
E02004776,56.8,26.9,14.8,1.4,0.2
E02004777,35.7,36.5,25.3,2.2,0.2
E02004778,38.3,38.2,21.5,1.9,0.1
E02004789,44.6,32.3,20.6,2.3,0.2
E02004791,38.1,32.3,26.4,2.9,0.3
E02004792,50.8,31.1,16.6,1.3,0.1
E02004827,59.6,28.7,10.8,0.7,0.2
E02004829,52.3,31.3,15.3,1,0.1
E02004830,52.5,28.6,17.5,1.4,0.1
E02004831,54.5,30.5,14,0.9,0.2
E02004832,50.1,31.6,17.1,1.1,0.1
E02004833,46.1,30.7,21,1.9,0.3
E02004834,24.3,30.2,41.4,3.8,0.3
E02004835,31.6,33.1,33.8,1.4,0.2
E02004836,29.2,28,39.1,3.2,0.4
E02004837,54.3,28,16.3,1.2,0.1
E02004838,50.8,30.3,17.7,1,0.1
E02004839,60.4,25,13.5,1.1,0
E02004840,49.5,30.2,19,1.2,0.1
E02004841,44.2,32.9,21.1,1.6,0.1
E02004842,43.8,34.4,20.4,1.3,0.1
E02006454,48.4,28.7,21.1,1.7,0.1
E02006455,39.9,28.7,29.7,1.6,0.2
E02006559,54.6,33.9,10.4,0.9,0.1
E02006560,31.4,49.1,17.8,1.5,0.3
E02006561,51,28.9,18.5,1.5,0.1
E02006563,57.9,26.3,14.6,1.1,0.1
E02006564,40.6,33.4,24.6,1.2,0.2
E02006566,53.9,28.5,16.1,1.2,0.2
E02006567,48.1,33.2,17,1.6,0.2
E02006568,26.1,35.2,35.8,2.8,0.1
E02006569,45.9,33.6,19,1.4,0.1
E02006570,26.3,34.3,37.2,2,0.2
E02006571,46.8,33.2,18.4,1.5,0.1
E02006572,34.6,33.7,29.1,2.2,0.4
E02006573,48.6,32.2,17.4,1.7,0.1
E02006821,46.6,34.8,16.9,1.6,0.1
E02006822,43,36.1,18.5,2,0.3
E02006829,54.1,29.9,15,0.9,0.1
E02006830,33.7,30.3,31.3,4.2,0.4
E02006831,46.7,34.6,17.4,1.2,0.1
E02006838,59.4,26.5,13,1.1,0.1
E02006839,54.9,24.7,18.9,1.3,0.2
E02006975,7.6,25.5,58.7,7,1.2
E02006976,8.6,24,55.9,10.3,1.2
E02007074,6.4,23,57.6,11.5,1.6
E02007075,7.8,41.1,47.2,3.5,0.3
