geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E02003524,37.4,62.6
E02003525,36.6,63.4
E02003526,54.6,45.4
E02003527,44.9,55.1
E02003529,47.7,52.3
E02003530,47,53
E02003531,47.7,52.3
E02003532,40.5,59.5
E02003533,35,65
E02003534,42.1,57.9
E02003535,36.4,63.6
E02003536,28.4,71.6
E02003537,43.3,56.7
E02003538,32.3,67.7
E02003540,44,56
E02003541,21.7,78.3
E02003542,30.8,69.2
E02003543,23.6,76.4
E02003544,35.9,64.1
E02003545,27.4,72.6
E02003546,42.3,57.7
E02003547,33.1,66.9
E02003548,35,65
E02003549,36.1,63.9
E02003551,27.2,72.8
E02003553,29.6,70.4
E02003556,48,52
E02003557,34.1,65.9
E02003561,24.4,75.6
E02003562,42.4,57.6
E02003564,42.3,57.7
E02003565,21.1,78.9
E02003566,43,57
E02003570,32.6,67.4
E02003572,49.4,50.6
E02003573,40.4,59.6
E02003574,47.2,52.8
E02003575,34.3,65.7
E02003576,40.1,59.9
E02003578,43.4,56.6
E02003579,38.2,61.8
E02003580,35.6,64.4
E02003581,38.4,61.6
E02003582,52.7,47.3
E02003583,46.4,53.6
E02004697,56.7,43.3
E02004698,38.4,61.6
E02004699,52.8,47.2
E02004700,45.7,54.3
E02004702,47.1,52.9
E02004703,62,38
E02004704,54.6,45.4
E02004705,53.5,46.5
E02004706,54.1,45.9
E02004707,57.2,42.8
E02004708,45.7,54.3
E02004709,57.7,42.3
E02004710,57.3,42.7
E02004712,64.2,35.8
E02004713,57,43
E02004714,55,45
E02004715,46.1,53.9
E02004716,50.8,49.2
E02004717,40.7,59.3
E02004718,36.3,63.7
E02004719,53.7,46.3
E02004720,49.7,50.3
E02004721,51.6,48.4
E02004722,48.7,51.3
E02004723,54.5,45.5
E02004724,48,52
E02004725,45.3,54.7
E02004726,50.5,49.5
E02004727,57.6,42.4
E02004728,51.1,48.9
E02004729,47.2,52.8
E02004730,57.5,42.5
E02004731,56,44
E02004732,55.3,44.7
E02004733,53.4,46.6
E02004734,48.3,51.7
E02004735,60.5,39.5
E02004736,55.5,44.5
E02004737,39.3,60.7
E02004738,51.3,48.7
E02004739,51.4,48.6
E02004740,61.3,38.7
E02004741,47.6,52.4
E02004742,46.3,53.7
E02004743,49.1,50.9
E02004744,39.1,60.9
E02004745,38.9,61.1
E02004746,54.8,45.2
E02004747,41.8,58.2
E02004748,32.1,67.9
E02004749,57.2,42.8
E02004750,45.6,54.4
E02004764,53.1,46.9
E02004765,51.5,48.5
E02004766,41.6,58.4
E02004767,37.9,62.1
E02004768,45.2,54.8
E02004769,36.2,63.8
E02004770,36.7,63.3
E02004771,37.9,62.1
E02004772,52.3,47.7
E02004774,51.9,48.1
E02004775,48,52
E02004776,56.1,43.9
E02004777,47.3,52.7
E02004778,49.8,50.2
E02004789,51.5,48.5
E02004791,46.7,53.3
E02004792,54.9,45.1
E02004827,60.5,39.5
E02004829,62.2,37.8
E02004830,56.1,43.9
E02004831,54.6,45.4
E02004832,55.6,44.4
E02004833,46.6,53.4
E02004834,35,65
E02004835,37.3,62.7
E02004836,26.3,73.7
E02004837,55,45
E02004838,59.1,40.9
E02004839,61.7,38.3
E02004840,54.1,45.9
E02004841,51.1,48.9
E02004842,52.9,47.1
E02006454,57.7,42.3
E02006455,49.2,50.8
E02006559,59.7,40.3
E02006560,51,49
E02006561,57.7,42.3
E02006563,57.9,42.1
E02006564,50.9,49.1
E02006566,53.4,46.6
E02006567,54.2,45.8
E02006568,33.2,66.8
E02006569,49.4,50.6
E02006570,34.4,65.6
E02006571,52,48
E02006572,44.6,55.4
E02006573,53.5,46.5
E02006821,54.4,45.6
E02006822,50.4,49.6
E02006829,56.7,43.3
E02006830,41.9,58.1
E02006831,55.2,44.8
E02006838,59,41
E02006839,56.7,43.3
E02006975,11.4,88.6
E02006976,28.2,71.8
E02007074,22.1,77.9
E02007075,26.8,73.2
