geography_code,disability_3a-001,disability_3a-002
E02003524,23,77
E02003525,20.7,79.3
E02003526,17.5,82.5
E02003527,17.5,82.5
E02003529,15.8,84.2
E02003530,17.8,82.2
E02003531,14.7,85.3
E02003532,16.5,83.5
E02003533,19.1,80.9
E02003534,14.9,85.1
E02003535,16,84
E02003536,23.4,76.6
E02003537,16.9,83.1
E02003538,17.8,82.2
E02003540,17.5,82.5
E02003541,20.4,79.6
E02003542,14.5,85.5
E02003543,15.9,84.1
E02003544,15.4,84.6
E02003545,18.2,81.8
E02003546,16.2,83.8
E02003547,17.5,82.5
E02003548,17.8,82.2
E02003549,14,86
E02003551,19.6,80.4
E02003553,15.8,84.2
E02003556,16.8,83.2
E02003557,15.1,84.9
E02003561,18.3,81.7
E02003562,16.5,83.5
E02003564,18.9,81.1
E02003565,16.6,83.4
E02003566,20.8,79.2
E02003570,13.9,86.1
E02003572,18.3,81.7
E02003573,22.5,77.5
E02003574,18.1,81.9
E02003575,23.4,76.6
E02003576,19.4,80.6
E02003578,18.1,81.9
E02003579,17.5,82.5
E02003580,23.2,76.8
E02003581,20.5,79.5
E02003582,18.8,81.2
E02003583,24.1,75.9
E02004697,15.2,84.8
E02004698,20.1,79.9
E02004699,15.9,84.1
E02004700,14.4,85.6
E02004702,16.7,83.3
E02004703,13.9,86.1
E02004704,14,86
E02004705,15.4,84.6
E02004706,16.9,83.1
E02004707,14.5,85.5
E02004708,16.4,83.6
E02004709,14.9,85.1
E02004710,15.3,84.7
E02004712,13.6,86.4
E02004713,15.9,84.1
E02004714,15.4,84.6
E02004715,17.4,82.6
E02004716,16.4,83.6
E02004717,17.8,82.2
E02004718,18.9,81.1
E02004719,14,86
E02004720,17.1,82.9
E02004721,10.9,89.1
E02004722,19,81
E02004723,15.7,84.3
E02004724,15.9,84.1
E02004725,20.6,79.4
E02004726,14.9,85.1
E02004727,12.6,87.4
E02004728,16.5,83.5
E02004729,20.2,79.8
E02004730,16.2,83.8
E02004731,14.9,85.1
E02004732,14.7,85.3
E02004733,15.5,84.5
E02004734,17.9,82.1
E02004735,17.1,82.9
E02004736,16.8,83.2
E02004737,20.9,79.1
E02004738,17.3,82.7
E02004739,19,81
E02004740,18,82
E02004741,22,78
E02004742,24.3,75.7
E02004743,17.4,82.6
E02004744,18.4,81.6
E02004745,20.6,79.4
E02004746,19.2,80.8
E02004747,21,79
E02004748,23.7,76.3
E02004749,18.9,81.1
E02004750,18.9,81.1
E02004764,20,80
E02004765,15.1,84.9
E02004766,23.4,76.6
E02004767,21.6,78.4
E02004768,18.9,81.1
E02004769,22.5,77.5
E02004770,22.2,77.8
E02004771,22.3,77.7
E02004772,17.6,82.4
E02004774,18.1,81.9
E02004775,16.7,83.3
E02004776,20.1,79.9
E02004777,24.5,75.5
E02004778,22.8,77.2
E02004789,19.7,80.3
E02004791,21,79
E02004792,17.9,82.1
E02004827,10.8,89.2
E02004829,13.4,86.6
E02004830,13.7,86.3
E02004831,15.1,84.9
E02004832,15.6,84.4
E02004833,16.5,83.5
E02004834,19.9,80.1
E02004835,15,85
E02004836,20.4,79.6
E02004837,13.6,86.4
E02004838,13.4,86.6
E02004839,13.2,86.8
E02004840,15.9,84.1
E02004841,14.1,85.9
E02004842,16.3,83.7
E02006454,13.5,86.5
E02006455,16.4,83.6
E02006559,19.8,80.2
E02006560,20.5,79.5
E02006561,14.9,85.1
E02006563,13.2,86.8
E02006564,16.2,83.8
E02006566,16.8,83.2
E02006567,15.5,84.5
E02006568,19.5,80.5
E02006569,14.6,85.4
E02006570,19.6,80.4
E02006571,15.9,84.1
E02006572,16.8,83.2
E02006573,17.8,82.2
E02006821,15.3,84.7
E02006822,18.8,81.2
E02006829,16,84
E02006830,20.3,79.7
E02006831,17.1,82.9
E02006838,15.4,84.6
E02006839,15,85
E02006975,16.5,83.5
E02006976,24,76
E02007074,15.1,84.9
E02007075,10.2,89.8
