geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02003524,10.8,13.9,63.6,11.7
E02003525,12.1,31.9,46.4,9.6
E02003526,9.5,14.8,38.7,37
E02003527,7.2,27.4,55.6,9.7
E02003529,5.4,15.8,59.8,19
E02003530,12.3,29,48.6,10.1
E02003531,6.8,22.2,54.6,16.4
E02003532,19,19.4,45.5,16.1
E02003533,10.2,41.5,42.3,6
E02003534,9.5,20.4,58,12.1
E02003535,8.6,30.5,53.9,7
E02003536,23.4,38.1,30.8,7.7
E02003537,7.7,18.7,58.4,15.2
E02003538,13.7,41.7,37.5,7.2
E02003540,11.6,25.6,51.1,11.7
E02003541,31.1,27,25.8,16
E02003542,8.3,26.6,47.5,17.6
E02003543,16.1,31.9,27,25
E02003544,8.8,43.3,39.8,8.1
E02003545,36.4,33.8,15.8,14
E02003546,11.9,32,40.5,15.7
E02003547,28.7,43.3,17.4,10.7
E02003548,21,31.6,19.3,28.1
E02003549,6.4,22.9,34.2,36.5
E02003551,27.8,21,42.1,9.1
E02003553,11.1,12.5,53.8,22.6
E02003556,5.8,27,56.1,11.1
E02003557,18.9,28.7,19.6,32.8
E02003561,29.4,32.4,22.6,15.7
E02003562,22.4,27.8,37.4,12.5
E02003564,13.7,31.7,45.9,8.8
E02003565,26.8,34.1,16.2,22.8
E02003566,11.7,35.2,43.5,9.6
E02003570,34.4,27.6,22.5,15.5
E02003572,8.1,20.7,56.5,14.7
E02003573,15.6,35.4,39.5,9.6
E02003574,14.4,28.3,49.6,7.6
E02003575,21.2,35.3,37.9,5.5
E02003576,19.4,23.4,50,7.2
E02003578,13.2,31.4,47.7,7.8
E02003579,20,34.4,37.8,7.8
E02003580,20.2,39.4,34.2,6.2
E02003581,9.3,37.7,39.3,13.6
E02003582,3.8,25.4,50.2,20.6
E02003583,10.3,34.3,41.8,13.6
E02004697,5.5,19.4,33,42.1
E02004698,24.4,30.5,33,12.2
E02004699,9.2,24.2,40.9,25.7
E02004700,10.2,29.8,44.3,15.6
E02004702,10.2,25.2,41.4,23.3
E02004703,4.1,15.1,30.7,50.1
E02004704,4.4,25.5,39.1,31
E02004705,9.4,22,32.9,35.7
E02004706,8.7,20.2,35.3,35.9
E02004707,7.5,16.6,33.9,42
E02004708,15.3,30,37,17.8
E02004709,5.2,19.7,38.3,36.7
E02004710,7.5,15.9,35.1,41.5
E02004712,2,16.9,29.6,51.4
E02004713,3.9,14.9,55.6,25.6
E02004714,7,29.3,34.1,29.7
E02004715,10.8,27.2,46.7,15.2
E02004716,5.7,23.3,51.7,19.3
