geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02003524,9.9,22,59,9
E02003525,9.9,21.4,61.4,7.3
E02003526,11.6,19.5,56.1,12.8
E02003527,9.6,18.6,60.1,11.7
E02003529,9.5,20.5,61.3,8.7
E02003530,9.2,20,60.3,10.5
E02003531,9.8,20.6,59.7,9.8
E02003532,9.5,19.4,61.5,9.6
E02003533,9,19.3,63.1,8.6
E02003534,10.6,19.2,61.8,8.4
E02003535,8.3,21.3,61.5,8.9
E02003536,11.7,25.9,55.4,7.1
E02003537,9,20.8,60.8,9.4
E02003538,10.2,20.9,60.6,8.4
E02003540,9.9,20.9,60.4,8.8
E02003541,18.6,24.2,48.7,8.5
E02003542,11.9,19.3,58.9,9.9
E02003543,15.6,20.1,55.6,8.8
E02003544,9.2,19.3,62,9.5
E02003545,11.3,15.6,61.6,11.4
E02003546,10.1,17.9,60,11.9
E02003547,11.7,14.9,60.3,13.1
E02003548,11.8,17.4,58.8,12
E02003549,14.4,19.2,54.5,11.9
E02003551,14.3,20.8,54.8,10.1
E02003553,15.2,21.4,55.1,8.2
E02003556,10,21.2,58.4,10.4
E02003557,16.3,16.6,56.5,10.6
E02003561,15.2,18.7,56.8,9.2
E02003562,9.5,20,60.1,10.4
E02003564,10.9,20.7,58.4,10
E02003565,14.3,16.5,59.3,9.8
E02003566,10.4,20.8,58.9,9.9
E02003570,13.3,22.3,55.7,8.7
E02003572,9.8,19.9,59.9,10.4
E02003573,10.3,22.8,58.1,8.8
E02003574,8.4,20.2,62,9.4
E02003575,11.5,22.5,56,10.1
E02003576,9,20.8,60.1,10.1
E02003578,9.3,18.7,62.5,9.6
E02003579,7.9,16.7,65.2,10.3
E02003580,10,22.7,57.2,10
E02003581,10.7,22,57,10.3
E02003582,10.3,25.2,55.2,9.3
E02003583,10.8,24.4,56.7,8.2
E02004697,12.2,18.2,53,16.6
E02004698,9.5,17.6,63,10
E02004699,10.7,18.4,59.7,11.1
E02004700,9.1,17,62.5,11.4
E02004702,10.6,19.9,59.8,9.7
E02004703,13.9,18.4,51.7,16
E02004704,11.8,17.3,57.9,13.1
E02004705,11.9,18.3,55.4,14.5
E02004706,12.5,19.2,53.6,14.7
E02004707,13.7,19.4,50.8,16.1
E02004708,11.5,19.6,57.2,11.6
E02004709,11.4,20.8,55.8,12.1
E02004710,11.9,19,57.1,12
E02004712,11.6,19.2,56.5,12.7
E02004713,10.1,19.6,60.1,10.1
E02004714,11,18.7,59.7,10.6
E02004715,9.2,19.4,61.2,10.2
E02004716,10.4,21.6,58.4,9.6
E02004717,8.9,18.6,63,9.6
E02004718,8.4,18.8,63.5,9.4
E02004719,10.6,18.9,59.7,10.9
E02004720,10.6,19.8,58.2,11.4
E02004721,9.1,19.4,60.2,11.4
E02004722,10.1,20.4,59.2,10.3
E02004723,10.4,21.4,57.8,10.5
E02004724,9,18.6,60.3,12.1
E02004725,9.6,21.9,57.4,11.1
E02004726,11.1,18.8,58.4,11.8
E02004727,10.2,17.3,60.1,12.4
E02004728,10.4,18.8,59.4,11.4
E02004729,9.7,21,60.7,8.6
E02004730,9.4,19.2,60.8,10.7
E02004731,11.3,19.9,57.9,10.9
E02004732,11.5,19.6,56.2,12.7
E02004733,10.2,18.6,59.3,11.8
E02004734,8.8,18.8,61.8,10.6
E02004735,9.8,19.3,59.4,11.5
E02004736,10.9,20.5,58.2,10.5
E02004737,9.1,18.5,62.9,9.5
E02004738,10.2,19.6,61.3,8.9
E02004739,9.1,18.1,60.5,12.3
E02004740,13.1,20,56.5,10.5
E02004741,9.5,20.7,60,9.7
E02004742,8.7,20.7,60.9,9.7
E02004743,8.7,19.4,61.5,10.4
E02004744,9.1,19.8,60.2,10.9
E02004745,8.6,19.6,62.8,9.1
E02004746,10.2,19.5,58.6,11.6
E02004747,9.9,19.8,60.9,9.5
E02004748,9.7,20,59.4,10.9
E02004749,10.2,21.4,56,12.5
E02004750,8.6,18.1,60.5,12.8
E02004764,10.3,20.3,58.6,10.9
E02004765,9.3,20,60.3,10.3
E02004766,9.7,21.3,59.1,9.8
E02004767,9.4,22.4,59.1,9.2
E02004768,9.6,20.3,59.6,10.6
E02004769,9.1,23.7,59,8.1
E02004770,10.4,22.3,58.8,8.5
E02004771,9.5,22.6,59.5,8.4
E02004772,9.5,20.8,59.4,10.2
E02004774,12.2,21.6,55.1,11.2
E02004775,10.6,20,58.5,11
E02004776,14,22.4,50.6,13
E02004777,12.9,21,53.9,12.1
E02004778,12.7,23.2,53.4,10.7
E02004789,11.6,20.5,57.1,10.7
E02004791,10.4,21.8,58,9.8
E02004792,11.4,19.8,56.4,12.3
E02004827,10.4,19.7,59.1,10.8
E02004829,10.3,18.2,55.5,16
E02004830,13.7,17.7,52.7,15.9
E02004831,12.4,17.6,53.9,16.1
E02004832,13.2,21,50.4,15.4
E02004833,12.7,18.9,55.3,13
E02004834,12.3,19.5,56.2,12
E02004835,12.7,15.3,55.8,16.2
E02004836,20.7,22.3,48.4,8.5
E02004837,12.2,19.7,53.5,14.5
E02004838,12.6,19.7,51.6,16.1
E02004839,14.2,19.8,50.7,15.3
E02004840,12.5,19.6,56.4,11.5
E02004841,10.1,17,58.2,14.7
E02004842,10.6,18.4,57.4,13.5
E02006454,13.1,18.5,51.3,17.1
E02006455,11.8,18.2,57.6,12.4
E02006559,15.3,23.4,49.2,12.1
E02006560,13.3,22.2,53,11.5
E02006561,13,19.1,51.6,16.3
E02006563,16.2,20.2,46.8,16.8
E02006564,14,20.3,52.6,13
E02006566,14.4,21.6,50.8,13.1
E02006567,14,21.3,52.5,12.2
E02006568,13.7,20.8,55.8,9.6
E02006569,12.5,20.4,51.9,15.2
E02006570,12.8,19.3,57.6,10.2
E02006571,13.7,21.3,53.5,11.6
E02006572,12.2,20.6,56,11.2
E02006573,15.7,22,47.7,14.7
E02006821,9.9,20.6,58,11.5
E02006822,10.5,19.5,59.5,10.5
E02006829,12.3,19.8,55.1,12.8
E02006830,10,21.3,59.6,9.1
E02006831,10.5,21.5,57.7,10.3
E02006838,12.2,18.6,53.5,15.7
E02006839,14,18.2,49.6,18.2
E02006975,22.2,23,47.7,7.2
E02006976,12.3,27.9,52.5,7.4
E02007074,15.9,21.2,54.3,8.6
E02007075,5.5,10.7,70.8,13
