geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003524,96.2,3.2,0.6
E02003525,91.3,7.7,1
E02003526,96.3,3.1,0.5
E02003527,95.2,4.3,0.5
E02003529,95.4,4,0.5
E02003530,94.7,4.5,0.8
E02003531,96.2,3,0.8
E02003532,90.3,7.6,2.1
E02003533,90.1,7.6,2.3
E02003534,91.9,6.9,1.2
E02003535,90.7,7.2,2
E02003536,86.6,10.3,3.1
E02003537,95.3,4,0.7
E02003538,84.1,12.9,2.9
E02003540,93.5,5.3,1.2
E02003541,83.7,13.4,2.9
E02003542,90.1,8.5,1.4
E02003543,87.8,10.1,2.1
E02003544,92.8,6.5,0.7
E02003545,87,10.8,2.2
E02003546,91.3,7.5,1.2
E02003547,87.5,11.1,1.4
E02003548,89.2,9.4,1.4
E02003549,84.9,13.2,1.9
E02003551,85.9,11.5,2.6
E02003553,75.8,19.9,4.2
E02003556,93,5.8,1.2
E02003557,84.7,13.1,2.2
E02003561,77.9,17.6,4.5
E02003562,88.1,10.2,1.6
E02003564,91.2,7.5,1.4
E02003565,76.3,18.9,4.8
E02003566,92.1,6.7,1.2
E02003570,64,27.5,8.5
E02003572,93.1,5.5,1.4
E02003573,93,5.9,1
E02003574,94.5,4.7,0.8
E02003575,93.5,5.4,1
E02003576,92.4,6.4,1.3
E02003578,94.2,5,0.8
E02003579,89.8,8.5,1.7
E02003580,90.4,7.8,1.8
E02003581,96.8,2.7,0.4
E02003582,98.3,1.5,0.2
E02003583,98.9,1,0.1
E02004697,97.9,1.9,0.2
E02004698,95.4,3.9,0.6
E02004699,97.3,2.4,0.3
E02004700,92.9,6.2,1
E02004702,94.9,4.3,0.8
E02004703,98.2,1.6,0.2
E02004704,96.9,2.7,0.4
E02004705,97,2.6,0.4
E02004706,97.7,1.9,0.3
E02004707,97.8,1.9,0.2
E02004708,96.5,3,0.5
E02004709,98.4,1.4,0.3
E02004710,98.6,1.1,0.3
E02004712,96,3.6,0.4
E02004713,96.4,3.2,0.4
E02004714,96.2,3.4,0.4
E02004715,95,4.3,0.8
E02004716,97.8,1.9,0.2
E02004717,93.2,5.9,0.8
E02004718,91.6,7,1.4
E02004719,98.6,1.1,0.2
E02004720,96.7,2.9,0.5
E02004721,96.8,2.8,0.4
E02004722,97.9,1.9,0.2
E02004723,98,1.7,0.3
E02004724,96.6,3.1,0.3
E02004725,98.1,1.7,0.2
E02004726,97.5,2.4,0.2
E02004727,98.1,1.8,0.1
E02004728,97.3,2.2,0.5
E02004729,98,1.8,0.2
E02004730,97.9,1.8,0.2
E02004731,98.1,1.6,0.3
E02004732,98.4,1.4,0.3
E02004733,98.5,1.3,0.2
E02004734,97.1,2.5,0.4
E02004735,98.2,1.5,0.2
E02004736,98.5,1.2,0.2
E02004737,96.6,2.9,0.5
E02004738,98.5,1.3,0.1
E02004739,99.1,0.8,0.1
E02004740,99.1,0.9,0.1
E02004741,97.7,1.9,0.3
E02004742,97.8,2.1,0.2
E02004743,98.5,1.2,0.2
E02004744,96,3.4,0.6
E02004745,97.3,2,0.7
E02004746,98.6,1.2,0.2
E02004747,98,1.8,0.2
E02004748,96.7,2.8,0.5
E02004749,98.7,1.1,0.2
E02004750,98.4,1.2,0.4
E02004764,98.3,1.4,0.2
E02004765,98.4,1.3,0.4
E02004766,97.2,2.4,0.4
E02004767,98.1,1.6,0.3
E02004768,95.6,4.2,0.2
E02004769,98,1.8,0.2
E02004770,98.4,1.3,0.3
E02004771,97.2,2.3,0.5
E02004772,97.9,2,0.2
E02004774,98.4,1.3,0.3
E02004775,97.3,2.2,0.5
E02004776,98.5,1.4,0.1
E02004777,97.5,2.1,0.4
E02004778,98.4,1.4,0.2
E02004789,98.5,1.4,0.2
E02004791,99.2,0.6,0.1
E02004792,98.7,1,0.3
E02004827,95.1,4.4,0.5
E02004829,97.4,2.4,0.2
E02004830,96.9,2.8,0.3
E02004831,95.9,3.6,0.4
E02004832,98,1.9,0.1
E02004833,94.2,5,0.9
E02004834,91.7,6.8,1.5
E02004835,94,5.4,0.6
E02004836,95.6,3.8,0.6
E02004837,95.7,3.8,0.4
E02004838,98.3,1.6,0.1
E02004839,99.1,0.8,0.1
E02004840,99,0.9,0.1
E02004841,97.2,2.4,0.4
E02004842,98.1,1.8,0.1
E02006454,97,2.7,0.3
E02006455,94.7,4.7,0.7
E02006559,96.6,2.8,0.6
E02006560,96.7,2.2,1.1
E02006561,98,1.8,0.2
E02006563,98,1.7,0.3
E02006564,97.4,2.1,0.5
E02006566,98,1.7,0.3
E02006567,99.1,0.9,0.1
E02006568,93.9,5.4,0.7
E02006569,97.6,2.2,0.2
E02006570,92.5,6.4,1.1
E02006571,96.9,2.7,0.4
E02006572,93.5,4.9,1.6
E02006573,98.7,1.2,0.2
E02006821,97.7,1.9,0.3
E02006822,97.8,1.8,0.4
E02006829,98.2,1.5,0.3
E02006830,98,1.7,0.3
E02006831,98.7,1.1,0.1
E02006838,97.9,1.9,0.2
E02006839,96.1,3.5,0.4
E02006975,85.9,12.6,1.5
E02006976,84.2,11.8,4
E02007074,70,25,4.9
E02007075,76.7,20.8,2.5
