geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02003524,95.2,0.9,3.9
E02003525,89.1,1,9.9
E02003526,94.4,1.1,4.5
E02003527,93.6,1.1,5.3
E02003529,93.6,1.1,5.3
E02003530,91.7,1.4,6.9
E02003531,94.7,0.9,4.4
E02003532,87.9,1.6,10.6
E02003533,88.7,1.2,10.1
E02003534,89.8,1.5,8.7
E02003535,89.3,1.4,9.3
E02003536,85.1,1.9,13
E02003537,93,1.1,5.9
E02003538,81.1,2,17
E02003540,90.4,1.9,7.7
E02003541,82.2,2.6,15.2
E02003542,85.8,2.4,11.8
E02003543,81.7,2.9,15.5
E02003544,88.9,1.8,9.2
E02003545,81,2.7,16.4
E02003546,87.9,2.2,10
E02003547,80.6,3.2,16.3
E02003548,83.5,3.5,13.1
E02003549,78.5,4.2,17.3
E02003551,81,2.9,16.2
E02003553,72.3,3.6,24.1
E02003556,90.6,2.1,7.3
E02003557,77.2,4.3,18.5
E02003561,72.3,3.5,24.3
E02003562,84.6,3,12.4
E02003564,89.5,1.4,9.1
E02003565,68.5,4.7,26.9
E02003566,90.6,1.8,7.6
E02003570,63.2,3.7,33.2
E02003572,91.1,1.5,7.4
E02003573,91.4,1.3,7.3
E02003574,93,1,6
E02003575,91.5,1.3,7.2
E02003576,90.5,1.5,8
E02003578,92.3,1.5,6.2
E02003579,87,2.5,10.5
E02003580,89.5,1.6,8.9
E02003581,93,1.4,5.6
E02003582,95,1.3,3.7
E02003583,97.1,0.6,2.3
E02004697,93.7,1.9,4.4
E02004698,92.6,1.5,5.9
E02004699,93.9,1.5,4.6
E02004700,90.3,1.7,8.1
E02004702,93.3,1.1,5.6
E02004703,94.7,1.7,3.6
E02004704,93.5,1.6,4.8
E02004705,92.9,1.9,5.2
E02004706,94,1.7,4.3
E02004707,93.7,2,4.4
E02004708,93.5,1.9,4.6
E02004709,96.2,1.1,2.7
E02004710,97.1,0.7,2.2
E02004712,93,2.4,4.6
E02004713,94.5,1.7,3.8
E02004714,92.8,2.2,5
E02004715,93.6,1.5,4.9
E02004716,95.9,1.2,2.8
E02004717,91.2,1.7,7.1
E02004718,89.3,1.9,8.8
E02004719,96.7,0.8,2.4
E02004720,95.1,1.1,3.9
E02004721,94.2,1.6,4.2
E02004722,96.3,0.7,3
E02004723,96.6,0.9,2.5
E02004724,93.9,1.3,4.8
E02004725,95,1.3,3.7
E02004726,93.8,1.6,4.6
E02004727,95.6,1.4,3
E02004728,95.3,1.4,3.3
E02004729,95.9,1.4,2.7
E02004730,96.5,1,2.5
E02004731,95.9,1.1,3
E02004732,96.7,1.1,2.3
E02004733,96.2,1.1,2.7
E02004734,94.6,1.4,4
E02004735,96.6,0.7,2.7
E02004736,97.4,0.7,1.9
E02004737,94.6,1.4,4
E02004738,96.8,0.8,2.3
E02004739,96.4,0.8,2.7
E02004740,97.1,1.1,1.9
E02004741,97,0.8,2.3
E02004742,96.2,0.7,3.1
E02004743,97.6,0.5,1.9
E02004744,93.6,1,5.3
E02004745,95.6,0.7,3.7
E02004746,96.8,0.9,2.3
E02004747,96.9,0.5,2.6
E02004748,94.5,1.1,4.5
E02004749,97.1,1.2,1.7
E02004750,95.8,1,3.2
E02004764,97.7,0.5,1.8
E02004765,96.7,0.7,2.6
E02004766,95.8,0.8,3.4
E02004767,97.1,0.5,2.4
E02004768,94.6,0.9,4.5
E02004769,97.2,0.5,2.3
E02004770,97.3,0.5,2.1
E02004771,96.6,0.6,2.7
E02004772,97.3,0.8,1.9
E02004774,95.7,1.3,3
E02004775,95.3,1,3.7
E02004776,96.7,0.7,2.6
E02004777,95.5,0.9,3.7
E02004778,96.2,0.9,2.8
E02004789,96.6,0.8,2.6
E02004791,98.2,0.5,1.3
E02004792,97.1,0.7,2.2
E02004827,92.1,2.7,5.2
E02004829,94.3,1.6,4.1
E02004830,92.6,2.2,5.2
E02004831,91.2,2.9,5.9
E02004832,95.2,1,3.8
E02004833,88.7,2.9,8.5
E02004834,86.4,2.8,10.8
E02004835,84.5,4.9,10.6
E02004836,92.1,2.1,5.8
E02004837,89.8,3.2,7
E02004838,95,1.7,3.3
E02004839,95.9,1.2,2.9
E02004840,96.3,1.1,2.6
E02004841,93.7,1.7,4.6
E02004842,95.4,1.1,3.4
E02006454,91,2.7,6.2
E02006455,89.8,2.3,7.9
E02006559,94.4,1,4.7
E02006560,95.4,0.7,3.8
E02006561,93.8,1.9,4.3
E02006563,94.5,1.7,3.8
E02006564,94,1.2,4.8
E02006566,94.9,1.4,3.8
E02006567,96.2,1.2,2.6
E02006568,90,2.2,7.7
E02006569,93.8,1.6,4.6
E02006570,87.6,2.5,9.9
E02006571,93.6,1.7,4.8
E02006572,90.7,1.6,7.7
E02006573,96.1,1,2.8
E02006821,96.1,1,3
E02006822,96.6,0.8,2.6
E02006829,95.8,1.4,2.9
E02006830,96.7,0.6,2.6
E02006831,97.5,0.6,1.9
E02006838,94,2,3.9
E02006839,91.9,2.5,5.6
E02006975,77.4,3.2,19.4
E02006976,85.2,1.3,13.5
E02007074,66.4,3.5,30.1
E02007075,66.8,4.2,29
